"Step","Name: Prod-TD3-BC-noLN-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noLN-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noLN-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-pretrainBC10k-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-pretrainBC10k-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-pretrainBC10k-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score__MAX"
"34000","37.27085037337085","10.4581117983901","55.56049295686061","64.54419847250516","48.22911265149365","79.03360206935305","24.85281518696336","23.470913190685508","26.45865513290972","28.878852957187544","24.028402794449427","34.71535412108938"
"35000","37.20954244390838","23.053325301507638","45.59723185744963","59.6128290952675","47.259682716140986","72.74677645596944","23.310415808779776","21.367383958804172","27.071898760142","23.231118913258943","19.34902608784668","27.405934029912743"
"36000","40.74311657862716","29.19533054601034","54.809768796603166","67.66421358546992","53.66938793811696","87.33851881287062","21.99382057054343","18.72872203903575","28.27413900913916","27.228887049145992","21.896754979026547","35.68328029920517"
"37000","38.31431449304336","24.39166306250925","57.422432035408924","63.76900761506025","58.36002569799778","73.19980863043179","22.34266006639722","19.870088028584963","25.028656623539643","25.454701111329033","19.785056569563928","32.01705465044167"
"38000","31.05594920528502","24.962201862179263","40.13939983069092","60.13868530394701","52.235758231269","65.74000986563003","26.63562778059469","22.465671955124204","32.371799795619985","25.678444673100916","18.63291539828785","33.57924952993212"
"39000","41.967972639693926","26.477491739892482","65.66494731221714","82.19248641991645","72.49076779459637","95.39937940205057","25.614722784235585","21.477256219089806","28.949727971221716","27.4831022678452","23.341783662976116","33.802226783605015"
"40000","34.1235055619183","23.826543360903177","52.24374237092161","79.56024961382562","49.49861910613447","97.93879023967122","30.1976131999137","23.553631123285275","37.252261108135436","34.881493954695785","26.615494475215034","43.711057918939034"
"41000","34.248303636433086","15.793297214950016","61.77576860808634","85.60400049700148","61.68935770805331","99.9526180414888","28.461729437680976","23.21006420426943","35.449528889362725","32.11126696265928","24.26203021501914","36.562798555523635"
"42000","39.222324815542336","22.83338561631839","57.54943170514636","71.75310919902893","55.01494216107991","94.3294791621874","28.99962724573699","24.12812405589143","35.76163725650774","32.529733536564834","27.55598529013254","35.242411892528814"
"43000","28.202676200679957","15.681053777335926","40.20811505529235","71.02432299081578","64.8069130325539","75.27001464217692","30.90902964808833","25.93119161783744","40.113268075495824","30.96035998103873","28.622752890412507","35.19206378447626"
"44000","29.03258609639862","17.83733019792331","41.40980960591435","72.10456794964618","64.8776809455556","84.81757591147911","30.081238687007414","24.28780852470469","36.73800539676996","31.008138004805733","26.44076889795073","33.95156920661071"
"45000","31.621133809550358","12.910948300883568","55.844935894970035","96.11240934786024","93.30889588157898","99.71647704068391","29.250190557500563","23.467949050106267","33.74213304805798","29.7438606541513","23.508446880976564","33.56583215420428"
"46000","30.021317312227342","8.39882473823231","40.91654555184585","88.06656961749154","73.86393110339175","100.07260156995459","28.006261779668495","24.799419250491","34.30198149190905","31.349887926085472","24.379046195311492","35.58690223114789"
"47000","32.37257133452024","9.385104591518678","57.66244084270252","80.85490791388185","59.622019604876996","99.71065664655706","29.917928685262666","25.191508546949482","34.26968376977504","31.21945901495738","27.120526319192674","35.449616318146106"
"48000","31.619423938300184","11.2901506472057","56.853432982432054","80.23686274467491","70.66718550596394","97.78839187263736","32.00930536185683","28.25907795568201","35.66122716904797","33.85944994818785","29.284722323998043","36.84697725791756"
"49000","23.886492164299153","5.830853014964723","40.66618352385572","93.88276689843481","84.78144134355034","99.64077228048956","33.648980611164994","30.478275157339496","37.72343887104188","31.190487864446805","28.025564191496326","34.13576977268194"
"50000","24.447405797757224","6.062711726202996","40.406447172107725","74.88719766246834","48.848638151421255","91.14530072911768","33.841773915976376","30.575384111440435","40.1489333529655","35.26921155185049","30.00771684577021","39.63474735102342"
"51000","25.410585183324383","6.430729304427836","43.1930293869474","95.3755236357177","85.63650558344253","100.44992486111161","32.16143003674611","29.392718412060265","34.855343468010396","35.65940208823982","27.315464003289296","40.583661362318736"
"52000","25.600429985845626","6.521412801154157","44.61954433060969","71.02234084649379","55.28218389931049","100.35711635335034","34.31481261940147","28.065905923867135","41.18304256351975","34.299301724414384","26.762417210961075","43.85700937839496"
"53000","27.999140127918178","6.521267458931382","52.65565798182007","85.84349826330735","56.952317899513375","100.35150505472659","34.39315763412807","32.86702088979467","35.51562142385918","33.755066108429766","31.7318518476535","36.46856139953065"
"54000","26.15060028036601","6.861547568705017","46.40162164688395","97.26763225944477","95.52702370929002","100.4598997383273","31.889231313271722","28.78060661054181","33.92702364907608","36.245075294028105","32.17990801259153","39.322764751455345"
"55000","25.901690984316293","9.439081718846884","41.2551524653213","85.7090823701958","61.74981955994875","100.37846106738695","33.999701230737394","31.13001999443119","36.69340615860966","32.81247533014069","25.922110754435046","40.0407358958847"
"56000","29.001577154359627","11.686450399229805","45.66147265399145","86.0101245539381","64.13776776214847","99.92361176485404","35.89961351402608","24.812612742872368","45.35201900695812","33.83638479086897","23.75727117465353","42.87035868623516"
"57000","31.85924314150226","24.37956341038645","43.615984537608696","88.49122377954255","69.69479783142567","99.6898005582865","34.041811766043466","30.288429574233582","36.38193785407658","34.89882114281358","26.660195042431546","41.623739506796966"
"58000","25.897171360223656","11.007426999460415","43.72251022919451","88.34324545517033","79.7871488686858","95.30554725778505","35.05424622644086","32.0266124965178","37.08494610559781","37.6715665422643","31.63143221688379","40.84791246820693"
"59000","33.634526876315796","22.526993648745886","49.59987866926415","86.618482005449","83.41797806378102","90.63970078493419","32.74903666106979","26.99802870204301","43.13128120454561","35.45885671972329","25.84777288327072","49.30006427049896"
"60000","29.7793666422736","18.79910199751747","43.36843216176653","87.73184363510973","68.59976445179507","99.83994361415054","35.07889403452815","29.81786368067217","39.12674262111038","37.4853395825009","27.972924117925828","47.42122741540487"
"61000","34.010800992167525","25.993458299572463","45.88816885366627","80.35352742631167","64.34232799356519","99.97218649738751","37.40011849122069","36.3786953362967","38.809604527120044","35.099729354324126","28.05731724841582","39.27513197921497"
"62000","30.75162961097669","11.515366153421034","54.85163345302331","91.84859440189682","75.2988505130192","100.79720624441539","36.53850058288091","33.39785075483695","38.59188375071253","40.535079893415976","37.37052492431145","44.71355767648673"
"63000","26.881538571448342","21.070368959390628","32.30950059171806","90.97455142256076","77.63946125162103","99.84211098651625","37.01339273850372","31.414539366621142","40.029370740095416","41.00983074230729","33.51054302403173","50.53362545276735"
"64000","34.29465936213402","24.83122391871608","49.627549920192585","86.24301623275971","78.85740562545189","99.644513739797","37.409164840057905","32.792342674294126","39.72255348155476","37.83142298783865","36.13319171591533","40.056566310210535"
"65000","33.333694347910615","26.634978976256036","43.28095293192607","94.4828925174982","89.1682392425731","100.07545731971096","38.013005961138","35.7511984458022","40.00058028275799","38.32647756222087","35.3549542413363","41.5780779459264"
"66000","32.56155235699271","21.614901966957078","47.51619539256422","94.15339814414068","83.13638707868076","99.7238358484147","37.62702753018286","35.356984259002964","38.88833927817646","39.36493279776047","34.47877226985337","42.2508927260964"
"67000","34.95737417811409","27.37978040486697","49.51219894069012","80.09745693608613","59.72307798736362","98.70581595779714","39.61509824821809","37.29472304911696","41.74835625242409","42.38126584829354","38.139593149726494","45.491842613257454"
"68000","31.421537273859297","21.444162514142075","38.479118737802125","82.36191649676097","69.07202269715864","100.7456527538746","39.472377255576106","31.205152809525234","47.60228552481153","45.53333018418865","34.77447886217167","53.46835186462193"
"69000","28.844636777350313","12.233661186151142","46.01906630552523","96.74496961275706","91.7968282726662","99.34709035810285","39.313202935557044","37.34018872266315","41.85725902272445","41.62106477242118","36.07008157359154","50.76730953720546"
"70000","32.48106024799585","14.170069106665157","44.97405494837695","97.70524084363842","92.81012788637017","100.72202395627944","37.322456769778675","32.307264826850364","45.58621375769873","47.860203823424825","38.25286590023562","65.37600136058109"
"71000","26.394804277615194","13.849370182062568","41.340709052724876","91.07489614324521","73.99096432284244","100.01293267110331","39.012280826517724","36.408357061359084","42.03866066342279","47.58234632385841","41.23924728603893","57.31309558473392"
"72000","32.99991897493782","17.173531699042094","46.53118780064718","87.6984955567856","80.00247067711871","100.0274224406075","40.836787229883235","37.66578236871431","44.980012782344645","44.12141603523324","42.109029784523","46.83744713712098"
"73000","31.103802285150362","18.868945684302915","43.49111397858101","98.00753772298533","92.98315926589511","100.87231429903551","38.95031458747261","33.69999892748771","45.25426992794149","47.552304478266365","38.82028377862373","61.283882840689195"
"74000","30.126531315819857","17.495042192965276","41.82066283560012","88.12884168579272","66.38351064419548","100.48717186652958","42.20979627485666","34.995588325836344","52.49068387888944","44.42616974609941","39.34571900027668","54.15074711627275"
"75000","32.57302940750904","14.70081792994785","44.379732716806124","78.3755860684231","66.48115084554952","100.59698411460091","44.856503429597474","38.70357068178512","54.26127255470854","51.1800196911959","41.95040758668843","68.28123223986248"
"76000","32.60893682859828","11.819200197572362","46.30618813574767","90.2147777837743","83.63220842337704","99.95117725925887","46.189113434946556","36.93601997838396","60.17938459806431","44.65758685338699","34.31871824058616","52.202596404219456"
"77000","28.884008703703543","14.063007445645642","42.60987606964371","95.60704394667748","88.29675052130709","100.47359010331249","41.267996504648245","34.86097065523012","49.681486936370554","45.927250429176674","43.0064276588029","49.323577056638705"
"78000","31.879197072852776","14.626903311547027","55.17325141051089","95.57667412839504","91.13427560826266","100.39534209528307","45.40683191935246","36.14067760093276","58.113858632420545","44.504390936093394","39.70086655005256","48.76018550465941"
"79000","36.61470375374142","16.29930504483604","51.022940578412125","89.1148851151188","81.83192418300483","100.15127770485839","46.03928680773297","39.16494077691412","57.571399119663305","55.26636767651514","42.6775075587056","68.25891498761149"
"80000","35.81888222112376","17.845181898334044","45.017907900799756","100.05811341056858","99.4396022544968","100.93425864515231","42.547694169151804","36.70909939051576","53.252206159128214","53.30693874038352","46.46167159752225","59.56240973977437"
"81000","35.26704502922052","19.921106921270805","46.95959157709652","82.82966093908269","62.73626741995961","100.15906282879286","46.27374565944741","38.30934904494509","57.50271229502319","38.468198843091955","27.601510376126832","46.70957974428139"
"82000","36.89294737585888","18.050725814345498","52.79811514635422","91.64724920980954","83.65293715738488","99.55856252320217","56.41130990035291","49.16907400541919","62.54475186106515","56.94257064523625","46.306609366598934","66.2608868285116"
"83000","37.30518907572341","21.32324429201935","45.86781944783152","93.71774040807931","82.03560890962456","100.19501126711651","50.280932008566175","38.03772394273744","74.11947834100836","48.27232090950421","43.58005700136823","55.33728904871398"
"84000","33.66346899734139","23.856707131783715","44.56490335956716","93.501142626951","82.43572581342849","99.94986357502647","52.798589505585106","37.88499448392126","75.63464175246587","45.875334285700184","31.0179086277128","66.52060419178896"
"85000","33.09008617907342","17.674837724958152","45.655855352857145","79.78144470764266","66.72627225557073","101.00105626855","40.87024756079645","31.00170697973245","49.7641968722466","50.54649779191363","35.50291582287661","61.80685131922331"
"86000","36.07403177460432","18.624944491179583","46.558541890099505","96.19827917454563","88.09627056524079","100.30398544242357","46.84660137438832","37.401529955356054","60.899359793636954","46.35321432884779","29.99960675668685","54.53858299821793"
"87000","35.91594391427329","17.225548474857412","47.25984422784725","88.14875089850163","63.60931330848457","101.18346889548914","46.66158960839406","37.669814301711774","62.626541422856675","49.73622947505962","44.423148668355","55.68120182994212"
"88000","35.35809523922606","14.431179343042869","49.05781595316427","90.23911238136952","88.38143989494867","91.22506882361111","40.796816700799035","35.40740004291176","44.28658422027809","48.36156624041834","44.85766205768749","52.101600768510416"
"89000","30.70496629674948","2.5943934408827785","47.02506574109782","95.79959880097697","88.44013730367101","100.40937810018961","50.2021823792876","43.45968356689069","56.22486341584454","61.92325030093067","44.841706409827374","75.89003447856835"
"90000","29.014681119196627","2.265741430368882","43.868934851288266","84.58586920684456","59.51444601068502","100.67286175160604","42.629744751916625","34.62054436743063","51.126715215604236","48.1377420120992","40.599828559042436","56.258247348291476"
"91000","31.838636023910805","1.6366995286412123","48.41169448156342","95.36242621158279","84.36765964927383","100.90753493680621","49.013353231447375","47.39652688873396","50.992472757068654","61.86006794296501","41.241243224212305","88.4316257893781"
"92000","31.1778814855016","1.1874914216428232","54.18623783696209","86.17928443540826","75.95957328568916","97.39066415557966","50.24635797908843","36.354301265777686","60.68472974904788","51.54033160613958","33.654182999069256","71.13713888942837"
"93000","32.36799659394294","1.43105266842239","48.919982179952235","100.63479509634836","99.70860117656133","101.10835971920866","53.54411886264628","28.728063589940827","78.61953218651473","65.6149780870179","45.83143823420824","93.67274232481259"
"94000","34.23083952514969","2.4786073272522473","54.64457678377666","81.86848495634311","54.30135176701466","100.82009544821008","51.59611863810742","27.45531656879044","68.1353541525283","48.79020138587046","39.32143982886595","59.45999693067454"
"95000","34.45275659536018","11.556221264501382","51.72132740019414","97.87276387091026","93.02047227918752","100.44878387516076","52.85909014514065","38.26484147368098","70.71618138105904","65.46266159371247","38.75916694922336","87.14652802712868"
"96000","37.359567325735526","17.197548913005548","47.58704138017333","92.98101892993611","78.51470295130292","100.24438020945716","58.201268160826736","50.063649695191174","72.69397243583468","64.2937790052355","55.30867128953658","78.3887427277005"
"97000","36.92662177529753","17.609940456405752","49.43124884720251","100.4107715892916","99.6926450389329","100.88737220519795","54.19968454634253","45.20016743732207","67.45903347627463","60.74465092064987","53.50539641456427","73.51251068737463"
"98000","35.15702303334899","12.804802873612287","48.346613707078276","97.67313267230698","93.32300042707459","100.27389978459884","62.92639424296203","61.41606533623105","63.86758000752126","68.65531070903273","48.11569961850933","88.17792714197752"
"99000","36.38017437888126","17.081987383857715","49.04002701419482","82.91788163737017","70.20774260531536","99.94154858924796","54.94272079092236","41.28038773197237","63.511210829160625","65.82135515665504","48.410653888498636","77.88374029093069"
"100000","37.24331916678986","19.304944935636687","49.78640416490967","91.63651763332916","74.22834246369008","100.85005765689968","66.57345205612154","43.31447458088883","88.17620660352507","77.85576804641504","63.11385241736473","88.86486979420916"
"101000","39.022979489563134","31.47594389900955","46.02286889824734","100.29491157886496","100.04635358047152","100.5001357323269","79.08533479469145","57.88502212197583","92.21421504735645","85.17636051480537","62.98771733851305","100.76203882899506"
"102000","36.77715883944213","12.212478091128437","52.117808345474735","100.2693310577584","99.86086052941977","100.81992891358591","66.8786972858449","55.37078927903504","77.43566975820194","79.04380939647963","65.05185939514865","90.26215405079654"
"103000","45.82141496671155","25.850270908450916","62.63304892867263","99.78674649829082","97.66970533558343","100.94336950188871","62.59449398377476","28.716315232407037","82.45140207603254","77.7774900827145","60.47243524557967","98.54983477054914"
"104000","41.52820967649878","26.064627378087028","51.59343201872315","92.77239176862524","76.9780744379979","100.76105522601542","66.36377057159947","57.789445585804124","83.47511558260922","87.50680793575555","77.94751386943884","101.57525717400692"
"105000","49.88332053258432","34.321448529162915","59.078073255670084","88.91437250172537","65.8708809749011","100.7671307061476","57.64916160101785","55.122808138600895","61.95001849535333","79.84662321184499","67.52445892651282","99.08309773631537"
"106000","48.40690190495136","46.5229271469831","51.526265964963116","100.47111542996412","100.30356825206792","100.71244724783472","73.13485857214623","55.33716220348052","93.5480705109369","83.18963964669862","57.643317109777655","96.85429236089571"
"107000","38.63550170056806","20.91414536002709","60.84125969464035","100.31490837457834","99.94894602668806","100.90927758453176","72.75828580230724","60.4926072854253","79.91538368693338","70.74294744132561","36.57639433186219","89.33483291059379"
"108000","39.29546072954697","22.494281996903094","50.011527548747424","100.43559503925411","100.16164744888296","100.6748147250643","66.94836107685315","53.07756408479678","79.58083498768298","91.2966168097849","74.41941678946871","100.26320386063534"
"109000","40.594848040256984","26.64234844971386","49.855188920666784","84.17448200560985","51.756336949549095","100.68076853976989","80.43268895162629","63.8643881557415","100.69994689046378","82.84508311091982","52.613308047206516","100.50553700259086"
"110000","42.75837509645688","26.63826008969723","55.58377825597838","95.26771119018593","84.49966415845459","100.65799644292007","83.61175150512322","69.70360748346067","93.34901383648675","80.97122503777656","78.48281157330051","82.66098387530113"
"111000","39.79459944990493","23.039094654099603","51.67589588895719","89.97392894576745","69.21810589887374","100.78190560746056","89.40013703211288","79.23631082508761","100.53040650674092","90.7599476804305","78.51411034411167","101.3207960024316"
"112000","40.789810264396415","15.85184857472999","55.047267000796495","100.59900073977758","100.42341782787634","100.88039025784816","80.8729080390223","58.59078189297018","96.7248565676022","100.10627691677372","98.62648447344297","101.2192157252251"
"113000","37.21788093164202","15.119159260365278","51.977744215900465","100.59605275688057","100.19588697133443","100.84435832744416","77.45759928702948","70.18934823860909","81.61130712715747","100.69656729452868","100.48731122810331","101.0953174620641"
"114000","39.97435101841092","13.690941967142054","53.77681792567799","90.98326664318866","82.4358672900095","100.32852453633687","95.19512629352953","84.08392857003749","100.9159562791233","72.35045934390843","65.78815703088962","81.48315664616155"
"115000","46.017079523703615","35.982902927845316","56.115431445366696","99.25053825943326","96.98926088433231","100.88959664981354","70.61399563657356","48.88009600414006","100.72348806780506","93.49072612371607","90.92106736653498","95.9875530270786"
"116000","44.87974002728143","18.851673918806824","58.801880439271855","98.89522604681781","95.82240392380481","100.71547024032337","72.21501439136382","58.55155668843891","83.20713745306273","95.27253558464719","91.60501368009523","101.72586630279896"
"117000","39.5115000561809","3.044389589605619","60.60523313588016","97.43793566094058","91.94032444410976","100.23790340308403","85.47862553550824","77.94521119844269","91.16687687712194","101.23181825647822","100.83434949267863","101.64549738790065"
"118000","44.30981760729486","28.795569013219012","56.514365088173705","100.35462409638914","100.08392601301136","100.62553890637378","99.84707538361528","96.79611218651421","101.83423082973972","100.76625693637614","98.80241880447761","101.74980977510901"
"119000","44.58848716851429","28.2236586493123","54.708940516817925","91.5260673766416","81.51131574894586","100.39032216165731","70.72613775125652","53.08641796715653","98.9897703176047","91.17991192318262","81.73814791254816","101.22243768863777"
"120000","49.56770638888056","32.245526044618316","63.83938899365056","100.34561921430144","100.1778073136328","100.5274471498964","89.71232293560449","71.0297202586791","100.59718241543234","99.51273820083372","97.60888558347258","101.59807847015396"
"121000","45.07231578017871","34.31978260664836","52.870696381135055","99.28829303516238","98.00587545160145","100.60478469418","88.55574137493825","71.10876825224184","100.4314112978296","100.46219453648717","100.00837338991893","100.85292431912384"
"122000","49.9069767859069","32.47773545867393","61.455165894973206","86.82153391363323","60.14146031563868","100.1627575137208","88.10885575001375","64.00325508244592","100.55926426069475","101.17473547465586","100.43046231388439","101.76571668669168"
"123000","43.88451338299572","35.571399863720124","48.55817375225553","89.931554697397","69.66451116121833","100.2690066128612","87.22386221694444","60.4584927561144","100.82587270272528","89.32621934650075","66.11177311849207","101.07115133001881"
"124000","46.647662427834696","38.909857847933274","53.46565972646044","99.92208414422146","99.69442258393403","100.21423651943628","100.7338656842112","100.00580279250681","101.41803352247716","101.18013522011734","101.0647020593193","101.37480637702706"
"125000","46.55413701120693","26.596158553937933","58.445183037799254","100.64844828157796","100.60450188983884","100.71216293543208","85.09975289481517","62.5006673246213","100.53444661824868","101.16191794908347","100.04466042330473","101.91844593861205"
"126000","55.33159339145178","28.739211730123397","80.11950323859206","93.34136962837293","79.57284923892793","100.54571771615595","91.46159653921704","76.87383899447812","101.0822507179173","98.3042078710053","93.48355358374612","100.99271089822155"
"127000","53.52729241789651","41.070924142204","63.94226362260941","98.24204854400979","94.48295799152343","100.26932214783749","95.00299712854337","82.9958452891794","101.73882760864903","95.74738290032774","89.24736767335705","101.4411982747925"
"128000","61.22025330656629","46.94132214920915","68.45590965204741","98.65903536146847","95.54532524406254","100.3821892925889","95.15200808397837","84.77575053947118","100.53372899195034","100.99079500042377","100.54436383231915","101.59714585213071"
