"Step","Name: Prod-TD3-BC-TD0.9-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0.9-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0.9-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD0.1-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0.1-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0.1-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD0.5-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0.5-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0.5-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD1-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD1-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD1-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-pretrainAC10k-hopper-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-hopper-medium - d4rl_normalized_score__MAX"
"11000","40.912365380993975","39.42616447573631","42.00797225990821","43.919923534602525","41.96679801396814","46.191048357929716","42.339232311038245","39.93204856681596","43.58788944121768","40.91840409887134","37.78353016415833","45.55014636806029","53.658044707021425","48.1669361295117","63.58399643139302","25.869795235243263","21.623076174053406","28.23376069107293"
"12000","43.041627427908445","42.444668069580096","43.637855422112246","43.53280119768195","42.47610673486758","45.48698645465094","41.42189540907792","38.500204881005274","44.94599835185903","43.54515107475938","37.592880896352426","49.847398255998854","51.568061114059326","44.96167679671672","56.06532574802059","27.316178288886487","21.907349529019594","32.21075911961967"
"13000","38.5825730972398","32.65349740485796","43.261154201668504","41.21228415872392","39.50932896160838","42.44534154010188","42.096941185117664","41.1681462509438","43.76723228822644","39.942896109712876","32.423280318968686","43.976804649183045","51.76953261521249","40.78979645500836","58.8436675974052","26.596209220028914","22.291529838209136","28.761136923161878"
"14000","34.38914542628083","30.977982858693004","40.65871687171132","37.82496645602337","29.44458164362863","46.929895038480765","37.31882416500173","28.544441797512626","48.36068404177175","34.910961336343696","27.19835765662495","46.53124709132131","53.52866305561779","45.90008665070548","60.31983945572493","24.371450752844197","21.779607399130853","28.712501642184883"
"15000","35.83822330011776","23.046861121957644","48.27546591902623","39.2184258077595","29.798467732559697","45.233330315125905","34.80694011376516","30.80874832440741","39.66045370049856","29.684564346070527","23.940672715492923","40.495390215776474","44.95503812242267","38.65495908220255","48.51031108272298","23.210189796036804","18.985965472818737","28.952498275549377"
"16000","30.22578210429052","24.362996275135394","35.39436262100752","31.22043724329929","24.7237945281029","34.62442514767503","27.797785482458405","24.848503235875143","29.886687528702037","31.42625133111171","24.99448833001043","36.7417415209115","44.32364232118446","40.714192880366724","49.807394837536684","21.10466287511515","18.522167714558478","23.006068918197457"
"17000","34.97701043520684","24.58866594208137","47.230529230983976","32.165294432784854","24.009780200446556","40.703626622171114","34.825758366994954","29.73079084966388","42.0728060452924","33.46337986807507","28.61006463492906","42.93208881425728","46.07334453445137","39.467224916699344","51.237289681429786","21.300717517748364","18.061000852182616","23.246222366965107"
"18000","35.97352884192632","30.32955517689671","45.2039786280354","38.584798403141065","31.685917307219473","45.399471147741885","34.1657724341033","31.50908625293673","37.51285682778195","32.061773223238525","27.406255401906748","37.42131898618081","44.47671588180375","41.51434675305075","47.16926094234076","24.252828831432794","21.727300876315038","28.886153040016467"
"19000","33.52096684056833","24.772183544675734","43.35120017935591","35.19411446374156","26.287872771937376","42.95482207751546","34.37703212721612","25.154167485523633","40.74257495470202","33.616353211641524","28.49182613683662","43.672215914446234","52.01900870818313","40.513253152495736","58.83497328171743","21.621322862126874","16.448270471000768","26.655743762569184"
"20000","32.9972619769395","23.31245163815155","43.62403217720958","33.48742689019438","23.35210512799846","41.58658157584193","30.051851977324574","22.798763598497167","33.95854277929109","35.07854025304017","28.27263681108611","44.55720429879095","58.014096840072135","52.525908769634846","63.778376176104615","22.152866212630897","15.800343935878889","29.082287393081817"
"21000","37.067348491895984","34.19653638444954","42.254107872909444","38.35418219995028","34.93219331638912","43.444089152008516","33.70850941070726","26.76926441131615","39.385470566955696","38.23748265146579","28.924041854122045","47.05940002502477","53.04247436670088","44.96369940709356","62.39202194299687","22.915080700984266","19.072210254982302","30.511235109017456"
"22000","33.62309964310496","25.862116604326708","42.388073107865104","41.16268884112976","29.59796970181847","48.08495360225785","34.67181508163464","27.234417193985927","46.967434168162576","35.92500508198575","31.779794756848613","41.81400564765719","61.232874755476814","52.83027104756231","68.91770472324446","20.386917391625534","16.13902918882172","24.162469775794126"
"23000","34.39496920988303","31.3175755320175","38.48061842154536","39.21477108258757","33.974531989826254","43.114242163697654","34.65040125811243","27.13283891315077","40.676726033485735","36.54698147295614","34.82338195268969","39.24796515729421","55.234682139286214","42.2862299567561","65.50502387896874","20.896235399882656","19.359013381210374","22.51585118307722"
"24000","34.25568600298147","27.87518662604746","42.11180012805901","36.766729818913795","32.88051614603083","44.0125306538941","31.83653667367842","26.408577783762617","35.13831093931749","37.84233880056431","33.398566088354706","43.27658514982196","51.98125742518892","43.27884757718511","62.75220435106572","23.03014582763608","18.224291843688857","32.16962828010548"
"25000","31.571424042113193","29.028595787173145","33.30030991795183","37.98041765844612","29.397311773767193","43.1222149961746","31.69706891829881","26.705481081385944","38.530293265876466","36.90847706391034","33.36137866723583","43.87999906747787","59.14149233421921","52.32366500047285","70.82469404834409","20.10061741475889","15.164733686493154","23.19454042515701"
"26000","32.00392085717635","28.732785967101293","35.1125883362604","34.99653694406553","29.822475261764264","41.545290549465506","31.387154968164918","27.544842408234082","34.06228517077076","33.51284345818586","24.205151744178536","45.109272868488965","56.26926228487412","48.109371007270276","63.081649820810156","22.642287266371138","20.053571541806622","24.000955523329456"
"27000","31.275676458671835","26.93752795656705","38.96438916816443","33.80467087085853","27.430634085914214","38.27414470473165","27.916571122203","26.777467648760716","29.54309606833912","35.928004048816526","28.479465323585178","42.481206666296686","56.84852683634832","56.184695467933075","58.047553758302364","22.388024875166526","20.56000899093847","25.53287641855825"
"28000","29.2513559524143","27.200302505834014","32.24593697811598","34.48526489112092","32.89940988765159","36.976141220037206","33.22003812332362","26.805756541417075","37.59293801537909","31.393008730794786","27.556481946881583","34.567109322827164","55.63659257397393","54.368874145674184","57.440819008124045","22.02967420446558","20.300036449262514","24.723052287492553"
"29000","34.85017418594247","33.635007101494566","36.170366305825226","41.07066446430343","34.74591235716019","47.179663104125396","36.645195490718955","33.820176453867916","38.54455883226887","38.49248751675878","33.851135591197576","44.959929817408934","73.32761914844548","66.58789798838848","83.99435677694927","23.351576402323918","21.8874884499579","25.599459527183626"
"30000","36.94705583569327","32.723607741808216","41.56717749416923","40.565843384318015","32.06039302416937","49.1165111151864","36.05350462345324","31.127602353962764","44.101620738964264","39.88184683556012","34.19885913217992","44.158861129640925","63.17722029109467","42.75276840668551","73.81369960808158","23.090045393202995","21.93887354694752","23.983695611124713"
"31000","34.83192998522011","34.77031807747273","34.908660766571856","39.4375098647643","33.804871994495166","46.47405933284634","32.743234841624265","29.013681099654054","36.899789080224785","35.48724526597456","32.116507069838654","39.645536876358136","58.58090600710759","44.1493416469079","66.88447300838891","24.51404360577472","21.40913305630062","26.673020696700693"
"32000","33.536690500792155","28.11820815485419","39.44380952655421","37.17132906400949","33.43320312332032","40.87725458275078","33.39489650862813","25.95094392423163","40.98513187257374","38.85365587645962","34.400896734099575","46.03215385013395","54.60789833627978","52.39666043265706","57.951023501123636","22.27605486762316","16.89973457794436","26.21368753983503"
"33000","36.632591538039","28.808308719475374","42.286435243256705","35.46681137695196","33.14820924905699","39.621055426986636","34.540119033149146","26.513753699417546","43.63765732218505","36.821225442707785","34.987163431947025","39.447972427705594","63.8050915526502","53.12920834571497","71.41540100165693","24.441667047433242","23.14107377181875","26.633959089563515"
"34000","36.81790042127645","33.83604395753166","39.23841968153389","41.18116521840958","38.17657398162267","45.991516523373676","37.384782003078676","36.92262352904078","38.25814946828612","38.66644771512275","35.258627055653605","41.05774108367096","64.54419847250516","48.22911265149365","79.03360206935305","28.878852957187544","24.028402794449427","34.71535412108938"
"35000","33.233391471074135","30.890964906022454","34.669872229272016","37.69116646751967","34.75420722887507","41.48852605825925","34.812561949242145","32.24968821191417","39.79611527621412","34.637361270037324","32.381424814882884","36.915224227925954","59.6128290952675","47.259682716140986","72.74677645596944","23.231118913258943","19.34902608784668","27.405934029912743"
"36000","35.101216627141596","25.8165365083375","40.6181861921315","40.96278511837101","36.51312895074855","44.50536369861717","34.559423717836076","26.097696640532604","38.87843329938372","35.18527357168487","33.23179320518664","37.249534669227906","67.66421358546992","53.66938793811696","87.33851881287062","27.228887049145992","21.896754979026547","35.68328029920517"
"37000","33.23920137944641","32.666021734882335","34.061309627592465","35.27188568430912","32.26093431897532","40.1547110181311","32.36398029780062","30.46420488251926","35.65898180240537","31.396765710303836","22.806439001374297","35.83475641926473","63.76900761506025","58.36002569799778","73.19980863043179","25.454701111329033","19.785056569563928","32.01705465044167"
"38000","40.32656279324178","33.15546799186802","44.010575563746926","37.642279753772634","35.469970451586164","38.957666075471295","40.86471307502717","37.240077839434285","45.29506918080995","38.1954475518291","36.67089685793228","39.01411967909261","60.13868530394701","52.235758231269","65.74000986563003","25.678444673100916","18.63291539828785","33.57924952993212"
"39000","36.56612147352366","34.22509389610707","38.168576678286044","41.005158658935166","40.55719588777942","41.73041578817428","35.410976446774605","34.296664985152766","37.295079967025494","41.7570282930557","38.06983079905715","45.457140824119","82.19248641991645","72.49076779459637","95.39937940205057","27.4831022678452","23.341783662976116","33.802226783605015"
"40000","39.22810050647333","37.40086707130569","41.23175299035458","42.055548005356236","39.864389702567465","43.71220355361157","37.84607188104686","33.49268605626292","44.51198321222491","43.48531720450635","40.65098630521337","46.96803868323597","79.56024961382562","49.49861910613447","97.93879023967122","34.881493954695785","26.615494475215034","43.711057918939034"
"41000","37.00546487726766","32.72525140823955","42.80096466319677","37.31395320735902","33.57519698400148","40.762528864751566","35.740618400998756","31.752272128836694","41.76579895991434","38.13064435418689","35.974174121801646","41.63772890282392","85.60400049700148","61.68935770805331","99.9526180414888","32.11126696265928","24.26203021501914","36.562798555523635"
"42000","37.49134707349063","34.628511081332995","39.3300686589754","39.04786778721541","34.98107163938133","43.23291714036041","38.88536388166731","35.67460958450139","41.72334671989182","40.36245143681008","37.23859115391907","42.545906444310546","71.75310919902893","55.01494216107991","94.3294791621874","32.529733536564834","27.55598529013254","35.242411892528814"
"43000","37.411489839171296","34.89497131156841","39.08077038944667","37.78309438066828","33.72618635731809","40.76081770689704","36.34569373360582","32.83814793064412","42.23380705799837","38.20302472578433","33.951104697427596","40.35108399525449","71.02432299081578","64.8069130325539","75.27001464217692","30.96035998103873","28.622752890412507","35.19206378447626"
"44000","38.61013316298384","35.93203466824251","41.36646364460343","40.505210360709206","35.64685349138888","44.27960645120289","37.31029207220345","32.542009083637126","41.6712584663756","42.11664972739331","39.92134939492437","45.11444351636003","72.10456794964618","64.8776809455556","84.81757591147911","31.008138004805733","26.44076889795073","33.95156920661071"
"45000","39.78884254133459","37.30721202206737","42.35268687902553","42.389132661997316","40.58470511038544","44.19796218026117","42.348693871954666","33.37730999134375","47.47264831365713","40.96484955943203","37.4883920676014","44.11557498917928","96.11240934786024","93.30889588157898","99.71647704068391","29.7438606541513","23.508446880976564","33.56583215420428"
"46000","38.67550364600635","34.813269754814975","44.803039756342486","40.646224269848545","32.86448138624777","45.919551826615404","38.59781190336701","31.72640931552885","46.31457295289154","39.423990798022","38.918522856798795","39.77044153862687","88.06656961749154","73.86393110339175","100.07260156995459","31.349887926085472","24.379046195311492","35.58690223114789"
"47000","37.08583392251584","34.932564915447614","38.43347531037513","41.94417698089878","34.457883062229776","46.571912703157395","34.78298906324547","30.760576253751736","37.421324582707875","39.74577837610196","33.18206829667603","49.512834127227876","80.85490791388185","59.622019604876996","99.71065664655706","31.21945901495738","27.120526319192674","35.449616318146106"
"48000","39.30037122821711","35.82553243635705","44.20940111096409","39.12620569902074","34.18071469449882","43.922300019390214","36.61494879510496","35.27673993593587","37.409912082380416","36.919980536786255","35.50623236330544","39.357987577031324","80.23686274467491","70.66718550596394","97.78839187263736","33.85944994818785","29.284722323998043","36.84697725791756"
"49000","37.648163553975884","36.11554645990126","39.899456634382666","42.49951342207087","38.2878967340216","46.9007069405905","34.60293875595833","31.71089256444903","36.30662967906155","38.61050533113722","28.922300361211068","45.00696512830823","93.88276689843481","84.78144134355034","99.64077228048956","31.190487864446805","28.025564191496326","34.13576977268194"
"50000","39.03342731590675","34.26425195664451","45.96323141383617","40.88940228597368","39.937695034270284","41.74161978543227","39.981131656828694","35.048349326603066","49.69192676398519","41.60881792526417","35.44830414664184","50.41268542314998","74.88719766246834","48.848638151421255","91.14530072911768","35.26921155185049","30.00771684577021","39.63474735102342"
"51000","40.756666996753076","37.39715845633874","46.50590879379207","45.003864737771806","41.1773930100285","50.54367107636518","39.14877458488672","36.67079049356419","42.84771325006951","41.078790709128356","39.11597311700841","43.20059818806201","95.3755236357177","85.63650558344253","100.44992486111161","35.65940208823982","27.315464003289296","40.583661362318736"
"52000","37.45384094400202","30.381261755167387","45.86726761521683","35.2829371409706","25.15972476893601","45.42983511755586","39.529169711251484","30.57643654631206","50.4524729944674","37.59269971893419","36.18384608741737","39.08189636932762","71.02234084649379","55.28218389931049","100.35711635335034","34.299301724414384","26.762417210961075","43.85700937839496"
"53000","34.28645242515795","26.821927648725623","39.23765581232587","39.947762251853014","27.160125918808603","47.76237030778223","30.796623585569677","22.58365520542482","36.52912412811348","30.278750462122456","24.47092460950105","40.795556852921294","85.84349826330735","56.952317899513375","100.35150505472659","33.755066108429766","31.7318518476535","36.46856139953065"
"54000","39.893904623134226","35.772542266990165","43.79778880810619","40.465063465270354","37.22550599215909","42.61542960634125","41.272146430661245","38.146529289793754","46.61515564438495","41.973482022322884","36.068787994844165","48.884186237604574","97.26763225944477","95.52702370929002","100.4598997383273","36.245075294028105","32.17990801259153","39.322764751455345"
"55000","34.88528165663444","29.39383636235403","43.56829528098048","38.713797021845274","28.19834025267307","51.96379670317858","38.684713430842116","32.57847890245335","44.689548714447","35.90779552799969","32.60005025191444","38.46497566954551","85.7090823701958","61.74981955994875","100.37846106738695","32.81247533014069","25.922110754435046","40.0407358958847"
"56000","40.29109378329153","35.62013271397628","47.13728879774626","42.58411291181944","36.29536654162751","46.665627772620915","39.54879572866153","32.879406756347535","44.21507020876402","40.245118159117226","36.615503456626215","46.106904239671884","86.0101245539381","64.13776776214847","99.92361176485404","33.83638479086897","23.75727117465353","42.87035868623516"
"57000","38.84755173351948","36.7864608319349","41.58507153839773","44.212270109937776","38.91433789864141","47.738088381977256","41.41703637391701","37.02151114875535","46.243388425512244","45.453094477339015","41.5579594767188","49.67722423407102","88.49122377954255","69.69479783142567","99.6898005582865","34.89882114281358","26.660195042431546","41.623739506796966"
"58000","40.446529070111445","33.77307407426156","48.31541431759689","44.207410869266226","36.97294059730213","52.690146171147724","39.81076559389859","34.823061986628105","48.8546684212066","38.545547692178594","37.20707380604436","39.55346163838142","88.34324545517033","79.7871488686858","95.30554725778505","37.6715665422643","31.63143221688379","40.84791246820693"
"59000","38.14587976198186","31.262583720230236","45.52636183360712","34.11375886102331","25.07486770473924","45.79583999354494","40.093331173192745","32.407942985429884","53.7594863183058","37.44938858070875","21.770837371075533","51.013327196993664","86.618482005449","83.41797806378102","90.63970078493419","35.45885671972329","25.84777288327072","49.30006427049896"
"60000","44.00666340210855","38.40992438437695","55.10801609995646","43.64567819916886","38.14469801478971","47.151223231875484","43.95918290775037","37.83791122186972","52.62284011447349","47.17826110054197","39.67897823738969","59.10205092483268","87.73184363510973","68.59976445179507","99.83994361415054","37.4853395825009","27.972924117925828","47.42122741540487"
"61000","40.41573162961638","38.652501569670264","43.46008946592502","48.63395618488889","42.15617870319506","52.49704729396794","42.61791538239353","38.28776452861401","47.31379476150342","42.29531059070283","38.61567771262174","47.829846406328556","80.35352742631167","64.34232799356519","99.97218649738751","35.099729354324126","28.05731724841582","39.27513197921497"
"62000","45.61370953998514","39.67057812126193","49.90502885672459","57.77478341108855","46.83021979942295","65.67507624894553","55.17401555980329","38.517459959659504","69.0254502027094","51.41107695031724","46.570688260862966","57.678866728158084","91.84859440189682","75.2988505130192","100.79720624441539","40.535079893415976","37.37052492431145","44.71355767648673"
"63000","46.78348221416551","37.95725116766733","61.457492533180556","48.96127335182397","39.161413909372676","56.74808871753457","46.08204646324811","38.12619013118648","59.09997609149428","44.360570697878586","37.61243807342231","53.99198457225971","90.97455142256076","77.63946125162103","99.84211098651625","41.00983074230729","33.51054302403173","50.53362545276735"
"64000","36.2663605996292","35.01419286115004","37.49227086309547","42.856895229956926","38.947942296631645","49.70890593650662","36.616439274696454","33.24154723624556","38.61480924527427","40.85937908216305","38.547619862657875","44.038469649072155","86.24301623275971","78.85740562545189","99.644513739797","37.83142298783865","36.13319171591533","40.056566310210535"
"65000","42.183312046602275","37.03678258700261","51.21022612356022","45.190982709430735","43.09756752849495","47.43852080796781","40.598664243616405","38.27180253126523","43.99738760417933","43.9383089030736","38.332516790258516","54.41054073145541","94.4828925174982","89.1682392425731","100.07545731971096","38.32647756222087","35.3549542413363","41.5780779459264"
"66000","45.43010824740521","38.64495678478211","54.148103347190826","57.25672348212714","49.45597494820893","64.40858854813733","39.87366913514381","37.61473694837341","41.63894214430008","46.37111025311492","39.577869910935824","50.82092240615413","94.15339814414068","83.13638707868076","99.7238358484147","39.36493279776047","34.47877226985337","42.2508927260964"
"67000","45.58735599912444","37.857878739905125","52.835002467413595","53.89479579675669","49.91507313214444","58.812864879479356","47.8099257905414","41.81227299579713","59.257611082992575","52.318258511979344","46.98306738125369","60.8336056472432","80.09745693608613","59.72307798736362","98.70581595779714","42.38126584829354","38.139593149726494","45.491842613257454"
"68000","46.68426534539537","37.21463372477877","63.21267873945657","61.101464589543184","54.30801216938488","67.2478424474965","46.21830739858826","39.68316073860231","54.51511575240864","45.879497206360384","40.383758071264594","52.50607356212187","82.36191649676097","69.07202269715864","100.7456527538746","45.53333018418865","34.77447886217167","53.46835186462193"
"69000","42.27770220116918","35.63023936009536","54.34215936574621","57.4536817731715","50.584593187045","63.35797486969462","45.0234659196713","38.477444262735226","50.30859412599613","47.84794795710786","39.22534634704812","60.14741968413833","96.74496961275706","91.7968282726662","99.34709035810285","41.62106477242118","36.07008157359154","50.76730953720546"
"70000","49.38787790368591","36.89308425577704","66.14552205756918","67.60502356099805","58.061417286151574","76.00949992132124","56.21018326036028","39.89026120264473","68.42504013860511","50.791350796939675","41.7164527298476","65.30208244162797","97.70524084363842","92.81012788637017","100.72202395627944","47.860203823424825","38.25286590023562","65.37600136058109"
"71000","44.79750589949367","37.761224474238006","57.79926333908026","46.799091875747074","42.24080074764697","51.335042530219745","45.79185455581209","43.446128923344084","49.809224261914174","48.20036000645353","39.3206669701614","54.50394782824151","91.07489614324521","73.99096432284244","100.01293267110331","47.58234632385841","41.23924728603893","57.31309558473392"
"72000","46.263394059837026","44.043035001254545","47.87812186895919","57.023799389850815","50.728223723298804","67.76023729894244","44.63970106812766","39.547190137145705","52.664431996569405","46.8349981526629","41.24300024129906","52.07587543180554","87.6984955567856","80.00247067711871","100.0274224406075","44.12141603523324","42.109029784523","46.83744713712098"
"73000","50.26016426252844","37.948827413776534","69.47632040965188","62.78698505178056","60.10364757769554","65.73377923611424","50.14166627068332","39.265983199394164","56.59468331801716","52.78367359620989","39.991757800026974","64.91349435806077","98.00753772298533","92.98315926589511","100.87231429903551","47.552304478266365","38.82028377862373","61.283882840689195"
"74000","44.51817773864121","30.402980133020662","57.933269252858246","54.47522223515447","38.63220553041195","68.77928354566262","42.39120722680948","40.03407458448832","47.00855646327805","51.319095217515496","38.61546515993457","68.67713423830634","88.12884168579272","66.38351064419548","100.48717186652958","44.42616974609941","39.34571900027668","54.15074711627275"
"75000","45.19166353812492","41.96970604439377","51.56907030197592","59.11584958593168","55.70318537624003","63.66584462052963","48.14659822885134","42.44667634307051","54.37191625691193","49.18103543243035","40.97808506441411","55.097834750614496","78.3755860684231","66.48115084554952","100.59698411460091","51.1800196911959","41.95040758668843","68.28123223986248"
"76000","48.07276947770627","29.548329537768335","61.92965307263232","53.753274550858926","39.667869441224326","61.279342564772655","53.6748891656863","34.877991027219515","64.43222047168604","52.531886726143206","37.93387717548892","67.27783946093852","90.2147777837743","83.63220842337704","99.95117725925887","44.65758685338699","34.31871824058616","52.202596404219456"
"77000","39.29007452004329","29.32633556084705","46.75461580525193","57.93540835803241","40.19566791754754","72.98236988801001","45.95704284945177","37.77140581739336","58.889623939944244","47.17798675418552","37.86384925154674","55.181961111068254","95.60704394667748","88.29675052130709","100.47359010331249","45.927250429176674","43.0064276588029","49.323577056638705"
"78000","52.04154926236643","37.37768622055293","73.6619829872081","55.00177815119","44.62027153109546","72.17985231548039","56.74632747112156","39.6778915525804","76.92784119810626","56.29830357833416","39.53533676047981","76.92806479766675","95.57667412839504","91.13427560826266","100.39534209528307","44.504390936093394","39.70086655005256","48.76018550465941"
"79000","58.16130048581915","38.268553517563056","69.3822390405937","57.53314056018311","51.203339742887444","65.8943212114694","55.36113459110746","39.78362031365411","68.16000388611187","62.45168183982175","42.55646305334054","72.75883080946082","89.1148851151188","81.83192418300483","100.15127770485839","55.26636767651514","42.6775075587056","68.25891498761149"
"80000","51.13750124617186","29.459231016486637","83.15215949330252","50.81775219844062","32.24027053206295","76.38172408016509","53.6730694055982","28.855266210114035","69.31282992451408","51.99839802617573","30.196327057078342","71.27716479633838","100.05811341056858","99.4396022544968","100.93425864515231","53.30693874038352","46.46167159752225","59.56240973977437"
"81000","56.01345878554641","29.951902650553784","77.34354728223367","51.60292547292645","30.787368382527543","68.37226314405817","51.985622596205666","29.759116107636213","64.04909615137987","49.00547178562271","29.970709695883112","63.430840034783195","82.82966093908269","62.73626741995961","100.15906282879286","38.468198843091955","27.601510376126832","46.70957974428139"
"82000","52.397837890235614","29.317228897632543","74.70700328984613","70.88851034942681","56.024437495849966","79.47638733771467","53.61303132037002","29.890464741415556","69.5383289249093","53.4635164342302","37.55837211983136","71.45884343208174","91.64724920980954","83.65293715738488","99.55856252320217","56.94257064523625","46.306609366598934","66.2608868285116"
"83000","62.15818818891477","41.234832778587986","81.68651034345538","56.69481768105434","41.26981945799593","74.68099300707821","59.139854391505764","42.67471215903182","71.12792186775194","59.10848530446798","43.2202000809807","67.50143002940014","93.71774040807931","82.03560890962456","100.19501126711651","48.27232090950421","43.58005700136823","55.33728904871398"
"84000","63.7114135419234","30.395663020262642","100.83303949626654","65.0066481243321","34.87177492062151","96.36738748755727","67.74240012513049","29.436427946456554","101.0713163477322","65.7263247938122","30.610872361861936","87.4451287177924","93.501142626951","82.43572581342849","99.94986357502647","45.875334285700184","31.0179086277128","66.52060419178896"
