"Step","Name: Prod-EDAC-noLN-halfcheetah-medium - eval/normalized_score_mean","Name: Prod-EDAC-noLN-halfcheetah-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-noLN-halfcheetah-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-pretrainBC20-halfcheetah-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainBC20-halfcheetah-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainBC20-halfcheetah-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-halfcheetah-medium - eval/normalized_score_mean","Name: Prod-EDAC-halfcheetah-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-halfcheetah-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-pretrainAC20-halfcheetah-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainAC20-halfcheetah-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainAC20-halfcheetah-medium - eval/normalized_score_mean__MAX"
"120","0.09748029071415217","-1.3671227963523491","1.7916750653274687","40.99449428757285","37.47327232640592","42.80179902978465","4.6289583499471565","0.7410957131599808","9.916865125672441","43.03794736536434","42.84305171112134","43.191926563864754"
"131","-0.3842257595024276","-2.2749852792696794","1.789729080332362","42.75871149828779","42.179152674784454","43.05241257763841","6.174739712477682","1.5543809885574627","11.755035463345195","43.03794736536434","42.84305171112134","43.191926563864754"
"142","-0.3167534660986024","-0.6631352930932566","-0.03352795841523748","42.85933234993636","42.29618951861633","43.55378169130707","14.866637570314852","8.220158887816899","22.37449849564808","43.03794736536434","42.84305171112134","43.191926563864754"
"153","-0.926118098504356","-3.615368899273083","0.836042696198696","41.82058306640265","39.79113848170344","43.25762203326345","17.335548706257754","13.193528307147284","24.181036082781002","43.03794736536434","42.84305171112134","43.191926563864754"
"164","0.32496023929666157","-1.397213924316931","1.6223700753648855","42.89377615215542","42.64277532675074","43.31832101020796","28.14708094744664","17.376618859769444","37.750331054552234","43.03794736536434","42.84305171112134","43.191926563864754"
"175","-0.4373313738359251","-2.0270454357648693","2.0443340139862696","42.23563895791575","41.38173710522159","42.680770251006535","24.197413945541456","16.983018104236823","34.46040378453861","43.03794736536434","42.84305171112134","43.191926563864754"
"186","0.7152983370669096","-0.186350256959116","1.468697788148733","42.57105853218368","42.42687922040053","42.72883808831055","28.626945539988427","24.071807417933858","31.144806167580658","43.03794736536434","42.84305171112134","43.191926563864754"
"197","0.6238637454336993","-0.018493511158593278","1.4673942141688916","41.93978937748037","39.48696234441978","43.18956583221604","33.02166649941157","31.631062873194953","35.55227416249146","43.03794736536434","42.84305171112134","43.191926563864754"
"208","0.8742252482581567","-0.02679192551017846","1.3954719362486991","42.397232035278726","42.03567318025104","43.12023608394382","36.8980707470034","30.937344517036518","43.71867775056752","43.03794736536434","42.84305171112134","43.191926563864754"
"219","1.653456529011913","1.5049137329684108","1.7322266396957808","42.82877634406782","42.50776746843958","43.004326980104416","42.07733907412484","40.9713836250893","44.18905182223112","43.03794736536434","42.84305171112134","43.191926563864754"
"230","1.967270523703905","1.7279992223017686","2.2245991505214278","41.756983855455466","38.659545435727395","43.33134453736605","32.158078712788374","26.072621434831934","36.35678648811727","43.03794736536434","42.84305171112134","43.191926563864754"
"241","1.786995317479368","1.5236561187735531","2.030615110291918","0.5322078150211645","-0.020560400227778185","0.933144581801393","41.677209738232435","40.358192170328735","43.26774855703313","20.228175311845906","9.963021753209949","29.157863020587968"
"252","1.8619113099168108","1.62427437516647","1.9852386420292008","-0.15109528711939743","-2.4160682449586206","1.4911884659739605","39.995324230781826","34.51434878024073","44.824560603047225","35.662070441652624","28.455600853413","40.59933388001478"
"263","2.0721729801570334","1.3841069128545058","2.547660816468981","1.3611933151006674","0.5390203318145643","1.7793858240626617","41.00610996212753","33.78256240639223","45.52427254100787","34.0281270465213","28.833753990887374","41.165635618276625"
"274","2.1469503041887665","1.3144577495702296","2.7942429811478586","1.2562390916920894","0.40021301747241295","2.516336003583581","41.68588800300187","38.843558239911545","45.552648935496336","40.790422214821994","38.69978978166157","42.291377610825535"
"285","1.909166271499374","1.4818867905082944","2.620624036655756","0.9377671655815786","-0.1493904564561713","2.436065363590081","44.619038237067","42.31671378461495","46.34549233101019","41.7626134839635","39.52807303330581","44.52766711140207"
"296","2.2742250265059725","1.7546737045888778","2.667279719577995","0.9299684510102822","-0.9370155157487995","2.5033472635126253","43.011106245010694","36.980630162432234","46.46798052562694","42.28720876345039","38.85333205615299","44.336697928234194"
"307","2.057108119538238","1.8561307095405746","2.4326503162818782","5.3927005172552045","-0.44601893085399213","9.206170365046825","44.07657720109338","40.32850749606885","46.002507573888195","43.41278062953222","42.645892960813285","44.119808097044306"
"318","2.114664041011769","1.402567494857055","3.296510550730506","5.476860746480202","1.046324830444942","10.32442557636229","46.00821649553624","45.32979803975093","46.76958779194258","42.78489045501482","39.206185075152135","44.81843142790136"
"329","2.3842036468608234","2.0683146967424246","2.880404615912395","10.388135608846609","4.5543691140894165","17.892379759020002","43.92613013758986","41.03971692122106","45.59753901061954","42.89766591774069","42.09570152735726","43.41092759641426"
"340","2.3996562609618053","0.6691881697521758","4.200026118896998","19.02959992685235","11.420254571869881","24.413099432533365","44.44483532893833","42.06824126747905","45.96423838330474","43.00768562594906","40.42898506220772","45.136708340193344"
"351","1.7450680729856396","0.12289703205485836","3.7262494338665677","22.722621197718635","17.649633079248623","26.94497675170702","44.40742506619775","41.93827143243528","45.91379409739034","43.55625688967291","43.14791942406542","44.218223524738484"
"362","2.423441351112361","0.8273564146326553","3.8211441280689664","22.361231242182814","15.687357532922775","33.73777036958326","46.230511310863086","45.51339749928985","46.976419206855255","43.50997267085432","42.26393887370859","44.77445614944902"
"373","2.8042388730975016","0.7489608897869872","5.1100765105340145","28.302368549969856","23.91311678561737","34.75286560056717","42.866070153408735","40.62569337450363","45.74680149021034","43.401926989003705","42.954063856723785","43.88144675497241"
"384","2.2141570707849447","1.1730290521899138","4.143377966681159","28.952557950366423","27.383609794319216","31.989362671768777","44.69340195860568","41.862133204683545","46.15553877730626","44.90153401457216","44.08506603867255","45.56034399974428"
"395","2.8109384542596723","1.6972494720588724","3.689438360450178","25.81280920910706","22.195870030902647","28.264201380435566","46.67243292716881","45.88779533227452","47.1781779088856","42.43565814647416","39.48457091984221","45.25105550672818"
"406","2.0437664854827267","0.42107100986596907","4.795553116809974","29.287509095723788","21.115826667619878","35.903099489329236","42.68276115133389","41.593613861144206","44.43296163554989","42.811401287895116","41.59118372421432","45.14192359914482"
"417","2.333099761274364","0.7929897554459548","4.32495532083683","36.67372184160886","30.91811000572242","40.097802338505474","45.64439731680573","44.1440805074181","47.00338534286028","43.926385288391685","43.24297625502119","44.75270775560569"
"428","3.456969716535223","1.815822012560772","6.068291512423272","37.54411511231822","31.63519898518988","41.046306470344724","45.38801880775629","41.310757328952306","48.47395961575496","41.512325908400136","39.5228106287672","43.64731750569018"
"439","4.6473908391190415","2.382095296562605","8.41368911910439","38.47048275435099","32.60517014692762","43.47248604796616","45.16588470981015","40.876381809720506","47.94991470918724","42.96912024641509","39.58747644568573","46.264055268058954"
"450","2.2612005150278267","0.8745980471122214","4.422300780961125","35.514941086025345","22.355477572219886","44.99205754081144","45.37197269857828","42.59608544762782","46.7932256506963","42.1143414001808","39.37012669547147","44.42683771121676"
"461","2.3524802356132777","1.1932576811258417","3.917300351916647","45.003027698849756","43.45381146052742","46.451711057464735","45.307519259392755","41.73968340802307","47.69007342824793","43.31054628070709","42.150872207253144","43.8944774227377"
"472","3.3225384068901445","1.3883705145577516","5.336791225598715","42.973023474213335","41.02917466816835","45.491178579507405","45.310113012617954","43.151163721765755","46.76708311243028","44.08211620057718","42.8059772886044","45.666222399415275"
"483","2.916595162606708","1.4518185383226503","3.7189526264577757","37.32438811250327","31.37569331043182","45.94080313829263","41.25850247461888","37.131597421592666","43.895376000497706","44.09817157656665","44.018689543858414","44.14049976228136"
"494","3.8765932583629854","1.930357669763253","4.912335122178809","43.95273997767197","40.69735607018956","46.40130504478002","47.09377889014377","46.59286751219638","47.36382394469954","44.72493302027264","43.72883904026579","46.51697336931221"
"505","3.566477121879727","2.142732248007518","6.238104359435365","39.06380942415452","27.087191172349016","45.1814679484128","46.07216880237584","42.352684578145585","48.451368605620736","42.923310209225654","40.67191843485328","44.65079979770085"
"516","4.775131140741198","2.4429119447346648","7.4871824264690146","42.43079222675572","40.771321128870554","45.28843480474558","46.884112231093525","46.482218264679496","47.489546993036114","42.86710235489452","39.76580737352959","45.65335028967591"
"527","3.2095488259481466","1.4304832367444649","5.240578584226268","40.98799011753118","31.556563341223296","46.31788044598242","47.81780020426885","46.90674186715022","48.3075025136384","44.94549244725116","44.10010991607353","45.88308517461865"
"538","5.317476329389684","2.074084687059858","9.663808763149094","41.796462296594164","40.69048566535969","43.03775603052927","46.40654205633793","46.095792720957576","46.71067997391317","43.35258682258348","39.75545611211969","46.223194403212666"
"549","4.991857964715919","2.713765029196527","7.3589034734690015","45.802975124206874","45.5079234589722","46.09821399148301","44.28837015972069","42.24402157723463","47.86123049305307","44.26835278100055","44.122816911683415","44.388896568661536"
"560","3.487135449151891","2.9248421775261915","4.098933801631747","43.05880262278139","41.79678331627074","45.44972807184034","47.708871673034025","47.59970902677823","47.79428515055146","44.724630843220666","43.79350823629812","45.50566730882552"
"571","4.131414426870411","2.4848356737990844","6.258354041387909","45.96728305584791","44.982649559600304","47.07693613269481","46.3861770618999","45.29367151630785","47.33725974340894","44.4271167027643","44.00074965259828","45.06694479789236"
"582","6.025448765953922","3.675804905718958","8.082255579260956","46.574798822693715","45.22163265072727","47.75428558247432","46.24370477771338","43.487618888605006","48.77254500225265","44.54917294714102","43.838371559235334","45.45228127856888"
"593","6.240971735523391","3.844419788480214","9.989734409671682","45.823337993013475","45.01906689995154","47.312482224916565","47.00639349982186","46.31475106370933","48.191121604759985","43.71125357052182","38.93434603120894","46.77355090618103"
"604","5.730137335603836","2.1087885190477587","11.663885363082343","45.527002647462815","43.998841531882036","46.734802095882884","46.377303125462525","43.505356910025206","48.32111748230527","44.74708146045324","43.01456115554403","45.69524119171152"
"615","8.197556132297677","4.576933434619415","15.30160250175506","45.92463671766842","45.1711076202715","46.86763587516398","47.47770951422444","46.743676122186095","48.10816571662755","44.18163663117866","42.818715062009446","45.64230519562186"
"626","9.645877099459714","5.032046687827636","16.39711006162384","46.473193785977344","45.969693031440286","46.91151444557581","43.9810096204504","43.053764963861916","45.74761627952897","45.016936337707456","44.134559648075786","46.00095802927192"
"637","5.664111576023745","3.2424128794775213","9.055469756403918","46.50482660898658","45.79889819058628","47.027331850671956","46.29528963158466","43.64148336948296","47.81645476148368","46.149747931995314","45.74821443421244","46.47907720433366"
"648","7.5945542180733865","2.9947821139715414","15.833751475394735","44.71727014582408","42.58910591058915","46.61377423492581","47.77681386255725","47.23372435733914","48.488162814310186","45.638840075310874","45.367108284819594","45.791701324591806"
"659","7.878805927797287","6.399959530524856","9.678066296088414","45.96501074571773","44.79403723218424","46.82156614907128","48.010296958971004","47.264033547190365","48.837638200107605","45.49769846742075","44.82115329745055","46.104275694927"
"670","12.567639329905674","4.8862287581870145","26.97779612988407","46.20674659259032","45.60424362451074","47.10708205569047","48.03823735725738","46.44979501921803","49.18801632049595","45.455398005722735","44.876987859740474","46.38729432014104"
"681","7.334689718497778","3.985282317259439","10.34356936770537","44.01488276490634","37.49573649942312","47.94378705839638","46.782968014547464","43.8526719176365","49.09037503468202","45.987493758418545","45.956836684355295","46.00727489715289"
"692","12.410218283677743","4.571454099392227","26.66350456985906","46.09692513232701","44.71875065570684","46.96593561801439","47.237506909858894","45.18983868346535","48.42732411221323","46.038577519455366","45.89306499746988","46.24429553045111"
"703","10.477571276174848","3.767046809644178","23.507101649408625","46.68113594087445","45.63158397301979","47.215881143324324","46.42576207313434","43.56444878650818","48.07752558178045","45.378818553047516","45.225727280068796","45.58678515589971"
"714","12.295997562587216","7.244071791643355","18.79342695683082","47.45640864293582","46.38494673339458","48.211247697801774","48.561869017494836","47.81925453879721","49.17462067249911","45.87052750482136","44.98782492980139","47.33085205577939"
"725","20.148816840831284","19.03019720293709","21.727453197086422","46.47466994923337","44.785348021771924","47.764752841075946","47.65640165577241","45.47786056254664","49.43863821652932","45.41178533479183","44.23856904351355","46.67236173988006"
"736","17.799592618503556","7.192380142056203","25.63966626788536","47.175082909486115","46.213009100757105","47.85031349748115","47.891947901898845","47.153443370368386","48.411489638459976","45.55757133960784","44.34671043814707","46.59934356178208"
"747","14.571409222626029","6.533132616430197","24.839477939809406","45.93582804030117","42.06363115858823","47.9711315598993","47.39379971613271","46.25426922139907","48.08221792887","45.534069829506336","44.4933959734491","46.160784214599104"
"758","22.41451781937289","12.02845553894617","39.70515527524205","45.7222605512986","42.58978732165228","47.42222721825739","48.46258839875511","47.784306103670794","48.95406402908224","44.61004069268004","42.42124350626682","45.92209796936943"
"769","39.343688874229706","34.62601717383971","46.37134134603464","46.41953520398011","45.047450312375226","47.841240260235274","47.520797690424295","47.08551147931907","48.25465822102803","46.499505634665866","46.203456458235095","46.85450392068212"
"780","27.813236352082956","22.52373681100164","35.47238372916153","47.323458065593606","46.903662939838696","47.67418250624441","46.64282037461779","43.478326779893834","48.34969740843005","46.225394015807844","45.91329606777987","46.70351982672519"
"791","31.682212682576235","19.008755167609788","48.47166430186233","46.83108297938427","45.945262852809364","47.72911051242404","48.09909082583365","47.48884156302184","48.408787832004535","43.91659164500561","36.77827092189943","47.66304095684446"
"802","35.284610298540635","24.77720350145792","49.629031647485434","46.34951934817886","44.06086958422431","47.65339830091691","47.03447986664232","44.54529087188051","48.32983130223299","47.54190057198608","46.49894957519547","48.57648206331814"
"813","32.467396826165626","28.345003062363844","40.14610282388265","46.954220213948105","46.76023621363314","47.0738198247398","48.76562560156149","48.49684159896036","49.297451200700465","45.810173906080536","42.21380346418338","48.26942414778176"
"824","39.19074128639695","32.58824757049484","45.13282182135015","46.58986098321819","43.52702272539995","49.651684803922244","48.339352316889205","45.14233312776535","50.32430675935554","46.85801929502733","45.42895113653904","47.90891821947885"
"835","42.9879305089377","30.03238812581795","52.880487746658346","46.31068821144476","43.6497755461988","47.929703419557725","47.61549567760493","45.98747447328498","48.58365888128929","46.767150217730084","46.09154003500459","47.12444274640049"
"846","39.24351951269602","19.418216655513096","53.707134121545344","48.88652938314508","48.42738354157925","49.75495915626061","49.490109269067545","49.184297506182745","49.95919417962948","47.164670045725494","46.47867044033781","47.51169900167592"
"857","45.62889687499328","42.1998059587746","51.83123235013644","48.18908707685974","47.336189929712944","49.6782429152709","48.43072365728074","46.99100808374534","50.27788727083344","47.08499915539151","46.286492923117905","47.9356307231943"
"868","46.74853587642801","41.474159651316654","54.50406890157245","46.2301062957959","42.06236993212398","48.33046028612759","48.347938760033976","47.90180527403148","48.8827798191727","47.441839721794956","46.86158371697444","47.86084196147027"
"879","46.992461965025804","35.37450431514571","53.52007264313979","47.44234955773359","46.42699671469237","48.105932720493186","48.35754749602777","47.85141845465097","49.368221642100075","47.831398498059464","47.430089854213385","48.31630658170988"
"890","43.54604752818074","38.89676531168588","49.34343515795272","46.89552280154751","46.1360505285066","47.60127082446108","47.60457600271541","46.29599356757899","49.259725351619416","47.356415280469","46.75963614635326","47.88773094012085"
"901","44.129776259063476","37.20110222496493","48.91741986010428","47.65222657218322","46.7453464329912","48.877822530149004","49.07640126102127","47.84852311541014","50.17128784550583","48.094533934232345","47.36807045320795","48.768483981933926"
"912","42.736344119568834","41.19203271692212","43.604847948516735","48.60025378977133","48.190470355460164","49.33640568092968","47.64353807367053","45.210776301712094","49.69143756271426","47.43803124381284","47.12529551015135","47.60014984734207"
"923","49.546654260644765","42.87654056537154","53.41718973717117","48.56300004245284","46.91658795789492","49.99213575582642","49.39172603635442","48.800898504481495","50.14320551601154","47.24335946323313","46.547019301125204","47.703386322539906"
"934","49.08037091303038","46.666697510857574","53.46347073036651","47.73719417455482","46.93068182752059","48.372914966909484","48.69332394301144","48.10117967318178","49.375346420857106","47.85043922249042","46.898713360724614","48.544493930446734"
"945","50.85611851543664","48.812492509194385","53.7538855943013","47.6180658345862","47.19488353229313","48.17428745729009","49.11320353930395","48.64148380495512","49.741880381941584","47.450622554383074","46.44877809637261","48.600540417471635"
"956","50.635259488556414","45.70375415577823","54.44034458292259","46.763836773520005","45.63654107028016","48.474274803390664","47.878824593604854","47.18910173010191","49.01550371377084","46.96543484718031","46.35935022770729","47.357113249983946"
"967","50.40269198971578","46.902557019827675","53.45098281994067","47.993684888484495","47.11587595195816","49.069793490655414","49.62801418946385","48.441066998647635","50.5254723149803","47.94318196216318","46.985078839811955","49.10150575158001"
"978","51.88287999726324","47.954372497398396","54.83835913535155","47.4944933267876","45.880301236070856","48.840391383591275","48.65985481419559","46.92860848914585","50.06369471162155","47.65311683538575","47.13678050424705","48.19979806123281"
"989","47.91774725988771","43.059946452013904","55.05894906743881","46.17458681953111","42.8387485665825","48.244245305789704","47.36313964389158","45.61945717507976","48.41602297402907","47.281608314576715","46.716264464432705","47.638615038726726"
"1000","47.25195655740205","28.902045674615998","56.76412978543901","45.80775711021058","38.85313067709533","49.419590269230575","50.569120625444874","50.44386871049737","50.6860757259305","48.62516099583945","46.61868575955256","49.872387040919776"
"1011","52.778609361991336","51.4123824043956","54.21894453019523","47.85974499250114","47.32457262087579","48.1545632864589","49.20414111947925","48.61050053181365","50.04821966158629","48.730733416342254","48.19909129837782","49.22362677932461"
"1022","49.3017776544962","46.89155037188149","50.82049822153895","47.32440602212399","45.866774280580856","48.388307127588114","49.08945024700483","48.37583577984237","50.502197520376626","48.04754482830199","46.57476725394177","48.80783073066527"
"1033","51.48687116565112","50.26576333958117","53.299009000856415","48.30958239872097","47.98606528930853","48.47637346191972","48.77862385075167","48.61569665425121","48.94062270630608","48.206087512635776","48.15098546607515","48.29883156630308"
"1044","55.75624290358809","51.91552051447096","59.83383406326908","47.8219367644737","47.26527418465646","48.349949221326206","48.70270789308045","47.304014602417695","49.84915594094565","47.90118014481943","46.79896277529723","48.62379737193209"
"1055","54.40341058370914","50.65655526316869","57.48692243240853","48.435637035832485","47.9575869417642","48.972970436987886","49.11733704359935","48.580479654270604","49.6472470121873","48.21706203111697","48.07774918991001","48.315014304748686"
"1066","52.31210934747899","50.040902932553976","54.01114175818488","48.42285636384454","47.454726038952394","49.123891426665736","48.49436998579623","45.08991778615831","50.3163973464041","48.34052689272954","47.318176073398575","48.91366385379577"
"1077","48.90536214582453","47.38350180899677","51.13096392496618","48.1671655104312","47.113423194868005","48.80307688212238","49.6067162726948","49.31085882026397","50.19006334428302","48.88548889377751","48.561965502988855","49.46413543706524"
"1088","53.40526895152535","50.33866479550313","57.64484124591718","48.979302050334674","48.520041857844014","49.63857052198891","50.576790051545636","49.69207628453218","51.48261684378226","49.71620422337971","48.6883855312283","50.795072544016094"
"1099","56.77817782645297","56.275502501666516","57.31900100771188","47.76525685855581","47.09865386429256","48.71752779195174","47.22666779474187","42.822018240755014","49.873926673080405","48.82534903732918","48.620474691725285","49.06361063661136"
"1110","56.173179851263946","54.9979992695992","57.91953055770081","47.84385736307695","47.16114606997279","48.44317398523357","49.36905081326523","48.83101327498774","49.812818396793105","48.75182831831955","48.140045419838486","49.72641578183577"
"1121","55.58024453290839","54.85762742318373","56.61818209723742","48.65078223133336","47.86012482467673","49.06664095564593","50.637537872924376","49.63118805063301","51.31297093107325","48.635226102172716","47.942020943124554","49.299876745473135"
"1132","55.795913647764245","52.2362581756026","58.44721862974505","50.02796092732365","49.17755573314442","50.808686362739536","49.38614257271475","47.80479803150949","50.70520245123328","48.11597739738213","45.80391296237208","49.275832993972145"
"1143","54.56848738168075","53.93332276781261","55.097024483009235","47.08053042994291","46.204421686173255","48.08217134580422","48.5794731279743","48.076907343544704","49.49062594796282","47.76880148305137","47.14871502658007","48.66467105810074"
"1154","53.341620086441594","52.04618643483285","54.6893847493363","48.75496268953983","48.374080927881145","49.24696695796625","49.22165291325219","47.72379218207976","50.32035194458623","48.6399991590906","47.100319432708474","49.81515563576254"
"1165","54.46238387031593","51.8124595763014","57.450021051814886","47.66949995161395","47.28377885641022","48.2967627904915","49.53801360615625","49.344918919813665","49.80946036601192","49.14671093041721","48.08292781704903","49.74547384803984"
"1176","54.61791202407915","52.84283396272442","56.95835137826217","48.603298119461236","47.219543865967765","49.90055253325487","49.649974811694676","49.18029587095979","50.51263231389762","48.638585625356775","48.06681621276916","49.076713005730134"
"1187","56.672166995330336","54.59919238637711","59.35625979536876","48.775913077523306","47.691006756204345","49.35650367029204","50.25937309457692","50.04612988334579","50.5898543955576","48.67220784969288","46.829835309864386","50.02060234103773"
"1198","54.19320570760174","50.92164078837591","57.53147926896969","48.96536613944476","48.590350406860594","49.395770574670316","49.55978704294847","48.77111891805532","49.95610234786621","48.74993668029526","48.31534091209636","49.21122149876151"
"1209","57.25949919446405","56.393115854319056","57.959276630222156","48.24565840062251","47.88845184520442","48.79427567053099","49.573113451651174","49.19693743609484","50.201651420789005","48.765933802378605","48.49536061041215","49.304082938493174"
"1220","54.17786272794152","51.14673307127416","55.928708694963895","47.65539090738648","45.82423372889089","48.58959717580932","48.52531248294152","46.502186993933954","49.81502289834032","47.95092668004097","45.30638517119402","49.29616892768058"
"1231","55.0141992083675","50.72771192615977","58.06228141858658","49.53241059100119","48.43349294047058","51.21345185909473","49.317155768986936","48.596750526903065","50.55154857381817","49.16886833075505","48.500145465648295","49.84939830323334"
"1242","56.29874580664828","53.098380067806815","58.3479849002732","48.96563591113655","48.15934096398484","49.86743148912531","49.78334614328423","48.850400495892096","50.42790075720707","49.12886841877573","48.86917676106968","49.33853825473042"
"1253","55.42570674002652","54.90839504574302","56.04405069002704","49.023868965686326","48.28701069766758","49.39728152172737","48.85888136834952","46.454945706050694","50.58450802128463","48.67933503372777","48.27560921591129","49.351355833043655"
"1264","56.71983382221506","55.57362683343799","58.670823909829224","48.50276587244573","47.999335434548236","49.488941368734665","49.29429936586509","48.814650438384966","49.84175258857276","49.24777368324576","48.805737148594126","49.80660878479931"
"1275","56.577234229913124","56.218158693793995","56.82081575748964","50.19491481921683","48.92312139787451","51.76483210949789","50.70815025182558","49.99507960042874","51.423256440729084","48.88376653652512","48.47291112837452","49.157182792619224"
"1286","56.05399470636022","54.187365635212906","57.22087149215819","49.26544551176051","48.42498652001827","50.031171854895646","49.23176498977773","48.78920454728784","49.64473468398681","49.374905297409235","47.54483492906805","50.35803618219879"
"1297","56.237657017591005","54.012821427775336","57.45621117780954","48.28986232578628","47.196013022318695","50.289900921810215","49.67008882801259","49.08594001789998","50.0647268039547","49.273315293836255","48.205769660269894","50.174822412922396"
"1308","56.247181635902244","55.92226095796734","56.47234585835238","47.783685820208596","46.722416176904105","49.72803490028555","49.608976097008544","49.0575636026381","49.91676537560583","47.86456690297954","46.281329794279024","50.01154941913597"
"1319","55.07315808902143","52.64186569708247","56.84922768535123","49.04655340366651","47.72724871736246","50.640011511609806","50.631145813143554","48.86148242470027","51.81110900952508","49.24441525197136","48.55598336938771","49.97869290181313"
"1330","55.44590227941194","53.973709707756825","57.44883033350717","48.76524536189232","46.72001106286573","50.8159810487095","49.92919814014607","48.95674071831384","50.55494505924494","48.83947106459522","46.769812298684215","50.111969030066035"
"1341","56.58565702546921","53.686125429162495","59.10415755112749","49.572087440456194","48.80445136983015","50.05219586880196","50.803249055947106","48.36223860135638","52.16484900348096","49.306219058104624","48.967750870242035","49.536343877145654"
"1352","55.853568674567136","53.00684358531417","57.32366303461974","49.15870064560215","48.04796241159481","49.9803928705692","50.46973815517483","50.22471907564566","50.77020750087625","49.28201184741022","48.03283329850153","50.35173306200143"
"1363","55.58809662397752","53.94479014850659","58.064313826852526","49.09367651004285","47.86958647941596","49.98394448696167","50.24415281753064","49.02523605466361","50.94584666734287","50.18475733069548","50.07543249836928","50.28740415347772"
"1374","59.06974977860148","57.80936606450196","59.81566715647226","49.6976481424241","49.28989264772946","50.32560041254157","49.72849151014128","48.576625058806975","50.93508927177366","49.27941231675686","49.17468809934384","49.39935608698775"
"1385","57.59756603208668","55.095299505980186","58.984182258530225","50.12929245117554","48.7362572137528","51.06121015364234","50.27103599004098","49.76738959585724","51.271998121500005","49.65150852373529","49.27513785064616","50.30756247864349"
"1396","58.070534862884266","57.206605197292504","59.77817855183109","49.457694401186664","48.6465095617296","50.0951139840396","49.335504514098226","48.691440858778066","49.98047085163701","50.24271709049728","49.870203656786764","50.92124062425335"
