"Step","ProdTD3HCAC2 - d4rl_normalized_score","ProdTD3HCAC2 - d4rl_normalized_score__MIN","ProdTD3HCAC2 - d4rl_normalized_score__MAX","ProdTD3HCAC1 - d4rl_normalized_score","ProdTD3HCAC1 - d4rl_normalized_score__MIN","ProdTD3HCAC1 - d4rl_normalized_score__MAX","ProdTD3HCAC0 - d4rl_normalized_score","ProdTD3HCAC0 - d4rl_normalized_score__MIN","ProdTD3HCAC0 - d4rl_normalized_score__MAX"
"51000","44.10227593395161","44.10227593395161","44.10227593395161","41.448538740899956","41.448538740899956","41.448538740899956","43.98014084579372","43.98014084579372","43.98014084579372"
"52000","44.251383128353964","44.251383128353964","44.251383128353964","43.779776052255336","43.779776052255336","43.779776052255336","44.04196581393857","44.04196581393857","44.04196581393857"
"53000","44.298984932128334","44.298984932128334","44.298984932128334","43.369597205494706","43.369597205494706","43.369597205494706","44.475441857836294","44.475441857836294","44.475441857836294"
"54000","41.73593034236954","41.73593034236954","41.73593034236954","43.66068548436823","43.66068548436823","43.66068548436823","43.40663557373189","43.40663557373189","43.40663557373189"
"55000","39.996423214735096","39.996423214735096","39.996423214735096","38.95278597294152","38.95278597294152","38.95278597294152","45.013372546491546","45.013372546491546","45.013372546491546"
"56000","44.79191864396855","44.79191864396855","44.79191864396855","44.31520976090073","44.31520976090073","44.31520976090073","42.11407079899219","42.11407079899219","42.11407079899219"
"57000","42.358667332516994","42.358667332516994","42.358667332516994","44.54865742725834","44.54865742725834","44.54865742725834","45.31712412389726","45.31712412389726","45.31712412389726"
"58000","44.85514201004746","44.85514201004746","44.85514201004746","44.39088075595009","44.39088075595009","44.39088075595009","44.73662745705034","44.73662745705034","44.73662745705034"
"59000","38.54587220876992","38.54587220876992","38.54587220876992","44.670637178472035","44.670637178472035","44.670637178472035","44.42573095959763","44.42573095959763","44.42573095959763"
"60000","44.551754193980194","44.551754193980194","44.551754193980194","44.363175620350276","44.363175620350276","44.363175620350276","45.021834338157866","45.021834338157866","45.021834338157866"
"61000","44.181824614011894","44.181824614011894","44.181824614011894","45.7994443359898","45.7994443359898","45.7994443359898","44.492937338243415","44.492937338243415","44.492937338243415"
"62000","45.32460224588368","45.32460224588368","45.32460224588368","44.964882880198985","44.964882880198985","44.964882880198985","45.57021816443317","45.57021816443317","45.57021816443317"
"63000","44.823938845656954","44.823938845656954","44.823938845656954","45.312169661658494","45.312169661658494","45.312169661658494","44.91629336377403","44.91629336377403","44.91629336377403"
"64000","45.006067444783206","45.006067444783206","45.006067444783206","45.44221055446596","45.44221055446596","45.44221055446596","45.1763922559628","45.1763922559628","45.1763922559628"
"65000","44.746777156692055","44.746777156692055","44.746777156692055","45.05032713928162","45.05032713928162","45.05032713928162","45.58203638023856","45.58203638023856","45.58203638023856"
"66000","45.63066857670136","45.63066857670136","45.63066857670136","44.74256250490134","44.74256250490134","44.74256250490134","45.55907900474116","45.55907900474116","45.55907900474116"
"67000","45.418113847602285","45.418113847602285","45.418113847602285","45.50305290661005","45.50305290661005","45.50305290661005","45.707170506794334","45.707170506794334","45.707170506794334"
"68000","45.13277304864927","45.13277304864927","45.13277304864927","44.860601103755876","44.860601103755876","44.860601103755876","45.134968682050484","45.134968682050484","45.134968682050484"
"69000","45.6576712172648","45.6576712172648","45.6576712172648","45.26654741847855","45.26654741847855","45.26654741847855","45.084675116646636","45.084675116646636","45.084675116646636"
"70000","45.43764213553387","45.43764213553387","45.43764213553387","44.862254334533745","44.862254334533745","44.862254334533745","46.25720064575581","46.25720064575581","46.25720064575581"
"71000","45.73927631306557","45.73927631306557","45.73927631306557","45.80557938999709","45.80557938999709","45.80557938999709","44.96214380026588","44.96214380026588","44.96214380026588"
"72000","45.61562197947563","45.61562197947563","45.61562197947563","45.28435999820713","45.28435999820713","45.28435999820713","45.185575674924934","45.185575674924934","45.185575674924934"
"73000","45.90294062047299","45.90294062047299","45.90294062047299","45.65098897938588","45.65098897938588","45.65098897938588","45.10418732061226","45.10418732061226","45.10418732061226"
"74000","45.418615552941404","45.418615552941404","45.418615552941404","45.73663476966556","45.73663476966556","45.73663476966556","45.68040517031117","45.68040517031117","45.68040517031117"
"75000","45.88927360691985","45.88927360691985","45.88927360691985","45.46995182151621","45.46995182151621","45.46995182151621","45.818669611444506","45.818669611444506","45.818669611444506"
"76000","45.92096268524192","45.92096268524192","45.92096268524192","45.60297284652723","45.60297284652723","45.60297284652723","45.10443869137365","45.10443869137365","45.10443869137365"
"77000","45.884325703951426","45.884325703951426","45.884325703951426","45.34578516448817","45.34578516448817","45.34578516448817","45.679021960973955","45.679021960973955","45.679021960973955"
"78000","46.072224319806296","46.072224319806296","46.072224319806296","45.92131165757837","45.92131165757837","45.92131165757837","46.03749382892553","46.03749382892553","46.03749382892553"
"79000","41.45642611945545","41.45642611945545","41.45642611945545","45.40287628161335","45.40287628161335","45.40287628161335","46.072489021093936","46.072489021093936","46.072489021093936"
"80000","46.449281626566716","46.449281626566716","46.449281626566716","46.24792858064908","46.24792858064908","46.24792858064908","46.34409832990306","46.34409832990306","46.34409832990306"
"81000","45.97914570049305","45.97914570049305","45.97914570049305","45.26986701882429","45.26986701882429","45.26986701882429","45.75453734083974","45.75453734083974","45.75453734083974"
"82000","46.656899810928024","46.656899810928024","46.656899810928024","45.7557264313828","45.7557264313828","45.7557264313828","45.69649578358664","45.69649578358664","45.69649578358664"
"83000","46.29314447656011","46.29314447656011","46.29314447656011","46.13723052024607","46.13723052024607","46.13723052024607","45.61336133753634","45.61336133753634","45.61336133753634"
"84000","46.520485939231435","46.520485939231435","46.520485939231435","46.61469075876758","46.61469075876758","46.61469075876758","46.12587187854157","46.12587187854157","46.12587187854157"
"85000","46.12972471345756","46.12972471345756","46.12972471345756","45.06283191194838","45.06283191194838","45.06283191194838","45.54784024525593","45.54784024525593","45.54784024525593"
"86000","46.284997418980694","46.284997418980694","46.284997418980694","46.18369767440457","46.18369767440457","46.18369767440457","45.581420387461755","45.581420387461755","45.581420387461755"
"87000","46.34519584881922","46.34519584881922","46.34519584881922","45.52669247672681","45.52669247672681","45.52669247672681","45.37248183038972","45.37248183038972","45.37248183038972"
"88000","46.81979826516176","46.81979826516176","46.81979826516176","45.31046297825056","45.31046297825056","45.31046297825056","46.042740300109","46.042740300109","46.042740300109"
"89000","46.17802565640706","46.17802565640706","46.17802565640706","45.88550188042627","45.88550188042627","45.88550188042627","45.76264352436005","45.76264352436005","45.76264352436005"
"90000","46.05440382945885","46.05440382945885","46.05440382945885","44.94191006337092","44.94191006337092","44.94191006337092","45.88180870534108","45.88180870534108","45.88180870534108"
"91000","46.00868625530003","46.00868625530003","46.00868625530003","45.39390651129166","45.39390651129166","45.39390651129166","45.90292136634336","45.90292136634336","45.90292136634336"
"92000","46.597005651273484","46.597005651273484","46.597005651273484","45.69098101605428","45.69098101605428","45.69098101605428","46.39382694433536","46.39382694433536","46.39382694433536"
"93000","46.22004915632244","46.22004915632244","46.22004915632244","45.48585040859267","45.48585040859267","45.48585040859267","45.43644930731237","45.43644930731237","45.43644930731237"
"94000","45.77171734595284","45.77171734595284","45.77171734595284","45.496954445147914","45.496954445147914","45.496954445147914","45.12015159677054","45.12015159677054","45.12015159677054"
"95000","46.5141670601033","46.5141670601033","46.5141670601033","46.86758581208089","46.86758581208089","46.86758581208089","45.10984359775588","45.10984359775588","45.10984359775588"
"96000","46.54932736300635","46.54932736300635","46.54932736300635","46.118750727978615","46.118750727978615","46.118750727978615","45.63153173681169","45.63153173681169","45.63153173681169"
"97000","46.407668969718486","46.407668969718486","46.407668969718486","46.20420122732728","46.20420122732728","46.20420122732728","45.874546061621984","45.874546061621984","45.874546061621984"
"98000","46.08396556300484","46.08396556300484","46.08396556300484","46.43991126932209","46.43991126932209","46.43991126932209","45.78821803903588","45.78821803903588","45.78821803903588"
"99000","46.45481555546484","46.45481555546484","46.45481555546484","45.07565932663967","45.07565932663967","45.07565932663967","46.92679201147829","46.92679201147829","46.92679201147829"
"100000","46.2034063107232","46.2034063107232","46.2034063107232","45.60396841347127","45.60396841347127","45.60396841347127","46.288364256668615","46.288364256668615","46.288364256668615"
"101000","46.13295548404072","46.13295548404072","46.13295548404072","44.95432821120266","44.95432821120266","44.95432821120266","45.4320787920204","45.4320787920204","45.4320787920204"
"102000","46.47768280847856","46.47768280847856","46.47768280847856","45.68275927638822","45.68275927638822","45.68275927638822","46.77862699823695","46.77862699823695","46.77862699823695"
"103000","46.13223208387229","46.13223208387229","46.13223208387229","45.33270040444648","45.33270040444648","45.33270040444648","45.234592031052856","45.234592031052856","45.234592031052856"
"104000","45.800262653932926","45.800262653932926","45.800262653932926","45.16464635080038","45.16464635080038","45.16464635080038","46.01909547109761","46.01909547109761","46.01909547109761"
"105000","47.107026193220214","47.107026193220214","47.107026193220214","45.25993165829743","45.25993165829743","45.25993165829743","46.05031455528814","46.05031455528814","46.05031455528814"
"106000","45.874317743764266","45.874317743764266","45.874317743764266","46.13234739352238","46.13234739352238","46.13234739352238","44.992522976920554","44.992522976920554","44.992522976920554"
"107000","46.471465977283025","46.471465977283025","46.471465977283025","45.816069579712234","45.816069579712234","45.816069579712234","45.83901684543028","45.83901684543028","45.83901684543028"
"108000","45.90316400577259","45.90316400577259","45.90316400577259","45.91291544642928","45.91291544642928","45.91291544642928","45.86719875552304","45.86719875552304","45.86719875552304"
"109000","46.28287803737355","46.28287803737355","46.28287803737355","45.01403301331213","45.01403301331213","45.01403301331213","46.50235853254328","46.50235853254328","46.50235853254328"
"110000","45.86850611058084","45.86850611058084","45.86850611058084","46.26740361358947","46.26740361358947","46.26740361358947","45.25844273434671","45.25844273434671","45.25844273434671"
"111000","46.16390939853462","46.16390939853462","46.16390939853462","44.30405475106507","44.30405475106507","44.30405475106507","46.44172637308265","46.44172637308265","46.44172637308265"
"112000","46.83295782156359","46.83295782156359","46.83295782156359","46.18436410098546","46.18436410098546","46.18436410098546","45.39783030922438","45.39783030922438","45.39783030922438"
"113000","46.553935440467534","46.553935440467534","46.553935440467534","46.155260253263904","46.155260253263904","46.155260253263904","46.396712901355315","46.396712901355315","46.396712901355315"
"114000","46.262167337420784","46.262167337420784","46.262167337420784","45.97128348961987","45.97128348961987","45.97128348961987","45.62114362507374","45.62114362507374","45.62114362507374"
"115000","45.97368251990815","45.97368251990815","45.97368251990815","45.471216896627524","45.471216896627524","45.471216896627524","46.02016801521624","46.02016801521624","46.02016801521624"
"116000","47.21244736722809","47.21244736722809","47.21244736722809","45.21002307024528","45.21002307024528","45.21002307024528","46.811039893585786","46.811039893585786","46.811039893585786"
"117000","46.4594184197952","46.4594184197952","46.4594184197952","46.1660352074722","46.1660352074722","46.1660352074722","46.17933267676339","46.17933267676339","46.17933267676339"
"118000","45.752295571148096","45.752295571148096","45.752295571148096","45.32738683457095","45.32738683457095","45.32738683457095","46.73770022054838","46.73770022054838","46.73770022054838"
"119000","45.61817595838048","45.61817595838048","45.61817595838048","46.097127910340326","46.097127910340326","46.097127910340326","46.30159492086912","46.30159492086912","46.30159492086912"
"120000","45.70977756499215","45.70977756499215","45.70977756499215","46.290734475603536","46.290734475603536","46.290734475603536","47.092279728839564","47.092279728839564","47.092279728839564"
"121000","46.21441745024765","46.21441745024765","46.21441745024765","46.116792042874444","46.116792042874444","46.116792042874444","46.214312723262736","46.214312723262736","46.214312723262736"
"122000","47.25031847162435","47.25031847162435","47.25031847162435","45.88041341466712","45.88041341466712","45.88041341466712","47.37862311834162","47.37862311834162","47.37862311834162"
"123000","46.269931437175764","46.269931437175764","46.269931437175764","45.133690236473065","45.133690236473065","45.133690236473065","45.75766893872023","45.75766893872023","45.75766893872023"
"124000","47.50529609842516","47.50529609842516","47.50529609842516","45.95774079890064","45.95774079890064","45.95774079890064","46.56102455658386","46.56102455658386","46.56102455658386"
"125000","47.10518580505645","47.10518580505645","47.10518580505645","46.06342795534555","46.06342795534555","46.06342795534555","46.23021753992235","46.23021753992235","46.23021753992235"
"126000","46.36674312258217","46.36674312258217","46.36674312258217","46.004478257593505","46.004478257593505","46.004478257593505","45.42967522525297","45.42967522525297","45.42967522525297"
"127000","46.92764265159369","46.92764265159369","46.92764265159369","45.88783555745817","45.88783555745817","45.88783555745817","46.07123721170168","46.07123721170168","46.07123721170168"
"128000","47.0042120122116","47.0042120122116","47.0042120122116","46.4060108815421","46.4060108815421","46.4060108815421","47.4677834224387","47.4677834224387","47.4677834224387"
"129000","46.189832444596","46.189832444596","46.189832444596","46.218304492903684","46.218304492903684","46.218304492903684","46.148721822683996","46.148721822683996","46.148721822683996"
"130000","46.793003396829114","46.793003396829114","46.793003396829114","46.246948498385436","46.246948498385436","46.246948498385436","46.127749880594614","46.127749880594614","46.127749880594614"
"131000","47.449662244330895","47.449662244330895","47.449662244330895","45.80251291271903","45.80251291271903","45.80251291271903","46.83009023268115","46.83009023268115","46.83009023268115"
"132000","47.114981306778304","47.114981306778304","47.114981306778304","46.13055063626689","46.13055063626689","46.13055063626689","46.85928487889224","46.85928487889224","46.85928487889224"
"133000","46.394395184446765","46.394395184446765","46.394395184446765","46.021760628952855","46.021760628952855","46.021760628952855","46.41947398695765","46.41947398695765","46.41947398695765"
"134000","46.83984057466633","46.83984057466633","46.83984057466633","46.28330074990692","46.28330074990692","46.28330074990692","46.366859194224084","46.366859194224084","46.366859194224084"
"135000","46.4928180863387","46.4928180863387","46.4928180863387","46.298243270049156","46.298243270049156","46.298243270049156","46.64269519063023","46.64269519063023","46.64269519063023"
"136000","46.74994345786423","46.74994345786423","46.74994345786423","45.38706298626497","45.38706298626497","45.38706298626497","46.33627656341982","46.33627656341982","46.33627656341982"
"137000","46.45221478152586","46.45221478152586","46.45221478152586","46.832939829843006","46.832939829843006","46.832939829843006","47.30563273337387","47.30563273337387","47.30563273337387"
"138000","47.119519156494384","47.119519156494384","47.119519156494384","46.49500238174927","46.49500238174927","46.49500238174927","46.43979378497482","46.43979378497482","46.43979378497482"
"139000","46.56940855891145","46.56940855891145","46.56940855891145","46.574009598033825","46.574009598033825","46.574009598033825","46.12009730440521","46.12009730440521","46.12009730440521"
"140000","47.658396134994405","47.658396134994405","47.658396134994405","47.39868039227367","47.39868039227367","47.39868039227367","46.00423837914132","46.00423837914132","46.00423837914132"
"141000","46.46310046533156","46.46310046533156","46.46310046533156","46.31508744620159","46.31508744620159","46.31508744620159","46.644296391556985","46.644296391556985","46.644296391556985"
"142000","47.52761389857561","47.52761389857561","47.52761389857561","45.93400567986784","45.93400567986784","45.93400567986784","46.19583978301415","46.19583978301415","46.19583978301415"
"143000","46.523410801416894","46.523410801416894","46.523410801416894","46.23008485841932","46.23008485841932","46.23008485841932","47.201248141090076","47.201248141090076","47.201248141090076"
"144000","47.40052230869094","47.40052230869094","47.40052230869094","46.26394895774029","46.26394895774029","46.26394895774029","46.316627880646024","46.316627880646024","46.316627880646024"
"145000","46.9466042149552","46.9466042149552","46.9466042149552","47.46331315099883","47.46331315099883","47.46331315099883","47.26816009324901","47.26816009324901","47.26816009324901"
"146000","47.304304673384905","47.304304673384905","47.304304673384905","46.08977132879835","46.08977132879835","46.08977132879835","46.512049154791704","46.512049154791704","46.512049154791704"
"147000","47.60271260003652","47.60271260003652","47.60271260003652","45.49105581718085","45.49105581718085","45.49105581718085","46.67074062740274","46.67074062740274","46.67074062740274"
"148000","47.007804134661825","47.007804134661825","47.007804134661825","45.23525169225317","45.23525169225317","45.23525169225317","46.86089215553017","46.86089215553017","46.86089215553017"
"149000","46.38744143005298","46.38744143005298","46.38744143005298","46.570713940970485","46.570713940970485","46.570713940970485","47.45508879233069","47.45508879233069","47.45508879233069"
"150000","46.558167627940136","46.558167627940136","46.558167627940136","45.55054637939383","45.55054637939383","45.55054637939383","46.33758319029924","46.33758319029924","46.33758319029924"
"151000","47.628277389384735","47.628277389384735","47.628277389384735","46.4591131686272","46.4591131686272","46.4591131686272","46.07504687647404","46.07504687647404","46.07504687647404"
"152000","47.501739435977605","47.501739435977605","47.501739435977605","45.460267526964444","45.460267526964444","45.460267526964444","47.3410739421021","47.3410739421021","47.3410739421021"
"153000","47.1692443768565","47.1692443768565","47.1692443768565","45.94246646249768","45.94246646249768","45.94246646249768","46.54015245337128","46.54015245337128","46.54015245337128"
"154000","47.93388392962317","47.93388392962317","47.93388392962317","46.66005167563619","46.66005167563619","46.66005167563619","46.17972902787679","46.17972902787679","46.17972902787679"
"155000","47.46866337217482","47.46866337217482","47.46866337217482","46.06376192537216","46.06376192537216","46.06376192537216","46.82575710007452","46.82575710007452","46.82575710007452"
"156000","46.24992468733104","46.24992468733104","46.24992468733104","45.881053376562456","45.881053376562456","45.881053376562456","46.054831569009714","46.054831569009714","46.054831569009714"
"157000","46.376239189661796","46.376239189661796","46.376239189661796","46.60249153883761","46.60249153883761","46.60249153883761","45.840218423517214","45.840218423517214","45.840218423517214"
"158000","46.615376095019236","46.615376095019236","46.615376095019236","45.648711839944575","45.648711839944575","45.648711839944575","47.106784446753814","47.106784446753814","47.106784446753814"
"159000","46.32195463777647","46.32195463777647","46.32195463777647","46.727919675056064","46.727919675056064","46.727919675056064","47.32095915783931","47.32095915783931","47.32095915783931"
"160000","46.99233905536264","46.99233905536264","46.99233905536264","46.20318582063168","46.20318582063168","46.20318582063168","47.3279130820975","47.3279130820975","47.3279130820975"
"161000","46.51184030369694","46.51184030369694","46.51184030369694","46.80692933393987","46.80692933393987","46.80692933393987","46.59118110779196","46.59118110779196","46.59118110779196"
"162000","47.1453026886294","47.1453026886294","47.1453026886294","46.20868295767696","46.20868295767696","46.20868295767696","46.57777088364823","46.57777088364823","46.57777088364823"
"163000","47.20428869966924","47.20428869966924","47.20428869966924","47.114848238078196","47.114848238078196","47.114848238078196","46.94190101834182","46.94190101834182","46.94190101834182"
"164000","47.518507361933956","47.518507361933956","47.518507361933956","46.67975250655022","46.67975250655022","46.67975250655022","48.720962546836176","48.720962546836176","48.720962546836176"
"165000","46.77272758745962","46.77272758745962","46.77272758745962","46.146497442619825","46.146497442619825","46.146497442619825","46.618776654243504","46.618776654243504","46.618776654243504"
"166000","47.402255798449254","47.402255798449254","47.402255798449254","45.70690265162322","45.70690265162322","45.70690265162322","47.24096019275927","47.24096019275927","47.24096019275927"
"167000","46.443879911156614","46.443879911156614","46.443879911156614","45.98777287143043","45.98777287143043","45.98777287143043","45.48568982728005","45.48568982728005","45.48568982728005"
"168000","47.668264688857384","47.668264688857384","47.668264688857384","45.82293633764502","45.82293633764502","45.82293633764502","48.094908121963776","48.094908121963776","48.094908121963776"
"169000","46.95037170917334","46.95037170917334","46.95037170917334","46.00942238793395","46.00942238793395","46.00942238793395","46.58282171006628","46.58282171006628","46.58282171006628"
"170000","46.17488751093384","46.17488751093384","46.17488751093384","46.03115945279414","46.03115945279414","46.03115945279414","46.77514957490736","46.77514957490736","46.77514957490736"
"171000","46.039599309260005","46.039599309260005","46.039599309260005","46.75293562150326","46.75293562150326","46.75293562150326","48.14796568809632","48.14796568809632","48.14796568809632"
"172000","46.835771943037756","46.835771943037756","46.835771943037756","46.39033399014223","46.39033399014223","46.39033399014223","47.099849766138014","47.099849766138014","47.099849766138014"
"173000","46.906385983501266","46.906385983501266","46.906385983501266","47.080256555527704","47.080256555527704","47.080256555527704","48.51046127480213","48.51046127480213","48.51046127480213"
"174000","46.87989873521095","46.87989873521095","46.87989873521095","46.07528679698386","46.07528679698386","46.07528679698386","47.78661570701051","47.78661570701051","47.78661570701051"
"175000","47.200060557307424","47.200060557307424","47.200060557307424","46.85750124357341","46.85750124357341","46.85750124357341","47.40139450372636","47.40139450372636","47.40139450372636"
