"Step","Name: TD3-BC-hopper-full-replay - d4rl_normalized_score","Name: TD3-BC-hopper-full-replay - d4rl_normalized_score__MIN","Name: TD3-BC-hopper-full-replay - d4rl_normalized_score__MAX","Name: TD3-BC-pretrainAC10-hopper-full-replay - d4rl_normalized_score","Name: TD3-BC-pretrainAC10-hopper-full-replay - d4rl_normalized_score__MIN","Name: TD3-BC-pretrainAC10-hopper-full-replay - d4rl_normalized_score__MAX"
"57000","28.94658566787199","22.193260271195307","41.325838263071105","83.26194059605562","75.86956603301368","89.10777226053793"
"58000","34.80042591236338","31.88555500435571","40.08155639618216","90.37987373525193","71.17957329783195","104.2426567503532"
"59000","36.60005505794638","25.020843828736734","46.486245570053434","74.55681899286702","52.95536359815163","98.85536889169316"
"60000","28.058115277350122","22.78356514158991","34.202492668380174","80.40553471952444","56.06291240489878","97.49420804948576"
"61000","30.437079200492843","26.09702023326392","35.811284978753136","90.68135482462849","78.48545872633483","101.46177245764592"
"62000","34.60020677030479","24.198401769409205","47.19855242561265","90.24273654068212","77.11384505739672","105.32084444694256"
"63000","38.19526408049643","25.23040670838262","47.41623287332846","90.49891205159305","76.53433361106437","97.72661331781603"
"64000","31.93009551191514","25.282124308914117","40.90903737551926","86.0120624968972","68.45847485515392","102.96548550368476"
"65000","30.48372085048541","27.058734467422084","34.136076545117","88.97714214064257","67.24015063973765","104.68527847148353"
"66000","38.896102057227765","31.198154517255123","50.12336362177396","82.41897457644347","47.776508774526775","100.42878064205583"
"67000","32.17714312232297","22.977834018400074","41.224967040470126","95.87554697827177","87.28549986889948","100.3422619030562"
"68000","45.43777443101117","39.85092681610877","53.197678427434056","96.85246905812477","85.67682043087207","104.93193101481064"
"69000","40.63040987750639","33.52693467021472","54.533725644380716","105.16390924516968","104.36844071142563","105.8111262618311"
"70000","53.00199661761462","32.231170629842175","93.96179044237509","97.88865067136844","90.54289794537236","104.33456918435797"
"71000","32.14437808504717","23.781178825431713","39.29454614452092","82.84250883539107","62.24998995463261","102.00934845958851"
"72000","34.19005902267674","27.52912276307494","40.384956358980276","90.26160325795182","86.5790912203168","96.50666960528046"
"73000","29.184061060015654","25.873408925117637","34.77115493195716","96.20158908207502","83.35425140634736","102.83842846496512"
"74000","48.53135902568882","32.19425211837713","62.626609588698535","99.76428995347358","95.61270341719637","104.02367433393809"
"75000","32.14397502490011","24.44234083120955","41.49552385798519","90.60662527395569","74.92124585240886","105.18867946356308"
"76000","38.41150022172504","30.70925443495477","43.6672380996854","100.88822675157634","96.8248046182669","103.50601567517029"
"77000","52.981433371827485","26.22926947907425","94.62227773648496","93.88883725750615","84.49705170691072","99.51292946061155"
"78000","31.770268241093458","28.311822971611257","35.17141428594025","102.83556828152685","100.47815074947223","105.95056661387048"
"79000","42.793908848629975","32.610804817974724","51.10318841436945","87.68066559397805","60.14275071300226","104.8812196825013"
"80000","38.230930764312255","30.304812458982443","42.64723128063177","88.59973248419426","72.89828838273019","106.02824385748887"
"81000","36.82620338072087","33.51493054581737","39.93697487407952","95.24966345786085","84.99978055571817","104.50695329271637"
"82000","54.030554693946044","30.058262747037556","99.4617877765855","92.3448006646915","76.04003370970405","106.36993761791369"
"83000","33.12981469275226","31.528373879833765","35.163357119177675","87.21489127498882","73.44343635619418","97.1064442263471"
"84000","36.22361117930759","27.41671358539513","43.54360860747168","99.40031491376111","95.83092883492927","105.25625934533969"
"85000","66.58842142641674","44.363904110704745","94.44439125128712","96.84091306379416","83.56617861650817","103.53733402588749"
"86000","39.404580864403655","33.80729310683911","49.04094310995184","86.56378433651365","67.39316525308818","106.40348642948265"
"87000","62.75668988389185","43.13814043256012","84.69661660966646","98.10942789271837","87.44069418084234","105.3012206904602"
"88000","46.080932647718775","33.3993217167896","63.10219380983148","80.80872770787664","63.93638333856197","102.46106509446678"
"89000","53.24365194116016","50.57440464078683","57.310464958504724","103.43739509694986","101.33835691703436","105.10740094609281"
"90000","46.32222956851763","31.50755272688323","67.906446753552","105.82998358679816","105.6823677789309","106.10300383675941"
"91000","82.44999784706977","62.53831270530844","99.586951874132","102.86088233108678","101.192008656283","105.09374627458226"
"92000","51.66733253520811","37.53024853833571","63.548251065973545","91.04584205549342","72.59432951774895","106.07930333326507"
"93000","51.72100232884568","46.57327576940348","59.00571397216615","80.36837408541237","65.74204008136586","88.78969781388683"
"94000","61.33808493885126","40.55878034081944","93.49950424106079","101.48342350123158","93.94612809581825","106.32221215407107"
"95000","61.44375335605059","30.575506279318613","101.33033716270094","102.89227115350825","101.55253147325595","105.12451200497625"
"96000","70.7285018055761","50.241417220688355","92.02028618878686","101.75080276206704","100.40927148942617","103.10142838043153"
"97000","63.805995863126135","58.30330548772501","68.86232950680501","104.72614680081324","101.4871947224207","107.52662565841244"
"98000","52.63844643783616","33.348490873858275","71.91765022192345","103.44615024802242","102.00657640522645","106.0281843725812"
"99000","57.1912188124244","43.49343533927667","74.02931646339279","103.8032618084648","101.20675624359163","105.85111317635452"
"100000","88.11365511233676","57.98827933875948","103.97985742951685","102.82773951716888","99.96401396284116","106.48940063647241"
"101000","71.51975113272131","62.12086792119285","83.97446601647248","104.5598998925495","101.84080355380414","106.35861908130776"
"102000","59.82093964866573","36.18414539605262","94.297986922717","104.7828356486396","100.63033660745349","106.92312558129973"
"103000","54.46960808837854","50.66880412139256","59.96493946164119","101.96839615526387","96.92965117782906","106.36995941063006"
"104000","66.95261169727675","60.463836801738836","75.14501361847692","103.0898668188402","100.0810509515369","105.94266741381473"
"105000","80.91737749777218","62.2718492873064","104.58599165068357","100.93136571234221","98.19206691394797","105.79709007070635"
"106000","74.83791139009965","50.014960261362916","104.07085134338949","105.08187858935264","102.83655329861826","106.69006181962666"
"107000","87.16659825944599","64.63124090685439","100.36819277569953","102.88215488598762","101.52589978645585","104.39733465737496"
"108000","82.3835240975386","48.228981978424905","99.97813413625575","102.40230224740493","99.21996124671591","107.1095228697575"
"109000","78.40853157083768","60.48307624041278","90.60561160475939","105.03514093467362","104.73213032529922","105.62379304219627"
"110000","80.82192120353272","68.85603098777608","101.59492126421232","98.4669898753607","92.20511641363429","101.91226986880935"
"111000","74.17857108479353","57.087647841335645","85.52328059035433","101.3717302090253","96.74574658005872","105.329911130597"
"112000","72.21410190503158","54.62875728203069","86.2815617045409","94.01616961493143","89.89527518913177","96.3057142029067"
"113000","79.0988861891229","49.49772272718643","94.86979276058611","90.08720461478106","74.69854409791236","99.85937006459585"
"114000","92.75757075578173","82.82501351235432","102.12269117021937","99.26851831996619","93.38297709465567","105.37991614330721"
"115000","89.55727191566926","60.715099628816496","104.71582983484676","101.97538800057485","96.77481266213121","105.07607156317114"
"116000","92.98687167742362","82.73142562319921","106.27001685332044","103.87464292533635","100.97639484009646","106.96522562017535"
"117000","85.53321154343537","73.75061023072017","98.89558534577267","103.0835691426388","100.87919373848166","106.24890466673624"
"118000","82.94836652347625","40.310537226763685","104.47366431974876","96.73421577342566","80.7660486652013","105.0712291977701"
"119000","103.70037189595668","102.41500762441656","105.05557303328253","103.94594425513708","102.50477660163779","105.09380879484051"
"120000","91.12791468800621","76.19225487716602","102.77551950589456","98.67359541973063","98.50712249693395","98.97220736519581"
"121000","94.71502052366093","90.91210924233093","99.62274526729678","103.18622859957276","102.25710166180635","104.13032504914656"
"122000","81.65941028832664","66.41796747222831","100.52584136989576","104.72962569351255","102.78683270351165","106.52587042654899"
"123000","89.69070344632205","75.44410957279561","104.61911186431902","102.72234700307195","99.27785259171401","106.13317400276716"
"124000","99.66789702615506","89.27824218878341","105.21063095972025","103.44807625506404","101.50496782198768","104.59888756576439"
"125000","99.34140574008683","98.76527584799317","100.09092554809914","101.26060935229337","94.6105851003412","106.30243284183219"
"126000","95.63706706773553","83.48565303334993","105.26274877050383","103.58221688085193","101.22071247153792","104.86426930496053"
"127000","102.3790689485877","101.39993663132772","104.03559132927869","102.95267023463738","101.33681679795122","104.53014987058631"
"128000","77.79756957221745","31.258918874075338","103.54309760755807","104.97452390217244","103.79834317199912","105.75847028675763"
"129000","85.99690420269265","71.8917974250978","96.75242212374951","104.62047015357756","103.54503964245716","106.26133377239772"
"130000","98.4150698710422","92.69612751706285","103.34967595042548","95.83178271935503","82.12022077547007","104.92239961136158"
"131000","84.85092630709005","69.085487857284","98.23168814349714","104.65898408135642","102.4457007509463","106.24002157954062"
"132000","94.96048303246953","75.42394178392256","105.08262882300173","103.97714857486824","101.09820881172847","106.1173457622085"
"133000","81.55183360131018","40.473600278220076","104.76225579083321","103.71768780721077","101.24690851960523","105.83315702721599"
"134000","90.00305107466473","83.91602733601923","97.25169895447999","105.68630608418566","105.13652732506648","106.49507744811405"
"135000","88.30872722285801","83.22179332073114","97.2917421168356","102.9653115706409","101.70687831589946","104.61173725132565"
"136000","105.68615766649293","105.13675496612281","106.34580778931657","105.90105931276703","104.10227319709222","107.75183251542475"
"137000","100.85360398673652","99.84043127858885","102.72962979318359","101.3698329843733","99.88049336481993","102.3633959559553"
"138000","95.00006465720868","73.92313009677846","107.21679106979742","105.13325321574199","103.68355964370355","107.75064942919886"
"139000","99.1191991749733","93.67255561387628","105.0214595627041","103.28221571438822","102.59699310636228","104.31679085115668"
"140000","97.21292126989152","82.26226503318978","104.84439484557377","105.80384025608548","105.25021172177654","106.60279806000858"
"141000","87.36042300288211","80.06855838782096","96.69368930498408","105.0760293746925","103.80439685378037","106.48970911422634"
"142000","93.80858541715757","89.8844774725339","101.29803356722829","104.17433509113214","100.91926220569655","107.04834968519843"
"143000","103.3964735322853","100.52685534608527","104.91097887529037","103.19981372988103","99.70366912156763","106.0551805179013"
"144000","88.17629291188207","57.07043813832079","105.76296059652626","103.8424451749086","100.06423973587115","105.738386722861"
"145000","84.95122390604438","61.27701493430919","105.31746520768135","105.3441303309345","103.76392156410974","106.2619240189124"
"146000","83.94294329845158","44.038315489603406","105.04919584686007","102.67586605545767","99.3388676658224","104.6144942602741"
"147000","101.67174806587305","96.6732830795826","105.1967987041055","104.01297129574392","101.44592801999603","105.83702484404635"
"148000","86.60819882569211","49.1137301051512","105.66536384879848","98.67506741437542","86.4555412068865","105.26261167320004"
"149000","98.86419545753266","86.10836188575203","105.99553517346266","104.82411622606355","104.12879560752737","105.92296808054003"
"150000","102.21988423544538","99.43096163872977","105.30469801999345","104.21486036974244","100.88539299642525","106.81924228236225"
"151000","101.66107491974061","97.67768265887945","104.53842817804191","104.0541163896866","101.67127479342454","105.46237996009853"
"152000","88.77185843954544","61.81290540401053","106.40879514260024","102.29096548139707","97.72760087289639","106.98957722653277"
"153000","97.45672582691039","83.98507309478886","106.47097028925721","103.9522178175228","101.81415861255907","105.21503635006282"
"154000","96.08855342063832","78.0654146120933","105.53341189315195","102.88224777503568","97.2362835729775","105.72554283733291"
"155000","104.35632244546093","102.3766253416288","107.13696734917141","105.20177352365845","102.98764319752698","106.9599491694888"
"156000","103.54046732118822","100.19179355577658","105.27834811986234","105.44666901002027","105.25440142118228","105.62962500423971"
"157000","94.73775262785028","78.35214742525322","104.33935570920549","103.28707914728277","99.01938481615574","106.03441895570225"
"158000","102.68822492485151","98.42331433836281","105.89587255947916","103.14558468645934","98.53312852586461","106.51787349002035"
"159000","105.31301885242935","103.20846968008237","106.88222990256224","103.56334690672118","97.63771046549216","107.29598908272948"
"160000","106.19493055108455","105.42343268782312","107.05914147130832","106.4021136561933","105.47669640736433","107.04772188703258"
"161000","103.53094737982921","100.31706601538586","106.68968274176758","103.75687384199829","100.64815199410857","106.90371651634212"
"162000","101.18123532787256","94.68979710230424","104.51537517436836","104.00403163741225","101.1226010770026","106.32584929296154"
"163000","103.99276988866063","101.8538721066238","105.24085646112833","103.77530840598054","102.63089587785947","105.73626386049268"
"164000","103.72879419052407","100.44669623549815","106.80353518778645","104.19322394613242","102.28558974469728","105.87353264224362"
"165000","102.59260528211081","100.2213145566892","105.44942341225669","102.56965874297843","98.95220216139582","104.4659210303225"
"166000","103.48840167603568","98.78166987833526","107.10255209842256","105.27465485693854","103.91722433970993","106.94100512313136"
"167000","101.13211643254253","93.85853697285849","105.69367983209045","103.01266559038687","100.35775163292853","105.39662650238893"
"168000","104.41219836511316","103.94306028973065","105.24080131400792","104.76614263206493","103.00855753280493","105.8271287452539"
"169000","100.2036659523447","92.36411223184618","104.23911547906366","105.49382167837358","104.29391116073737","106.82458664821806"
"170000","102.08982341774713","95.15030649892725","106.19993648907669","104.26009933869608","102.89579002386292","106.32680595817045"
"171000","105.12875598922703","104.03361034235526","105.70207327234694","102.8240795172566","95.80714564212136","106.3824105588193"
"172000","103.69040694463543","100.94272415121586","105.6827595442336","103.20032568401395","99.15935755770096","105.67000373972226"
"173000","96.71235375037429","79.63525262808497","105.81219576271417","102.31188037852672","95.31388435824849","106.78466463081726"
"174000","106.12764094652238","104.8515843265845","106.97411464484901","104.27370585703032","102.53428542420299","106.83359630505728"
"175000","105.42636182316075","105.37297805211581","105.51771830164087","104.95073942478878","103.44704922235512","106.34193138575137"
"176000","101.64166425496707","101.08069193651505","102.58469822582738","102.95945176805749","101.24951082725502","104.03412599242199"
"177000","105.75019474236996","105.4687464960706","105.9517091868313","106.25151216828196","105.9422215946368","106.44334271744005"
"178000","105.16827203295708","103.4099593326039","106.0557226724849","105.23851288278296","103.88289849584022","106.23113584746142"
"179000","104.24265150914287","101.95877327689512","105.61534561582218","104.65090335431364","104.27246402897121","104.88457021703441"
"180000","104.14644627431657","101.52830287242753","105.68438873421337","99.03132204065882","90.97303335578695","103.61073256452775"
"181000","103.5943503470121","103.31643067959446","103.84078913771182","104.36703030915737","102.73580567000961","107.02914072693927"
"182000","104.91362628273832","102.4699231910191","106.19544768095007","106.30661023332415","105.04066453557874","107.01212201705891"
"183000","104.9854239001213","102.61546686810372","106.88275950204387","103.39628716408696","102.78226635591676","103.78273340842397"
"184000","105.7194603702522","104.46523468086856","106.7924386028673","106.23335691725005","105.93470407678342","106.4218471808586"
"185000","105.3652506505083","103.66345986708856","106.57520077612801","104.68124154828656","102.78029597902292","105.90976769535854"
"186000","105.60355035321588","105.03244064901367","105.92604852144214","106.19584143805302","105.89365178850696","106.39269874529079"
"187000","106.18441521871932","106.08227004110601","106.36856102061188","106.03971260031564","105.25982368587073","106.51413445049079"
"188000","103.93103237518574","99.91084123638323","106.05432062657745","105.08240642190117","104.43942238165162","105.67572665863861"
"189000","98.37745252969002","92.32984727103506","103.53218462873943","103.8394641469741","103.26123635795244","104.24362164417285"
"190000","105.67142971378985","105.27834338917859","106.34877770449928","104.62717012080613","102.86322474005784","106.60465372366768"
"191000","103.25910640043556","99.47259599416975","105.59051624648328","103.76434473066064","101.51576300039093","106.16423307951344"
"192000","102.87909822493681","100.68277132736927","105.38867167194314","104.71156932254058","101.69599926631534","106.85468175182686"
"193000","101.4580712778279","96.53780786944824","104.30654802792718","104.18832398909917","102.65983037856424","105.35500591795237"
"194000","104.31148624158106","103.26309618222925","105.81731302581328","103.85411259692462","100.47434655272396","105.8623092749365"
"195000","103.64016076168109","102.39788864770641","106.07196736260558","103.32067619832868","99.33085950038452","106.6404822127309"
"196000","103.76165947328563","99.84160590556446","105.98879338244565","104.3036903801031","101.11839734674808","106.37695143153377"
"197000","104.07516987567628","102.84080576552664","104.89810174647016","103.62716579719027","101.8240321936224","105.73066176395312"
"198000","105.41918730227798","103.72556367416689","106.75054883922523","105.72582623232803","105.10951089292921","106.83806841412755"
"199000","105.55396615921295","105.30677545103286","105.92978457756442","104.52395474511154","101.58547369310776","106.66816293135082"
"200000","103.60067613012659","99.53265811500201","105.68699723932689","106.04935100735423","105.15915362727624","106.5231888253258"
"201000","97.20974077556546","81.87801541742242","106.11739377987364","105.45209196813401","103.5978827944763","106.92061303023827"
"202000","105.72729512357984","105.2556189912379","106.34126528877242","105.4875110267418","105.20031948099538","105.75071498635324"
"203000","105.47379881431489","105.33930519047534","105.58704970324813","101.05640789777794","89.39522011482616","107.06665113231692"
"204000","103.8299275375497","98.56059727642857","107.15055364999535","101.38884770511304","90.41274712777498","107.45538170767956"
"205000","104.66269507125965","103.89396463959424","105.65229386773373","105.37899073777868","104.61627555307696","106.4936426370219"
"206000","103.23994615141345","101.34569144886203","106.03705138288879","106.11260857815871","105.67327527221066","106.56849977558151"
"207000","102.12133095149026","99.95605333718571","104.33703923480266","104.7318745508582","102.82640257409071","106.60007516568702"
"208000","103.43413654305222","99.19159781902745","106.0399888308696","106.59789376828807","106.02655865908454","106.89185271189284"
"209000","104.4744323221448","102.94506294351879","105.8026084124768","105.32165520508404","104.62320151471813","106.18015205259239"
"210000","103.67709146706","100.41867705399035","105.54043707018809","103.76612963404517","100.62055886054584","106.44502723978229"
"211000","104.71900533274237","103.02813127159838","105.60417489851686","105.24245128305459","104.33206163391631","105.95665011633768"
"212000","104.46691612525824","101.21770380256314","106.81661660116308","102.59186606063501","98.46866126995005","105.49775089665856"
"213000","102.61008593039008","97.87418618216235","106.3093608296764","104.24040061087067","101.70617655662193","107.11857618845329"
"214000","105.0140169254194","104.14378662598345","105.57503606443119","104.22220547114227","102.43782985802","105.64877079574622"
"215000","105.3308727099825","103.996867022157","106.43528087548198","106.22958600191022","105.81239876078806","106.5086263329534"
"216000","106.37901084171159","105.4775977132119","107.48990905521447","107.28311823255042","106.08479320735549","108.32186401053238"
"217000","106.36403617025307","105.9387076985479","106.61515613687567","106.89811715070613","106.13618294465337","107.37936367527026"
"218000","105.44718468980408","103.39434608726381","107.14254048247511","104.87425040761862","103.03754551231643","107.34401715061132"
"219000","104.34919848456046","100.47110431888004","106.39749214496936","106.01487831099122","105.22335076751253","106.87027806085818"
"220000","102.90029894428362","97.06421768510678","106.16897440016022","105.57887675588228","104.35485123098643","106.20742824467604"
"221000","105.95164324004026","105.14948581179637","106.46132122339777","105.84149337052231","104.10350555475586","106.89275400653433"
"222000","104.21929301860665","102.97867192051646","105.29391794472937","103.887008164513","101.8821470907455","105.05133017972288"
"223000","100.03554337125786","89.83555066174752","105.42886652798336","93.03392049711299","72.56907399620167","103.91227476908954"
"224000","105.16669465388416","104.73012038819553","105.64574010651116","105.06703963815414","103.71310933581664","106.88185718326193"
"225000","101.92244232606146","96.60279413708463","104.80390710604075","102.80247725675184","96.27536465649864","106.25125725318061"
"226000","102.65200946150973","99.69685261556222","106.4675742619753","104.00602775194392","99.1381032689873","106.54250029590709"
"227000","100.6812760204801","92.72956667007062","105.14294859976967","103.14562590688439","98.06270088050529","106.98963038781828"
"228000","101.81181912929787","93.02165397103585","106.29069955337806","105.63816723733352","104.73231882333813","107.13686301865101"
"229000","102.92086531931675","98.99075875514328","105.62114347399107","104.60740909083222","101.93764657256783","106.69601994406233"
"230000","104.65603221897202","103.63016734391258","105.30544987472952","105.17474959092219","103.84943619019411","106.9445578566506"
"231000","105.00866095999415","103.66180543420631","105.84789454664967","104.77846759349033","101.93787089383055","106.97603961073192"
"232000","105.6026052805674","105.06896424362431","106.61791737393165","106.02586679543305","103.33354315611392","107.80313229666854"
"233000","104.73873756909175","102.33258528337667","106.13328022353565","105.9717877166429","105.23849180582607","106.63771707390364"
"234000","103.37786465085118","101.3452114501775","104.7911890264069","102.25427419620193","96.90807481817235","106.72905842211891"
"235000","105.48267867676162","103.94330860495285","107.1709695620384","104.6091446901591","103.25127587197048","105.82222990222854"
"236000","102.70171112811492","98.44219082463461","105.04286106030432","105.07753943174676","103.41401126444974","106.01474768906083"
"237000","104.97841886041721","103.8983150734829","106.25016035623351","99.14525836734924","84.02052582432667","106.774383103057"
"238000","104.89173767780454","104.02742875818312","106.3413772409953","99.26926083263119","93.40511001867242","102.91355299914227"
"239000","103.14924662265373","99.3243001700714","105.8661579078233","105.12228777292994","104.38373598949391","106.01427660961076"
"240000","103.56455791056207","98.60967940631097","106.50015511240352","98.9715069859162","82.42642688663031","108.45607428371994"
"241000","106.09560736675654","105.69717494011701","106.67200114564844","104.90548082078594","103.59826515729111","106.65818690411395"
"242000","97.03894317511585","80.50347360880083","105.76888846203562","89.66408044570805","64.88725357776646","104.66188575208962"
"243000","90.20847543782718","59.35743773338652","105.7996258085849","100.59795073844698","89.27558279016336","106.28183170115864"
"244000","103.37840885422979","96.38599882588301","107.18433638075868","102.52746654805166","93.49522438762614","107.36733435168358"
"245000","104.82863363549775","102.80738289459823","107.01083558520033","105.20550048267854","103.53770986431732","106.97645610429434"
"246000","105.16885522572689","104.09893986860166","105.77266902457329","104.20058298217062","101.58316202045134","105.98840741046891"
"247000","103.86179357848278","99.16558773997308","106.75463346863859","105.63778565259645","103.58693205545528","106.84603222713464"
"248000","102.5780874705908","95.8859012639118","105.93166114772589","91.28093742149052","66.90872226018324","104.15954843887543"
"249000","105.92800893366488","105.37447684768604","106.75277588915952","105.58341935212974","103.22850394732896","106.84261123128715"
"250000","106.07250381100387","105.66570937632677","106.36184999587321","106.06452796130075","105.75131023133788","106.51422435599149"
"251000","104.89311774795898","104.32091339744458","105.52788253670373","106.31933961391167","105.02952154170609","107.95276663662514"
