"Step","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-pretrainBC50-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainBC50-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainBC50-walker2d-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-walker2d-medium - eval/normalized_score_mean__MAX"
"197","72.08626089239824","65.09337484271697","78.98696666621883","75.28271040616707","72.17844116825893","78.98696666621883","-0.15436597531530658","-0.16703656573839243","-0.13257328269441201","1.168672063429273","0.01789561637011824","3.317110253733192"
"208","71.35838602331633","65.3662102990725","74.7481740326904","71.29315323733663","65.3662102990725","74.5524756747513","-0.15185081908309636","-0.16341035219794134","-0.13240348114367856","1.8424578417077482","0.10970438648983356","5.0218383099174435"
"219","68.20996998128182","64.27981439539624","71.02535171245087","65.98270271462702","64.27981439539624","69.32474383599835","-0.15157212919738244","-0.16053451928687376","-0.13429963565701372","2.1535126554427433","0.585337607682213","5.241374081835291"
"230","72.48045383726019","70.02018349363513","75.59993752225746","72.78406719118921","70.02018349363513","75.59993752225746","-0.15172644651034484","-0.1615973237324977","-0.13371092863006867","2.4414782836007727","0.1204999310637865","4.055134449881012"
"241","71.79342904766871","65.8663991153962","75.71994894199291","70.10521399925291","60.80175397014881","75.71994894199291","-0.1513674403798264","-0.15995205012838914","-0.13420930886760168","1.8226024487803063","-0.006609026017733921","5.3644223022846464"
"252","64.85038649257952","57.461822091944256","70.23081000946982","65.3537311051039","57.461822091944256","70.23081000946982","-0.14385195550318883","-0.15443647850306289","-0.12478040490473852","2.8427638623209046","-0.13679399363044034","4.995397841847813"
"263","66.11296209385138","60.73811320992219","70.80083929719528","66.38887317850958","60.73811320992219","71.6285725511699","-0.14003340371997838","-0.14945951593949547","-0.12548864648684574","1.0948823164343608","-0.07261568373088642","3.2220402953804252"
"274","65.90253616933217","61.09406112870116","71.90449140997734","66.43965030620564","61.09406112870116","73.51583382059775","-0.13989706906521424","-0.15383684203808057","-0.12588917884057055","2.584851177591592","-0.1600263309569736","4.393309348598958"
"285","67.91186545371649","61.79443800907647","72.42015522467541","71.92702628768912","69.52100312739759","73.83992051099438","-0.1419648848295899","-0.15579244628368244","-0.12093480686096533","0.14003371145805646","-0.0961804309193624","0.5697264064982624"
"296","60.03942776406529","21.06672083069619","80.45499099486241","52.302444117395005","21.06672083069619","78.59657146663724","-0.056144435578129696","-0.16434971605558318","0.14659573023985092","0.010523789444319124","-0.14587880917530827","0.3186068937085119"
"307","55.925739622453136","27.103403843634528","70.57362329172011","54.3046475796319","27.103403843634528","70.57362329172011","0.1746539881050099","-0.153653704488955","0.7930048643448909","0.12701993707044984","-0.18514360480298325","0.6739795494044556"
"318","64.59202360752904","48.63941290792472","76.53594796794079","62.901127588733715","48.63941290792472","76.53594796794079","1.064982221929514","-0.19999938704127204","3.506056841853873","1.6687211400119322","-0.18082005710834784","5.192220158974683"
"329","71.30401561669741","67.83405316496996","73.76382988361358","72.59039375369932","67.83405316496996","76.17329821251442","2.948515165901416","0.2030766001892038","7.104145853338406","2.618890360214151","-0.17677256612472786","8.181704288635638"
"340","69.43498947181043","65.86146603268494","74.33730217915709","71.10483072188124","68.10620020358925","74.33730217915709","0.9987836004026062","-0.563718806598841","3.53744332882136","1.5902270924923785","-0.09339424903008903","4.766212560200993"
"351","67.76090186621745","59.64815923820466","72.35544048378804","67.30610140004946","59.64815923820466","72.35544048378804","0.35119205071787674","-0.23426537780537093","1.5101339300691947","0.3969227849217328","-0.0706773019715039","1.1087458080878456"
"362","52.157387758203946","24.077988089940416","68.13066537838132","54.42521920941957","24.077988089940416","74.93415973202823","1.0566244245326093","-0.2157911851371923","2.744288233728073","3.0517828777252256","-0.016655863985882962","9.130511045791263"
"373","58.989236205574166","46.069207766731154","67.0451449340734","67.21298138193767","63.85335591591793","70.74044329582168","0.1932061286668261","-0.1939733531073776","0.3986224069806566","0.05950103062894258","-0.039077466030145856","0.12387893606572065"
"384","73.25367712018301","66.61865129478883","77.96554123619815","69.20818227320827","63.04035428863781","77.96554123619815","3.404505254268205","-0.2914476753801909","10.146538103103518","0.12020327605201116","-0.029925857844357057","0.39701211810267767"
"395","72.00983867510651","66.34953183743514","79.41034911837065","69.76475329638536","66.34953183743514","72.67509298220725","6.16252833389537","-0.3475491359291202","18.14171759485821","1.3139969516548484","0.010904029726970504","3.9191309784293695"
"406","68.41506800624958","62.88023664247983","71.58338672073583","67.18060335320564","62.88023664247983","70.78158065553309","-0.36853384999650446","-0.40537716208804414","-0.314315838130787","1.7357243891406895","-0.017920622085643746","5.179583382730968"
"417","65.19610908124554","57.748018719121816","70.4950696048937","65.92721346013273","57.748018719121816","72.6883827415553","-0.33226476294018115","-0.40541860169165717","-0.240277869285726","0.8323900982134765","-0.044122193534039636","1.412940413698463"
"428","61.55678474803316","52.34080309549644","66.91933485391043","61.02187886452009","52.34080309549644","66.91933485391043","-0.3448290370517218","-0.426327623703943","-0.18396196398481757","3.150834426640154","-0.034157323939799665","5.341540505301479"
"439","71.7278074857597","66.44616477085951","76.12607568355209","73.71282208005809","72.40120855375469","76.12607568355209","7.717767730718684","-0.46175098473713555","22.395033925221753","2.306622206403525","-0.0752814674991304","7.0555248571005365"
"450","71.3151123429428","65.75520974934342","74.41686756208153","68.13519789171913","64.87712420841055","73.77325971740342","3.334835107128112","-0.3961791185974425","8.809854104005481","0.032860655737017","-0.10655200026557962","0.30233049480175056"
"461","70.0157589799776","66.71285317808591","73.67313662210712","67.81974050272207","66.71285317808591","69.66128713973981","0.31823682217725907","-0.332485361149201","1.5325736663287217","0.04602081680046519","-0.14653229912098648","0.35856324549324026"
"472","68.61648430410334","62.05752825799796","76.12637330279298","69.86437261168277","62.05752825799796","79.87003822553126","0.26895735002943016","-0.3661270607652919","1.4616917432670347","0.6032911959514846","-0.15865235281257634","2.0423676099770964"
"483","69.93600205775398","69.53763110499898","70.20496651766335","70.23095289126464","69.53763110499898","71.08981901819531","0.3577837911273248","-0.3588926113548891","1.5962338935691496","0.0037009523922750622","-0.12104122037678078","0.24424245500374453"
"494","68.76920762933334","65.9323550732237","71.08478549387073","70.86654541933525","65.9323550732237","75.58249569091136","0.7641156095824625","-0.3375379300035702","2.784234115519401","-0.12561702948033912","-0.12765482194074473","-0.12189980850527513"
"505","70.5788411376629","65.43566031465917","73.94885365043903","72.55314386578651","71.35856849902999","73.94885365043903","0.3921892315456567","-0.3523928623236344","1.6920204037200883","-0.10076337909360733","-0.10780556842177932","-0.08974874572972094"
"516","65.85324703831867","59.125754754310854","74.57391615461589","68.49522408229298","59.125754754310854","74.57391615461589","2.286893797503058","-0.34617854018487054","7.520427723497443","-0.10065658252819164","-0.14244682199567374","-0.0424258211374141"
"527","65.52399449924475","60.6868678880101","70.53346495435353","65.64255209328401","61.04254067012788","70.53346495435353","1.7226912053406112","-0.35712582647896574","5.8236605975681375","-0.08807608575710862","-0.15301610895979803","-0.035933470000979476"
"538","69.57664256517961","63.534596766198625","76.17299191553761","67.39916557404887","63.534596766198625","69.64056094214538","1.3986004611356497","-0.37936437797650846","4.873461895026192","-0.019815092096338305","-0.11049675411824811","0.13018742770204503"
"549","75.51053365562983","74.00089092029413","76.63397119110091","71.94311193828342","65.93170603906171","75.89673885549442","2.6652223541797198","-0.40313095651462333","8.725723221714418","-0.05147020819597004","-0.07582135142557311","-0.008405616416584025"
"560","75.51053365562983","74.00089092029413","76.63397119110091","67.66295104536094","64.48784597076325","71.4598344374776","2.753253530592121","-0.38909671723962236","8.965249958859465","0.015678157251559743","-0.11922812917939996","0.26351325324656005"
"571","75.51053365562983","74.00089092029413","76.63397119110091","66.23060392381258","58.0984733006639","73.69668540083339","0.9231863903750878","-0.41269843229468856","3.5043154654949986","0.19704885273891684","-0.11530581868639642","0.8186622082487892"
"582","75.51053365562983","74.00089092029413","76.63397119110091","36.34196559534042","13.779454670535562","59.763528703608","4.47561693380352","-0.4038937628947396","14.150588739918254","-0.09171061913130589","-0.13192704827592727","-0.030064332133734523"
"593","75.51053365562983","74.00089092029413","76.63397119110091","34.145341747640906","25.032862788792308","51.387353265333914","0.4889735936969117","-0.40780545721467315","2.1982652860773015","0.09129324471449018","-0.12539592922733384","0.5220499117480601"
"604","75.51053365562983","74.00089092029413","76.63397119110091","26.445643992757283","14.947359308312837","42.28190921462686","-0.09532751971510396","-0.4043747675581664","0.45092481893598163","1.5154269205919473","-0.11586229762857037","4.776513364273214"
"615","75.51053365562983","74.00089092029413","76.63397119110091","3.4563817530381407","-0.09746059100950316","8.654244550469866","-0.0941909489337251","-0.384161459495341","0.4245695111365625","0.27504583531554805","-0.11145645375890738","1.0376697318557968"
"626","75.51053365562983","74.00089092029413","76.63397119110091","2.641289320504369","-0.10337309866020117","4.15377518416534","-0.03003597874622732","-0.40262407224219443","0.5977084555380403","-0.09832849427221148","-0.11221878389257434","-0.07661464505964073"
"637","75.51053365562983","74.00089092029413","76.63397119110091","0.8377438669096611","-0.19752670629306998","2.832353532298637","-0.09361212459974315","-0.4012992358625658","0.4106062917898899","-0.053767508060440256","-0.10059573074278301","-0.009566596896197134"
"648","75.51053365562983","74.00089092029413","76.63397119110091","-0.14659361634322204","-0.17829675060619327","-0.09778584838849232","-0.19245927820197198","-0.3881572253303146","0.11514812084238209","-0.02061829762826155","-0.06562225929342518","0.05422735479102858"
"659","75.51053365562983","74.00089092029413","76.63397119110091","1.0832360939757402","-0.15361634884272735","3.544229086369218","-0.2588487537914889","-0.37442126899519845","-0.07683102020509694","-0.06518549141689882","-0.0845839636642168","-0.04041539171330837"
"670","75.51053365562983","74.00089092029413","76.63397119110091","-0.14909248465337058","-0.16215946947137355","-0.12735871881420843","-0.289061262027591","-0.3888054711327532","-0.10835524279999573","-0.055322399106149084","-0.08217200490650842","-0.014826430553825978"
"681","75.51053365562983","74.00089092029413","76.63397119110091","0.43247787116483233","-0.23552121240076188","1.2831612473991902","-0.3065101172843369","-0.3959514802050751","-0.1759919102807403","-0.05113417267631892","-0.0821904272257816","-0.03084977908529573"
"692","75.51053365562983","74.00089092029413","76.63397119110091","2.410756665685705","-0.19289810952442196","5.143123331013443","-0.26753536133820427","-0.4037544151573903","-0.018494643649419","1.462518243637548","-0.08320870564252097","4.509309444786533"
"703","75.51053365562983","74.00089092029413","76.63397119110091","5.428583990171898","-0.17138213797895668","9.321966089293918","-0.21066295888409356","-0.3644357595341604","0.09155661389337043","-0.05663117353866115","-0.07407289584216782","-0.02666068393464526"
"714","75.51053365562983","74.00089092029413","76.63397119110091","6.954136482050832","-0.18299278440582115","21.0115286331718","-0.27488714705383194","-0.3918084124624228","-0.07511720590985264","-0.07566792679565548","-0.10843526983202563","-0.04104863020599995"
"725","75.51053365562983","74.00089092029413","76.63397119110091","1.6546138444743255","-0.11563058684126223","3.345048682633698","-0.26399070442263944","-0.36001946964916776","-0.08018192918633187","-0.1007125948660832","-0.14825855192477586","-0.07655768929901362"
"736","75.51053365562983","74.00089092029413","76.63397119110091","2.190835430392042","0.005280947129782429","4.767239672614029","-0.3530576306907693","-0.3604238292644567","-0.3421434077319037","-0.10909716447285502","-0.15924213386452749","-0.055313816369761626"
"747","75.51053365562983","74.00089092029413","76.63397119110091","1.8743312088398902","-0.025538122564408343","4.21741303615247","-0.28913782291505247","-0.36951034630619195","-0.22405465608756514","-0.06751178798048006","-0.1391263258341847","-0.0076280322647326705"
"758","75.51053365562983","74.00089092029413","76.63397119110091","1.596920885743468","-0.17499749247583024","4.987426641505047","-0.3554604922459769","-0.41595681648122723","-0.2888510388943736","-0.04698272359457981","-0.07227108556490125","-0.0015246754016118725"
"769","75.51053365562983","74.00089092029413","76.63397119110091","3.447885938212061","-0.15362425519347012","10.650751181381358","-0.3155801664789013","-0.3692527263583824","-0.27235395006614144","-0.001257120536655193","-0.07874578931021395","0.1303278843111472"
"780","75.51053365562983","74.00089092029413","76.63397119110091","5.657547048541656","-0.07238001826535502","12.565089325659994","-0.37767225586324243","-0.48252891899960826","-0.2899367925886679","1.1238451730178072","-0.07439440264164968","3.5188238484942893"
"791","75.51053365562983","74.00089092029413","76.63397119110091","7.703838356426034","0.036244975575261656","12.257347225283116","-0.35184328609348264","-0.3997723556321759","-0.2948321499229546","0.010889333326403244","-0.08568098810691485","0.17591588103247197"
"802","75.51053365562983","74.00089092029413","76.63397119110091","6.325290550910839","0.06032506344517389","14.316445807859813","4.513114574501398","-0.3600690259594115","14.224558320875895","3.4851761762831828","-0.05277369184011792","10.501348382503291"
"813","75.51053365562983","74.00089092029413","76.63397119110091","6.7727206718268596","-0.05766238047307111","15.813661112880732","-0.3470488208278805","-0.3624829934986161","-0.3189377060095036","3.688958697721306","-0.0008500035766871355","10.784427142918808"
"824","75.51053365562983","74.00089092029413","76.63397119110091","2.710452858679622","0.20965849465704794","7.6141073402277355","-0.24231090176376213","-0.36044999711395864","-0.18209868555726874","5.550792002283484","-0.03645386557948417","12.88500252576641"
"835","75.51053365562983","74.00089092029413","76.63397119110091","2.7941195218203667","0.20653670757613796","6.3925094442478745","2.9079333739917366","-0.3605499002753224","9.33780157566999","5.080687805446817","0.07550715287000023","8.23946687197026"
"846","75.51053365562983","74.00089092029413","76.63397119110091","4.697547496118585","1.464341587714162","7.345652563303743","7.085590234916263","-0.35989193293937866","21.2605136773193","0.6898911657220589","-0.08222004482901131","2.0946211126094174"
"857","75.51053365562983","74.00089092029413","76.63397119110091","8.507641470217731","5.25645724803516","14.209043060554094","-0.2571072766127293","-0.39342695581273857","-0.01766847772347014","1.8083636257096423","-0.09961095619061269","5.494076757075607"
"868","75.51053365562983","74.00089092029413","76.63397119110091","6.343219396169789","-0.060966693746078424","10.508977733774529","4.51384870176511","-0.3693658169580543","13.959962613391786","0.7329311370657785","-0.14240061426883655","2.3962143172414363"
"879","75.51053365562983","74.00089092029413","76.63397119110091","7.665049358531298","-0.07560333029951238","15.947389203406454","2.4444123283715253","-0.36551199786519256","7.908438936885702","-0.07799435667780853","-0.14635069559155273","0.04674836313485133"
"890","75.51053365562983","74.00089092029413","76.63397119110091","9.66739050786626","2.1667409620870477","13.53718164308773","4.585151404013112","-0.3618605840826524","14.35720335201421","-0.11833566078595285","-0.14929967801044083","-0.08286238763349305"
"901","75.51053365562983","74.00089092029413","76.63397119110091","6.914546338806826","1.7863872877165021","13.107966680089316","5.360075952889047","-0.3706817325908489","16.720689812270802","-0.09821686702518295","-0.11155355247473953","-0.07821190947982429"
"912","75.51053365562983","74.00089092029413","76.63397119110091","4.144038227616288","2.272130042580909","6.7340704140336225","-0.09592458442306599","-0.3545194118148566","0.3393778901102492","-0.09463745657738858","-0.11353554810640062","-0.07142115879493541"
"923","75.51053365562983","74.00089092029413","76.63397119110091","6.737094743574698","3.809839839906831","11.464750219984058","-0.2586844974712901","-0.361113221202609","-0.13417488893078364","-0.05123430583296338","-0.0857518367002173","0.01579146550830993"
"934","75.51053365562983","74.00089092029413","76.63397119110091","3.9444039966922566","3.4911980912880765","4.738136526585692","-0.14858668844728115","-0.36668670256812813","0.21400340037221727","-0.05730880827910121","-0.13009511121157064","0.03504551916832714"
"945","75.51053365562983","74.00089092029413","76.63397119110091","6.204261250901858","-0.028961478848082107","15.182713440753556","2.3175461311872776","-0.3622916161588219","7.592621259249436","-0.042197141883748596","-0.09769383368117482","0.05939580142458859"
"956","75.51053365562983","74.00089092029413","76.63397119110091","5.6784458621785125","1.5326608425690174","12.287948847052462","2.4199506449699926","-0.360399919254801","7.875486346118369","-0.05929973164839734","-0.09175511472668127","0.004822107666101283"
"967","75.51053365562983","74.00089092029413","76.63397119110091","4.185176489293711","-0.05891288552179336","8.840267642078853","2.6348234326140045","-0.3593004083335939","8.478502129577015","3.202346976692716","-0.09817382190626596","9.744428763600535"
"978","75.51053365562983","74.00089092029413","76.63397119110091","-0.14612258339671977","-0.2307018115500107","-0.0985560692851796","4.625219063844899","-0.3600361671897516","14.376720536901896","3.8671136000330226","-0.032582595084082476","11.59796747035217"
"989","75.51053365562983","74.00089092029413","76.63397119110091","-0.11738223636513372","-0.24258769379546102","-0.03558444810148355","3.359019263125253","-0.3618607739619463","10.564424735146913","4.656885634985039","0.03160869997944515","8.687184638967732"
"1000","75.51053365562983","74.00089092029413","76.63397119110091","2.005384300672413","-0.19589652378787042","6.275940402139916","2.323083089621322","-0.3629653185076219","7.173487884307353","0.523344722352835","-0.03763928654932879","1.561838598089695"
"1011","75.51053365562983","74.00089092029413","76.63397119110091","3.1470142782036743","-0.14355236040500224","7.530864314825477","2.531952155482762","-0.35971395101427833","7.972768950999066","0.614523720682851","-0.078686206877241","1.8007710213566739"
"1022","75.51053365562983","74.00089092029413","76.63397119110091","1.2107816029358194","-0.10701767597841068","3.822448817526176","3.8957451166021984","-0.3589649552617091","11.926105645374534","1.3405310418206016","-0.11195572632580264","3.9178189807010937"
"1033","75.51053365562983","74.00089092029413","76.63397119110091","1.9784627329199787","-0.1903752610707374","6.28637420159278","2.0690800517640855","-0.35750820379673026","6.92145368972854","0.703175779918738","-0.13576373918639878","2.0965243483399085"
"1044","75.51053365562983","74.00089092029413","76.63397119110091","2.4961476252634633","-0.1654492198389597","7.808203706597536","2.0758659373270443","-0.3738826600376595","6.96121150238878","0.6710456488807902","-0.1492058313318552","2.0729319634061762"
"1055","75.51053365562983","74.00089092029413","76.63397119110091","0.7338574716890275","-0.14287770702809013","2.2249907876560764","4.078326177564784","-0.3698503615423611","12.91008715963381","0.572568014985375","-0.13059406149123085","1.7288426105665888"
"1066","75.51053365562983","74.00089092029413","76.63397119110091","3.579131397275089","-0.14063547458422015","6.332386138302118","2.715802795492466","-0.35577291044702053","5.715791500867226","0.5015670718524424","-0.12600569167974646","1.5161956724714827"
"1077","75.51053365562983","74.00089092029413","76.63397119110091","2.813821065478898","-0.16221681871455534","5.005611971987046","2.7535883321181704","-0.36676402955998516","8.307153237015921","0.652298834089108","-0.11080253090919708","1.8893428182268068"
"1088","75.51053365562983","74.00089092029413","76.63397119110091","4.550237969145979","-0.1453937210036309","7.149453498593826","0.6466298257001739","-0.37284750112247467","1.4168457175735383","0.5053938919727068","-0.09765494363452318","1.5285829299640543"
"1099","75.51053365562983","74.00089092029413","76.63397119110091","3.977912706396989","-0.13780802407991422","7.339617097950319","-0.2531135613160674","-0.3995863888627627","-0.13857661040674976","0.49967758553799985","-0.08031075698507137","1.480272710602423"
"1110","75.51053365562983","74.00089092029413","76.63397119110091","5.616706530680228","-0.13202033239925043","12.996960154504489","6.724556537634146","-0.40214767335094537","20.841311955814835","0.9516199284958757","-0.08176062816967024","2.8782253659304815"
"1121","11.494870069235702","1.5292765570535458","18.102044545191152","4.793004197965087","-0.13153184053239017","12.429330181707908","5.877628578961662","-0.4181318170467379","18.313853224635583","0.6702299946520028","-0.056697984438508466","2.0425772034066676"
"1132","62.508198617916115","49.70476206931029","70.44095756659243","5.898651009211117","-0.12442464176801844","16.03545269944519","6.680981236158978","-0.3258643484726039","20.652172865319063","-0.05848410171840115","-0.1555948063923472","0.042932623872850295"
"1143","58.78948376417537","18.449278907290065","86.49974859081226","3.1483921388790717","-0.12316182199631279","7.535093703392723","4.994859476708657","-0.2645289352969104","15.503396654192395","-0.06435278787997191","-0.15642940575854838","-0.0017838960718849668"
"1154","63.09116374230118","43.54565250651333","88.96020408769814","1.3842411868902043","-0.10075555348625587","2.174159200919667","7.007195636205238","-0.25723095522058315","21.52469407308181","-0.06954377340678349","-0.16053291045251766","0.028185558817451405"
"1165","73.8031159630071","56.06943863583406","85.3237830270515","3.9506427150984416","-0.01411055351080882","10.05155277890926","6.862874737047058","-0.25281609995599486","21.092880002935793","-0.06262012954603069","-0.1398793692249491","-0.008358938529389482"
"1176","45.16316326562882","11.716856978804126","79.73641537719097","2.159326407250966","0.05005471647616746","4.630992663405326","5.944542696402621","-0.22127059116842415","18.159046644586848","-0.048370480684203056","-0.10781513973713601","0.02315162956895295"
"1187","41.49080752120408","15.752703760913423","72.01103701504812","0.5747045692382386","-0.05011998711271355","1.703236686901694","5.713964399202021","-0.23588932822855585","17.00824404266276","0.2999101174237324","-0.05772058324119247","0.9843502051553834"
"1198","4.760866736182656","1.5720949741267314","11.075433664712175","1.118923653272356","-0.13093403245502994","3.4995429826991065","5.704516499449567","-0.873798444526671","18.21437996121218","3.0877006067449684","-0.04612558721300437","9.32351332673963"
"1209","28.694610114708116","1.471102427797717","48.361336935114764","3.717913843433544","1.7299153855485572","5.85955500035157","6.599247880400757","-0.1876256770366717","20.129888151986123","1.1368455747061115","-0.05887429618294684","3.5265813317940293"
"1220","17.605060009454746","1.4678629114179587","41.95080252722956","2.918024686356889","1.9859336714227473","4.647442442783202","4.271040424314227","-0.44492757331391397","13.43053870612288","1.828188260438347","-0.06965873740733826","5.545027273885709"
"1231","5.331182759742509","-0.2489391041160247","14.851946542698508","1.5083916377161337","0.3573786403358141","2.3229286562129547","6.843982281489443","-0.27473728821960014","20.972381901285466","1.146183393274392","-0.10683767550265147","3.580739938521643"
"1242","23.815031708889737","0.47669741887623873","69.5416162583784","4.2159974623304075","3.466889174372168","5.3804217727608625","8.507478623388751","-0.3970576917302756","26.068840372913222","1.0743884496651186","-0.10307509190355524","3.3757908916624486"
"1253","28.103118903500576","1.053964634482492","81.84999203761622","2.1557009389710156","-0.07119152688228157","4.461109629709677","4.298559702768226","-0.362352195863527","13.4691105080541","0.980810697807935","-0.11490311245387197","3.135174240830858"
"1264","35.50256351387505","1.8050142483095506","55.557418550300746","2.0901548940384798","-0.13767738861083476","4.318315574205813","8.912886282805568","-0.26427372132284177","27.204488586975362","0.6184860706695258","-0.032364704688339595","1.9149859461887342"
"1275","5.211254740317225","1.1618822966210496","12.250456433283166","2.126443648462715","-0.154049073377338","4.737475279479977","6.522210615721658","-0.2810611882561626","20.076594791908338","0.482875887954162","-0.08436771115106019","1.60957241907809"
"1286","21.19906847606087","1.7525655587924038","59.81409676635347","2.6800309010505203","-0.16129054056235073","4.563207591682289","5.5509838109374074","-0.288242220666105","17.15653495880766","0.5503467108401073","-0.08932482270650494","1.8008701768354602"
"1297","21.49448841038799","1.2530022293824286","53.56710357880208","2.743482032010393","-0.11293653806201605","5.069730118141761","8.854380859722621","-0.3279017093214786","27.138461315261253","0.5292883086583905","-0.0929679468589815","1.7618739777285655"
"1308","17.08225359629972","2.130616914404242","46.574821937160756","1.88785311179756","-0.08832327776593554","3.6266501357796637","7.194467450498398","-0.3204627109160279","22.156225846142966","0.5391668807065823","-0.10353858796713751","1.8054974663789207"
