"Step","Name: ProdTD3HCAC - d4rl_normalized_score","Name: ProdTD3HCAC - d4rl_normalized_score__MIN","Name: ProdTD3HCAC - d4rl_normalized_score__MAX","Name: ProdTD3HCnoLN - d4rl_normalized_score","Name: ProdTD3HCnoLN - d4rl_normalized_score__MIN","Name: ProdTD3HCnoLN - d4rl_normalized_score__MAX","Name: ProdTD3HCBC - d4rl_normalized_score","Name: ProdTD3HCBC - d4rl_normalized_score__MIN","Name: ProdTD3HCBC - d4rl_normalized_score__MAX","Name: ProdTD3HC - d4rl_normalized_score","Name: ProdTD3HC - d4rl_normalized_score__MIN","Name: ProdTD3HC - d4rl_normalized_score__MAX"
"28000","45.452648162773436","45.16489100242809","45.962542024362975","13.193493412987307","11.016524610099587","15.702859424684176","44.85483281979998","43.93504685767586","45.464940618478074","45.393387573158066","44.81957202180027","46.18456024504661"
"29000","45.49275866916406","45.16804167572107","45.98268981240139","13.473791964529605","9.54079507164813","18.043782934431775","43.158398969328154","40.778900641604146","45.74124372813141","45.63044144978554","44.983562016726","46.14393137867863"
"30000","45.39487066103374","45.11409551221442","45.72197883851319","12.414012738556258","10.96680061961823","13.658622579012675","44.75676481277305","44.16148337982444","45.05668471897413","45.368593299896396","45.15725979924864","45.650125717420984"
"31000","45.41171018874197","45.34046172877704","45.51703434867098","12.219377860864634","8.577214714019483","15.88544464887679","45.272443035787965","44.852568227784396","45.98968235966617","45.53614448578602","45.41564900579584","45.735722937944786"
"32000","45.46210522618427","44.98492724039224","45.9667617247079","15.72584268442744","12.549746110306504","19.067381629261728","45.31990291414065","45.12794569115254","45.53391760951379","42.769375651886925","36.90767398243756","45.70976922467104"
"33000","45.56511892574681","45.06771550272673","45.89775231147563","15.298471619277656","11.754566512359755","21.805687005806718","45.775062955167265","45.593093231285295","45.99881165221143","45.47330420221181","45.13407659455066","45.86446432818914"
"34000","45.59809152257068","44.816728149302904","46.519425705335735","12.925386612931979","10.402436588549248","15.896336317537282","45.278133282303905","44.61363066917495","45.743657106010446","45.31840090795847","44.746094257807215","46.12049617661617"
"35000","45.70115433884993","45.24952568535344","46.13639223785299","19.26488745728012","14.48411401743662","28.53483730813884","45.43405021866212","45.18140864744648","45.607849341890294","45.78675150433705","45.35354439833676","46.09099067252138"
"36000","45.65953354125481","44.45256861929235","46.460985258455516","12.752434495063985","8.947166076701354","17.997555990375417","45.39636557255335","45.05807551321121","45.71691741693395","45.73724262568834","44.73538978338127","46.25759551276866"
"37000","45.329121046951094","44.27220253189606","45.91796352676538","20.44718535746726","18.861492753647287","22.572847844919878","45.49648129171907","45.045023677679474","46.07174422985701","45.43521021103832","44.93824631879568","46.12996531926864"
"38000","45.64176869591362","45.29038781647668","45.927048875688314","14.395926924970103","6.901051469082595","19.477375634283298","45.76016488654537","45.45735295253095","46.2187545260661","46.05750288411443","45.76106711250113","46.46654347820863"
"39000","45.549896535460995","44.86568116491055","46.133274424281275","25.19113294031419","18.562205807697026","29.135528812192867","45.29989754202117","45.090266429526764","45.46393596064665","45.24845469545054","44.74704712361315","45.94832726338251"
"40000","46.31867072181311","46.13314464887437","46.62633842363184","22.599442543277153","20.349176686301206","23.80948433411868","45.974952246136674","45.487740879706465","46.434594775560946","46.07327501200112","45.919733729971895","46.328028463403854"
"41000","46.24144066807358","45.81135912739832","47.014730839526344","28.846113611564732","22.93527775060967","37.18583536559106","45.852249177185","45.036332332790394","46.334751126613845","46.03843705310127","45.44725221675156","46.42109968101806"
"42000","46.03165971377543","45.7040203934949","46.5875661282571","26.9223460902687","24.352047458647156","31.203851126164885","45.67207902159148","45.4706077378431","46.00693642861378","45.86233428223378","45.780309074645984","45.96537192220423"
"43000","45.88856507501035","45.76912437459675","46.10735875027827","26.57396888984566","21.150097455839468","29.914615938285888","45.69846816215081","45.43509902504622","45.88706118840539","45.82629612206687","45.51904291352616","46.16662946238562"
"44000","45.966590046875176","45.62158154866028","46.212875248683446","25.833483659885292","24.120969898829138","28.648509737908274","45.69640416795949","45.12037785644031","46.40282346529486","45.79587338667693","45.28205540403279","46.29275675221481"
"45000","45.587648056355","45.323596892297715","46.01659244481785","23.19799413328281","19.354291844203505","28.790743820704545","45.56462238297272","44.855717653051705","46.16709411883723","45.908905504661085","45.44969557762104","46.39417323422266"
"46000","45.7420222877634","45.17702070999163","46.26243090279008","36.08127360117277","35.07113812437041","38.091834359562235","45.73740708679777","45.42208096598179","45.97219280738674","45.80058324362267","45.35458259310196","46.52705171337443"
"47000","45.63504840565893","45.55933494845408","45.750795115055595","28.719531275466398","23.595409040933603","33.23949779942029","45.36194629747147","45.22417247170059","45.595556306772764","45.427804236789626","45.25582304821423","45.759684489142636"
"48000","45.69493250654782","45.39074825340105","45.941568958435866","23.585041634819508","15.620838749657162","38.37189830743141","45.55648544806677","45.34349985515942","45.89780798499717","45.465193123670794","45.15323454566844","45.65511923609941"
"49000","45.63641700078728","45.28800384014051","45.97026354516822","30.822363678806823","18.323270203220357","40.796129373774484","45.424176562932864","45.00566236110288","45.74032199079958","45.73194654561917","45.59754727398523","45.80610018166828"
"50000","45.74865444794282","45.31433112624554","46.41085891443427","42.123016774009784","40.67317189893636","43.47366841375288","45.622761467721055","45.22639861978986","46.32023245354262","45.86560990439836","45.49444332396661","46.35712197416995"
"51000","45.50470317638906","45.23135583312163","45.64969611002701","37.43943627050532","34.94235267944158","42.07015415362366","45.643256617336256","45.61224393785451","45.68613496099837","45.992762716897595","45.60997600103037","46.19590917451706"
"52000","46.11076517199344","45.46037835544362","46.98953345516196","39.28555744236472","36.935504095470826","40.53126296910367","45.64196870308905","45.20806070693135","46.07628614043932","46.116746905447684","45.22228635862597","46.584092359303646"
"53000","45.79543440681056","45.663096399098826","45.91194764149951","42.84451747296887","38.61210010487181","46.14990965383065","45.70390048678231","45.54215459061505","45.81085644417914","45.979784991178086","45.753684208422904","46.24349030545981"
"54000","46.048592426132274","45.65725808337311","46.76790189269281","36.70195725204835","32.859874855730126","42.17393896916829","45.93725315603581","45.70126031038706","46.40709557183694","45.95764011585995","45.358595531656306","46.4922582459029"
"55000","46.327336555930465","45.852420326694144","46.866095627933646","39.365377178596404","26.54860572750633","46.101382784426086","45.88508432629203","45.77548836335633","46.00773718689597","46.308499729989684","46.07691279413268","46.59553039006268"
"56000","45.96868264486051","45.737911760192","46.21923393973691","36.056984165085055","25.588367442325456","43.663918461281845","45.538791030902104","45.3006796856695","45.6761895941217","45.54281688740513","45.05387543194442","46.11349243779222"
"57000","45.773813898110085","45.643653395776525","45.92051380498435","41.0076575812345","38.284544216394","46.13349676335538","45.81255786720542","45.55166640506657","46.19040838277949","45.85489239142592","45.670850280252544","46.05191710920428"
"58000","45.79174449805671","45.67142955571025","45.95620665916908","37.628681338156234","22.836238182053833","45.571761115767636","45.82843576931052","45.685888255327214","46.053765396810896","46.07209931137536","45.943216579612226","46.29633065217059"
"59000","45.96490464881617","45.44535143462347","46.605080548779206","37.38509399162903","28.36472780559817","44.505141734808404","45.512003956019306","45.17221430643851","45.86238435227347","45.8203045649428","45.323550788597515","46.29545788053439"
"60000","45.606347484366985","45.123087023523894","46.286902656783134","35.38176827653759","24.454881916766606","41.77892429024224","45.637642369695136","45.31031627426217","46.03093440852524","46.074581139972416","45.87661644437043","46.39099046375449"
"61000","45.65571469055743","45.30666385736366","45.84999494751658","42.319784449586756","37.935915317659045","47.71655711782208","45.71351151848585","44.941970217451704","46.226255858008386","45.75908726018981","45.14286415318831","46.56427716099103"
"62000","46.16216153950018","45.915342151531","46.293503782023414","34.4110357641226","29.24314083149202","38.0911323560199","46.01363096099839","45.73321321708135","46.22181077510178","46.48046571422156","46.27013686713442","46.85301303192199"
"63000","46.30856372156905","45.7478749365022","46.607777564419806","41.5153963600543","35.62946576965943","47.51163654544837","45.90356949275576","45.54850031872357","46.10160292776943","46.017739556629294","45.87882317370129","46.12079982405192"
"64000","45.819626342766234","45.43353718596427","46.18918308378658","45.07338682175231","41.056922728699774","47.948626837808725","45.8820036496759","45.29158686698844","46.2700924065926","46.14542765790236","46.009171699932025","46.417231220504355"
"65000","46.61376756576462","46.192582030510955","47.27404554214322","44.49387698876722","40.77983933975557","46.490150667518634","45.85874252788941","45.46248133735995","46.56903494358609","46.11321703540125","45.782349010203845","46.697857122837675"
"66000","46.235709940988414","45.76372120032855","46.99554931363723","42.827628415878905","42.12166524777163","43.28617800756881","45.490240770264485","45.33750735373406","45.64766752822999","46.02824194755584","45.93185618179646","46.146525181868824"
"67000","46.38789359042221","45.85786400922657","46.953856113968214","47.77326312377367","46.605284116555524","49.08804634891492","46.13842954460924","45.32050434816051","46.8403119498048","46.315839169247134","45.877729680887455","46.733092211773716"
"68000","46.664855895257894","45.84708475396086","47.1987551688138","44.46780381721579","42.54274185991682","47.61684823346133","46.021827465920374","45.300628141150945","46.681383154032865","46.020817010700775","45.20388116989703","46.4620882919307"
"69000","46.27683004521555","46.09088885021237","46.442653327183834","47.17718145494636","45.40973451935725","48.362837448515954","45.81170456509315","45.5970085165326","46.00606987184987","46.01304798457884","45.730219483421095","46.18637829735054"
"70000","45.54291706492751","45.280344880925654","45.738729493455835","46.71502897843968","44.475066874429565","48.28919076794732","45.717067707731694","45.574425203813846","45.926370989683555","46.16161975865531","45.64350041836739","46.48544079273607"
"71000","46.109320770688704","45.641745629682475","46.56873733245882","47.387102264844714","45.9072250761525","48.351314473821766","46.00560039812814","45.772042692998184","46.26969621183905","46.03280620482235","45.67825907389847","46.500954055768204"
"72000","46.241533331859976","45.85564830717238","46.932465148336696","46.824313860628386","45.00426058535796","49.24135974337246","46.14167289741607","45.77339473392723","46.749959815629026","46.194505240555564","45.68270787494282","47.11136073394424"
"73000","46.074062747855265","45.544468415961184","46.35332027884388","47.85695234888854","46.96919866101203","48.515691758588616","46.12089313081477","45.88212312735753","46.51274771190763","46.045692050513345","45.66508760185503","46.28250701391122"
"74000","46.01097294230244","45.71350715979657","46.23677694166057","47.57372509611881","46.845858814065224","48.1414392601214","46.11185721468015","45.24760441107424","47.07536156559797","46.35954209347148","45.46680089676053","47.04469881338381"
"75000","46.5463222327823","45.916760897135454","47.66281115825189","46.91604574448994","44.25269809144049","48.739897178225405","46.329265022604915","46.04308537034162","46.5199532655886","46.15660871735935","45.72598093644553","46.74878147680847"
"76000","45.788009245095814","45.439058653116085","46.301983499227916","48.396209362756395","48.215396452338354","48.5279091406354","45.978095062334056","45.88650941802109","46.161252022498886","46.16537643763633","45.68726320120091","46.55787619995082"
"77000","46.00336883930555","45.45796350541587","46.30820631558875","46.78913304285243","43.574113300165884","48.64821122165093","46.18743724681985","45.98814712961812","46.32313858760444","46.31883504118313","46.07545477286853","46.80322038864095"
"78000","46.13270742992817","46.02074326451153","46.206026706897525","47.14684755874305","45.37386702644713","48.0943858542769","45.99281795757479","45.725182774260155","46.36287450016609","45.99710446104774","45.74216310405077","46.20074994954351"
"79000","46.77685717770643","46.17723620659078","47.55813411604811","48.34254453853481","47.504025579781036","48.89075523227872","46.21747292911942","45.89666524685682","46.680648173124325","46.62464272026066","46.273025971644","47.2607589217238"
"80000","46.527971523117266","45.93623468396715","47.031128968074746","45.3224670251445","43.452699511995995","48.04001589549073","46.33420487706974","45.95047925530979","46.58661962934795","46.44572425096985","46.18444283089983","46.92981061349325"
"81000","46.305402685498734","46.22358074762663","46.39732647478596","47.35840982732733","46.31425032204955","47.98193552774549","46.096786665254484","45.76053941957267","46.53021190346134","46.39358319762223","46.143306152804314","46.777157974903346"
"82000","46.40656526839323","45.97162719137369","46.95598642644499","46.82520738559743","43.62499447555424","48.7720402238545","46.315190761818165","46.086604939601585","46.46048933758295","46.561168795531046","46.46480660008082","46.71042417759379"
"83000","46.426446299066605","46.233690739527574","46.74136166249711","48.22338707593508","47.92160986523204","48.39225639086011","46.48941108146397","46.324406311773366","46.78268896845244","46.55411549057859","46.30339237126642","46.71725687354262"
"84000","46.547171670151194","45.69834974078893","47.59595896078419","46.1943353580488","41.448772779597334","49.243225867467686","45.643892845630624","42.80585510017279","47.406424857308615","46.91167252173665","46.16590467252287","47.74134787484266"
"85000","46.427139218521745","45.64726784816213","46.92336563241477","46.83409355579854","43.816493779588875","48.68929195451373","45.955378567616265","45.81584047906007","46.052798400195336","46.14268924748009","45.83563406217085","46.59927380563101"
"86000","46.58783389975063","45.88594743067837","47.19529110834372","48.217733282754125","48.12631179252354","48.30890341169726","46.340869399176846","45.60055104091311","46.95573699523931","46.222187601282435","45.72785038460881","46.64628360049076"
"87000","46.405139773111166","46.11284849775387","46.71964966744368","48.0865730026186","46.86365936127634","49.11417549955262","46.14286047633477","45.57078165989136","46.60315380191909","46.45938274658607","46.28575719498922","46.77569130220124"
"88000","46.14383297629475","45.351043894741856","46.75929416627697","46.03299739791378","44.147705617127606","48.796302782383364","46.195086202849645","45.884277267280346","46.412601413204534","46.417924174653","46.127788727487165","46.567659117807686"
"89000","46.07578577083928","45.88404828812988","46.32341221228035","47.56399013065672","46.69939268688785","48.26695128498755","46.24580886359079","45.94446544910834","46.70747296149912","46.101610152655745","45.891031068674785","46.41882914751022"
"90000","46.25650844778855","46.10053772499897","46.442051845945805","48.38668188772198","47.899397024405","48.705332968890666","45.80165598535903","45.5810317129629","46.19047848027483","46.003666656623075","45.640929690307445","46.21480124040864"
"91000","46.356828330015276","45.876614879819165","46.64136634477164","49.1823920495216","48.69454297965481","50.07641707737505","46.182570656985774","46.113971548493474","46.3158706047796","46.25800001608233","46.154730650943904","46.360182860929115"
"92000","46.175244589458856","45.8441386168538","46.42159473041435","48.7623785997062","48.24409888626617","49.09266945472702","46.14788678121926","45.916251282392864","46.28144988617646","46.20019773204635","45.94401153425529","46.53555399578506"
"93000","46.459771471481666","46.03482551230281","46.731508821239146","48.572759068186706","48.537701845961955","48.59129533355915","46.03569799410521","45.85186088188979","46.25124385103987","46.03765197808289","45.87916422410259","46.27480413471925"
"94000","46.009099644562696","45.88203670839461","46.19937473620513","48.32197649380054","47.593535925813036","48.925652695061814","45.96158604962468","45.782392333493284","46.12331781233439","45.87447597024187","45.51448170391214","46.25822078195379"
"95000","46.749658859921304","46.52813276455378","46.898266043043634","49.01985363042627","48.047906649268164","50.17696160750421","46.244567221586614","45.673574520494206","47.3201521468738","46.40601308061559","45.67351312880815","46.82265520080958"
"96000","46.5208462680321","46.22761866196364","46.682544168823426","48.1853903681577","47.395232904229765","48.84942145536493","46.09591234316997","45.89506720320587","46.21024089127414","46.1396544730525","45.743720869303054","46.48127272191832"
"97000","46.25290428092381","45.92471978837913","46.72381794978492","47.680098355247765","46.473012979763546","48.73432756869673","46.12603125555888","45.61704373474406","46.527125793370224","46.31699236971852","46.07389602283053","46.47942698399075"
"98000","46.856473006955675","46.3055267847963","47.27186269371445","47.51423076679878","46.9761659330762","48.494816290587615","46.464439980066004","45.89524068162979","47.10358223714679","46.42604267863117","46.11019027152319","46.98533135011203"
"99000","46.257781824693474","45.92730376850066","46.710811112720805","48.52350017632304","48.39053249940515","48.6507615459824","46.433689058361956","46.16696296218322","46.95910104176466","46.260285337290895","45.78792197642569","46.77403008508587"
"100000","46.33113805459908","46.255753241356224","46.41755897840442","48.8202295756268","48.44459975171934","49.44274099112925","46.19916404698706","45.76101078785403","46.45719572792256","46.46029367274696","46.17686164061605","46.930511750873066"
"101000","46.083794470941825","45.91630664160284","46.20181076468185","48.210769322185264","47.79970159683421","48.867162357160424","45.966349745287324","45.73812067603017","46.3570549507256","46.108313403403976","45.878203616891376","46.4350595909091"
"102000","46.569816138210875","46.242850238549984","46.940266777913706","47.85303504801451","46.826426475340035","49.12840482255993","46.3528285178323","46.18049177295038","46.483382807888354","46.42441889577316","46.239398984121536","46.7261889907544"
"103000","46.609068179576845","46.48270303820656","46.84890734928407","48.877886004194245","48.60888814039284","49.36396134265175","46.017100905069164","45.36626876974809","46.383953281987864","46.09851440230877","45.88246945061469","46.29358893091297"
"104000","46.09525843819282","45.897075077012836","46.26664411630897","48.77957114282467","48.41540838388881","49.26496183534725","46.03161196173311","45.77557532041308","46.16494813383057","46.13597456111378","45.81728634494383","46.54883571311711"
"105000","46.4786978284889","45.782003478579895","47.132194468392065","48.70451465915806","48.059084340107816","49.21215636987629","46.330666357486336","46.09173810869551","46.68936900987736","46.377191100030494","46.01405352241759","47.08100827296475"
"106000","46.63061532842","46.34993905187715","47.110546481590795","48.80622221984763","48.427082460263705","49.4478332691632","46.03560003324234","45.63037810885741","46.61042894757005","46.07810927186876","45.858053015449904","46.45167114689623"
"107000","46.4241429145351","46.31034581280141","46.554968794165795","48.75577290757536","48.27941922266231","49.19502464732033","46.19849495325439","46.13206255869837","46.30423031554695","46.159894293159006","46.14602513167819","46.17503843236299"
"108000","46.198637638052496","45.95926284839788","46.55656821608136","48.95941561401562","48.589269494970445","49.556052255278416","46.201005296305915","45.87485729494215","46.425595550296066","46.43195933227664","45.96402046403317","46.793277586449186"
"109000","46.325568562739825","46.089424131405835","46.58325937961252","48.59467473304206","46.27181820381086","49.959987087868","46.51141757058019","45.72576933532386","47.24448635216612","46.256610779953974","45.41317780688525","47.215145330814"
"110000","46.63426668188995","46.3820544311676","47.119140267754794","48.959613392342995","48.59177424045375","49.252868362813814","46.47560238966734","46.01862793035668","47.034741143901456","46.261574417822466","45.698885101434","46.81276100767029"
"111000","46.28048668295208","45.50559572289745","46.98734958731532","48.917289700400936","47.892730023010444","49.75927033024835","46.10129836920777","45.441391492151915","46.66955791367809","45.9556104630117","44.8996611775943","47.139669532643175"
"112000","46.65016056601854","46.53413392003456","46.79439694696379","48.993782747225964","48.49614569477452","49.247308536879366","46.415711907102896","45.60654269478879","46.84755071458116","46.495548025049004","46.316698702116945","46.61396289877811"
"113000","46.67546520534015","46.53239091399907","46.79917389556454","49.32187156816547","48.59504961753453","50.47974819504885","46.12666469269421","45.70770010810749","46.712078208016145","46.2472993917354","45.95089178944461","46.51458811257632"
"114000","46.055745642231905","45.83826918026679","46.188618362008974","49.13091714086429","48.69284454792437","49.428531813755875","46.15040499914492","45.605519130102415","46.4860309109236","46.14590671613799","45.86391226666289","46.55812006861448"
"115000","46.04235082506708","45.787526431481254","46.25704489188386","49.39320966114616","48.48548780906855","50.067917113246686","46.196017354200414","45.49388149245614","46.68118591217473","46.51288398319576","46.45914070343271","46.564190672037356"
"116000","46.73214873923791","46.21258335714325","47.752521643361696","49.02044744313928","48.89411050650715","49.08722070623261","46.81763362944025","46.41013198486291","47.52296877957344","46.43110422655073","45.84048562250646","46.79365004021755"
"117000","46.494390344946794","46.209495545704144","46.97566856729376","48.92259603015565","48.810052809693936","49.06465925578269","46.46374558055328","46.14923152396982","46.873921297750535","46.44049209468087","46.38809953549077","46.53686557502132"
"118000","46.43267122422443","46.145255713438154","46.62615053087118","48.68190787190883","48.32340694513519","49.23674536902683","46.28210831435002","45.874100889552196","46.71677448350409","46.32285987821401","45.67821930341875","46.67289611607842"
"119000","46.129204118684164","45.88856546902107","46.5260402818903","48.59672066472584","48.15766007867459","49.066174949816116","46.248250663918604","45.81041034493899","46.49036619741084","46.43062995480676","45.963472877812514","46.91933849800275"
"120000","46.3781422269172","45.83244926215448","46.65552146522725","49.05798308289252","48.56074415338208","49.51932555851698","46.38797069637375","45.71331830844074","46.72556226448028","46.17740410460356","45.90462734553522","46.4759772656369"
"121000","47.15766440246825","46.73049752038505","47.694109721576275","48.59532182742498","48.46590354233769","48.722240510477235","46.6919856780008","46.21772010940271","47.39818672017681","46.81879670025469","46.22767979600239","47.60411967464183"
"122000","46.77525856574894","46.280148300620155","47.263431557631044","49.41929922601443","49.227087909573996","49.792162382750085","46.99315673456186","46.46354101507194","47.33411424544015","46.94283987951972","46.78584651657871","47.2470009397612"
"123000","46.38520755406383","46.19625232314435","46.61711383825819","48.847458780587665","48.323055969081246","49.32066859139736","46.24160269563142","46.11739548176249","46.34948419882856","46.337463180696375","46.14088641579315","46.6570098530749"
"124000","46.66774739123091","46.10270237447101","47.0517438508367","49.53132707680489","48.91671030560504","50.515301942912124","46.71324792080704","46.57266685833605","46.98965693367717","46.61417447508251","46.42191157291113","46.75219381759061"
"125000","46.86797658040509","46.61123941305441","47.164979716167565","49.4176225049063","48.72238413605071","49.85067943308968","46.39759621493899","46.01089687559883","46.76040718730556","45.81488807488828","44.44361922740664","46.786175935245296"
"126000","46.97732623495625","46.84519762780822","47.23658157991043","48.61422136866182","48.29809012352014","49.240058665340825","46.33288195227383","45.94170164441287","46.57594541560467","46.533901161735066","46.23144775081599","46.69587315118854"
"127000","46.77178129658344","46.3670536144193","47.08206890731322","49.1161633898431","48.44037191415778","50.153592274538816","46.52736886360335","46.336355344338685","46.760238435105705","46.475338499954205","46.216104632395","46.6506195137897"
