"Step","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-noLN-walker2d-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainAC100TD0.5-walker2d-medium - eval/normalized_score_mean__MAX"
"527","1.2265083843470348","-0.35712582647896574","5.8236605975681375","64.3147128464361","60.6868678880101","70.53346495435353"
"538","0.9854808012321492","-0.37936437797650846","4.873461895026192","71.2257299027691","63.534596766198625","76.17299191553761"
"549","1.9388785616431283","-0.40313095651462333","8.725723221714418","75.79139303949759","74.00089092029413","76.63397119110091"
"560","2.0074890759541835","-0.38909671723962236","8.965249958859465","75.79139303949759","74.00089092029413","76.63397119110091"
"571","0.6358252560788331","-0.41269843229468856","3.5043154654949986","75.79139303949759","74.00089092029413","76.63397119110091"
"582","3.312920684469533","-0.4038937628947396","14.150588739918254","75.79139303949759","74.00089092029413","76.63397119110091"
"593","0.318591475147367","-0.40780545721467315","2.1982652860773015","75.79139303949759","74.00089092029413","76.63397119110091"
"604","-0.13342092492031268","-0.4043747675581664","0.45092481893598163","75.79139303949759","74.00089092029413","76.63397119110091"
"615","-0.1363787977609636","-0.384161459495341","0.4245695111365625","75.79139303949759","74.00089092029413","76.63397119110091"
"626","-0.09603769148758501","-0.40262407224219443","0.5977084555380403","75.79139303949759","74.00089092029413","76.63397119110091"
"637","-0.14479443627499933","-0.4012992358625658","0.4106062917898899","75.79139303949759","74.00089092029413","76.63397119110091"
"648","-0.21951340857395613","-0.3881572253303146","0.11514812084238209","75.79139303949759","74.00089092029413","76.63397119110091"
"659","-0.2699804809048451","-0.37442126899519845","-0.07683102020509694","75.79139303949759","74.00089092029413","76.63397119110091"
"670","-0.29713336862021944","-0.3888054711327532","-0.10835524279999573","75.79139303949759","74.00089092029413","76.63397119110091"
"681","-0.31001264940537454","-0.3959514802050751","-0.1759919102807403","75.79139303949759","74.00089092029413","76.63397119110091"
"692","-0.2878624819368082","-0.4037544151573903","-0.018494643649419","75.79139303949759","74.00089092029413","76.63397119110091"
"703","-0.2329622654135846","-0.3644357595341604","0.09155661389337043","75.79139303949759","74.00089092029413","76.63397119110091"
"714","-0.2061767335011022","-0.3918084124624228","-0.0000454928429129281","75.79139303949759","74.00089092029413","76.63397119110091"
"725","0.14925014651771457","-0.36001946964916776","1.3889726993387765","75.79139303949759","74.00089092029413","76.63397119110091"
"736","4.252646437600953","-0.3604238292644567","18.06975864247612","75.79139303949759","74.00089092029413","76.63397119110091"
"747","3.923429936370416","-0.36951034630619195","16.56113321422682","75.79139303949759","74.00089092029413","76.63397119110091"
"758","-0.17526028634847213","-0.41595681648122723","0.3653403313440421","75.79139303949759","74.00089092029413","76.63397119110091"
"769","-0.13110033596529674","-0.3692527263583824","0.42233915557551704","75.79139303949759","74.00089092029413","76.63397119110091"
"780","-0.14675696709798114","-0.48252891899960826","0.5459888991978029","75.79139303949759","74.00089092029413","76.63397119110091"
"791","-0.32293616138862763","-0.3997723556321759","-0.23621478727406253","75.79139303949759","74.00089092029413","76.63397119110091"
"802","3.3018836208249303","-0.3600690259594115","14.224558320875895","75.79139303949759","74.00089092029413","76.63397119110091"
"813","-0.3527334596226823","-0.36978737600708766","-0.3189377060095036","75.79139303949759","74.00089092029413","76.63397119110091"
"824","-0.25682111166776833","-0.36044999711395864","-0.18209868555726874","75.79139303949759","74.00089092029413","76.63397119110091"
"835","5.249318645405374","-0.3605499002753224","12.27347445964629","75.79139303949759","74.00089092029413","76.63397119110091"
"846","10.178240275376655","-0.35989193293937866","21.2605136773193","75.79139303949759","74.00089092029413","76.63397119110091"
"857","1.974435012468089","-0.39342695581273857","8.669061879710544","75.79139303949759","74.00089092029413","76.63397119110091"
"868","8.615717763868876","-0.3693658169580543","20.92132495018017","75.79139303949759","74.00089092029413","76.63397119110091"
"879","3.7951503077866318","-0.36551199786519256","7.908438936885702","75.79139303949759","74.00089092029413","76.63397119110091"
"890","8.839820486702214","-0.3618605840826524","21.603827734769517","75.79139303949759","74.00089092029413","76.63397119110091"
"901","7.578355991868832","-0.3706817325908489","16.720689812270802","75.79139303949759","74.00089092029413","76.63397119110091"
"912","2.300135586348079","-0.3545194118148566","9.488316098661514","75.79139303949759","74.00089092029413","76.63397119110091"
"923","-0.20688769526523307","-0.361113221202609","-0.051497288647062","75.79139303949759","74.00089092029413","76.63397119110091"
"934","-0.08630879951644678","-0.36668670256812813","0.21400340037221727","75.79139303949759","74.00089092029413","76.63397119110091"
"945","1.7272424010702505","-0.3622916161588219","7.592621259249436","75.79139303949759","74.00089092029413","76.63397119110091"
"956","1.8175657207251845","-0.360399919254801","7.875486346118369","75.79139303949759","74.00089092029413","76.63397119110091"
"967","1.9396778930262475","-0.3593004083335939","8.478502129577015","75.79139303949759","74.00089092029413","76.63397119110091"
"978","3.321784803570456","-0.588517977252872","14.376720536901896","75.79139303949759","74.00089092029413","76.63397119110091"
"989","2.4749485557895663","-0.3618607739619463","10.564424735146913","75.79139303949759","74.00089092029413","76.63397119110091"
"1000","1.662197087065454","-0.3629653185076219","7.173487884307353","75.79139303949759","74.00089092029413","76.63397119110091"
"1011","2.8358652301401843","-0.35971395101427833","7.972768950999066","75.79139303949759","74.00089092029413","76.63397119110091"
"1022","5.654736935628856","-0.3589649552617091","11.926105645374534","75.79139303949759","74.00089092029413","76.63397119110091"
"1033","7.067838651014032","-0.35750820379673026","22.06411444876387","75.79139303949759","74.00089092029413","76.63397119110091"
"1044","7.5713429954001","-0.3738826600376595","24.057774169619265","75.79139303949759","74.00089092029413","76.63397119110091"
"1055","5.479340112884892","-0.3698503615423611","12.91008715963381","75.79139303949759","74.00089092029413","76.63397119110091"
"1066","6.9073904173343195","-0.35577291044702053","19.482153282859876","75.79139303949759","74.00089092029413","76.63397119110091"
"1077","4.482216967344392","-0.36676402955998516","9.668102873023056","75.79139303949759","74.00089092029413","76.63397119110091"
"1088","3.3002465936872083","-0.37284750112247467","11.261096897648311","75.79139303949759","74.00089092029413","76.63397119110091"
"1099","-0.2505113955326234","-0.3995863888627627","-0.13857661040674976","75.79139303949759","74.00089092029413","76.63397119110091"
"1110","5.290738696358492","-0.40214767335094537","20.841311955814835","75.79139303949759","74.00089092029413","76.63397119110091"
"1121","14.293468477452908","-0.4181318170467379","39.54098817292664","10.289690338302297","1.5292765570535458","18.102044545191152"
"1132","5.237716147789396","-0.3258643484726039","20.652172865319063","46.85333992447961","-0.11123615582988615","70.44095756659243"
"1143","3.7580171325258047","-0.2645289352969104","15.503396654192395","45.655930539841435","6.255270866839638","86.49974859081226"
"1154","10.590444221995963","-0.25723095522058315","21.52469407308181","47.25326797394222","-0.26041933113465066","88.96020408769814"
"1165","5.269962939098816","-0.25281609995599486","21.092880002935793","55.50100174848789","0.5946591049302286","85.3237830270515"
"1176","15.87403483368109","-0.22127059116842415","45.662511245516505","34.32007713945389","1.7908187609291057","79.73641537719097"
"1187","12.280895397379478","-0.23588932822855585","31.981688391911852","31.421244458367074","1.2125552698560391","72.01103701504812"
"1198","4.236084606122121","-0.873798444526671","18.21437996121218","4.106947224279981","1.5720949741267314","11.075433664712175"
"1209","11.894179201116101","-0.1876256770366717","27.77897316326213","21.871068261108565","1.4004427003099056","48.361336935114764"
"1220","14.798263433759637","-0.44492757331391397","46.379932462095866","16.3838240562648","1.4678629114179587","41.95080252722956"
"1231","11.719578807951889","-0.27473728821960014","26.34636838733922","5.174142003680756","-0.2489391041160247","14.851946542698508"
"1242","19.125132148637114","-0.3970576917302756","50.97809272438222","18.066764681857382","0.47669741887623873","69.5416162583784"
"1253","13.4604185407199","-0.362352195863527","40.94599505457492","24.336868540121312","1.053964634482492","81.84999203761622"
"1264","10.760773085426923","-0.26427372132284177","27.204488586975362","27.135810932154357","1.8050142483095506","55.557418550300746"
"1275","16.14675747870882","-0.2810611882561626","45.020398067670314","3.881485056155012","-0.10782399633162605","12.250456433283166"
"1286","15.853534925140757","-0.288242220666105","46.7611882677508","16.922949826950266","1.7525655587924038","59.81409676635347"
"1297","20.13162044438695","-0.3279017093214786","53.963339198379934","21.29669202143705","1.2530022293824286","53.56710357880208"
"1308","9.822530117600289","-0.3204627109160279","22.156225846142966","13.214964143450254","1.6130957849018681","46.574821937160756"
"1319","19.9161234401863","-0.36964498600550816","57.547043335479785","17.975955708326847","1.4941449858097084","51.07051283755171"
"1330","27.44530983532589","-0.3597850516057117","72.0043565349118","48.514049786415704","9.609354694912138","76.9412944392899"
"1341","20.453698585781186","-0.37353282364461127","55.66923959948624","37.77640628085527","1.449895560205728","85.33379795448386"
"1352","14.192802748286374","-0.3393893170550522","57.46724981903856","31.098693731242374","1.4850968940672995","51.4484218672006"
"1363","9.314269435583759","-0.33154007709333727","37.97506428499204","50.93845528970283","1.6415593848227832","82.68889144026866"
"1374","13.28371094937921","-0.3393216797554421","53.88940720593721","38.47825490351646","1.6004160627882775","83.54251080447268"
"1385","19.349783250429013","-0.3254164549005454","78.10964816384973","45.20126714718658","1.82650181819757","69.92199255762957"
"1396","19.25489601801375","-0.3096657624091968","77.01674468004113","40.391988800156234","3.598548138167321","56.96608790602197"
"1407","8.094058594402153","-0.3095022824714001","31.89758314614442","38.407699593647465","1.468226466894691","89.36069091646569"
"1418","16.549301161115","-0.3029852813913129","64.94302630533396","33.48000838854139","1.9338492235949178","89.92146556689605"
"1429","17.849209469049573","-0.29743924887839995","64.43546329920093","17.357391352564886","1.656968140053639","34.41040261707392"
"1440","18.674788959774762","-0.3049305716623629","74.03408229639658","44.93824092767411","1.415471265392524","92.01555651007129"
"1451","8.862860310339602","-0.33529266722030115","31.034783496137333","25.809578747395495","1.5043504786531319","61.95629200627137"
"1462","19.484172672518056","-0.33586774132383707","67.42008038824557","22.40729184192245","1.5148219586997433","46.91329962806491"
"1473","21.139924254673794","-0.3052864410231132","76.39039486311636","14.553918573952956","1.4895598105861478","24.51070802798892"
"1484","18.760811511635996","-0.30750116021706686","72.4131322801265","20.03979287826134","1.4392268101162498","40.59124935790031"
"1495","17.996923186481638","-0.3055364529923243","68.96414526849239","29.573131795772927","1.4461576914683112","59.287674359322736"
"1506","27.029582310570664","-0.29308562824974954","67.63342003553146","23.216640768320374","1.3100293290968326","49.72724403155705"
"1517","26.93475365527523","-0.2819053379365674","68.96628633491488","17.9058959302981","1.4301399557002148","37.5709325765067"
"1528","20.26238663800217","-0.2653094260184564","72.84877956437772","19.661362711736302","1.5936327052547754","35.36594809086306"
"1539","21.42414898868111","-0.3021124487370095","73.47023547488342","20.545821315478467","1.4177267873749781","32.41788942802128"
"1550","7.659362390046387","-0.40557247434100796","21.39258125488834","15.066379773348437","1.5441025397023367","25.49046093467002"
"1561","12.471217336748017","-0.3909301006670958","50.316492442358864","18.993260554911043","1.883758059230201","34.54718938130018"
"1572","4.658202743105886","-0.27408879859486074","11.192397413329507","24.15593800904997","1.8280649521124943","58.19593869858088"
"1583","8.64636878805082","-0.3010989082320481","35.113649249338394","9.127894518746473","1.309548504771202","18.851313314799416"
"1594","-0.23148899962618796","-0.3458143399207683","-0.09462375451189575","14.125290217910875","1.6388459211030775","29.016537431313253"
"1605","9.888176249426515","-0.2656937924143103","40.129440211686365","14.02851876369904","1.5429923139733177","33.291527157937956"
"1616","-0.24852579280942455","-0.5777972554808382","-0.037245280449844896","13.942870472655377","1.430569877240432","34.56453316093003"
"1627","8.695363406063901","-0.6449610911231761","35.61586996093574","13.616475464658594","1.7560726666221835","27.48021403685893"
"1638","18.14249861446093","-0.2519202508719788","51.833063849308175","16.58330009553569","3.4033191490599846","27.912966747527626"
"1649","5.507787485846744","-0.24097567507558987","22.15971258529699","19.225622476970482","1.4697425718790555","28.71436381380384"
"1660","6.766783209672659","-0.2519712519350255","24.16039461905716","21.90564771097965","16.57918270745587","29.320571981833087"
"1671","0.29948153786421466","-0.18914862027783","1.2499384036929067","13.35254153172254","2.9170698657333887","19.394091127206327"
"1682","0.5862078147053333","-0.3556562829529011","2.260809294683366","16.002250785041003","1.3674566370521357","34.78801887734542"
"1693","5.521282489121229","-0.8698429620570683","23.382033439028206","21.069905035452123","13.1240481747834","28.329200091151414"
"1704","22.491757148531345","-0.34527556823480443","69.52154539544186","14.987304368296474","1.5938705956682404","28.374716538031088"
"1715","24.920463807562275","-0.3527238573598776","74.65875228742085","16.015350355932558","1.7535394752909972","27.346857166054853"
"1726","19.806969056736058","-0.5808378582405666","80.33255496582953","14.948908646521383","1.564447470628461","26.738949737300146"
"1737","30.319854220651237","-0.3511538270824377","72.08397405970337","25.988054735354456","17.531388165807225","32.24938772115057"
"1748","24.469868744256402","-0.35344245027581866","69.52518764838516","15.982237510877127","2.0935684975833904","36.90427023199388"
"1759","22.38731449403762","-0.35552697362558056","76.52459338337303","15.077864431049166","1.3649417503299712","40.90776746013901"
"1770","16.07212656308577","-0.24695886590342395","64.22456295791534","18.627917160278482","9.964740857358306","25.263354306951896"
"1781","13.504118407935776","-0.5466056333745799","54.80675157569995","18.938982562644384","7.221692247125351","35.61186906779348"
"1792","9.477290772792431","-0.32562805830875136","38.61786258775273","20.164771534432145","12.35981440646871","31.317020045798834"
"1803","15.020029171976232","-0.5365455601637394","61.10148052408975","19.336524481588103","6.787041344684708","33.532007984451184"
"1814","29.547799498958046","-0.258906373248881","78.37674604660161","22.35832023795485","3.557844196729891","30.205577396826754"
"1825","29.5164864244505","-0.5157914780970771","74.74872827251306","19.508358938338986","9.63032027709651","27.92323544557625"
"1836","12.144353351462236","-0.5069878878250271","39.951686633517156","10.161273145245762","-0.059762720278818994","21.069095896221235"
"1847","8.183674102035775","-0.2977039868736608","31.74459552338235","13.202963610098418","-0.04787318131428878","24.872616603922413"
"1858","10.755557546280832","-0.5617231749079163","42.37495981216058","17.530173815504323","4.628627717580037","33.588407470458044"
"1869","11.71074400212395","-0.35232275074139086","43.190710233215896","6.90176275948481","2.3703778244368103","18.71500144463338"
"1880","8.072568420118502","-0.4962024664734165","30.97952249249783","11.208702191919155","1.2942943347434719","20.226030393745624"
"1891","34.45351116362313","-0.2294343517304847","84.20162858941156","10.17881283440209","2.3356131422002377","27.43154409492073"
"1902","13.560923869200236","-0.2331442089659907","34.50104119307367","11.68180709332283","2.0533367283779596","32.976669994038424"
"1913","26.04355037968123","-0.20357499778548394","78.7649724634571","9.88862112385224","2.088087923712953","17.781953690956165"
"1924","23.731284198408925","-0.20932595150027872","64.64491260751723","24.418258345623073","17.749658164803304","31.318479795681235"
"1935","40.95039004805284","-0.20400426163454322","76.36521750172274","14.46354126579266","2.3688089192250152","29.929697297611956"
"1946","46.21964520483597","-0.20523945241885908","82.97086734478339","15.223896488973176","1.0256088689100937","28.70062825492995"
"1957","42.56008078185653","-0.1959176379543433","82.72998084376793","20.062267143443233","2.280827323090152","55.913799271187145"
"1968","46.21569270402087","-0.19605879358465947","72.21170079349142","22.372022955157462","4.504241323705708","48.44943897561794"
"1979","31.546507917473505","-0.19636795367376866","67.60237539812937","11.587533330583526","2.3090631089140397","26.861968176802055"
"1990","34.314092789853085","-0.20157557011437005","58.40649060854419","12.496354452984303","1.4339556219537255","28.256498738003472"
"2001","37.71954354102999","-0.1872307151359255","63.470979497996765","22.01104281646702","15.961483720542592","31.852391905720776"
"2012","43.23570056502729","-0.18873807417605803","79.90076708875027","8.580623211644369","1.487240604169121","15.642857007943116"
"2023","38.68846073571572","-0.18240863411712263","78.87941757714432","12.881516417437293","1.4631240707365503","27.808258703064062"
"2034","38.80864684955271","-0.18188828352881228","78.24390743888084","9.809743721854392","1.5462842190557078","21.152461052808196"
"2045","33.76603525186657","-0.22143438071293087","79.18473966353355","14.372093084249581","1.6078140103275718","26.259285297647455"
"2056","33.66723370786859","-0.24152637379718372","71.03987823092818","15.332201664367478","2.168533180180706","23.38814779363552"
"2067","39.12187690089175","-0.17187570294306623","79.75406161298841","10.35551472806421","1.4634425393815405","24.68191714460568"
"2078","42.81578311059291","-0.1927712838216476","81.33255475488339","10.254853429378514","1.518554781115245","22.793980747117757"
"2089","43.18871433676634","-0.3374701425753982","77.73423837869997","14.307105862545505","1.3538573853690232","30.751157480677648"
"2100","25.62310410324976","-0.35108286004141454","60.41389279318188","13.506803507354672","2.2930374646039025","29.707676613853447"
"2111","31.619022761030603","-0.343465114940441","59.48174978217846","13.54265470210279","3.2118137414905297","20.131942338502856"
"2122","47.9048619417576","-0.2761930562585197","72.43451153143477","24.5678352833216","20.667031141383806","33.830897294203666"
"2133","53.02197500819039","-0.3434160827469416","83.55346537089306","22.95120944447205","12.536100550527616","38.51138684773954"
"2144","33.88041913983732","-0.29378663306357455","68.64970818766312","15.319992677556264","-0.27457595196473444","44.03691420592871"
"2155","26.19399387502232","-0.2840831529778537","60.860035298168704","29.393289881993578","10.793246907359476","69.2060066533385"
"2166","38.6489840537399","-0.2954954283459768","67.63931966692161","27.948069952144234","15.086917818657014","60.07016134387534"
"2177","36.9948800781068","-0.2758003406863848","57.92998608048457","8.24585383497166","1.4736794461646885","17.308984898257762"
"2188","47.351341249868554","-0.2791849661407271","79.63146487554248","4.832374552825154","1.699140188123748","12.236464981079365"
"2199","50.17951896648867","-0.21770013659280005","82.85241275182409","2.3394612204040426","1.4986807678202552","2.9372751446225895"
"2210","25.14322639703026","-0.36309799045829727","73.17808389304366","8.20733877372512","1.461930572613833","22.80005548188507"
"2221","35.712928252962925","-0.3652993778579926","59.755622069745286","8.429413506535614","1.396637298112987","27.926079009845417"
"2232","44.25384856405039","-0.3197964758918741","73.25975508843304","8.878687627025965","1.2547266467957747","19.281171010373154"
"2243","47.03372973977271","-0.3364076944841599","87.27855232747683","11.460579431914098","1.7782801687721246","21.801615660261746"
"2254","45.50290599930729","-0.331173016428412","79.56819266021273","16.081968466728643","2.0199201678171614","31.572446008556977"
"2265","37.03310311161666","-0.3028778993990742","77.65220408915896","43.571960013326475","4.056258998780136","76.42759450021859"
"2276","44.98632709839559","-0.31540562309420384","83.53085595454986","4.9048831266171256","2.1668611338912656","9.866728823450806"
"2287","30.443430093639908","-0.3029146911847266","73.6797757329119","12.59755539815164","2.064489971803556","23.12899980348136"
"2298","30.210285631716616","-0.29637024429140796","78.66813329077449","22.14557018045995","4.301904160102945","38.07054224272381"
"2309","18.717368265121895","-0.3138870495364247","62.362467643707454","46.40700472666495","2.3074083347535317","93.17239836824379"
"2320","37.148755485158006","-0.3160967555758649","75.81734634883003","18.71793321852194","0.9687329753345331","45.63859493625737"
"2331","38.48983564446533","-0.31181705434442214","77.19147469434267","14.686778821561143","3.0256635543129677","22.489948260171012"
"2342","36.76853211177325","-0.31234898470232325","79.66315518158969","20.99911047844502","2.3356293633046135","55.93268281760612"
"2353","35.97458502419515","-0.3071032381498832","78.21584729438304","16.26529788710662","2.4186292672904073","26.626567796428258"
"2364","43.62919072718272","-0.279467404665536","78.52324921858926","15.905483549211038","4.197782924614211","30.850058158621472"
"2375","39.741254293616244","-0.29689676547134025","84.89991583680255","27.23392085760777","17.642589320185355","36.21313071559089"
"2386","44.84954056754838","-0.296505355285253","79.67427333430429","27.92807643564756","19.297487422033537","39.01727761376825"
"2397","19.79637337307011","-0.24834311476908894","78.98404577101448","25.277640312390204","12.214228675052937","44.26981923848285"
"2408","39.380877436270914","-0.2543900026824582","84.09811210201909","43.27862086047278","22.97542142783785","59.268957643088186"
"2419","13.860399908266022","-0.22490948304589148","34.15204665543117","38.06258165305195","26.76371280792801","57.68707582233219"
"2430","24.255714987085824","-0.2006102508295345","76.53180041462431","26.60490015666406","1.4391758403351143","53.111979577258374"
"2441","26.994169634512144","-0.20185421150086108","81.85227506904178","34.7831672841702","1.711654217804206","65.9568210720206"
"2452","30.973383759494237","-0.22174710867677927","87.66193121882135","37.00280024669179","2.9446921155712236","92.8418484426698"
"2463","34.93263251628272","-0.19132557845949832","83.55782705235946","32.267435350897536","16.176179410015706","53.425312850686645"
"2474","26.484745620804247","-0.20523943968040737","78.89684753178788","33.41923990344983","15.453607184743987","81.78136642612711"
"2485","35.81822316354418","-0.18711601992568214","85.49875701312058","49.804634800950076","20.82322559777753","94.15692974796059"
"2496","27.90207718604767","-0.22013686408723226","84.45370827629066","56.95556826053743","24.831190795995518","94.25111695581877"
"2507","30.582874034759776","-0.2014993005970675","77.35567348870934","37.35355910735046","25.90365715095234","53.40624948202143"
"2518","30.27094310306719","-0.20047549648255997","85.95697234315935","33.363482325957094","25.980124989167233","48.39907087679073"
"2529","35.557237385584806","-0.18530957773852041","72.6025360689891","34.19892049044243","23.893378916849784","56.05668107090738"
"2540","27.579807539879397","0.10534676287298847","62.82547543119013","38.00167858589718","8.641711510100501","71.90399268043087"
"2551","20.84119454308787","-0.3058207100994873","61.66063028788612","40.269171045799744","23.695762347382434","56.28920736847438"
"2562","29.54838465092573","0.10379241915262179","85.10834563335496","60.49797764662925","40.523561927827565","86.54851733961952"
"2573","28.146374870588772","0.012800505984250232","58.45240743775223","33.56060077446632","11.521320243933918","57.62301645045242"
"2584","10.858810923556726","0.1887021353070748","21.637505898466184","45.42586854370577","12.509851433246208","81.04037383125952"
"2595","32.16840359673046","-0.1942973862469628","84.58490975082954","44.13691599874547","9.972251901490921","88.3454912254438"
"2606","32.05214859521264","-0.11765171064147477","82.04897207784742","40.42981012420573","2.5520420581590693","92.81609691292772"
"2617","36.70513849392405","-0.021038362781897593","76.9459803726996","52.518151022120875","22.668626485004634","91.97960307357431"
"2628","16.177981288196605","-0.2472965727158797","43.366476197344085","54.88555062445195","10.994586378609451","95.8746687139297"
"2639","26.59865123841075","-0.29277490400695705","85.08406278272813","54.05292658109941","13.674908289994235","92.83067333500261"
"2650","26.36326862962311","-0.33917552693417846","84.35151049939068","37.08522883786283","17.84029613044202","67.18688689800177"
