"Step","Name: Prod-TD3-BC-TD1-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD1-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD1-halfcheetah-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD0.9-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0.9-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0.9-halfcheetah-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD0.5-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0.5-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0.5-halfcheetah-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-TD0-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-TD0-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-TD0-halfcheetah-medium - d4rl_normalized_score__MAX","Name: ProdTD3HCAC - d4rl_normalized_score","Name: ProdTD3HCAC - d4rl_normalized_score__MIN","Name: ProdTD3HCAC - d4rl_normalized_score__MAX","Name: ProdTD3HC - d4rl_normalized_score","Name: ProdTD3HC - d4rl_normalized_score__MIN","Name: ProdTD3HC - d4rl_normalized_score__MAX"
"31000","45.43140044369884","45.330317682608474","45.631407667077376","45.408950233010586","45.28670486652294","45.506823571212514","45.59451935746275","45.37384072768592","45.77089944382814","39.93181833808389","39.485796853996916","40.2812149283054","45.41171018874197","45.34046172877704","45.51703434867098","45.53614448578602","45.41564900579584","45.735722937944786"
"32000","45.845329925194086","45.334014145759376","46.622718692657465","45.57332700727482","44.9455694251009","46.63933131926199","45.463750449997804","44.98312942715096","46.10778319306356","40.856442031554764","39.67932668834461","42.59817889045572","45.46210522618427","44.98492724039224","45.9667617247079","42.769375651886925","36.90767398243756","45.70976922467104"
"33000","45.67499894091187","45.368778875123624","46.04942165987001","45.69192294348596","45.09459826912749","46.2545602767557","45.72511197658927","45.196743301756214","46.29576258644722","39.659199295001265","39.13759089808831","40.12687030681759","45.56511892574681","45.06771550272673","45.89775231147563","45.47330420221181","45.13407659455066","45.86446432818914"
"34000","45.62609518817609","45.47214192355661","45.9249859607662","45.67005836180234","45.40326714314309","45.92749905402334","45.47592065475908","45.2353859255194","45.83133210309682","40.386007270324036","39.88657919465946","41.064089658392","45.59809152257068","44.816728149302904","46.519425705335735","45.31840090795847","44.746094257807215","46.12049617661617"
"35000","45.625585027966814","44.98873071073537","45.98358700507643","45.49604247760235","45.314379522944265","45.78639603393527","45.626346013313196","45.2595221567033","45.890743526886396","39.02612963584077","33.964991543209756","41.61303390593287","45.70115433884993","45.24952568535344","46.13639223785299","45.78675150433705","45.35354439833676","46.09099067252138"
"36000","45.568398052347085","44.72366411040966","46.19480343584108","45.56586311434905","44.63863161738635","46.39388693938048","45.57959581333341","44.60194559742857","46.079502028145114","41.036077751492776","39.97033565983794","42.48741198080982","45.65953354125481","44.45256861929235","46.460985258455516","45.73724262568834","44.73538978338127","46.25759551276866"
"37000","45.03430181604159","44.35869084532435","45.49425159220376","45.165262465696536","44.27517993984346","45.96482430001341","45.3125481040287","44.22315756866499","46.09065137777345","41.12081356121927","40.546217733015496","41.73127052043076","45.329121046951094","44.27220253189606","45.91796352676538","45.43521021103832","44.93824631879568","46.12996531926864"
"38000","45.58295292039991","44.9392912031377","45.91458531371363","45.55298306853177","45.05023925576456","45.94728146785755","45.672419039368","45.185216180334365","46.14570779658423","41.63331271142578","40.13381156020671","42.44928924526627","45.64176869591362","45.29038781647668","45.927048875688314","46.05750288411443","45.76106711250113","46.46654347820863"
"39000","45.569276422568386","45.23517618677595","46.23174658316143","45.523783796347004","45.147757175145045","45.96939413551297","45.529947393943836","44.993232585881934","46.257073052270115","40.953797953373005","39.89798058397057","41.92152595193409","45.549896535460995","44.86568116491055","46.133274424281275","45.24845469545054","44.74704712361315","45.94832726338251"
"40000","46.106454284638666","45.74619275452407","46.3775694659304","46.24703877592001","45.99388549457381","46.41714184726607","46.06968738446697","45.95301831876692","46.20452238371827","41.212760365671286","39.44453123899486","42.9010453340083","46.31867072181311","46.13314464887437","46.62633842363184","46.07327501200112","45.919733729971895","46.328028463403854"
"41000","46.09650612653626","45.45934688346379","47.04299752002169","46.08344813131104","45.75629211533288","46.593384731285326","46.27723493682137","45.85852428520705","47.05075857627401","41.453305015118225","40.843867183949186","42.15677333709129","46.24144066807358","45.81135912739832","47.014730839526344","46.03843705310127","45.44725221675156","46.42109968101806"
"42000","46.105953535594836","45.73122948189437","46.798519877803216","45.726968199253776","45.39750675426453","46.38472769205742","46.08706064588167","45.628224082477175","46.80908498791443","42.21715838155574","40.54367906316946","43.099689611128625","46.03165971377543","45.7040203934949","46.5875661282571","45.86233428223378","45.780309074645984","45.96537192220423"
"43000","45.79218451520328","45.64473831002475","45.927960880644555","45.875208884657674","45.52652865893575","46.31981781683217","45.65036242530322","45.49547814367034","45.89518464023015","42.05168047584758","39.697615492481155","43.364955321553495","45.88856507501035","45.76912437459675","46.10735875027827","45.82629612206687","45.51904291352616","46.16662946238562"
"44000","46.08046901337398","45.88687498398737","46.20530378633711","46.18391837268076","45.94363838678857","46.44685841932813","46.07137569635978","46.01582862367623","46.1783003211939","41.09926442964818","38.81720220080446","43.48842295398113","45.966590046875176","45.62158154866028","46.212875248683446","45.79587338667693","45.28205540403279","46.29275675221481"
"45000","45.52005658262727","45.21981993364805","46.0760953137896","45.7093630149433","45.317794242836854","46.235065612039335","45.639020595719835","45.29629250987835","46.19270531096501","42.741834906153485","42.44141044938996","43.07304781113419","45.587648056355","45.323596892297715","46.01659244481785","45.908905504661085","45.44969557762104","46.39417323422266"
"46000","45.6463114706292","45.240293709016626","45.88912544430227","45.63989254618438","45.03013114196598","46.04643195279778","45.736356106532305","45.23915482202658","46.07617047661064","42.55423490622705","41.296832479018875","43.257848830805486","45.7420222877634","45.17702070999163","46.26243090279008","45.80058324362267","45.35458259310196","46.52705171337443"
"47000","45.34607849841786","45.26238404532973","45.44614267590262","45.369658913152044","45.105639104121","45.573251016529106","45.42209956244172","45.38513887024773","45.495706922077865","42.58872630887998","41.574393319884365","43.13046293334576","45.63504840565893","45.55933494845408","45.750795115055595","45.427804236789626","45.25582304821423","45.759684489142636"
"48000","45.5789776127751","45.51720157972722","45.62308226834762","45.63446248308773","45.409251658478595","45.84396416820917","45.61676896730457","45.50174816805775","45.76287643242402","42.766173515140565","41.80289247671362","43.26729013817152","45.69493250654782","45.39074825340105","45.941568958435866","45.465193123670794","45.15323454566844","45.65511923609941"
"49000","45.571576414110474","45.39220382937505","45.68695700976806","45.60156344402399","45.31358823207344","45.958083168530315","45.64030850247389","45.47125551535726","45.918361514475365","43.33599190792328","43.076531344189014","43.49092196535999","45.63641700078728","45.28800384014051","45.97026354516822","45.73194654561917","45.59754727398523","45.80610018166828"
"50000","45.454987017180315","44.92230264451012","46.00222302630688","45.47736699127707","45.0646389000206","45.83505711264574","45.51201533800451","45.235585628595786","45.76877981210776","43.545584544749524","43.231694635784045","44.09507094025349","45.74865444794282","45.31433112624554","46.41085891443427","45.86560990439836","45.49444332396661","46.35712197416995"
"51000","45.553849146070036","45.31530404104006","45.674918288612034","45.417209029572966","45.170383363455294","45.71373110736176","45.54332063715247","45.287628760913265","45.83934524886609","42.70068105359039","41.448538740899956","44.10227593395161","45.50470317638906","45.23135583312163","45.64969611002701","45.992762716897595","45.60997600103037","46.19590917451706"
"52000","46.316393526549774","45.60791874523545","46.93685700109115","46.06391633843297","45.18642794661159","46.867067778102324","45.80449412538166","45.16653700807207","46.554156625925394","44.00112808265566","43.779776052255336","44.251383128353964","46.11076517199344","45.46037835544362","46.98953345516196","46.116746905447684","45.22228635862597","46.584092359303646"
"53000","45.61450590848966","45.5099784384251","45.6774608505594","45.662854546118304","45.47695149015324","45.8529343113456","45.730254133599125","45.50493245806748","45.912053844677146","43.72762282721948","43.369597205494706","44.298984932128334","45.79543440681056","45.663096399098826","45.91194764149951","45.979784991178086","45.753684208422904","46.24349030545981"
"54000","46.11814466971648","45.59646164538248","46.78842484141724","46.14985802625003","45.58253532994667","46.92839255130586","45.85149424638831","45.472248474285536","46.257327649445145","43.15122605705907","41.73593034236954","44.05706234443946","46.048592426132274","45.65725808337311","46.76790189269281","45.95764011585995","45.358595531656306","46.4922582459029"
"55000","46.13984460508169","45.880795574183416","46.508004448439685","46.27104503115739","46.0967328205916","46.40510298311746","46.263113085015384","45.80144329389565","46.57151386479138","40.933850953886314","38.95278597294152","43.85234367398233","46.327336555930465","45.852420326694144","46.866095627933646","46.308499729989684","46.07691279413268","46.59553039006268"
"56000","45.77496513859179","45.56209089363731","45.9097446657015","45.826799758022446","45.362616021551105","46.14411877531931","45.94961654545839","45.64864822023978","46.1196634318379","44.40854702172938","44.11851266031888","44.79191864396855","45.96868264486051","45.737911760192","46.21923393973691","45.54281688740513","45.05387543194442","46.11349243779222"
"57000","45.91472032388092","45.699496058254965","46.14690422243745","45.857813164277694","45.79968561059987","45.960115268773386","46.06075748966325","45.84579796508095","46.24816969476312","43.490769921992865","42.358667332516994","44.54865742725834","45.773813898110085","45.643653395776525","45.92051380498435","45.85489239142592","45.670850280252544","46.05191710920428"
"58000","45.93815641656389","45.72815140852875","46.24092046605354","45.768969667441866","45.68201894694373","45.81876826148496","45.82407452284201","45.6132134095179","46.04455375810718","44.7615264754972","44.39088075595009","45.03855666049406","45.79174449805671","45.67142955571025","45.95620665916908","46.07209931137536","45.943216579612226","46.29633065217059"
"59000","46.019287224968785","45.639266934402926","46.59103085088917","45.78688974687748","45.489091847760776","46.33867747802309","45.98811320585262","45.5339722331662","46.84536625907558","42.64857086843385","38.54587220876992","44.729203218059595","45.96490464881617","45.44535143462347","46.605080548779206","45.8203045649428","45.323550788597515","46.29545788053439"
"60000","45.63832073214133","45.43064241677459","45.832658575671836","45.55006714534346","45.11203561871247","46.064090402827894","45.48031092031652","45.061289280886186","45.90951244858639","44.38982519890711","44.25454578239086","44.551754193980194","45.606347484366985","45.123087023523894","46.286902656783134","46.074581139972416","45.87661644437043","46.39099046375449"
"61000","45.760024423131256","45.51068776954935","46.00412295499578","45.51514742172831","45.33638070360191","45.749238868250394","45.62344536299952","45.586921047718725","45.673904077420076","44.751617486331604","44.181824614011894","45.7994443359898","45.65571469055743","45.30666385736366","45.84999494751658","45.75908726018981","45.14286415318831","46.56427716099103"
"62000","46.14497726805691","46.00002285087346","46.25992215528747","46.21411349818147","46.16658510826209","46.29434657950128","46.2722193074575","46.14698575015158","46.49242376007131","44.80852337474889","44.136084998163994","45.32460224588368","46.16216153950018","45.915342151531","46.293503782023414","46.48046571422156","46.27013686713442","46.85301303192199"
"63000","45.962533902915276","45.11196220450238","46.45145866921762","46.229221433270546","45.877225618630554","46.42528838405846","46.28021781690314","45.89565747682525","46.53348618555037","44.75515694358406","44.12936232343673","45.312169661658494","46.30856372156905","45.7478749365022","46.607777564419806","46.017739556629294","45.87882317370129","46.12079982405192"
"64000","45.66272260552977","45.38031147519953","45.83571857118602","45.661340766974924","45.51728447072895","45.78026266329588","45.76597753918182","45.56356635544708","45.877955893579724","45.013491787611905","44.592197363586536","45.44221055446596","45.819626342766234","45.43353718596427","46.18918308378658","46.14542765790236","46.009171699932025","46.417231220504355"
"65000","46.58180097222864","45.76408978919396","47.36151568297128","46.48186416277349","45.404807127447604","47.88068441350693","46.45287325579812","45.90740113999512","47.22817741754445","42.424591432472226","37.476670001443004","45.05032713928162","46.61376756576462","46.192582030510955","47.27404554214322","46.11321703540125","45.782349010203845","46.697857122837675"
"66000","46.02679868952246","45.556808135317354","46.85674141408329","45.859552278155185","45.36124313289912","46.80114760132266","46.27399317924304","45.783873483088044","46.90758418380355","45.00914058042832","44.65419065968227","45.63066857670136","46.235709940988414","45.76372120032855","46.99554931363723","46.02824194755584","45.93185618179646","46.146525181868824"
"67000","46.08550479060233","45.844118058596194","46.40330537059677","46.21950885587649","45.91605341806719","46.588663600191126","46.2928089199388","46.079566948080576","46.54079007842288","45.36694822392093","45.17967791755044","45.50305290661005","46.38789359042221","45.85786400922657","46.953856113968214","46.315839169247134","45.877729680887455","46.733092211773716"
"68000","46.40403913974296","45.7072423883827","47.30439633963709","46.54852641729056","45.853219002072116","47.21502729168262","46.59790790594812","45.87578187757851","47.356465240198744","44.35611355021336","43.07496649823492","45.13277304864927","46.664855895257894","45.84708475396086","47.1987551688138","46.020817010700775","45.20388116989703","46.4620882919307"
"69000","46.16838401129044","45.97611141430784","46.51400134414278","46.201916521603266","46.06043327440892","46.44153989982859","46.27274639614348","46.16620188965685","46.43901018994872","45.0606216685583","44.25764636993155","45.6576712172648","46.27683004521555","46.09088885021237","46.442653327183834","46.01304798457884","45.730219483421095","46.18637829735054"
"70000","45.83290054696847","45.65193031117965","46.06677264539268","45.719167354982496","45.45882363159153","45.968307177321826","45.723800354135","45.5582755077111","45.943966431430496","45.23053798713314","44.862254334533745","45.43764213553387","45.54291706492751","45.280344880925654","45.738729493455835","46.16161975865531","45.64350041836739","46.48544079273607"
"71000","46.11737208254571","45.77525516683417","46.676830281830675","46.245319980506196","45.807203121996395","46.75118561414706","46.20777786579375","46.110704010338125","46.289860727304614","45.51085260981935","44.9877021263954","45.80557938999709","46.109320770688704","45.641745629682475","46.56873733245882","46.03280620482235","45.67825907389847","46.500954055768204"
"72000","46.513871738615194","45.937259278154315","47.242630826877544","46.20284262354203","45.772592176878184","46.89067633157155","46.15495939790571","45.899851797437016","46.54668633632807","45.19879327913069","44.69639785970932","45.61562197947563","46.241533331859976","45.85564830717238","46.932465148336696","46.194505240555564","45.68270787494282","47.11136073394424"
"73000","45.933091593493174","45.470247737857164","46.250642403974815","45.945638200239074","45.57672793150756","46.14353697457312","46.008923987005744","45.691227849270355","46.24871593998069","44.77347786361213","42.766503990977526","45.90294062047299","46.074062747855265","45.544468415961184","46.35332027884388","46.045692050513345","45.66508760185503","46.28250701391122"
"74000","46.039464201777555","45.70414783566763","46.289309598446664","45.954316783274415","45.73351603885368","46.122014324354524","45.90143001207763","45.809009043625046","46.00022741730927","45.57045302558935","45.418615552941404","45.73663476966556","46.01097294230244","45.71350715979657","46.23677694166057","46.35954209347148","45.46680089676053","47.04469881338381"
"75000","46.38739438380387","45.86876115259091","46.72385261158235","46.48571559353908","45.493069350950705","47.44645879916497","46.52985040786722","45.61782968152686","47.51666212115867","45.542344171498875","45.26780708606054","45.88927360691985","46.5463222327823","45.916760897135454","47.66281115825189","46.15660871735935","45.72598093644553","46.74878147680847"
"76000","45.91046406580225","45.35247927678751","46.49267208723427","46.074007339111404","45.68754186824518","46.5469036715454","46.02885267638025","45.582866586088755","46.67299918714183","45.77769893746869","45.60297284652723","45.92096268524192","45.788009245095814","45.439058653116085","46.301983499227916","46.16537643763633","45.68726320120091","46.55787619995082"
"77000","46.04044229484989","45.504682097408455","46.49718931528363","45.93391297614597","45.649869074458124","46.1321062368381","46.16775738008465","45.777343256319455","46.40721341244015","45.42140199191211","45.03409510729674","45.884325703951426","46.00336883930555","45.45796350541587","46.30820631558875","46.31883504118313","46.07545477286853","46.80322038864095"
"78000","45.97496294480902","45.63770110904751","46.242057311502805","45.864310231311464","45.45518783534295","46.148215889648206","45.964113612589664","45.58735269569595","46.29375353323247","45.977633260905996","45.92131165757837","46.072224319806296","46.13270742992817","46.02074326451153","46.206026706897525","45.99710446104774","45.74216310405077","46.20074994954351"
"79000","46.61107381448519","46.23924215197109","47.297563064481196","46.58001092891978","45.872317985819876","47.33750268349454","46.681728902671665","46.175208174638044","47.22354039362086","44.130937182315144","41.45642611945545","45.533509145876636","46.77685717770643","46.17723620659078","47.55813411604811","46.62464272026066","46.273025971644","47.2607589217238"
"80000","46.5107122034251","46.07594795511816","46.887164428309994","46.60204577266969","46.39067263495475","46.98788648045996","46.62596573459117","46.44648012392697","46.78868449130178","46.3476575750278","46.24792858064908","46.449281626566716","46.527971523117266","45.93623468396715","47.031128968074746","46.44572425096985","46.18444283089983","46.92981061349325"
"81000","46.11397319557876","45.994746181205656","46.208202448671166","46.214467486090506","46.05563010311919","46.41783902243314","46.294273928057606","46.051694486582825","46.52312865853014","45.74433465090198","45.26986701882429","45.98399123338862","46.305402685498734","46.22358074762663","46.39732647478596","46.39358319762223","46.143306152804314","46.777157974903346"
"82000","46.41955522227613","46.095588897765055","46.889174905833414","46.46307111242468","46.040621075527376","46.89663548087169","46.51520056231488","45.96972509784646","47.37054145275288","46.17807708381332","45.7557264313828","46.656899810928024","46.40656526839323","45.97162719137369","46.95598642644499","46.561168795531046","46.46480660008082","46.71042417759379"
"83000","46.53323356912347","46.47169160659495","46.623265463553416","46.627940865494374","46.496810111552556","46.75438191886986","46.547991132056836","46.349004699797916","46.732600328973064","46.15193706109098","46.025436186466756","46.29314447656011","46.426446299066605","46.233690739527574","46.74136166249711","46.55411549057859","46.30339237126642","46.71725687354262"
"84000","46.43390744483074","45.933199858121185","47.15474013013799","46.65721320509098","46.01081707157197","47.599109766519994","46.58210565369012","45.81002198904902","47.489220325710356","46.48365034776023","46.315774345281675","46.61469075876758","46.547171670151194","45.69834974078893","47.59595896078419","46.91167252173665","46.16590467252287","47.74134787484266"
