"Step","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score__MIN","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score__MAX","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score__MAX"
"26000","20.315755754302792","20.315755754302792","20.315755754302792","48.109371007270276","48.109371007270276","48.109371007270276","26.44750875017694","26.44750875017694","26.44750875017694","31.86641037620274","31.86641037620274","31.86641037620274"
"27000","23.196289739395684","23.196289739395684","23.196289739395684","56.31333128280951","56.31333128280951","56.31333128280951","25.761426545310893","25.761426545310893","25.761426545310893","10.376394727551205","10.376394727551205","10.376394727551205"
"28000","25.94357872966665","25.94357872966665","25.94357872966665","55.100084568123556","55.100084568123556","55.100084568123556","19.827207452730804","19.827207452730804","19.827207452730804","14.45792300834278","14.45792300834278","14.45792300834278"
"29000","28.674834715909526","28.674834715909526","28.674834715909526","69.40060267999868","69.40060267999868","69.40060267999868","30.15153843211071","30.15153843211071","30.15153843211071","10.168664393279183","10.168664393279183","10.168664393279183"
"30000","34.1033751876656","34.1033751876656","34.1033751876656","72.96519285851691","72.96519285851691","72.96519285851691","22.851142022470885","22.851142022470885","22.851142022470885","10.181906394568285","10.181906394568285","10.181906394568285"
"31000","25.243023244728512","25.243023244728512","25.243023244728512","44.1493416469079","44.1493416469079","44.1493416469079","22.967195320493108","22.967195320493108","22.967195320493108","10.006401699915187","10.006401699915187","10.006401699915187"
"32000","23.712422657217058","23.712422657217058","23.712422657217058","53.47601107505863","53.47601107505863","53.47601107505863","22.10757471027373","22.10757471027373","22.10757471027373","18.17952691013566","18.17952691013566","18.17952691013566"
"33000","26.013034600701506","26.013034600701506","26.013034600701506","66.87066531057869","66.87066531057869","66.87066531057869","20.266992519313746","20.266992519313746","20.266992519313746","24.05890269477683","24.05890269477683","24.05890269477683"
"34000","30.079130467432673","30.079130467432673","30.079130467432673","48.22911265149365","48.22911265149365","48.22911265149365","24.62887723729486","24.62887723729486","24.62887723729486","10.4581117983901","10.4581117983901","10.4581117983901"
"35000","26.05602637317046","26.05602637317046","26.05602637317046","47.259682716140986","47.259682716140986","47.259682716140986","27.071898760142","27.071898760142","27.071898760142","23.053325301507638","23.053325301507638","23.053325301507638"
"36000","23.029764122883595","23.029764122883595","23.029764122883595","61.98473400542221","61.98473400542221","61.98473400542221","18.978600663455378","18.978600663455378","18.978600663455378","29.19533054601034","29.19533054601034","29.19533054601034"
"37000","26.794903374978258","26.794903374978258","26.794903374978258","59.74718851675117","59.74718851675117","59.74718851675117","25.028656623539643","25.028656623539643","25.028656623539643","24.39166306250925","24.39166306250925","24.39166306250925"
"38000","32.442736723463334","32.442736723463334","32.442736723463334","52.235758231269","52.235758231269","52.235758231269","22.465671955124204","22.465671955124204","22.465671955124204","28.066245922984884","28.066245922984884","28.066245922984884"
"39000","31.317710121531444","31.317710121531444","31.317710121531444","78.68731206310241","78.68731206310241","78.68731206310241","26.41718416239524","26.41718416239524","26.41718416239524","33.76147886697215","33.76147886697215","33.76147886697215"
"40000","35.857821864523004","35.857821864523004","35.857821864523004","49.49861910613447","49.49861910613447","49.49861910613447","29.786947368320384","29.786947368320384","29.786947368320384","26.300230953930114","26.300230953930114","26.300230953930114"
"41000","28.597248330472947","28.597248330472947","28.597248330472947","61.68935770805331","61.68935770805331","61.68935770805331","26.725595219410785","26.725595219410785","26.725595219410785","25.17584508626291","25.17584508626291","25.17584508626291"
"42000","25.893824157327472","25.893824157327472","25.893824157327472","65.91490627381947","65.91490627381947","65.91490627381947","27.109120424811795","27.109120424811795","27.109120424811795","37.28415712516225","37.28415712516225","37.28415712516225"
"43000","35.629120036345","35.629120036345","35.629120036345","64.8069130325539","64.8069130325539","64.8069130325539","26.68262925093173","26.68262925093173","26.68262925093173","28.71885976941158","28.71885976941158","28.71885976941158"
"44000","32.68397305717506","32.68397305717506","32.68397305717506","64.8776809455556","64.8776809455556","64.8776809455556","29.217902139547586","29.217902139547586","29.217902139547586","27.85061848535822","27.85061848535822","27.85061848535822"
"45000","32.09229788519114","32.09229788519114","32.09229788519114","99.71647704068391","99.71647704068391","99.71647704068391","30.540489574337442","30.540489574337442","30.540489574337442","26.107517232797466","26.107517232797466","26.107517232797466"
"46000","32.88397321625518","32.88397321625518","32.88397321625518","73.86393110339175","73.86393110339175","73.86393110339175","24.91738459660544","24.91738459660544","24.91738459660544","40.74858164660387","40.74858164660387","40.74858164660387"
"47000","32.44619568194932","32.44619568194932","32.44619568194932","59.622019604876996","59.622019604876996","59.622019604876996","30.292593739063477","30.292593739063477","30.292593739063477","30.070168569339494","30.070168569339494","30.070168569339494"
"48000","27.821483574666537","27.821483574666537","27.821483574666537","70.66718550596394","70.66718550596394","70.66718550596394","32.107610960840525","32.107610960840525","32.107610960840525","26.714688185262787","26.714688185262787","26.714688185262787"
"49000","36.57854030410993","36.57854030410993","36.57854030410993","84.78144134355034","84.78144134355034","84.78144134355034","32.7452278051136","32.7452278051136","32.7452278051136","25.162439954077016","25.162439954077016","25.162439954077016"
"50000","29.883560635489054","29.883560635489054","29.883560635489054","48.848638151421255","48.848638151421255","48.848638151421255","30.575384111440435","30.575384111440435","30.575384111440435","26.873058494960944","26.873058494960944","26.873058494960944"
"51000","35.6620618925467","35.6620618925467","35.6620618925467","85.63650558344253","85.63650558344253","85.63650558344253","32.23622823016767","32.23622823016767","32.23622823016767","26.607996858597915","26.607996858597915","26.607996858597915"
"52000","28.924165697447314","28.924165697447314","28.924165697447314","100.35711635335034","100.35711635335034","100.35711635335034","33.69548937081754","33.69548937081754","33.69548937081754","25.66033282577303","25.66033282577303","25.66033282577303"
"53000","32.22642884475557","32.22642884475557","32.22642884475557","100.35150505472659","100.35150505472659","100.35150505472659","32.86702088979467","32.86702088979467","32.86702088979467","24.820494943003073","24.820494943003073","24.820494943003073"
"54000","40.93750109007482","40.93750109007482","40.93750109007482","95.81597333071696","95.81597333071696","95.81597333071696","32.96006368019727","32.96006368019727","32.96006368019727","25.188631625509057","25.188631625509057","25.188631625509057"
"55000","28.7338505366389","28.7338505366389","28.7338505366389","100.37846106738695","100.37846106738695","100.37846106738695","31.13001999443119","31.13001999443119","31.13001999443119","27.010838768780687","27.010838768780687","27.010838768780687"
"56000","41.94533032755777","41.94533032755777","41.94533032755777","99.92361176485404","99.92361176485404","99.92361176485404","37.534208792247746","37.534208792247746","37.534208792247746","29.656808409857632","29.656808409857632","29.656808409857632"
"57000","39.15331070863651","39.15331070863651","39.15331070863651","99.6898005582865","99.6898005582865","99.6898005582865","35.455067869820226","35.455067869820226","35.455067869820226","24.37956341038645","24.37956341038645","24.37956341038645"
"58000","39.79698149362995","39.79698149362995","39.79698149362995","79.7871488686858","79.7871488686858","79.7871488686858","32.0266124965178","32.0266124965178","32.0266124965178","22.961576852016048","22.961576852016048","22.961576852016048"
"59000","30.798186675700368","30.798186675700368","30.798186675700368","85.79776716763178","85.79776716763178","85.79776716763178","28.117800076620735","28.117800076620735","28.117800076620735","28.776708310937344","28.776708310937344","28.776708310937344"
"60000","46.08844293523687","46.08844293523687","46.08844293523687","99.83994361415054","99.83994361415054","99.83994361415054","36.2920758018019","36.2920758018019","36.2920758018019","27.170565767536804","27.170565767536804","27.170565767536804"
"61000","44.19293420529344","44.19293420529344","44.19293420529344","99.97218649738751","99.97218649738751","99.97218649738751","37.01205561024532","37.01205561024532","37.01205561024532","25.993458299572463","25.993458299572463","25.993458299572463"
"62000","32.255544404986544","32.255544404986544","32.255544404986544","100.79720624441539","100.79720624441539","100.79720624441539","37.62576724309324","37.62576724309324","37.62576724309324","25.88788922648571","25.88788922648571","25.88788922648571"
"63000","38.11574016598323","38.11574016598323","38.11574016598323","77.63946125162103","77.63946125162103","77.63946125162103","31.414539366621142","31.414539366621142","31.414539366621142","27.26474616323633","27.26474616323633","27.26474616323633"
"64000","37.33255538003576","37.33255538003576","37.33255538003576","99.644513739797","99.644513739797","99.644513739797","39.712598364324805","39.712598364324805","39.712598364324805","28.4252042474934","28.4252042474934","28.4252042474934"
"65000","38.97718941275096","38.97718941275096","38.97718941275096","94.20498099021054","94.20498099021054","94.20498099021054","38.287239154853815","38.287239154853815","38.287239154853815","26.634978976256036","26.634978976256036","26.634978976256036"
"66000","34.280500549421966","34.280500549421966","34.280500549421966","99.59997150532661","99.59997150532661","99.59997150532661","35.356984259002964","35.356984259002964","35.356984259002964","28.553559711456845","28.553559711456845","28.553559711456845"
"67000","36.16194560308949","36.16194560308949","36.16194560308949","98.70581595779714","98.70581595779714","98.70581595779714","37.29472304911696","37.29472304911696","37.29472304911696","27.37978040486697","27.37978040486697","27.37978040486697"
"68000","47.47830976607458","47.47830976607458","47.47830976607458","77.26807403924967","77.26807403924967","77.26807403924967","31.205152809525234","31.205152809525234","31.205152809525234","34.34133056963368","34.34133056963368","34.34133056963368"
"69000","52.39857867076692","52.39857867076692","52.39857867076692","99.34709035810285","99.34709035810285","99.34709035810285","38.74216106128353","38.74216106128353","38.74216106128353","28.281182840374562","28.281182840374562","28.281182840374562"
"70000","48.352426614128625","48.352426614128625","48.352426614128625","99.5835706882657","99.5835706882657","99.5835706882657","32.307264826850364","32.307264826850364","32.307264826850364","38.29905668894544","38.29905668894544","38.29905668894544"
"71000","50.750201890815084","50.750201890815084","50.750201890815084","100.01293267110331","100.01293267110331","100.01293267110331","36.408357061359084","36.408357061359084","36.408357061359084","23.994333598058137","23.994333598058137","23.994333598058137"
"72000","36.220848437227886","36.220848437227886","36.220848437227886","100.0274224406075","100.0274224406075","100.0274224406075","37.66578236871431","37.66578236871431","37.66578236871431","35.29503742512417","35.29503742512417","35.29503742512417"
"73000","57.33594968758465","57.33594968758465","57.33594968758465","100.16713960402541","100.16713960402541","100.16713960402541","33.69999892748771","33.69999892748771","33.69999892748771","30.95134719256715","30.95134719256715","30.95134719256715"
"74000","46.13451182152432","46.13451182152432","46.13451182152432","100.48717186652958","100.48717186652958","100.48717186652958","34.995588325836344","34.995588325836344","34.995588325836344","31.06388891889418","31.06388891889418","31.06388891889418"
"75000","39.46935391567249","39.46935391567249","39.46935391567249","100.59698411460091","100.59698411460091","100.59698411460091","38.70357068178512","38.70357068178512","38.70357068178512","38.638537575773135","38.638537575773135","38.638537575773135"
"76000","38.7945961706677","38.7945961706677","38.7945961706677","99.95117725925887","99.95117725925887","99.95117725925887","36.93601997838396","36.93601997838396","36.93601997838396","39.701422152474805","39.701422152474805","39.701422152474805"
"77000","34.65108214186958","34.65108214186958","34.65108214186958","100.47359010331249","100.47359010331249","100.47359010331249","34.86097065523012","34.86097065523012","34.86097065523012","29.979142595821273","29.979142595821273","29.979142595821273"
"78000","54.43796311025041","54.43796311025041","54.43796311025041","100.39534209528307","100.39534209528307","100.39534209528307","36.14067760093276","36.14067760093276","36.14067760093276","25.8374364965004","25.8374364965004","25.8374364965004"
"79000","53.73474918564858","53.73474918564858","53.73474918564858","100.15127770485839","100.15127770485839","100.15127770485839","39.16494077691412","39.16494077691412","39.16494077691412","42.5218656379761","42.5218656379761","42.5218656379761"
"80000","47.89783258153603","47.89783258153603","47.89783258153603","100.93425864515231","100.93425864515231","100.93425864515231","36.70909939051576","36.70909939051576","36.70909939051576","45.017907900799756","45.017907900799756","45.017907900799756"
"81000","39.849003666960634","39.849003666960634","39.849003666960634","100.15906282879286","100.15906282879286","100.15906282879286","38.30934904494509","38.30934904494509","38.30934904494509","38.920436589294226","38.920436589294226","38.920436589294226"
"82000","66.16328617156184","66.16328617156184","66.16328617156184","99.55856252320217","99.55856252320217","99.55856252320217","49.16907400541919","49.16907400541919","49.16907400541919","39.83000116687693","39.83000116687693","39.83000116687693"
"83000","44.64497259131093","44.64497259131093","44.64497259131093","98.92260104749685","98.92260104749685","98.92260104749685","38.03772394273744","38.03772394273744","38.03772394273744","44.724503487319375","44.724503487319375","44.724503487319375"
"84000","70.33921654863","70.33921654863","70.33921654863","99.94986357502647","99.94986357502647","99.94986357502647","37.88499448392126","37.88499448392126","37.88499448392126","32.56879650067328","32.56879650067328","32.56879650067328"
"85000","65.56987516200672","65.56987516200672","65.56987516200672","101.00105626855","101.00105626855","101.00105626855","31.00170697973245","31.00170697973245","31.00170697973245","35.93956545940495","35.93956545940495","35.93956545940495"
"86000","60.516015338119736","60.516015338119736","60.516015338119736","100.19458151597252","100.19458151597252","100.19458151597252","42.23891437417197","42.23891437417197","42.23891437417197","43.03860894253387","43.03860894253387","43.03860894253387"
"87000","58.40861821888487","58.40861821888487","58.40861821888487","101.18346889548914","101.18346889548914","101.18346889548914","37.669814301711774","37.669814301711774","37.669814301711774","43.26243904011521","43.26243904011521","43.26243904011521"
"88000","41.8525718761738","41.8525718761738","41.8525718761738","91.22506882361111","91.22506882361111","91.22506882361111","35.40740004291176","35.40740004291176","35.40740004291176","49.05781595316427","49.05781595316427","49.05781595316427"
"89000","46.60829693009518","46.60829693009518","46.60829693009518","88.44013730367101","88.44013730367101","88.44013730367101","50.92200015512758","50.92200015512758","50.92200015512758","47.02506574109782","47.02506574109782","47.02506574109782"
"90000","62.66369741878527","62.66369741878527","62.66369741878527","93.57029985824263","93.57029985824263","93.57029985824263","34.62054436743063","34.62054436743063","34.62054436743063","43.868934851288266","43.868934851288266","43.868934851288266"
"91000","82.68762939908456","82.68762939908456","82.68762939908456","100.81208404866835","100.81208404866835","100.81208404866835","48.6510600485395","48.6510600485395","48.6510600485395","45.46751406152777","45.46751406152777","45.46751406152777"
"92000","72.07995175982852","72.07995175982852","72.07995175982852","85.18761586495597","85.18761586495597","85.18761586495597","53.700042922439714","53.700042922439714","53.700042922439714","38.159915197899885","38.159915197899885","38.159915197899885"
"93000","59.0728307881763","59.0728307881763","59.0728307881763","101.10835971920866","101.10835971920866","101.10835971920866","28.728063589940827","28.728063589940827","28.728063589940827","46.7529549334542","46.7529549334542","46.7529549334542"
"94000","53.517703511986106","53.517703511986106","53.517703511986106","100.82009544821008","100.82009544821008","100.82009544821008","27.45531656879044","27.45531656879044","27.45531656879044","45.56933446442017","45.56933446442017","45.56933446442017"
"95000","68.02607147684597","68.02607147684597","68.02607147684597","93.02047227918752","93.02047227918752","93.02047227918752","49.59624758068193","49.59624758068193","49.59624758068193","40.08072112138502","40.08072112138502","40.08072112138502"
"96000","83.95328087852673","83.95328087852673","83.95328087852673","100.18397362904823","100.18397362904823","100.18397362904823","51.84618235145433","51.84618235145433","51.84618235145433","47.2941116840277","47.2941116840277","47.2941116840277"
"97000","86.45245341697749","86.45245341697749","86.45245341697749","100.65229752374395","100.65229752374395","100.65229752374395","49.9398527254309","49.9398527254309","49.9398527254309","43.738676022284324","43.738676022284324","43.738676022284324"
"98000","71.37903435136452","71.37903435136452","71.37903435136452","100.27389978459884","100.27389978459884","100.27389978459884","63.495537385133794","63.495537385133794","63.495537385133794","48.346613707078276","48.346613707078276","48.346613707078276"
"99000","100.38737842201661","100.38737842201661","100.38737842201661","99.94154858924796","99.94154858924796","99.94154858924796","63.511210829160625","63.511210829160625","63.511210829160625","43.01850873859124","43.01850873859124","43.01850873859124"
"100000","89.12308997884094","89.12308997884094","89.12308997884094","74.22834246369008","74.22834246369008","74.22834246369008","43.31447458088883","43.31447458088883","43.31447458088883","42.638608399823234","42.638608399823234","42.638608399823234"
"101000","100.23135241927868","100.23135241927868","100.23135241927868","100.5001357323269","100.5001357323269","100.5001357323269","87.15676721474208","87.15676721474208","87.15676721474208","46.02286889824734","46.02286889824734","46.02286889824734"
"102000","87.06661193280829","87.06661193280829","87.06661193280829","100.81992891358591","100.81992891358591","100.81992891358591","55.37078927903504","55.37078927903504","55.37078927903504","46.00119008172322","46.00119008172322","46.00119008172322"
"103000","85.35809889208657","85.35809889208657","85.35809889208657","97.66970533558343","97.66970533558343","97.66970533558343","28.716315232407037","28.716315232407037","28.716315232407037","62.63304892867263","62.63304892867263","62.63304892867263"
"104000","97.22036505900077","97.22036505900077","97.22036505900077","100.76105522601542","100.76105522601542","100.76105522601542","57.789445585804124","57.789445585804124","57.789445585804124","51.59343201872315","51.59343201872315","51.59343201872315"
"105000","100.67124701486279","100.67124701486279","100.67124701486279","100.7671307061476","100.7671307061476","100.7671307061476","61.95001849535333","61.95001849535333","61.95001849535333","56.25043981291997","56.25043981291997","56.25043981291997"
"106000","101.00192440521229","101.00192440521229","101.00192440521229","100.3973307899897","100.3973307899897","100.3973307899897","55.33716220348052","55.33716220348052","55.33716220348052","47.171512602907875","47.171512602907875","47.171512602907875"
"107000","91.40828978512656","91.40828978512656","91.40828978512656","99.94894602668806","99.94894602668806","99.94894602668806","60.4926072854253","60.4926072854253","60.4926072854253","34.15110004703674","34.15110004703674","34.15110004703674"
"108000","101.63762748584146","101.63762748584146","101.63762748584146","100.6748147250643","100.6748147250643","100.6748147250643","53.07756408479678","53.07756408479678","53.07756408479678","45.38057264299038","45.38057264299038","45.38057264299038"
"109000","100.62405422010097","100.62405422010097","100.62405422010097","100.68076853976989","100.68076853976989","100.68076853976989","63.8643881557415","63.8643881557415","63.8643881557415","45.28700675039031","45.28700675039031","45.28700675039031"
"110000","100.5390059251841","100.5390059251841","100.5390059251841","100.65799644292007","100.65799644292007","100.65799644292007","87.78263319542222","87.78263319542222","87.78263319542222","46.05308694369502","46.05308694369502","46.05308694369502"
"111000","101.71411168868102","101.71411168868102","101.71411168868102","100.78190560746056","100.78190560746056","100.78190560746056","79.23631082508761","79.23631082508761","79.23631082508761","51.67589588895719","51.67589588895719","51.67589588895719"
"112000","100.53389574841603","100.53389574841603","100.53389574841603","100.88039025784816","100.88039025784816","100.88039025784816","58.59078189297018","58.59078189297018","58.59078189297018","51.470315217662765","51.470315217662765","51.470315217662765"
"113000","96.32916190941673","96.32916190941673","96.32916190941673","100.84435832744416","100.84435832744416","100.84435832744416","70.18934823860909","70.18934823860909","70.18934823860909","44.55673931866033","44.55673931866033","44.55673931866033"
"114000","100.67245256303343","100.67245256303343","100.67245256303343","100.32852453633687","100.32852453633687","100.32852453633687","100.9159562791233","100.9159562791233","100.9159562791233","52.45529316241272","52.45529316241272","52.45529316241272"
"115000","101.4665636788249","101.4665636788249","101.4665636788249","100.88959664981354","100.88959664981354","100.88959664981354","48.88009600414006","48.88009600414006","48.88009600414006","45.95290419789882","45.95290419789882","45.95290419789882"
"116000","101.49825404481246","101.49825404481246","101.49825404481246","100.14780397632525","100.14780397632525","100.14780397632525","58.55155668843891","58.55155668843891","58.55155668843891","58.801880439271855","58.801880439271855","58.801880439271855"
"117000","76.68794731354436","76.68794731354436","76.68794731354436","91.94032444410976","91.94032444410976","91.94032444410976","77.94521119844269","77.94521119844269","77.94521119844269","60.60523313588016","60.60523313588016","60.60523313588016"
"118000","100.75234395361197","100.75234395361197","100.75234395361197","100.3544073697823","100.3544073697823","100.3544073697823","101.83423082973972","101.83423082973972","101.83423082973972","47.61951872049188","47.61951872049188","47.61951872049188"
"119000","92.15900437191357","92.15900437191357","92.15900437191357","81.51131574894586","81.51131574894586","81.51131574894586","53.08641796715653","53.08641796715653","53.08641796715653","54.708940516817925","54.708940516817925","54.708940516817925"
"120000","100.53617540182888","100.53617540182888","100.53617540182888","100.5274471498964","100.5274471498964","100.5274471498964","71.0297202586791","71.0297202586791","71.0297202586791","63.83938899365056","63.83938899365056","63.83938899365056"
"121000","100.27519717967044","100.27519717967044","100.27519717967044","100.60478469418","100.60478469418","100.60478469418","94.12704457474334","94.12704457474334","94.12704457474334","52.870696381135055","52.870696381135055","52.870696381135055"
