"Step","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score__MIN","Prod-TD3-BC-hopper-medium-v2-d61c0710 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainAC10k-hopper-medium-v2-84598b88 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainBC10k-hopper-medium-v2-95dda9f2 - d4rl_normalized_score__MAX","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha10-noLN-hopper-medium-v2-139e30e6 - d4rl_normalized_score__MAX"
"122000","79.29149700431365","79.29149700431365","79.29149700431365","60.14146031563868","60.14146031563868","60.14146031563868","64.00325508244592","64.00325508244592","64.00325508244592","61.455165894973206","61.455165894973206","61.455165894973206"
"123000","100.4587481215395","100.4587481215395","100.4587481215395","100.2690066128612","100.2690066128612","100.2690066128612","100.38722119199362","100.38722119199362","100.38722119199362","48.55817375225553","48.55817375225553","48.55817375225553"
"124000","100.10508406048075","100.10508406048075","100.10508406048075","99.85759332929405","99.85759332929405","99.85759332929405","100.00580279250681","100.00580279250681","100.00580279250681","53.46565972646044","53.46565972646044","53.46565972646044"
"125000","100.45123954473209","100.45123954473209","100.45123954473209","100.71216293543208","100.71216293543208","100.71216293543208","92.26414474157552","92.26414474157552","92.26414474157552","58.445183037799254","58.445183037799254","58.445183037799254"
"126000","100.76684969057685","100.76684969057685","100.76684969057685","100.54571771615595","100.54571771615595","100.54571771615595","101.0822507179173","101.0822507179173","101.0822507179173","80.11950323859206","80.11950323859206","80.11950323859206"
"127000","91.50538683713549","91.50538683713549","91.50538683713549","100.26932214783749","100.26932214783749","100.26932214783749","101.73882760864903","101.73882760864903","101.73882760864903","55.56868948887613","55.56868948887613","55.56868948887613"
"128000","77.64580827254656","77.64580827254656","77.64580827254656","95.54532524406254","95.54532524406254","95.54532524406254","84.77575053947118","84.77575053947118","84.77575053947118","68.26352811844232","68.26352811844232","68.26352811844232"
"129000","101.35866985690627","101.35866985690627","101.35866985690627","100.67772546447189","100.67772546447189","100.67772546447189","98.81517035492323","98.81517035492323","98.81517035492323","64.75684209511104","64.75684209511104","64.75684209511104"
"130000","75.22348002336953","75.22348002336953","75.22348002336953","100.50501696395872","100.50501696395872","100.50501696395872","73.65859049633171","73.65859049633171","73.65859049633171","77.66987607217229","77.66987607217229","77.66987607217229"
"131000","101.26297848168552","101.26297848168552","101.26297848168552","100.75641259450545","100.75641259450545","100.75641259450545","101.71934299069889","101.71934299069889","101.71934299069889","59.55498321406897","59.55498321406897","59.55498321406897"
"132000","100.45360172927573","100.45360172927573","100.45360172927573","100.42672339402682","100.42672339402682","100.42672339402682","100.86680217190495","100.86680217190495","100.86680217190495","72.8188961844667","72.8188961844667","72.8188961844667"
"133000","100.5197878367798","100.5197878367798","100.5197878367798","100.6501975957275","100.6501975957275","100.6501975957275","100.87549989954208","100.87549989954208","100.87549989954208","71.92292662150341","71.92292662150341","71.92292662150341"
"134000","101.17336900774087","101.17336900774087","101.17336900774087","100.98568362456027","100.98568362456027","100.98568362456027","102.1390028472866","102.1390028472866","102.1390028472866","67.38957566707727","67.38957566707727","67.38957566707727"
"135000","101.79394282816374","101.79394282816374","101.79394282816374","101.46141178917661","101.46141178917661","101.46141178917661","101.03966150241473","101.03966150241473","101.03966150241473","56.15622106092238","56.15622106092238","56.15622106092238"
"136000","100.74720600161977","100.74720600161977","100.74720600161977","100.35225183982173","100.35225183982173","100.35225183982173","100.27197232692278","100.27197232692278","100.27197232692278","65.91811401522824","65.91811401522824","65.91811401522824"
"137000","93.34090125523609","93.34090125523609","93.34090125523609","87.59461701168881","87.59461701168881","87.59461701168881","87.93831554663831","87.93831554663831","87.93831554663831","60.25090382499568","60.25090382499568","60.25090382499568"
"138000","101.012249544795","101.012249544795","101.012249544795","100.68874878373863","100.68874878373863","100.68874878373863","100.39013711502416","100.39013711502416","100.39013711502416","78.70494950646703","78.70494950646703","78.70494950646703"
"139000","101.15549132560405","101.15549132560405","101.15549132560405","100.84699095875764","100.84699095875764","100.84699095875764","100.8433516455197","100.8433516455197","100.8433516455197","76.75896811543267","76.75896811543267","76.75896811543267"
"140000","93.13533450076535","93.13533450076535","93.13533450076535","100.63348605508725","100.63348605508725","100.63348605508725","100.86403227857357","100.86403227857357","100.86403227857357","59.8135086380558","59.8135086380558","59.8135086380558"
"141000","96.59945232219572","96.59945232219572","96.59945232219572","101.07595224857724","101.07595224857724","101.07595224857724","101.33292137856758","101.33292137856758","101.33292137856758","53.603966933106264","53.603966933106264","53.603966933106264"
"142000","101.26698030908572","101.26698030908572","101.26698030908572","101.0826380052171","101.0826380052171","101.0826380052171","100.78106056040401","100.78106056040401","100.78106056040401","76.17540063651224","76.17540063651224","76.17540063651224"
"143000","100.33810990249958","100.33810990249958","100.33810990249958","99.47228281751936","99.47228281751936","99.47228281751936","100.40264274085644","100.40264274085644","100.40264274085644","69.61482050054606","69.61482050054606","69.61482050054606"
"144000","101.30626399983127","101.30626399983127","101.30626399983127","100.923311587927","100.923311587927","100.923311587927","100.75757020394929","100.75757020394929","100.75757020394929","69.52635569130321","69.52635569130321","69.52635569130321"
"145000","100.76197009519068","100.76197009519068","100.76197009519068","100.63259760440704","100.63259760440704","100.63259760440704","99.13087115793877","99.13087115793877","99.13087115793877","65.3439481240389","65.3439481240389","65.3439481240389"
"146000","100.48585933229622","100.48585933229622","100.48585933229622","100.48792149005578","100.48792149005578","100.48792149005578","100.36412222020434","100.36412222020434","100.36412222020434","78.02475259980315","78.02475259980315","78.02475259980315"
"147000","101.24756910686914","101.24756910686914","101.24756910686914","101.02969394472692","101.02969394472692","101.02969394472692","101.11262556958567","101.11262556958567","101.11262556958567","55.82753699914289","55.82753699914289","55.82753699914289"
"148000","98.0506489797632","98.0506489797632","98.0506489797632","101.07907965730298","101.07907965730298","101.07907965730298","101.50669841206728","101.50669841206728","101.50669841206728","61.76570647342453","61.76570647342453","61.76570647342453"
"149000","100.20044590087042","100.20044590087042","100.20044590087042","100.48022188761783","100.48022188761783","100.48022188761783","100.2444006485699","100.2444006485699","100.2444006485699","70.17872792933885","70.17872792933885","70.17872792933885"
"150000","100.97936721520566","100.97936721520566","100.97936721520566","101.41076528265849","101.41076528265849","101.41076528265849","101.65413224294247","101.65413224294247","101.65413224294247","68.40467423500928","68.40467423500928","68.40467423500928"
"151000","101.00585619776842","101.00585619776842","101.00585619776842","100.35876183656929","100.35876183656929","100.35876183656929","101.00132318635791","101.00132318635791","101.00132318635791","74.01046648116092","74.01046648116092","74.01046648116092"
"152000","100.62915706841389","100.62915706841389","100.62915706841389","101.07089307732365","101.07089307732365","101.07089307732365","101.16678440138568","101.16678440138568","101.16678440138568","57.10535800883034","57.10535800883034","57.10535800883034"
"153000","96.45177748607938","96.45177748607938","96.45177748607938","93.52636849443768","93.52636849443768","93.52636849443768","100.43852104265034","100.43852104265034","100.43852104265034","54.50340546708487","54.50340546708487","54.50340546708487"
"154000","97.71461999535556","97.71461999535556","97.71461999535556","101.17561866854274","101.17561866854274","101.17561866854274","101.38076114996","101.38076114996","101.38076114996","52.47695056258086","52.47695056258086","52.47695056258086"
"155000","101.95113157809428","101.95113157809428","101.95113157809428","101.83887395362525","101.83887395362525","101.83887395362525","101.68331030838466","101.68331030838466","101.68331030838466","60.55070787817288","60.55070787817288","60.55070787817288"
"156000","101.05333858143968","101.05333858143968","101.05333858143968","101.24251489106533","101.24251489106533","101.24251489106533","101.03717456476646","101.03717456476646","101.03717456476646","68.67780415103515","68.67780415103515","68.67780415103515"
"157000","101.04244633450745","101.04244633450745","101.04244633450745","100.22634902392376","100.22634902392376","100.22634902392376","100.79122412419824","100.79122412419824","100.79122412419824","60.53216137523905","60.53216137523905","60.53216137523905"
"158000","97.46710484241616","97.46710484241616","97.46710484241616","100.54730253282196","100.54730253282196","100.54730253282196","100.41338455765568","100.41338455765568","100.41338455765568","63.25872556768913","63.25872556768913","63.25872556768913"
"159000","100.7079624140913","100.7079624140913","100.7079624140913","100.53194248195145","100.53194248195145","100.53194248195145","100.8401914380723","100.8401914380723","100.8401914380723","49.134958891613245","49.134958891613245","49.134958891613245"
"160000","100.65254973409716","100.65254973409716","100.65254973409716","100.53874412523211","100.53874412523211","100.53874412523211","100.52611328849798","100.52611328849798","100.52611328849798","47.92085258402078","47.92085258402078","47.92085258402078"
"161000","100.82949321568226","100.82949321568226","100.82949321568226","101.41289677780725","101.41289677780725","101.41289677780725","101.35091458518805","101.35091458518805","101.35091458518805","79.04659243767162","79.04659243767162","79.04659243767162"
"162000","97.15107373235166","97.15107373235166","97.15107373235166","101.22727125888188","101.22727125888188","101.22727125888188","101.03102828899246","101.03102828899246","101.03102828899246","67.85937146501362","67.85937146501362","67.85937146501362"
"163000","101.12666134423584","101.12666134423584","101.12666134423584","100.9391055876716","100.9391055876716","100.9391055876716","101.42444346183753","101.42444346183753","101.42444346183753","49.027443064525606","49.027443064525606","49.027443064525606"
"164000","100.61907093915816","100.61907093915816","100.61907093915816","100.69350455049513","100.69350455049513","100.69350455049513","95.47988410349888","95.47988410349888","95.47988410349888","80.36772182635576","80.36772182635576","80.36772182635576"
"165000","73.24194422427828","73.24194422427828","73.24194422427828","97.47209376165526","97.47209376165526","97.47209376165526","56.96792481463445","56.96792481463445","56.96792481463445","59.38725028259013","59.38725028259013","59.38725028259013"
"166000","98.92536237071425","98.92536237071425","98.92536237071425","101.09799120265035","101.09799120265035","101.09799120265035","100.87378079720366","100.87378079720366","100.87378079720366","82.42124879504004","82.42124879504004","82.42124879504004"
"167000","101.07067921230144","101.07067921230144","101.07067921230144","101.0361747751079","101.0361747751079","101.0361747751079","101.1438049086072","101.1438049086072","101.1438049086072","81.02896674635495","81.02896674635495","81.02896674635495"
"168000","100.65332495148634","100.65332495148634","100.65332495148634","101.07887496076305","101.07887496076305","101.07887496076305","100.76963381800769","100.76963381800769","100.76963381800769","88.93154736406949","88.93154736406949","88.93154736406949"
"169000","100.83885688699792","100.83885688699792","100.83885688699792","101.0474471686633","101.0474471686633","101.0474471686633","101.76457874077127","101.76457874077127","101.76457874077127","68.9448975625921","68.9448975625921","68.9448975625921"
"170000","100.77057571124146","100.77057571124146","100.77057571124146","100.58403069667867","100.58403069667867","100.58403069667867","100.66215369544544","100.66215369544544","100.66215369544544","58.904497649225426","58.904497649225426","58.904497649225426"
"171000","100.41715386945984","100.41715386945984","100.41715386945984","100.47767752882268","100.47767752882268","100.47767752882268","100.2757670044049","100.2757670044049","100.2757670044049","68.25899751704854","68.25899751704854","68.25899751704854"
"172000","101.42950629450564","101.42950629450564","101.42950629450564","90.98416385058529","90.98416385058529","90.98416385058529","93.47400017469077","93.47400017469077","93.47400017469077","58.90489637143851","58.90489637143851","58.90489637143851"
"173000","100.22964658928011","100.22964658928011","100.22964658928011","100.29764132891641","100.29764132891641","100.29764132891641","100.34918397369256","100.34918397369256","100.34918397369256","98.93271312963205","98.93271312963205","98.93271312963205"
"174000","100.58603644344328","100.58603644344328","100.58603644344328","100.57200491594106","100.57200491594106","100.57200491594106","101.19928290493283","101.19928290493283","101.19928290493283","54.90757970315511","54.90757970315511","54.90757970315511"
"175000","51.46133773567482","51.46133773567482","51.46133773567482","71.77799901998846","71.77799901998846","71.77799901998846","88.53459598242802","88.53459598242802","88.53459598242802","56.51225854128702","56.51225854128702","56.51225854128702"
"176000","99.9789973151344","99.9789973151344","99.9789973151344","101.01064295342606","101.01064295342606","101.01064295342606","101.18322174149176","101.18322174149176","101.18322174149176","58.27846298072363","58.27846298072363","58.27846298072363"
"177000","101.64550273818816","101.64550273818816","101.64550273818816","101.1961610350914","101.1961610350914","101.1961610350914","101.33494064253739","101.33494064253739","101.33494064253739","73.55011136010373","73.55011136010373","73.55011136010373"
"178000","68.12120609326317","68.12120609326317","68.12120609326317","100.09166370054483","100.09166370054483","100.09166370054483","95.49135102995191","95.49135102995191","95.49135102995191","60.37705844511263","60.37705844511263","60.37705844511263"
"179000","97.12634713803145","97.12634713803145","97.12634713803145","100.97305929459577","100.97305929459577","100.97305929459577","101.2323466056453","101.2323466056453","101.2323466056453","76.1299447964199","76.1299447964199","76.1299447964199"
"180000","101.17537016308194","101.17537016308194","101.17537016308194","101.25621556096576","101.25621556096576","101.25621556096576","100.93828337033469","100.93828337033469","100.93828337033469","85.92600832340581","85.92600832340581","85.92600832340581"
"181000","100.77674285392703","100.77674285392703","100.77674285392703","101.14667783472684","101.14667783472684","101.14667783472684","101.21792364099733","101.21792364099733","101.21792364099733","77.7523695944287","77.7523695944287","77.7523695944287"
"182000","84.61994084262308","84.61994084262308","84.61994084262308","101.0918383792237","101.0918383792237","101.0918383792237","92.3265119643358","92.3265119643358","92.3265119643358","90.82675378998117","90.82675378998117","90.82675378998117"
"183000","94.53899527608581","94.53899527608581","94.53899527608581","100.73073995572186","100.73073995572186","100.73073995572186","101.01372672930023","101.01372672930023","101.01372672930023","68.64328683959256","68.64328683959256","68.64328683959256"
"184000","95.78493507133071","95.78493507133071","95.78493507133071","101.18044895802542","101.18044895802542","101.18044895802542","101.1166515502961","101.1166515502961","101.1166515502961","62.155864340017295","62.155864340017295","62.155864340017295"
"185000","101.63633250527768","101.63633250527768","101.63633250527768","100.92745529318906","100.92745529318906","100.92745529318906","101.0377166242822","101.0377166242822","101.0377166242822","86.33258999813755","86.33258999813755","86.33258999813755"
"186000","100.67291731550993","100.67291731550993","100.67291731550993","100.73261274156016","100.73261274156016","100.73261274156016","100.7662612233617","100.7662612233617","100.7662612233617","62.26631888106453","62.26631888106453","62.26631888106453"
"187000","101.22980041762031","101.22980041762031","101.22980041762031","101.3411175330674","101.3411175330674","101.3411175330674","101.44566933957296","101.44566933957296","101.44566933957296","84.21307965453148","84.21307965453148","84.21307965453148"
"188000","101.1538289102365","101.1538289102365","101.1538289102365","101.24519580450595","101.24519580450595","101.24519580450595","101.41478864813745","101.41478864813745","101.41478864813745","76.68712290429949","76.68712290429949","76.68712290429949"
"189000","100.87976073887039","100.87976073887039","100.87976073887039","100.66085427189219","100.66085427189219","100.66085427189219","101.02039756240002","101.02039756240002","101.02039756240002","80.2279463711456","80.2279463711456","80.2279463711456"
"190000","90.71778671124358","90.71778671124358","90.71778671124358","100.74516006358219","100.74516006358219","100.74516006358219","86.69064521330084","86.69064521330084","86.69064521330084","92.13319445375723","92.13319445375723","92.13319445375723"
"191000","100.95113117021586","100.95113117021586","100.95113117021586","101.06813432891512","101.06813432891512","101.06813432891512","101.28671508033322","101.28671508033322","101.28671508033322","84.42012184037739","84.42012184037739","84.42012184037739"
"192000","100.91096638643214","100.91096638643214","100.91096638643214","100.60257443415259","100.60257443415259","100.60257443415259","100.6492192037004","100.6492192037004","100.6492192037004","72.26449391020745","72.26449391020745","72.26449391020745"
"193000","100.74761587895928","100.74761587895928","100.74761587895928","101.0593705909332","101.0593705909332","101.0593705909332","100.28663292337092","100.28663292337092","100.28663292337092","82.18956409588931","82.18956409588931","82.18956409588931"
"194000","91.12906463359684","91.12906463359684","91.12906463359684","100.73927125258824","100.73927125258824","100.73927125258824","97.9541119707946","97.9541119707946","97.9541119707946","78.99620975404126","78.99620975404126","78.99620975404126"
"195000","100.31487609120828","100.31487609120828","100.31487609120828","100.16351766623937","100.16351766623937","100.16351766623937","100.44144858002495","100.44144858002495","100.44144858002495","69.84349188952756","69.84349188952756","69.84349188952756"
"196000","100.46436974969151","100.46436974969151","100.46436974969151","100.29941599481371","100.29941599481371","100.29941599481371","100.39101212760553","100.39101212760553","100.39101212760553","76.10906884423879","76.10906884423879","76.10906884423879"
"197000","100.76360401569933","100.76360401569933","100.76360401569933","100.66268288101752","100.66268288101752","100.66268288101752","100.65018109590554","100.65018109590554","100.65018109590554","74.76622062374472","74.76622062374472","74.76622062374472"
"198000","97.57597217301914","97.57597217301914","97.57597217301914","100.97855493294026","100.97855493294026","100.97855493294026","101.16094111412674","101.16094111412674","101.16094111412674","83.1424369232501","83.1424369232501","83.1424369232501"
"199000","89.2963700534556","89.2963700534556","89.2963700534556","97.97783941381734","97.97783941381734","97.97783941381734","92.97236992524948","92.97236992524948","92.97236992524948","52.45518053805919","52.45518053805919","52.45518053805919"
"200000","101.0939285919545","101.0939285919545","101.0939285919545","101.22097401584253","101.22097401584253","101.22097401584253","101.26327467691736","101.26327467691736","101.26327467691736","67.17206290325271","67.17206290325271","67.17206290325271"
"201000","100.48952800681474","100.48952800681474","100.48952800681474","100.763064578969","100.763064578969","100.763064578969","100.8217572656994","100.8217572656994","100.8217572656994","67.44892903344302","67.44892903344302","67.44892903344302"
"202000","100.37972004974986","100.37972004974986","100.37972004974986","100.51299047403275","100.51299047403275","100.51299047403275","100.43132005215026","100.43132005215026","100.43132005215026","71.7996035042967","71.7996035042967","71.7996035042967"
"203000","100.13226127158698","100.13226127158698","100.13226127158698","100.1165671085996","100.1165671085996","100.1165671085996","100.33219321370315","100.33219321370315","100.33219321370315","69.87141743033244","69.87141743033244","69.87141743033244"
"204000","97.85996761667009","97.85996761667009","97.85996761667009","101.53374436554807","101.53374436554807","101.53374436554807","101.2982385669486","101.2982385669486","101.2982385669486","83.21880405018992","83.21880405018992","83.21880405018992"
"205000","100.62586775464854","100.62586775464854","100.62586775464854","101.14173132688352","101.14173132688352","101.14173132688352","101.09996247121144","101.09996247121144","101.09996247121144","70.6718007304558","70.6718007304558","70.6718007304558"
"206000","88.82407783439682","88.82407783439682","88.82407783439682","95.01814797730053","95.01814797730053","95.01814797730053","99.11430734472488","99.11430734472488","99.11430734472488","94.98236450053078","94.98236450053078","94.98236450053078"
"207000","101.026856025841","101.026856025841","101.026856025841","100.85870687640237","100.85870687640237","100.85870687640237","100.94114205930175","100.94114205930175","100.94114205930175","58.042042404887596","58.042042404887596","58.042042404887596"
"208000","100.89140900541298","100.89140900541298","100.89140900541298","101.07361943815327","101.07361943815327","101.07361943815327","95.58785822458312","95.58785822458312","95.58785822458312","88.05854978220447","88.05854978220447","88.05854978220447"
"209000","101.16885565011158","101.16885565011158","101.16885565011158","100.79191310577112","100.79191310577112","100.79191310577112","101.07065007423819","101.07065007423819","101.07065007423819","67.81551919599679","67.81551919599679","67.81551919599679"
"210000","100.8890048362189","100.8890048362189","100.8890048362189","101.39096989542008","101.39096989542008","101.39096989542008","101.25006380060373","101.25006380060373","101.25006380060373","88.807069867602","88.807069867602","88.807069867602"
"211000","100.37943283753077","100.37943283753077","100.37943283753077","101.04447097213229","101.04447097213229","101.04447097213229","98.1626011006175","98.1626011006175","98.1626011006175","72.25599308204961","72.25599308204961","72.25599308204961"
"212000","93.9615947802159","93.9615947802159","93.9615947802159","100.6855483684663","100.6855483684663","100.6855483684663","89.51588717122029","89.51588717122029","89.51588717122029","94.80406935620681","94.80406935620681","94.80406935620681"
"213000","100.59381058658549","100.59381058658549","100.59381058658549","100.62796761629178","100.62796761629178","100.62796761629178","100.26737545433444","100.26737545433444","100.26737545433444","79.77194108896092","79.77194108896092","79.77194108896092"
"214000","100.89390813081016","100.89390813081016","100.89390813081016","97.56434186559926","97.56434186559926","97.56434186559926","100.97656177418921","100.97656177418921","100.97656177418921","70.33822260333457","70.33822260333457","70.33822260333457"
"215000","94.08560418739454","94.08560418739454","94.08560418739454","101.27206743665114","101.27206743665114","101.27206743665114","97.64267684903413","97.64267684903413","97.64267684903413","83.1440833050006","83.1440833050006","83.1440833050006"
"216000","100.53918914312108","100.53918914312108","100.53918914312108","100.63043378742343","100.63043378742343","100.63043378742343","101.34590119385638","101.34590119385638","101.34590119385638","62.26892078067725","62.26892078067725","62.26892078067725"
"217000","93.74511959905047","93.74511959905047","93.74511959905047","100.55251951167632","100.55251951167632","100.55251951167632","100.98514469455931","100.98514469455931","100.98514469455931","84.73595495932483","84.73595495932483","84.73595495932483"
"218000","101.02542420167238","101.02542420167238","101.02542420167238","101.09532213724994","101.09532213724994","101.09532213724994","100.58364698950362","100.58364698950362","100.58364698950362","69.2061553925877","69.2061553925877","69.2061553925877"
"219000","101.05746108100719","101.05746108100719","101.05746108100719","101.08120435573613","101.08120435573613","101.08120435573613","86.38930590688439","86.38930590688439","86.38930590688439","70.32360720612428","70.32360720612428","70.32360720612428"
"220000","99.06119314740572","99.06119314740572","99.06119314740572","100.85169436369164","100.85169436369164","100.85169436369164","90.80910462283408","90.80910462283408","90.80910462283408","86.69642128546975","86.69642128546975","86.69642128546975"
"221000","100.552093451917","100.552093451917","100.552093451917","100.72844238976775","100.72844238976775","100.72844238976775","98.50047441368558","98.50047441368558","98.50047441368558","64.08080907849775","64.08080907849775","64.08080907849775"
"222000","100.74510145841724","100.74510145841724","100.74510145841724","101.10255838086033","101.10255838086033","101.10255838086033","100.26021834390315","100.26021834390315","100.26021834390315","80.6336083721918","80.6336083721918","80.6336083721918"
"223000","101.42889803285948","101.42889803285948","101.42889803285948","101.3691200195334","101.3691200195334","101.3691200195334","101.21397278738033","101.21397278738033","101.21397278738033","69.43762046476192","69.43762046476192","69.43762046476192"
"224000","101.29808795992989","101.29808795992989","101.29808795992989","98.65716516853735","98.65716516853735","98.65716516853735","100.66808255667175","100.66808255667175","100.66808255667175","80.72468792236329","80.72468792236329","80.72468792236329"
"225000","101.14393222929543","101.14393222929543","101.14393222929543","100.80849440309831","100.80849440309831","100.80849440309831","100.93381154635217","100.93381154635217","100.93381154635217","76.8645848703405","76.8645848703405","76.8645848703405"
"226000","100.77427075238947","100.77427075238947","100.77427075238947","100.80260514532486","100.80260514532486","100.80260514532486","100.86259058571689","100.86259058571689","100.86259058571689","78.99826548574912","78.99826548574912","78.99826548574912"
"227000","100.83859679563724","100.83859679563724","100.83859679563724","100.75945121222504","100.75945121222504","100.75945121222504","99.42621332753845","99.42621332753845","99.42621332753845","72.40934488728998","72.40934488728998","72.40934488728998"
"228000","100.783061573569","100.783061573569","100.783061573569","100.92196721528457","100.92196721528457","100.92196721528457","101.05035348076399","101.05035348076399","101.05035348076399","64.4959932848748","64.4959932848748","64.4959932848748"
"229000","98.36154002640109","98.36154002640109","98.36154002640109","100.9252880396455","100.9252880396455","100.9252880396455","99.18448677761894","99.18448677761894","99.18448677761894","64.55986006420328","64.55986006420328","64.55986006420328"
"230000","101.12090908114475","101.12090908114475","101.12090908114475","101.08388624686823","101.08388624686823","101.08388624686823","93.35690161962658","93.35690161962658","93.35690161962658","63.18003235251381","63.18003235251381","63.18003235251381"
"231000","100.8330521000972","100.8330521000972","100.8330521000972","101.03110893437317","101.03110893437317","101.03110893437317","100.69679282365054","100.69679282365054","100.69679282365054","85.18053159259861","85.18053159259861","85.18053159259861"
"232000","101.09068358265525","101.09068358265525","101.09068358265525","100.74842121425753","100.74842121425753","100.74842121425753","100.78997398867942","100.78997398867942","100.78997398867942","86.4595279679298","86.4595279679298","86.4595279679298"
"233000","94.5699691653226","94.5699691653226","94.5699691653226","100.4765258528973","100.4765258528973","100.4765258528973","97.43895338665276","97.43895338665276","97.43895338665276","91.30039356002213","91.30039356002213","91.30039356002213"
"234000","97.35771727351083","97.35771727351083","97.35771727351083","99.31589464374515","99.31589464374515","99.31589464374515","97.28815604511539","97.28815604511539","97.28815604511539","60.58440245328525","60.58440245328525","60.58440245328525"
"235000","96.65350556649099","96.65350556649099","96.65350556649099","100.64048258575413","100.64048258575413","100.64048258575413","74.91534126903001","74.91534126903001","74.91534126903001","76.1712555044669","76.1712555044669","76.1712555044669"
"236000","98.46133322862738","98.46133322862738","98.46133322862738","101.23083291248255","101.23083291248255","101.23083291248255","100.86846223047388","100.86846223047388","100.86846223047388","54.13643119391188","54.13643119391188","54.13643119391188"
"237000","101.10413563114126","101.10413563114126","101.10413563114126","100.97918416730418","100.97918416730418","100.97918416730418","93.0371840450843","93.0371840450843","93.0371840450843","65.1385127985856","65.1385127985856","65.1385127985856"
"238000","100.69731738076551","100.69731738076551","100.69731738076551","100.94006192274705","100.94006192274705","100.94006192274705","101.07858501301989","101.07858501301989","101.07858501301989","93.20515434811605","93.20515434811605","93.20515434811605"
"239000","95.10044266210926","95.10044266210926","95.10044266210926","101.0538345116524","101.0538345116524","101.0538345116524","86.91129666177724","86.91129666177724","86.91129666177724","59.613092459189275","59.613092459189275","59.613092459189275"
"240000","100.93783293025137","100.93783293025137","100.93783293025137","101.31059094197634","101.31059094197634","101.31059094197634","97.99791115884567","97.99791115884567","97.99791115884567","56.91116465120363","56.91116465120363","56.91116465120363"
"241000","97.88898655076524","97.88898655076524","97.88898655076524","101.06962200125929","101.06962200125929","101.06962200125929","67.23842042849711","67.23842042849711","67.23842042849711","73.22306301987292","73.22306301987292","73.22306301987292"
"242000","95.98649736154408","95.98649736154408","95.98649736154408","97.25885772348519","97.25885772348519","97.25885772348519","80.50385275847711","80.50385275847711","80.50385275847711","82.61456211430657","82.61456211430657","82.61456211430657"
"243000","100.97120588929297","100.97120588929297","100.97120588929297","101.03963461059622","101.03963461059622","101.03963461059622","95.27197214351628","95.27197214351628","95.27197214351628","76.12834547919252","76.12834547919252","76.12834547919252"
"244000","101.25958027841034","101.25958027841034","101.25958027841034","100.96407361094897","100.96407361094897","100.96407361094897","100.63542489580637","100.63542489580637","100.63542489580637","80.45039374729708","80.45039374729708","80.45039374729708"
"245000","100.33479386423261","100.33479386423261","100.33479386423261","99.76240444125223","99.76240444125223","99.76240444125223","100.33511260419729","100.33511260419729","100.33511260419729","71.76938458217245","71.76938458217245","71.76938458217245"
"246000","100.29048497989245","100.29048497989245","100.29048497989245","100.24427712498918","100.24427712498918","100.24427712498918","100.44359309014229","100.44359309014229","100.44359309014229","61.15151815106725","61.15151815106725","61.15151815106725"
"247000","101.22671678631087","101.22671678631087","101.22671678631087","101.03481267142071","101.03481267142071","101.03481267142071","101.06720785000522","101.06720785000522","101.06720785000522","65.21341144446808","65.21341144446808","65.21341144446808"
"248000","101.12510645031043","101.12510645031043","101.12510645031043","101.07607767225592","101.07607767225592","101.07607767225592","100.27649578946026","100.27649578946026","100.27649578946026","51.59079838332682","51.59079838332682","51.59079838332682"
"249000","100.6465919702244","100.6465919702244","100.6465919702244","100.90397336408205","100.90397336408205","100.90397336408205","97.31530868903319","97.31530868903319","97.31530868903319","46.98948759329293","46.98948759329293","46.98948759329293"
"250000","100.96303327523171","100.96303327523171","100.96303327523171","101.06139077425973","101.06139077425973","101.06139077425973","100.98088419754949","100.98088419754949","100.98088419754949","79.01173981229154","79.01173981229154","79.01173981229154"
"251000","100.77666688475443","100.77666688475443","100.77666688475443","101.02072778856521","101.02072778856521","101.02072778856521","100.67740943885471","100.67740943885471","100.67740943885471","69.67437183682851","69.67437183682851","69.67437183682851"
"252000","96.93992126958877","96.93992126958877","96.93992126958877","100.68336252463155","100.68336252463155","100.68336252463155","67.09481915458507","67.09481915458507","67.09481915458507","70.51404019022209","70.51404019022209","70.51404019022209"
"253000","100.77042305336113","100.77042305336113","100.77042305336113","100.72677590504635","100.72677590504635","100.72677590504635","94.58345257004154","94.58345257004154","94.58345257004154","80.29630374908268","80.29630374908268","80.29630374908268"
"254000","101.15461636840844","101.15461636840844","101.15461636840844","101.10603200940224","101.10603200940224","101.10603200940224","100.93068593660138","100.93068593660138","100.93068593660138","59.549192347152825","59.549192347152825","59.549192347152825"
