"Step","Prod-TD3-BC-alpha5-noLN-walker2d-medium-v2-634b08d9 - d4rl_normalized_score","Prod-TD3-BC-alpha5-noLN-walker2d-medium-v2-634b08d9 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha5-noLN-walker2d-medium-v2-634b08d9 - d4rl_normalized_score__MAX","Prod-TD3-BC-alpha5-walker2d-medium-v2-8c373562 - d4rl_normalized_score","Prod-TD3-BC-alpha5-walker2d-medium-v2-8c373562 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha5-walker2d-medium-v2-8c373562 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainBC10k-alpha5-walker2d-medium-v2-114d8a5a - d4rl_normalized_score","Prod-TD3-BC-pretrainBC10k-alpha5-walker2d-medium-v2-114d8a5a - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainBC10k-alpha5-walker2d-medium-v2-114d8a5a - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainAC10k-alpha5--walker2d-medium-v2-2f4a305d - d4rl_normalized_score","Prod-TD3-BC-pretrainAC10k-alpha5--walker2d-medium-v2-2f4a305d - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainAC10k-alpha5--walker2d-medium-v2-2f4a305d - d4rl_normalized_score__MAX"
"117000","67.89612420757875","67.89612420757875","67.89612420757875","71.53039050231158","71.53039050231158","71.53039050231158","81.73509821842393","81.73509821842393","81.73509821842393","83.67010197511303","83.67010197511303","83.67010197511303"
"118000","57.68322382696671","57.68322382696671","57.68322382696671","82.37430143025018","82.37430143025018","82.37430143025018","80.922116824864","80.922116824864","80.922116824864","80.61589254254277","80.61589254254277","80.61589254254277"
"119000","78.13061077617415","78.13061077617415","78.13061077617415","83.21280017433189","83.21280017433189","83.21280017433189","80.31699745111223","80.31699745111223","80.31699745111223","84.18158793006334","84.18158793006334","84.18158793006334"
"120000","77.75923202094145","77.75923202094145","77.75923202094145","79.12830324980655","79.12830324980655","79.12830324980655","80.20964677761665","80.20964677761665","80.20964677761665","77.90645593161351","77.90645593161351","77.90645593161351"
"121000","79.21152594372217","79.21152594372217","79.21152594372217","82.34138676177591","82.34138676177591","82.34138676177591","84.08140680284157","84.08140680284157","84.08140680284157","85.16274420502661","85.16274420502661","85.16274420502661"
"122000","76.82168285148825","76.82168285148825","76.82168285148825","76.88009502490145","76.88009502490145","76.88009502490145","79.53751579422048","79.53751579422048","79.53751579422048","84.5881393519674","84.5881393519674","84.5881393519674"
"123000","72.07456939883984","72.07456939883984","72.07456939883984","86.80846928776515","86.80846928776515","86.80846928776515","85.36399523996083","85.36399523996083","85.36399523996083","85.69141924719005","85.69141924719005","85.69141924719005"
"124000","72.4772238962981","72.4772238962981","72.4772238962981","80.33095559395352","80.33095559395352","80.33095559395352","78.59732700812512","78.59732700812512","78.59732700812512","81.54447952987651","81.54447952987651","81.54447952987651"
"125000","74.41062998569198","74.41062998569198","74.41062998569198","86.10190779221195","86.10190779221195","86.10190779221195","78.37778903886098","78.37778903886098","78.37778903886098","75.69546989904667","75.69546989904667","75.69546989904667"
"126000","74.9326984388466","74.9326984388466","74.9326984388466","81.25053886450966","81.25053886450966","81.25053886450966","72.020449246122","72.020449246122","72.020449246122","84.92698854399772","84.92698854399772","84.92698854399772"
"127000","72.26777850748476","72.26777850748476","72.26777850748476","58.570350605134514","58.570350605134514","58.570350605134514","79.74654527712295","79.74654527712295","79.74654527712295","84.84040876500055","84.84040876500055","84.84040876500055"
"128000","77.2201570508186","77.2201570508186","77.2201570508186","80.67597407779665","80.67597407779665","80.67597407779665","82.52769477577522","82.52769477577522","82.52769477577522","82.42301246798337","82.42301246798337","82.42301246798337"
"129000","77.92099301096759","77.92099301096759","77.92099301096759","79.09563421864459","79.09563421864459","79.09563421864459","74.71044751709027","74.71044751709027","74.71044751709027","81.67241196136426","81.67241196136426","81.67241196136426"
"130000","75.07956227043756","75.07956227043756","75.07956227043756","84.88813529277746","84.88813529277746","84.88813529277746","73.98526948402278","73.98526948402278","73.98526948402278","82.01138594331763","82.01138594331763","82.01138594331763"
"131000","78.19603648863793","78.19603648863793","78.19603648863793","82.6522442461899","82.6522442461899","82.6522442461899","79.7316779774631","79.7316779774631","79.7316779774631","83.52114280248921","83.52114280248921","83.52114280248921"
"132000","78.60431697848982","78.60431697848982","78.60431697848982","84.4786351231673","84.4786351231673","84.4786351231673","77.62915098721905","77.62915098721905","77.62915098721905","84.37896100520882","84.37896100520882","84.37896100520882"
"133000","77.74308700787367","77.74308700787367","77.74308700787367","78.8629808446499","78.8629808446499","78.8629808446499","79.63948457712556","79.63948457712556","79.63948457712556","84.75025003779024","84.75025003779024","84.75025003779024"
"134000","73.53222416935131","73.53222416935131","73.53222416935131","80.5788685311486","80.5788685311486","80.5788685311486","73.79043045927519","73.79043045927519","73.79043045927519","83.05853303378096","83.05853303378096","83.05853303378096"
"135000","68.80633653303586","68.80633653303586","68.80633653303586","60.83852163437488","60.83852163437488","60.83852163437488","71.56702950042431","71.56702950042431","71.56702950042431","82.97892562901497","82.97892562901497","82.97892562901497"
"136000","67.51397430120937","67.51397430120937","67.51397430120937","83.40574343383857","83.40574343383857","83.40574343383857","75.66988724997286","75.66988724997286","75.66988724997286","85.57339260342846","85.57339260342846","85.57339260342846"
"137000","73.89433413384606","73.89433413384606","73.89433413384606","76.56427858923365","76.56427858923365","76.56427858923365","84.28628278332859","84.28628278332859","84.28628278332859","84.31267124749631","84.31267124749631","84.31267124749631"
"138000","76.00806246385697","76.00806246385697","76.00806246385697","69.45762082244309","69.45762082244309","69.45762082244309","76.69800931716392","76.69800931716392","76.69800931716392","81.64023385352003","81.64023385352003","81.64023385352003"
"139000","70.83846127389644","70.83846127389644","70.83846127389644","66.63372491038668","66.63372491038668","66.63372491038668","73.27094449994867","73.27094449994867","73.27094449994867","75.7322606258009","75.7322606258009","75.7322606258009"
"140000","77.71645092404405","77.71645092404405","77.71645092404405","85.81691768164863","85.81691768164863","85.81691768164863","82.35139219483982","82.35139219483982","82.35139219483982","85.54261771107845","85.54261771107845","85.54261771107845"
"141000","77.51372834688569","77.51372834688569","77.51372834688569","83.85499552245004","83.85499552245004","83.85499552245004","79.15618353672436","79.15618353672436","79.15618353672436","84.31223199003102","84.31223199003102","84.31223199003102"
"142000","74.67153469838443","74.67153469838443","74.67153469838443","82.83036432268923","82.83036432268923","82.83036432268923","76.81848421121845","76.81848421121845","76.81848421121845","85.36487184720465","85.36487184720465","85.36487184720465"
"143000","80.84018824413533","80.84018824413533","80.84018824413533","78.75171370106466","78.75171370106466","78.75171370106466","72.81373006641493","72.81373006641493","72.81373006641493","81.23555880032794","81.23555880032794","81.23555880032794"
"144000","76.67488810562749","76.67488810562749","76.67488810562749","81.8432366818709","81.8432366818709","81.8432366818709","77.49001763687978","77.49001763687978","77.49001763687978","84.35286045652227","84.35286045652227","84.35286045652227"
"145000","77.2953621819514","77.2953621819514","77.2953621819514","76.13715968929571","76.13715968929571","76.13715968929571","79.69488877152241","79.69488877152241","79.69488877152241","80.54457386159494","80.54457386159494","80.54457386159494"
"146000","70.44871734974045","70.44871734974045","70.44871734974045","81.98158070902053","81.98158070902053","81.98158070902053","72.0641781204056","72.0641781204056","72.0641781204056","72.79409416280524","72.79409416280524","72.79409416280524"
"147000","74.55120959937321","74.55120959937321","74.55120959937321","63.52065609300983","63.52065609300983","63.52065609300983","82.83583248687295","82.83583248687295","82.83583248687295","81.85921100848286","81.85921100848286","81.85921100848286"
"148000","76.87841628282872","76.87841628282872","76.87841628282872","60.007739071660474","60.007739071660474","60.007739071660474","75.64126406527406","75.64126406527406","75.64126406527406","76.48250364826426","76.48250364826426","76.48250364826426"
"149000","76.13963529480941","76.13963529480941","76.13963529480941","84.47119918747252","84.47119918747252","84.47119918747252","78.01086829143915","78.01086829143915","78.01086829143915","84.9509743072285","84.9509743072285","84.9509743072285"
"150000","75.5645463149381","75.5645463149381","75.5645463149381","80.89978800141985","80.89978800141985","80.89978800141985","70.67693401051353","70.67693401051353","70.67693401051353","87.08575815471978","87.08575815471978","87.08575815471978"
"151000","74.11846843074512","74.11846843074512","74.11846843074512","67.01640344341358","67.01640344341358","67.01640344341358","74.72447814301661","74.72447814301661","74.72447814301661","75.98580550658535","75.98580550658535","75.98580550658535"
"152000","77.66219666350358","77.66219666350358","77.66219666350358","76.94918211223953","76.94918211223953","76.94918211223953","67.74841629033044","67.74841629033044","67.74841629033044","79.86129613862994","79.86129613862994","79.86129613862994"
"153000","74.87752318293542","74.87752318293542","74.87752318293542","74.93209762259292","74.93209762259292","74.93209762259292","75.40971232359726","75.40971232359726","75.40971232359726","79.94768438556937","79.94768438556937","79.94768438556937"
"154000","70.13566567294153","70.13566567294153","70.13566567294153","71.96350687341778","71.96350687341778","71.96350687341778","76.90562512032889","76.90562512032889","76.90562512032889","77.4152184642551","77.4152184642551","77.4152184642551"
"155000","76.00464671924814","76.00464671924814","76.00464671924814","79.16077113109336","79.16077113109336","79.16077113109336","81.82735262200683","81.82735262200683","81.82735262200683","85.3613473239822","85.3613473239822","85.3613473239822"
"156000","76.92050974768651","76.92050974768651","76.92050974768651","60.6809345326628","60.6809345326628","60.6809345326628","70.29808448642595","70.29808448642595","70.29808448642595","85.20789338401096","85.20789338401096","85.20789338401096"
"157000","62.85744142866705","62.85744142866705","62.85744142866705","69.51227847194609","69.51227847194609","69.51227847194609","76.73497899309153","76.73497899309153","76.73497899309153","86.19215715942376","86.19215715942376","86.19215715942376"
"158000","75.40647085158324","75.40647085158324","75.40647085158324","78.34527048269419","78.34527048269419","78.34527048269419","78.82821566816752","78.82821566816752","78.82821566816752","84.64852926293686","84.64852926293686","84.64852926293686"
"159000","76.91980571110855","76.91980571110855","76.91980571110855","82.38578005316339","82.38578005316339","82.38578005316339","60.682446120643775","60.682446120643775","60.682446120643775","83.43357219948629","83.43357219948629","83.43357219948629"
"160000","71.39351413765725","71.39351413765725","71.39351413765725","76.29217258787698","76.29217258787698","76.29217258787698","72.69531013698273","72.69531013698273","72.69531013698273","79.66165593671676","79.66165593671676","79.66165593671676"
"161000","63.54222959984087","63.54222959984087","63.54222959984087","69.68478154584797","69.68478154584797","69.68478154584797","71.79216428428224","71.79216428428224","71.79216428428224","82.10468182602543","82.10468182602543","82.10468182602543"
"162000","73.5655626577655","73.5655626577655","73.5655626577655","74.97634468731928","74.97634468731928","74.97634468731928","82.71464601579225","82.71464601579225","82.71464601579225","83.65133768123256","83.65133768123256","83.65133768123256"
"163000","80.07774811296204","80.07774811296204","80.07774811296204","70.99293985482994","70.99293985482994","70.99293985482994","80.34300912958254","80.34300912958254","80.34300912958254","78.16748821660237","78.16748821660237","78.16748821660237"
"164000","80.6726489114519","80.6726489114519","80.6726489114519","73.43816763745038","73.43816763745038","73.43816763745038","64.93531264172088","64.93531264172088","64.93531264172088","79.06718155797239","79.06718155797239","79.06718155797239"
"165000","63.74709018730602","63.74709018730602","63.74709018730602","68.10927649812916","68.10927649812916","68.10927649812916","78.93788521246738","78.93788521246738","78.93788521246738","85.30182467048463","85.30182467048463","85.30182467048463"
"166000","78.24025152627256","78.24025152627256","78.24025152627256","77.88509674695952","77.88509674695952","77.88509674695952","72.2565796691196","72.2565796691196","72.2565796691196","79.45061563215354","79.45061563215354","79.45061563215354"
"167000","71.09055624070501","71.09055624070501","71.09055624070501","72.46875314249827","72.46875314249827","72.46875314249827","82.84869286247198","82.84869286247198","82.84869286247198","78.2704882849474","78.2704882849474","78.2704882849474"
"168000","72.38714002872587","72.38714002872587","72.38714002872587","68.65268598990289","68.65268598990289","68.65268598990289","75.65334691471027","75.65334691471027","75.65334691471027","79.3647043320111","79.3647043320111","79.3647043320111"
"169000","77.45850653040723","77.45850653040723","77.45850653040723","86.61375979564502","86.61375979564502","86.61375979564502","70.77321013833682","70.77321013833682","70.77321013833682","81.21191776141157","81.21191776141157","81.21191776141157"
"170000","77.49225816550323","77.49225816550323","77.49225816550323","85.42170630170189","85.42170630170189","85.42170630170189","84.4034459001937","84.4034459001937","84.4034459001937","85.3801602846396","85.3801602846396","85.3801602846396"
"171000","77.7001511187131","77.7001511187131","77.7001511187131","85.4056713939063","85.4056713939063","85.4056713939063","76.73269065207396","76.73269065207396","76.73269065207396","84.69991469986469","84.69991469986469","84.69991469986469"
"172000","73.98158141345655","73.98158141345655","73.98158141345655","58.43682571056051","58.43682571056051","58.43682571056051","72.61595343848136","72.61595343848136","72.61595343848136","84.12696899743682","84.12696899743682","84.12696899743682"
"173000","81.02320383320338","81.02320383320338","81.02320383320338","73.10198653333853","73.10198653333853","73.10198653333853","74.82856767562488","74.82856767562488","74.82856767562488","84.83685646446483","84.83685646446483","84.83685646446483"
"174000","76.62656137495235","76.62656137495235","76.62656137495235","65.75427373180884","65.75427373180884","65.75427373180884","67.7081805012618","67.7081805012618","67.7081805012618","77.84067979372813","77.84067979372813","77.84067979372813"
"175000","54.64831903415713","54.64831903415713","54.64831903415713","67.03436998452584","67.03436998452584","67.03436998452584","78.25985117720434","78.25985117720434","78.25985117720434","82.63981550890016","82.63981550890016","82.63981550890016"
"176000","73.31766483093887","73.31766483093887","73.31766483093887","80.21141431596057","80.21141431596057","80.21141431596057","75.89801100193627","75.89801100193627","75.89801100193627","80.50405388626996","80.50405388626996","80.50405388626996"
"177000","66.93080304283411","66.93080304283411","66.93080304283411","74.13232995355293","74.13232995355293","74.13232995355293","71.78737741266863","71.78737741266863","71.78737741266863","85.8255145626863","85.8255145626863","85.8255145626863"
"178000","77.08520192532487","77.08520192532487","77.08520192532487","78.28343955194929","78.28343955194929","78.28343955194929","56.54897309626499","56.54897309626499","56.54897309626499","75.1497997357414","75.1497997357414","75.1497997357414"
"179000","72.15442354436131","72.15442354436131","72.15442354436131","74.19861182102197","74.19861182102197","74.19861182102197","77.48201963145422","77.48201963145422","77.48201963145422","87.32216598981488","87.32216598981488","87.32216598981488"
"180000","74.19668703707833","74.19668703707833","74.19668703707833","71.08250110744007","71.08250110744007","71.08250110744007","83.69150830330764","83.69150830330764","83.69150830330764","86.15312050792267","86.15312050792267","86.15312050792267"
"181000","83.40115304774518","83.40115304774518","83.40115304774518","74.66222551200981","74.66222551200981","74.66222551200981","79.18331767380035","79.18331767380035","79.18331767380035","85.89166069082009","85.89166069082009","85.89166069082009"
"182000","74.17507969675597","74.17507969675597","74.17507969675597","74.4984001957008","74.4984001957008","74.4984001957008","74.46168872320497","74.46168872320497","74.46168872320497","82.46066147494815","82.46066147494815","82.46066147494815"
"183000","77.58075757477847","77.58075757477847","77.58075757477847","74.50069406528061","74.50069406528061","74.50069406528061","76.7849914119799","76.7849914119799","76.7849914119799","81.8509722291784","81.8509722291784","81.8509722291784"
"184000","77.72673724895995","77.72673724895995","77.72673724895995","84.15435383089724","84.15435383089724","84.15435383089724","82.34102862838397","82.34102862838397","82.34102862838397","80.05185500581365","80.05185500581365","80.05185500581365"
"185000","81.66760390570958","81.66760390570958","81.66760390570958","78.10978474571752","78.10978474571752","78.10978474571752","83.42946035178998","83.42946035178998","83.42946035178998","85.27212483728054","85.27212483728054","85.27212483728054"
"186000","77.64101389027427","77.64101389027427","77.64101389027427","70.54857262766365","70.54857262766365","70.54857262766365","81.82873730126427","81.82873730126427","81.82873730126427","77.29945095810518","77.29945095810518","77.29945095810518"
"187000","76.60744650112625","76.60744650112625","76.60744650112625","72.9426077421221","72.9426077421221","72.9426077421221","63.19394037195462","63.19394037195462","63.19394037195462","86.3730419359555","86.3730419359555","86.3730419359555"
"188000","70.36153519529304","70.36153519529304","70.36153519529304","75.18387092167728","75.18387092167728","75.18387092167728","70.52175101156763","70.52175101156763","70.52175101156763","85.92364527212526","85.92364527212526","85.92364527212526"
"189000","81.11737478243111","81.11737478243111","81.11737478243111","66.31012672273921","66.31012672273921","66.31012672273921","78.56135263655416","78.56135263655416","78.56135263655416","81.01044643609441","81.01044643609441","81.01044643609441"
"190000","71.41270807793607","71.41270807793607","71.41270807793607","82.28076049293041","82.28076049293041","82.28076049293041","69.12168315492141","69.12168315492141","69.12168315492141","76.80493802390194","76.80493802390194","76.80493802390194"
"191000","71.70661191240796","71.70661191240796","71.70661191240796","80.70296391435303","80.70296391435303","80.70296391435303","79.95814666120512","79.95814666120512","79.95814666120512","83.32333094317163","83.32333094317163","83.32333094317163"
"192000","84.57562111332241","84.57562111332241","84.57562111332241","69.80901326070786","69.80901326070786","69.80901326070786","77.82292582437111","77.82292582437111","77.82292582437111","78.3445033588956","78.3445033588956","78.3445033588956"
"193000","78.45223750980762","78.45223750980762","78.45223750980762","86.56794199491196","86.56794199491196","86.56794199491196","67.72874532264515","67.72874532264515","67.72874532264515","86.2337160740846","86.2337160740846","86.2337160740846"
"194000","75.7159635789131","75.7159635789131","75.7159635789131","82.73218732930093","82.73218732930093","82.73218732930093","78.90679294829455","78.90679294829455","78.90679294829455","83.72384637121185","83.72384637121185","83.72384637121185"
"195000","80.86403640983254","80.86403640983254","80.86403640983254","88.10913548355511","88.10913548355511","88.10913548355511","73.27841076180893","73.27841076180893","73.27841076180893","85.66432747468461","85.66432747468461","85.66432747468461"
"196000","63.03185004631815","63.03185004631815","63.03185004631815","74.21473658932565","74.21473658932565","74.21473658932565","67.74210970200711","67.74210970200711","67.74210970200711","83.15984290661675","83.15984290661675","83.15984290661675"
"197000","69.95450262283582","69.95450262283582","69.95450262283582","79.82460353527327","79.82460353527327","79.82460353527327","78.82388042403498","78.82388042403498","78.82388042403498","86.07814686841384","86.07814686841384","86.07814686841384"
"198000","74.59991563954169","74.59991563954169","74.59991563954169","72.91820489756915","72.91820489756915","72.91820489756915","78.28561467176344","78.28561467176344","78.28561467176344","82.13428737428397","82.13428737428397","82.13428737428397"
"199000","78.211106091096","78.211106091096","78.211106091096","75.37230230139542","75.37230230139542","75.37230230139542","64.34131321599217","64.34131321599217","64.34131321599217","85.49886194958823","85.49886194958823","85.49886194958823"
"200000","72.09830292788443","72.09830292788443","72.09830292788443","71.15691531526618","71.15691531526618","71.15691531526618","66.65061444258205","66.65061444258205","66.65061444258205","83.47678023553445","83.47678023553445","83.47678023553445"
"201000","84.26288417488917","84.26288417488917","84.26288417488917","80.78854703667861","80.78854703667861","80.78854703667861","72.56604201046814","72.56604201046814","72.56604201046814","85.92833487887643","85.92833487887643","85.92833487887643"
"202000","82.05653095844082","82.05653095844082","82.05653095844082","78.65764633993305","78.65764633993305","78.65764633993305","78.18881008098339","78.18881008098339","78.18881008098339","85.56846305270878","85.56846305270878","85.56846305270878"
"203000","82.05455472355597","82.05455472355597","82.05455472355597","84.26654329784245","84.26654329784245","84.26654329784245","70.3491848438959","70.3491848438959","70.3491848438959","84.77604266609706","84.77604266609706","84.77604266609706"
"204000","65.71906632629849","65.71906632629849","65.71906632629849","67.71908371527998","67.71908371527998","67.71908371527998","72.10959611404257","72.10959611404257","72.10959611404257","75.5635750064763","75.5635750064763","75.5635750064763"
"205000","71.89099558648593","71.89099558648593","71.89099558648593","83.161813097319","83.161813097319","83.161813097319","74.3901398091776","74.3901398091776","74.3901398091776","79.07336946753432","79.07336946753432","79.07336946753432"
"206000","68.64427075971294","68.64427075971294","68.64427075971294","84.2297820061566","84.2297820061566","84.2297820061566","84.145717228018","84.145717228018","84.145717228018","78.18190750427836","78.18190750427836","78.18190750427836"
"207000","74.37403426737504","74.37403426737504","74.37403426737504","81.10180140163791","81.10180140163791","81.10180140163791","74.72006964208676","74.72006964208676","74.72006964208676","85.19872741948471","85.19872741948471","85.19872741948471"
"208000","71.18951457414755","71.18951457414755","71.18951457414755","77.8404487514168","77.8404487514168","77.8404487514168","80.5881811707005","80.5881811707005","80.5881811707005","85.85856673758423","85.85856673758423","85.85856673758423"
"209000","64.55278783745322","64.55278783745322","64.55278783745322","81.39538165307238","81.39538165307238","81.39538165307238","83.09272447914198","83.09272447914198","83.09272447914198","84.64342936451952","84.64342936451952","84.64342936451952"
"210000","68.97421961977189","68.97421961977189","68.97421961977189","71.77146948862094","71.77146948862094","71.77146948862094","80.4460120438596","80.4460120438596","80.4460120438596","84.67077961912149","84.67077961912149","84.67077961912149"
"211000","74.13737271240873","74.13737271240873","74.13737271240873","85.91629347904862","85.91629347904862","85.91629347904862","82.96595770702862","82.96595770702862","82.96595770702862","82.63495748220693","82.63495748220693","82.63495748220693"
"212000","74.78670210831677","74.78670210831677","74.78670210831677","81.04139787628111","81.04139787628111","81.04139787628111","69.21970004962331","69.21970004962331","69.21970004962331","85.14906926498412","85.14906926498412","85.14906926498412"
"213000","71.78694540925326","71.78694540925326","71.78694540925326","69.2705074421788","69.2705074421788","69.2705074421788","83.44824096659652","83.44824096659652","83.44824096659652","82.31522849195395","82.31522849195395","82.31522849195395"
"214000","76.42749829799969","76.42749829799969","76.42749829799969","83.96712051310404","83.96712051310404","83.96712051310404","85.31590253322426","85.31590253322426","85.31590253322426","86.19932903922961","86.19932903922961","86.19932903922961"
"215000","72.01500146352072","72.01500146352072","72.01500146352072","73.70498276663263","73.70498276663263","73.70498276663263","77.10503456667254","77.10503456667254","77.10503456667254","82.63976582205329","82.63976582205329","82.63976582205329"
"216000","67.66294988517708","67.66294988517708","67.66294988517708","76.8362692416495","76.8362692416495","76.8362692416495","71.94653381238784","71.94653381238784","71.94653381238784","84.87662333964921","84.87662333964921","84.87662333964921"
"217000","73.39122848977512","73.39122848977512","73.39122848977512","78.2577643276375","78.2577643276375","78.2577643276375","69.51158454880165","69.51158454880165","69.51158454880165","87.0826389610573","87.0826389610573","87.0826389610573"
"218000","80.55263769867742","80.55263769867742","80.55263769867742","73.4058742464765","73.4058742464765","73.4058742464765","81.43035182945712","81.43035182945712","81.43035182945712","85.9012270127301","85.9012270127301","85.9012270127301"
"219000","68.33447199068694","68.33447199068694","68.33447199068694","79.6346090557855","79.6346090557855","79.6346090557855","78.94293854722346","78.94293854722346","78.94293854722346","81.32416878824534","81.32416878824534","81.32416878824534"
"220000","65.03364415075202","65.03364415075202","65.03364415075202","75.77447540710884","75.77447540710884","75.77447540710884","67.63170242059311","67.63170242059311","67.63170242059311","84.97013295821804","84.97013295821804","84.97013295821804"
"221000","79.91800884025292","79.91800884025292","79.91800884025292","71.90938073120749","71.90938073120749","71.90938073120749","82.09742728693054","82.09742728693054","82.09742728693054","83.40867033187871","83.40867033187871","83.40867033187871"
"222000","71.25743455676327","71.25743455676327","71.25743455676327","71.68924876949202","71.68924876949202","71.68924876949202","77.93471839745469","77.93471839745469","77.93471839745469","82.86101409978063","82.86101409978063","82.86101409978063"
"223000","69.33349540929231","69.33349540929231","69.33349540929231","72.73287492015208","72.73287492015208","72.73287492015208","79.8861228405201","79.8861228405201","79.8861228405201","85.82155760728348","85.82155760728348","85.82155760728348"
"224000","75.51394502393448","75.51394502393448","75.51394502393448","68.88436301137509","68.88436301137509","68.88436301137509","82.72363350834635","82.72363350834635","82.72363350834635","86.6548646830109","86.6548646830109","86.6548646830109"
"225000","72.56753083666847","72.56753083666847","72.56753083666847","54.797712348487515","54.797712348487515","54.797712348487515","74.99544707678368","74.99544707678368","74.99544707678368","79.74810510875422","79.74810510875422","79.74810510875422"
"226000","82.5253916907501","82.5253916907501","82.5253916907501","82.96476308469067","82.96476308469067","82.96476308469067","70.6752053284061","70.6752053284061","70.6752053284061","86.28010581739767","86.28010581739767","86.28010581739767"
"227000","66.28436694484708","66.28436694484708","66.28436694484708","76.63905459754893","76.63905459754893","76.63905459754893","77.31319855213353","77.31319855213353","77.31319855213353","76.19773701887702","76.19773701887702","76.19773701887702"
"228000","80.6046294396794","80.6046294396794","80.6046294396794","84.35147122750547","84.35147122750547","84.35147122750547","83.62866176427504","83.62866176427504","83.62866176427504","84.82789275464881","84.82789275464881","84.82789275464881"
"229000","78.39722896200527","78.39722896200527","78.39722896200527","63.50596466738014","63.50596466738014","63.50596466738014","74.08248534853485","74.08248534853485","74.08248534853485","86.24530301466801","86.24530301466801","86.24530301466801"
"230000","75.42927639013263","75.42927639013263","75.42927639013263","77.53171298793349","77.53171298793349","77.53171298793349","72.34832967695117","72.34832967695117","72.34832967695117","83.05173175589061","83.05173175589061","83.05173175589061"
"231000","68.19997197452142","68.19997197452142","68.19997197452142","79.81339276179743","79.81339276179743","79.81339276179743","41.21439289309035","41.21439289309035","41.21439289309035","85.30529441385359","85.30529441385359","85.30529441385359"
"232000","83.09602806896778","83.09602806896778","83.09602806896778","71.66250646459793","71.66250646459793","71.66250646459793","78.54885726452348","78.54885726452348","78.54885726452348","82.15238091565382","82.15238091565382","82.15238091565382"
"233000","72.28570270630041","72.28570270630041","72.28570270630041","73.09288473205164","73.09288473205164","73.09288473205164","86.1470005603434","86.1470005603434","86.1470005603434","80.08789956070667","80.08789956070667","80.08789956070667"
"234000","80.00823359609754","80.00823359609754","80.00823359609754","84.87194048770333","84.87194048770333","84.87194048770333","76.88291435472831","76.88291435472831","76.88291435472831","85.14448016819972","85.14448016819972","85.14448016819972"
"235000","72.11338307679472","72.11338307679472","72.11338307679472","78.75649617736264","78.75649617736264","78.75649617736264","82.60053367224509","82.60053367224509","82.60053367224509","84.96295647988428","84.96295647988428","84.96295647988428"
"236000","75.37704180545414","75.37704180545414","75.37704180545414","82.5569568228992","82.5569568228992","82.5569568228992","57.020446046952685","57.020446046952685","57.020446046952685","70.65105254401736","70.65105254401736","70.65105254401736"
"237000","83.5857605052856","83.5857605052856","83.5857605052856","72.47560241576835","72.47560241576835","72.47560241576835","68.1625466987853","68.1625466987853","68.1625466987853","87.81685715940337","87.81685715940337","87.81685715940337"
"238000","63.15328211925168","63.15328211925168","63.15328211925168","72.87844477109051","72.87844477109051","72.87844477109051","75.34667581360988","75.34667581360988","75.34667581360988","87.3503385780694","87.3503385780694","87.3503385780694"
"239000","60.56448577879083","60.56448577879083","60.56448577879083","65.38464220770676","65.38464220770676","65.38464220770676","81.87760818597641","81.87760818597641","81.87760818597641","83.02363815682763","83.02363815682763","83.02363815682763"
"240000","78.03035064578181","78.03035064578181","78.03035064578181","81.41725952800317","81.41725952800317","81.41725952800317","82.46862490981519","82.46862490981519","82.46862490981519","83.33378963379248","83.33378963379248","83.33378963379248"
"241000","63.31690052507899","63.31690052507899","63.31690052507899","77.11405362714837","77.11405362714837","77.11405362714837","72.42058790573567","72.42058790573567","72.42058790573567","85.39474505756287","85.39474505756287","85.39474505756287"
"242000","74.66385652604104","74.66385652604104","74.66385652604104","80.32596136610228","80.32596136610228","80.32596136610228","80.2214935126738","80.2214935126738","80.2214935126738","85.66568008263317","85.66568008263317","85.66568008263317"
"243000","78.92451858195118","78.92451858195118","78.92451858195118","78.71580742252351","78.71580742252351","78.71580742252351","83.66239349127244","83.66239349127244","83.66239349127244","85.538969343906","85.538969343906","85.538969343906"
"244000","68.86169050130823","68.86169050130823","68.86169050130823","84.85852524793623","84.85852524793623","84.85852524793623","44.5048683696191","44.5048683696191","44.5048683696191","82.84728856633052","82.84728856633052","82.84728856633052"
"245000","80.89266965376297","80.89266965376297","80.89266965376297","79.87782554234302","79.87782554234302","79.87782554234302","72.30211401082818","72.30211401082818","72.30211401082818","86.75527877821689","86.75527877821689","86.75527877821689"
"246000","63.2699882547929","63.2699882547929","63.2699882547929","81.12743361233386","81.12743361233386","81.12743361233386","79.663978019793","79.663978019793","79.663978019793","82.90413724214766","82.90413724214766","82.90413724214766"
"247000","78.52177639016327","78.52177639016327","78.52177639016327","77.53324912584159","77.53324912584159","77.53324912584159","81.7654522241178","81.7654522241178","81.7654522241178","85.3372929565561","85.3372929565561","85.3372929565561"
"248000","80.65889467622112","80.65889467622112","80.65889467622112","76.97226288625627","76.97226288625627","76.97226288625627","72.19736197402271","72.19736197402271","72.19736197402271","83.43928841113251","83.43928841113251","83.43928841113251"
