"Step","Prod-TD3-BC-alpha20-noACLN-halfcheetah-medium-v2-40600f64 - d4rl_normalized_score","Prod-TD3-BC-alpha20-noACLN-halfcheetah-medium-v2-40600f64 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha20-noACLN-halfcheetah-medium-v2-40600f64 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainBC10k-alpha20-halfcheetah-medium-v2-c365d460 - d4rl_normalized_score","Prod-TD3-BC-pretrainBC10k-alpha20-halfcheetah-medium-v2-c365d460 - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainBC10k-alpha20-halfcheetah-medium-v2-c365d460 - d4rl_normalized_score__MAX","Prod-TD3-BC-pretrainAC10k-alpha20-halfcheetah-medium-v2-8d6bc69a - d4rl_normalized_score","Prod-TD3-BC-pretrainAC10k-alpha20-halfcheetah-medium-v2-8d6bc69a - d4rl_normalized_score__MIN","Prod-TD3-BC-pretrainAC10k-alpha20-halfcheetah-medium-v2-8d6bc69a - d4rl_normalized_score__MAX","Prod-TD3-BC-alpha20-halfcheetah-medium-v2-d14e8092 - d4rl_normalized_score","Prod-TD3-BC-alpha20-halfcheetah-medium-v2-d14e8092 - d4rl_normalized_score__MIN","Prod-TD3-BC-alpha20-halfcheetah-medium-v2-d14e8092 - d4rl_normalized_score__MAX"
"24000","-2.1303275741099457","-2.1303275741099457","-2.1303275741099457","14.065441156707276","14.065441156707276","14.065441156707276","44.95294339035554","44.95294339035554","44.95294339035554","40.983742585232875","40.983742585232875","40.983742585232875"
"25000","-2.2394408320079258","-2.2394408320079258","-2.2394408320079258","2.796254246720839","2.796254246720839","2.796254246720839","46.26842649809401","46.26842649809401","46.26842649809401","30.12630771321859","30.12630771321859","30.12630771321859"
"26000","-1.8840686358012886","-1.8840686358012886","-1.8840686358012886","19.217295713642148","19.217295713642148","19.217295713642148","45.56226671480955","45.56226671480955","45.56226671480955","39.48485752105882","39.48485752105882","39.48485752105882"
"27000","-0.9616743432416833","-0.9616743432416833","-0.9616743432416833","20.892010657176503","20.892010657176503","20.892010657176503","45.87626853593038","45.87626853593038","45.87626853593038","30.546214816159313","30.546214816159313","30.546214816159313"
"28000","-2.402758550669695","-2.402758550669695","-2.402758550669695","19.766016594404412","19.766016594404412","19.766016594404412","41.70825005915868","41.70825005915868","41.70825005915868","36.58258122599241","36.58258122599241","36.58258122599241"
"29000","0.9306727747692182","0.9306727747692182","0.9306727747692182","31.10800420605172","31.10800420605172","31.10800420605172","46.61066434944433","46.61066434944433","46.61066434944433","36.72586776695263","36.72586776695263","36.72586776695263"
"30000","-0.8427443985781827","-0.8427443985781827","-0.8427443985781827","29.887436017348566","29.887436017348566","29.887436017348566","45.75170400726705","45.75170400726705","45.75170400726705","42.403165092642126","42.403165092642126","42.403165092642126"
"31000","1.005582016058678","1.005582016058678","1.005582016058678","28.758879666991703","28.758879666991703","28.758879666991703","45.576736817340965","45.576736817340965","45.576736817340965","42.89872405848126","42.89872405848126","42.89872405848126"
"32000","-1.3470791889170586","-1.3470791889170586","-1.3470791889170586","31.619439474084942","31.619439474084942","31.619439474084942","45.44974003632759","45.44974003632759","45.44974003632759","37.20409270989193","37.20409270989193","37.20409270989193"
"33000","3.3723687582154147","3.3723687582154147","3.3723687582154147","40.31809380852105","40.31809380852105","40.31809380852105","45.80081146856101","45.80081146856101","45.80081146856101","43.083820788628444","43.083820788628444","43.083820788628444"
"34000","2.720961924811163","2.720961924811163","2.720961924811163","37.09210785440244","37.09210785440244","37.09210785440244","45.47132499586702","45.47132499586702","45.47132499586702","43.817089640119086","43.817089640119086","43.817089640119086"
"35000","0.5974781838734575","0.5974781838734575","0.5974781838734575","39.607461221965025","39.607461221965025","39.607461221965025","46.21820106189682","46.21820106189682","46.21820106189682","43.49428466625658","43.49428466625658","43.49428466625658"
"36000","2.7342418145421217","2.7342418145421217","2.7342418145421217","40.88315210083471","40.88315210083471","40.88315210083471","45.88964026691384","45.88964026691384","45.88964026691384","44.605124264242285","44.605124264242285","44.605124264242285"
"37000","6.384288295175968","6.384288295175968","6.384288295175968","43.15214692142631","43.15214692142631","43.15214692142631","46.316783758010324","46.316783758010324","46.316783758010324","43.84517806752804","43.84517806752804","43.84517806752804"
"38000","1.845595836453586","1.845595836453586","1.845595836453586","38.810877980142806","38.810877980142806","38.810877980142806","45.596389451906624","45.596389451906624","45.596389451906624","42.35559328143618","42.35559328143618","42.35559328143618"
"39000","5.750105552568","5.750105552568","5.750105552568","40.46498706094715","40.46498706094715","40.46498706094715","45.5976952130803","45.5976952130803","45.5976952130803","44.35311452948872","44.35311452948872","44.35311452948872"
"40000","3.7243792137133984","3.7243792137133984","3.7243792137133984","45.102620112431815","45.102620112431815","45.102620112431815","46.56649097455494","46.56649097455494","46.56649097455494","44.99699907105534","44.99699907105534","44.99699907105534"
"41000","8.578185078998095","8.578185078998095","8.578185078998095","44.89763490620201","44.89763490620201","44.89763490620201","45.86623292536352","45.86623292536352","45.86623292536352","45.574920571434596","45.574920571434596","45.574920571434596"
"42000","3.7843725353045867","3.7843725353045867","3.7843725353045867","44.75082872381576","44.75082872381576","44.75082872381576","46.26584495630095","46.26584495630095","46.26584495630095","44.73479963787001","44.73479963787001","44.73479963787001"
"43000","7.166545409780074","7.166545409780074","7.166545409780074","36.21290841621211","36.21290841621211","36.21290841621211","47.74120993976289","47.74120993976289","47.74120993976289","44.2901681520117","44.2901681520117","44.2901681520117"
"44000","3.066070286833371","3.066070286833371","3.066070286833371","44.92321883083873","44.92321883083873","44.92321883083873","45.598684623067186","45.598684623067186","45.598684623067186","44.048697458449645","44.048697458449645","44.048697458449645"
"45000","8.042257708903993","8.042257708903993","8.042257708903993","40.548156673887846","40.548156673887846","40.548156673887846","46.373732722666375","46.373732722666375","46.373732722666375","45.22116337637458","45.22116337637458","45.22116337637458"
"46000","9.332273836622093","9.332273836622093","9.332273836622093","44.08330281719151","44.08330281719151","44.08330281719151","46.12171728809974","46.12171728809974","46.12171728809974","45.83677364237523","45.83677364237523","45.83677364237523"
"47000","9.179552652869086","9.179552652869086","9.179552652869086","45.01142147111318","45.01142147111318","45.01142147111318","46.7665550095322","46.7665550095322","46.7665550095322","45.23968832108911","45.23968832108911","45.23968832108911"
"48000","6.391547382713815","6.391547382713815","6.391547382713815","44.35485700799606","44.35485700799606","44.35485700799606","47.01801393747297","47.01801393747297","47.01801393747297","45.22444391610655","45.22444391610655","45.22444391610655"
"49000","8.706723599347285","8.706723599347285","8.706723599347285","45.64744642597701","45.64744642597701","45.64744642597701","46.19945810204555","46.19945810204555","46.19945810204555","45.50505829694752","45.50505829694752","45.50505829694752"
"50000","8.853440868897017","8.853440868897017","8.853440868897017","45.39420073676119","45.39420073676119","45.39420073676119","45.588745535967995","45.588745535967995","45.588745535967995","45.40394481420828","45.40394481420828","45.40394481420828"
"51000","8.731692677645674","8.731692677645674","8.731692677645674","44.499087568352316","44.499087568352316","44.499087568352316","46.28773553750388","46.28773553750388","46.28773553750388","45.022676606618084","45.022676606618084","45.022676606618084"
"52000","11.098818137118863","11.098818137118863","11.098818137118863","44.64650854742475","44.64650854742475","44.64650854742475","45.64189575123972","45.64189575123972","45.64189575123972","45.18754872776516","45.18754872776516","45.18754872776516"
"53000","9.739496059610245","9.739496059610245","9.739496059610245","45.79202834666042","45.79202834666042","45.79202834666042","46.15157879980825","46.15157879980825","46.15157879980825","45.717514600273596","45.717514600273596","45.717514600273596"
"54000","6.085647434632068","6.085647434632068","6.085647434632068","45.15000190769585","45.15000190769585","45.15000190769585","46.29579541037473","46.29579541037473","46.29579541037473","45.318084753411824","45.318084753411824","45.318084753411824"
"55000","15.019889285567123","15.019889285567123","15.019889285567123","45.77628858302478","45.77628858302478","45.77628858302478","47.04075074024793","47.04075074024793","47.04075074024793","46.18410464304875","46.18410464304875","46.18410464304875"
"56000","9.127234899781488","9.127234899781488","9.127234899781488","45.75449548236053","45.75449548236053","45.75449548236053","46.44920800533922","46.44920800533922","46.44920800533922","45.66712281765213","45.66712281765213","45.66712281765213"
"57000","11.381042074033484","11.381042074033484","11.381042074033484","45.97495234359143","45.97495234359143","45.97495234359143","45.82507100140387","45.82507100140387","45.82507100140387","45.012444464625574","45.012444464625574","45.012444464625574"
"58000","12.304803212142986","12.304803212142986","12.304803212142986","45.57161308490769","45.57161308490769","45.57161308490769","47.29183491342274","47.29183491342274","47.29183491342274","46.37042767932341","46.37042767932341","46.37042767932341"
"59000","7.919622365697678","7.919622365697678","7.919622365697678","40.62527319062934","40.62527319062934","40.62527319062934","45.956707896731544","45.956707896731544","45.956707896731544","45.701657945229776","45.701657945229776","45.701657945229776"
"60000","10.785000220597167","10.785000220597167","10.785000220597167","45.28744281895488","45.28744281895488","45.28744281895488","46.02044503283521","46.02044503283521","46.02044503283521","40.98253650624296","40.98253650624296","40.98253650624296"
"61000","13.863716956486597","13.863716956486597","13.863716956486597","45.824301843290336","45.824301843290336","45.824301843290336","45.45421648364757","45.45421648364757","45.45421648364757","45.11690687855111","45.11690687855111","45.11690687855111"
"62000","10.89330236559848","10.89330236559848","10.89330236559848","45.885591417835734","45.885591417835734","45.885591417835734","47.11925815742936","47.11925815742936","47.11925815742936","46.01497579223036","46.01497579223036","46.01497579223036"
"63000","10.806777853886711","10.806777853886711","10.806777853886711","45.634699293541495","45.634699293541495","45.634699293541495","46.16021691134711","46.16021691134711","46.16021691134711","45.59238521564858","45.59238521564858","45.59238521564858"
"64000","13.580181088122723","13.580181088122723","13.580181088122723","45.35415484386884","45.35415484386884","45.35415484386884","46.67891034018321","46.67891034018321","46.67891034018321","46.24873344939448","46.24873344939448","46.24873344939448"
"65000","9.053595501586038","9.053595501586038","9.053595501586038","45.8157103340479","45.8157103340479","45.8157103340479","46.59104001547765","46.59104001547765","46.59104001547765","45.98988877681344","45.98988877681344","45.98988877681344"
"66000","11.497087281518525","11.497087281518525","11.497087281518525","45.96853171629199","45.96853171629199","45.96853171629199","46.17295708941223","46.17295708941223","46.17295708941223","45.78256667196141","45.78256667196141","45.78256667196141"
"67000","14.580431623018939","14.580431623018939","14.580431623018939","46.29883728713672","46.29883728713672","46.29883728713672","46.856412791832945","46.856412791832945","46.856412791832945","45.836368599254584","45.836368599254584","45.836368599254584"
"68000","19.80816951560097","19.80816951560097","19.80816951560097","45.072442877433275","45.072442877433275","45.072442877433275","45.95812058665443","45.95812058665443","45.95812058665443","45.48951739983542","45.48951739983542","45.48951739983542"
"69000","18.05665936985905","18.05665936985905","18.05665936985905","45.591593544255296","45.591593544255296","45.591593544255296","46.195119675203145","46.195119675203145","46.195119675203145","45.09289144014667","45.09289144014667","45.09289144014667"
"70000","22.247318024684038","22.247318024684038","22.247318024684038","45.96917798770041","45.96917798770041","45.96917798770041","46.45178769684055","46.45178769684055","46.45178769684055","46.459113381662256","46.459113381662256","46.459113381662256"
"71000","13.611919971136077","13.611919971136077","13.611919971136077","45.70188531770688","45.70188531770688","45.70188531770688","46.03912137532912","46.03912137532912","46.03912137532912","44.98015967366268","44.98015967366268","44.98015967366268"
"72000","15.317831920613365","15.317831920613365","15.317831920613365","45.83359541301461","45.83359541301461","45.83359541301461","45.97000080361991","45.97000080361991","45.97000080361991","45.96983256762854","45.96983256762854","45.96983256762854"
"73000","19.939301625507632","19.939301625507632","19.939301625507632","45.43267680606253","45.43267680606253","45.43267680606253","46.001313042158124","46.001313042158124","46.001313042158124","45.66199585709821","45.66199585709821","45.66199585709821"
"74000","24.038232298724154","24.038232298724154","24.038232298724154","46.51957673484185","46.51957673484185","46.51957673484185","47.99792085639868","47.99792085639868","47.99792085639868","46.65639318289434","46.65639318289434","46.65639318289434"
"75000","9.788047336441737","9.788047336441737","9.788047336441737","45.43539945836289","45.43539945836289","45.43539945836289","46.64159094630703","46.64159094630703","46.64159094630703","46.61751851610642","46.61751851610642","46.61751851610642"
"76000","10.251083819905698","10.251083819905698","10.251083819905698","45.71215109611775","45.71215109611775","45.71215109611775","46.25532231554996","46.25532231554996","46.25532231554996","45.417395205446","45.417395205446","45.417395205446"
"77000","11.175885126619368","11.175885126619368","11.175885126619368","46.36027181918354","46.36027181918354","46.36027181918354","47.11448798246568","47.11448798246568","47.11448798246568","46.11825994960514","46.11825994960514","46.11825994960514"
"78000","14.909150449119371","14.909150449119371","14.909150449119371","41.32622033537688","41.32622033537688","41.32622033537688","47.21953874338062","47.21953874338062","47.21953874338062","46.586286345608734","46.586286345608734","46.586286345608734"
"79000","12.332786549248102","12.332786549248102","12.332786549248102","45.73364374478592","45.73364374478592","45.73364374478592","46.90119318196546","46.90119318196546","46.90119318196546","45.567721310819195","45.567721310819195","45.567721310819195"
"80000","8.658618592491983","8.658618592491983","8.658618592491983","45.48456205993392","45.48456205993392","45.48456205993392","47.55969091029327","47.55969091029327","47.55969091029327","46.215745690476915","46.215745690476915","46.215745690476915"
"81000","11.855660339359366","11.855660339359366","11.855660339359366","46.223560902651954","46.223560902651954","46.223560902651954","46.70114727925808","46.70114727925808","46.70114727925808","46.0816439131086","46.0816439131086","46.0816439131086"
"82000","17.44910629552322","17.44910629552322","17.44910629552322","46.27378390931695","46.27378390931695","46.27378390931695","46.82099781631439","46.82099781631439","46.82099781631439","46.20317697846044","46.20317697846044","46.20317697846044"
"83000","28.794678387510743","28.794678387510743","28.794678387510743","46.54298693336985","46.54298693336985","46.54298693336985","46.63142869228926","46.63142869228926","46.63142869228926","46.882728513172125","46.882728513172125","46.882728513172125"
"84000","11.446259221774161","11.446259221774161","11.446259221774161","45.778615698529755","45.778615698529755","45.778615698529755","47.43649020664545","47.43649020664545","47.43649020664545","46.51947548064365","46.51947548064365","46.51947548064365"
"85000","19.00304981603284","19.00304981603284","19.00304981603284","45.676764242955166","45.676764242955166","45.676764242955166","46.74306546619057","46.74306546619057","46.74306546619057","45.7425337857518","45.7425337857518","45.7425337857518"
"86000","29.822194945354553","29.822194945354553","29.822194945354553","46.040693732623154","46.040693732623154","46.040693732623154","46.870943613904025","46.870943613904025","46.870943613904025","46.08253425571458","46.08253425571458","46.08253425571458"
"87000","30.347751742982442","30.347751742982442","30.347751742982442","46.07385110724207","46.07385110724207","46.07385110724207","46.73658582969959","46.73658582969959","46.73658582969959","46.91057481881699","46.91057481881699","46.91057481881699"
"88000","14.671844268066083","14.671844268066083","14.671844268066083","46.177598785811746","46.177598785811746","46.177598785811746","47.73444094725278","47.73444094725278","47.73444094725278","46.261720322883434","46.261720322883434","46.261720322883434"
"89000","25.77249693489151","25.77249693489151","25.77249693489151","45.83522508123616","45.83522508123616","45.83522508123616","47.224522656844506","47.224522656844506","47.224522656844506","46.0613331676696","46.0613331676696","46.0613331676696"
"90000","20.948749194743353","20.948749194743353","20.948749194743353","46.08779417983967","46.08779417983967","46.08779417983967","45.93675996076153","45.93675996076153","45.93675996076153","46.345469684492784","46.345469684492784","46.345469684492784"
"91000","24.537774021837784","24.537774021837784","24.537774021837784","46.30166408306182","46.30166408306182","46.30166408306182","46.87449979695362","46.87449979695362","46.87449979695362","46.42561281775042","46.42561281775042","46.42561281775042"
"92000","25.363207246500057","25.363207246500057","25.363207246500057","46.375551451762824","46.375551451762824","46.375551451762824","46.646815742998506","46.646815742998506","46.646815742998506","46.661394582340336","46.661394582340336","46.661394582340336"
"93000","37.163448410862195","37.163448410862195","37.163448410862195","46.37504185552046","46.37504185552046","46.37504185552046","47.042539799754564","47.042539799754564","47.042539799754564","46.522358238244266","46.522358238244266","46.522358238244266"
"94000","28.268988738416702","28.268988738416702","28.268988738416702","45.850229675036644","45.850229675036644","45.850229675036644","46.49617087264606","46.49617087264606","46.49617087264606","45.745742871687995","45.745742871687995","45.745742871687995"
"95000","26.133268622064023","26.133268622064023","26.133268622064023","45.42621745901892","45.42621745901892","45.42621745901892","46.127078726395474","46.127078726395474","46.127078726395474","46.47895019216405","46.47895019216405","46.47895019216405"
"96000","36.242306039065035","36.242306039065035","36.242306039065035","46.29218866100228","46.29218866100228","46.29218866100228","46.485815654914816","46.485815654914816","46.485815654914816","46.63832732251956","46.63832732251956","46.63832732251956"
"97000","23.770399483575353","23.770399483575353","23.770399483575353","47.29977524094194","47.29977524094194","47.29977524094194","47.294420323752554","47.294420323752554","47.294420323752554","46.9388977620946","46.9388977620946","46.9388977620946"
"98000","14.680134645263182","14.680134645263182","14.680134645263182","46.050479383994755","46.050479383994755","46.050479383994755","47.271418438106345","47.271418438106345","47.271418438106345","46.79764526324809","46.79764526324809","46.79764526324809"
"99000","36.272594164401575","36.272594164401575","36.272594164401575","47.72567472392482","47.72567472392482","47.72567472392482","48.28747290017372","48.28747290017372","48.28747290017372","47.02071219227574","47.02071219227574","47.02071219227574"
"100000","33.67007030654527","33.67007030654527","33.67007030654527","46.937326049838305","46.937326049838305","46.937326049838305","46.741214255247066","46.741214255247066","46.741214255247066","46.74151043803344","46.74151043803344","46.74151043803344"
"101000","43.54740879647158","43.54740879647158","43.54740879647158","46.29569042988773","46.29569042988773","46.29569042988773","46.73801374641568","46.73801374641568","46.73801374641568","46.2241860428086","46.2241860428086","46.2241860428086"
"102000","40.375669137951306","40.375669137951306","40.375669137951306","46.59503652421563","46.59503652421563","46.59503652421563","46.87062421130996","46.87062421130996","46.87062421130996","46.3686664522561","46.3686664522561","46.3686664522561"
"103000","40.490245707869775","40.490245707869775","40.490245707869775","45.85619526605123","45.85619526605123","45.85619526605123","46.3879601610761","46.3879601610761","46.3879601610761","46.023634890328715","46.023634890328715","46.023634890328715"
"104000","34.08836190892333","34.08836190892333","34.08836190892333","46.11526739099132","46.11526739099132","46.11526739099132","46.579139949867056","46.579139949867056","46.579139949867056","46.304801987930226","46.304801987930226","46.304801987930226"
"105000","24.64587435042216","24.64587435042216","24.64587435042216","46.38446599729292","46.38446599729292","46.38446599729292","46.964266693412355","46.964266693412355","46.964266693412355","46.42647252968059","46.42647252968059","46.42647252968059"
"106000","35.8668653896866","35.8668653896866","35.8668653896866","45.73948487416143","45.73948487416143","45.73948487416143","46.003710936621715","46.003710936621715","46.003710936621715","45.748950680615614","45.748950680615614","45.748950680615614"
"107000","37.34439615179595","37.34439615179595","37.34439615179595","46.8496361792696","46.8496361792696","46.8496361792696","46.958723068838026","46.958723068838026","46.958723068838026","46.66585454293873","46.66585454293873","46.66585454293873"
"108000","36.81333891039552","36.81333891039552","36.81333891039552","46.09922627662576","46.09922627662576","46.09922627662576","46.90234284832259","46.90234284832259","46.90234284832259","46.369549195521266","46.369549195521266","46.369549195521266"
"109000","30.917344487873898","30.917344487873898","30.917344487873898","46.65834485865222","46.65834485865222","46.65834485865222","48.189572379097925","48.189572379097925","48.189572379097925","46.66169062188499","46.66169062188499","46.66169062188499"
"110000","28.88722914402423","28.88722914402423","28.88722914402423","45.722890638558695","45.722890638558695","45.722890638558695","46.935165952607285","46.935165952607285","46.935165952607285","46.10223041305137","46.10223041305137","46.10223041305137"
"111000","25.926895819577737","25.926895819577737","25.926895819577737","47.296475691526574","47.296475691526574","47.296475691526574","47.28483344154637","47.28483344154637","47.28483344154637","47.32055396655001","47.32055396655001","47.32055396655001"
"112000","47.30311815131517","47.30311815131517","47.30311815131517","45.94351125370203","45.94351125370203","45.94351125370203","46.68714048184498","46.68714048184498","46.68714048184498","46.62525430815449","46.62525430815449","46.62525430815449"
"113000","39.76633608412703","39.76633608412703","39.76633608412703","46.637515513923574","46.637515513923574","46.637515513923574","48.113441178481835","48.113441178481835","48.113441178481835","46.92790478899834","46.92790478899834","46.92790478899834"
"114000","37.26654636527173","37.26654636527173","37.26654636527173","46.19838049560389","46.19838049560389","46.19838049560389","46.79446795039864","46.79446795039864","46.79446795039864","46.074258881631465","46.074258881631465","46.074258881631465"
"115000","32.978810421013165","32.978810421013165","32.978810421013165","46.567012155039876","46.567012155039876","46.567012155039876","47.19457638852746","47.19457638852746","47.19457638852746","46.82796333420682","46.82796333420682","46.82796333420682"
"116000","34.80791742111408","34.80791742111408","34.80791742111408","47.373054582457044","47.373054582457044","47.373054582457044","48.481840883365386","48.481840883365386","48.481840883365386","47.090455794001706","47.090455794001706","47.090455794001706"
