"Step","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noCriticLN-halfcheetah-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noActorLN-halfcheetah-medium - d4rl_normalized_score__MAX","Name: ProdTD3HCnoLN - d4rl_normalized_score","Name: ProdTD3HCnoLN - d4rl_normalized_score__MIN","Name: ProdTD3HCnoLN - d4rl_normalized_score__MAX","Name: ProdTD3HC - d4rl_normalized_score","Name: ProdTD3HC - d4rl_normalized_score__MIN","Name: ProdTD3HC - d4rl_normalized_score__MAX"
"128000","44.21614105230019","43.90329645780611","44.528985646794276","46.433374559364495","46.26236568999881","46.60438342873017","49.60839278466529","49.04959049303335","49.95024542529091","47.109084424475476","46.83458044191457","47.53304437218514"
"129000","48.542949720721204","47.38226498203812","49.703634459404284","46.70844581179699","46.67255421963251","46.74433740396147","49.53710665013887","49.35465004742539","49.84723249275267","46.29723912727417","45.97350579822263","46.46948369861989"
"130000","49.325555340454365","49.203425754393486","49.447684926515244","46.61822789929343","46.073249123831765","47.163206674755095","49.070226783434464","48.665808649899574","49.46155409480248","46.37976671706489","45.94710728142174","46.62274674712426"
"131000","47.82297935186865","44.72544391650306","50.920514787234254","46.76802360791518","46.46188432262903","47.07416289320134","49.80186890999388","49.70391438683102","49.894326524851294","46.467833906825284","46.272582079096196","46.79508860997821"
"132000","49.02652582584771","47.484383795846746","50.56866785584868","47.2075960024701","46.079848561274964","48.335343443665224","49.525450685187565","49.224268834911946","49.729667101055185","46.8317439508437","46.570895544974036","47.30399680899085"
"133000","49.66172849901783","48.770161698788705","50.55329529924696","46.74027102779367","46.24133541682449","47.239206638762845","49.27787076361212","48.82976521575344","49.65539546260259","46.648911527676695","46.558796506421665","46.757723451921684"
"134000","46.720690033998615","43.122464910686226","50.318915157311004","46.49196162830383","46.42367284129958","46.56025041530808","49.38600600600416","48.47950976292599","49.8477225212491","46.71257186781841","46.200325792001316","47.46883173511546"
"135000","45.74736398088943","40.41658192057319","51.07814604120566","47.10383815743824","46.27185924314887","47.93581707172761","49.018813914630094","48.56829778440556","49.581162298560166","46.429543580032686","46.081021276056525","46.90785424468865"
"136000","50.46479285001675","50.292506204194375","50.637079495839124","46.484087491850964","46.31260994944282","46.655565034259105","49.466456384333185","49.035958159826365","50.10019469330251","46.17785170635856","45.83524547524095","46.39688773898434"
"137000","50.01413364821721","49.65436245927237","50.373904837162044","46.46378610024256","46.22024873152441","46.707323468960716","49.19973885469562","48.60329557836584","49.51951339854933","46.85271232662448","46.49205400315074","47.40212664031492"
"138000","47.62044610424845","46.14613772558327","49.09475448291363","46.620986544032974","46.48142390191368","46.760549186152275","49.15018355031021","49.00444260534137","49.441440746166535","46.79533149760369","46.373489454973225","47.09133267137821"
"139000","47.244318673448035","44.98179254785354","49.506844799042526","46.11084720409074","46.10945311310484","46.112241295076636","49.25054851769439","48.80805078005312","49.997976428588295","46.45953779081146","46.235520369385455","46.787649964102314"
"140000","47.678833024541724","44.99728279639783","50.360383252685615","46.979710275398546","46.62398379162191","47.33543675917519","49.413134207728355","48.91233173597102","49.68164118613652","46.85788266536505","46.31804299904048","47.14003716755009"
"141000","49.49837779113182","49.4740336073665","49.522721974897145","46.386931606967615","45.56209457223753","47.2117686416977","49.21623312694166","48.55294886904857","50.04938194547761","46.6426955002219","46.3908054535045","46.99816981894418"
"142000","50.21593554895556","50.13219645877912","50.299674639131986","46.95277372987242","46.932076734367875","46.97347072537696","49.0840238486607","48.773712562418496","49.43455160567235","46.52127821335367","46.19337374304339","46.933118830956516"
"143000","46.312315224073004","41.881677616781744","50.74295283136426","47.14602426943847","46.79269670126494","47.499351837612004","49.46524541805087","48.673850828141205","49.969865728743834","46.575971794393155","46.20197881016882","46.88433572209847"
"144000","50.25504686476795","49.64247073059173","50.86762299894417","47.3284597857503","46.5967138671894","48.06020570431119","49.64225295400167","49.2140770268423","49.88140329415862","47.100139588202325","46.51977850329146","48.05920429211203"
"145000","47.06673128043059","46.53323575533446","47.60022680552672","47.270780704794426","46.670819951111824","47.87074145847703","49.244558776934475","48.844289305052655","49.49480194776585","46.933741867071895","46.85221858283338","47.02046468393962"
"146000","50.35471578065498","49.91868516156268","50.79074639974728","46.894813449538354","46.41129968198447","47.37832721709224","49.66777253092592","48.633770176685424","50.29830790888409","46.751555451644215","46.39122050283414","46.95115984476147"
"147000","50.79021042203826","50.30813716732926","51.27228367674726","47.11647601602652","46.528266279828436","47.7046857522246","49.49857550334724","49.199101934903595","49.6759821238078","46.695618744778216","46.40290183287178","47.09092459687775"
"148000","47.182266315501565","45.91210535197634","48.45242727902679","47.30033161759517","46.9466337256191","47.65402950957124","49.27247518079423","48.950710116787974","49.64515597862013","46.36756150318869","46.073242972056","46.7618087005706"
"149000","50.71157478726708","49.7664619836499","51.65668759088427","47.22803511572599","47.21973053331236","47.23633969813961","50.0699463116111","49.568666044569454","50.40787948740263","46.634736142187855","46.53046422492966","46.73234683594752"
"150000","49.97081480316384","49.49685180660355","50.44477779972413","46.57768277672717","46.51069935016186","46.64466620329249","49.82468773448324","48.184812416876774","50.797513102557645","46.42617579203175","46.382539110795165","46.484131278879886"
"151000","49.53649384539338","48.89753229968648","50.175455391100286","46.809883395741835","46.787210967012925","46.83255582447075","49.851787928807006","49.05946228681583","50.57929278710533","46.378877184808225","45.832776944355444","46.728428849921464"
"152000","51.49707249489303","50.19960922273927","52.79453576704679","47.03347385944916","46.69652818566596","47.37041953323236","49.78637453624703","49.250123828298406","50.17747905129579","46.550338066290074","46.49423570946531","46.593218164495"
"153000","46.23709141363072","41.625443830416586","50.84873899684486","47.115828179064295","47.01078639592884","47.22086996219975","49.51295986065579","49.16391357592351","50.19255739246174","46.76006687744954","46.61131026102691","46.99639226634336"
"154000","50.41876848186483","50.07478528165924","50.76275168207043","47.863519407599895","47.83148729412132","47.895551521078474","49.36971801550396","49.15670022578489","49.71587426597086","46.91810444482123","46.43819139082228","47.32808868015772"
"155000","51.72333923041295","51.16536005261555","52.28131840821035","47.32777988999118","47.17853411457254","47.47702566540981","50.18736523633411","49.82952851173869","50.738652839787456","46.6255419794174","46.081944763260175","47.0050297490677"
"156000","50.437622099716904","49.959758584526824","50.915485614906984","47.04146444937252","46.2470640774931","47.83586482125194","50.04852713747456","49.8139215846602","50.27883255370777","46.51162293798313","46.39459489300817","46.736522400236574"
"157000","49.84529849334342","48.409604246886865","51.28099273979998","47.44141901641973","47.36215822123821","47.52067981160125","49.86282444334973","49.14367500553439","50.55925647454907","46.96647746965787","46.452650540933796","47.52146101782393"
"158000","50.191919719265016","49.74841535778942","50.63542408074061","46.63421101748729","46.42740219095309","46.841019844021496","49.162259468872186","48.43054844995335","49.59242104151094","46.611968580836994","46.44355484962991","46.87151800114858"
"159000","48.21538580211613","46.877665041000135","49.55310656323213","47.059243777249314","46.65577738262346","47.462710171875166","49.940309616671065","48.905555642361705","50.63802984686389","46.77941280510249","46.464341870002826","47.17502288583707"
"160000","50.2738723239316","49.42145232992877","51.12629231793442","47.24221814557846","46.90133280209664","47.583103489060285","49.86006087559068","48.986076843830325","50.41791872542627","46.693032935677024","46.40040117850568","46.90427542007119"
"161000","50.57521356873127","49.78017191556819","51.370255221894354","46.94160719960594","46.10373160121626","47.77948279799561","49.1240010704722","48.13206198777536","49.65262420745128","46.56734157970741","46.23515737154014","47.10077255933419"
"162000","50.95724576426761","50.875946915336314","51.0385446131989","46.808813057873024","46.62345937785943","46.99416673788661","49.63813121530679","48.9056403169368","50.079182337137865","46.85630580439389","46.576859247832566","47.01223150900608"
"163000","45.879742663030214","45.61126533599618","46.14821999006424","46.96466302615376","46.841805740590836","47.08752031171669","49.742678925398536","49.05215450085422","50.29528087625093","47.035125179815616","46.82381563372272","47.25174745830781"
"164000","50.89279842603065","50.54580144546017","51.23979540660113","47.00705764724961","46.9516337559877","47.06248153851153","49.784537684507036","49.07506776911555","50.18883134429502","47.410635455565775","46.666244427580516","48.114142779928684"
"165000","50.02392353141511","49.83606836965172","50.21177869317849","46.71289328278166","46.58238007772457","46.84340648783874","49.78125099728183","49.39965013795615","50.37530053215396","46.791848560480524","46.603136595022434","47.1086529200956"
"166000","50.851096912318845","50.53709481884518","51.165099005792506","47.50922020283325","47.07938191235786","47.939058493308636","50.12228790577228","49.27789578321959","50.555791574015764","46.69056979997779","45.713130349107445","47.42490008778324"
"167000","49.89367317437096","49.78760424292698","49.99974210581493","46.336141755689944","45.88321400166402","46.789069509715866","50.275746353009055","48.961892305113906","51.01091829278334","46.24381072944886","46.07039814053877","46.34091104562234"
"168000","48.81478198917455","47.219117828458046","50.41044614989105","47.09145833634807","46.25478341904203","47.9281332536541","49.45950305876656","48.637224918076505","50.74136064025916","46.719577811660976","46.173634993943494","47.075145230998785"
"169000","50.499711956967616","49.26168443431461","51.737739479620615","47.647377787707285","46.67363233070394","48.62112324471064","49.84281239911825","49.665958742722474","50.08898819880826","46.73216895482714","46.67864947244155","46.76772136437503"
"170000","48.553698992037646","45.500370254293415","51.607027729781876","47.07918362176235","46.525510779026966","47.63285646449773","50.069738325706396","49.614157077107315","50.81908148073332","46.66123634142929","46.55874926272453","46.80473274528932"
"171000","50.90353244090352","50.7579491594773","51.04911572232974","46.72787065106636","46.23229568343839","47.223445618694335","49.632594186268754","48.66404639409895","50.54235729445023","46.90502795008087","46.39808968811832","47.21470928016422"
"172000","51.372743220063576","51.338929677072265","51.40655676305489","47.39641594081719","47.054689274437756","47.73814260719662","49.92141319716962","49.39143368858871","50.2508307380619","46.99460955820558","46.925336301252734","47.12317855421097"
"173000","50.163846490441465","49.807977339744745","50.519715641138184","47.14821914117012","46.60666674835235","47.68977153398788","50.46536230925812","49.97001873082412","51.0529789635255","46.852279180181284","46.70211763069265","47.07064647292477"
"174000","51.04307477574001","50.89299415268502","51.193155398795","46.771594226441664","46.362429277563045","47.18075917532028","49.93296325092083","49.17771384909253","50.80022875078195","46.806886798257274","46.455187985256515","47.3449189133043"
"175000","51.07699345018976","50.57902431270166","51.57496258767787","47.20768388157336","47.08105227948961","47.3343154836571","49.946261900619156","49.1859709122904","51.30000899679589","47.17309326876415","46.78281167963472","47.52242481627329"
"176000","51.251075317445114","50.94501633444527","51.557134300444964","47.34299389764993","46.816540215056754","47.86944758024312","50.22049637249566","48.88179535430774","51.36040868728252","47.072055197592704","46.718828277406","47.629980484108415"
"177000","52.093383835276384","51.35640373914549","52.83036393140728","47.62893180665957","46.7042597998067","48.553603813512446","50.273575950427905","50.18299290102579","50.44180745287991","46.772158585352656","46.58741959289328","47.030202390571546"
"178000","47.07565635236502","44.41857746983061","49.73273523489944","46.716835558732654","45.98339544159665","47.45027567586867","50.35961942454582","49.18689342985895","51.711813757306025","47.14984003426867","46.17342134855955","48.803415373044345"
"179000","51.62624253002495","51.187099066330354","52.06538599371956","47.79961509314867","47.3334339064853","48.26579627981204","50.36346680111699","49.44614231403293","50.97615120571072","46.96562930026251","46.619321573383154","47.1552204126018"
"180000","47.69206446570118","45.16587106123092","50.21825787017144","47.66579042545554","46.94831807267604","48.38326277823504","50.020091726195375","49.49190331702573","50.845238592640804","46.92112804523589","46.795494468841135","47.16859898340087"
"181000","51.56934912441084","50.38229676493151","52.75640148389017","47.36586276156824","46.8727867158664","47.85893880727008","49.5575092242477","49.46112654548774","49.706956041673244","46.78328666577334","46.40181824675238","47.41456377645569"
"182000","51.66137023028138","50.453060953319095","52.86967950724366","47.49048469951255","47.320566810142","47.660402588883095","50.39801195328332","49.391896326872676","51.216066029051134","46.90285500621754","46.445435920333225","47.224706767934336"
"183000","51.56572137537184","50.60236881105469","52.52907393968898","47.51570064863887","47.00560148304901","48.02579981422873","50.82729327995684","49.316297108491945","51.86809161491765","46.806998426225846","46.379051827899836","47.09566028649319"
"184000","50.97175298200802","49.474861196666126","52.468644767349915","47.668731228957476","47.03205070213446","48.30541175578049","50.120474276063014","48.78110317559662","50.92706934311264","46.81552896399321","46.434517268672636","47.324942169725794"
"185000","48.84687655650774","48.764043923580964","48.92970918943451","46.52075512014525","46.01167510807412","47.02983513221638","50.03716112035139","48.863508172644316","50.848347864429286","46.47959267195827","46.18773895268619","46.750133615230965"
"186000","51.68575142957059","50.93437115020536","52.43713170893582","46.931401592051614","46.52466550228046","47.338137681822765","49.65404400385126","49.25598252189314","50.1229565343891","46.70974853466021","46.57514601390056","46.82140142471195"
"187000","51.718055328857","50.41343012144811","53.02268053626589","46.84016699159892","46.74507313593554","46.93526084726229","49.85168520758848","48.435627118691635","50.80263998604775","46.58564458850947","45.948187434310825","47.07433169309488"
"188000","48.65772384442118","46.692203674761814","50.62324401408054","46.779653358254635","46.030032452978666","47.529274263530596","50.208045805716345","49.47455872500603","50.69355440939268","46.663209479951796","46.43777915116836","46.77971163653721"
"189000","52.13988754879502","51.424199114860095","52.85557598272995","47.05231849737965","46.46611914314869","47.638517851610615","50.4107001024339","50.103575386332956","50.597124889734836","46.90242792112468","46.75123198708831","47.06292795660264"
"190000","51.43204430936555","51.22074373075289","51.643344887978216","47.05480739920475","46.8524527684084","47.257162030001105","49.989276407529054","49.889836906474564","50.08310290514943","47.04296089812025","46.81578681518416","47.45017233644932"
"191000","50.51631517011545","49.02757690714197","52.00505343308893","47.04698208154108","46.791611158161366","47.302353004920796","49.99274044269335","49.21309612251641","50.4116677123812","46.690724619088","46.40352780176178","47.11772285790802"
"192000","49.488201897812615","49.310718804870824","49.6656849907544","46.92096951414719","46.79117702531712","47.05076200297726","50.18865928196902","49.98298623778151","50.29835050837299","47.183472264244905","46.53175280370178","47.93081952557031"
"193000","52.0738440538227","51.7147481223705","52.432939985274885","47.28665760932302","46.925419916719704","47.64789530192634","49.53588612983049","49.1006369445966","50.378986274208884","46.74899320474285","46.51377704439342","47.03926966528431"
"194000","51.42154531677407","50.929940006221386","51.91315062732676","47.44849076559346","47.20430261448804","47.692678916698874","50.27458923490315","50.041750273652866","50.60849996079211","47.10765409549552","47.062609394402614","47.155067613180016"
"195000","52.76501977296989","52.10794926695891","53.422090278980875","47.713469446449565","46.9070582047339","48.51988068816522","50.8575036837534","50.202348148432364","51.999511364741444","47.24956753893249","46.71492997292512","48.17707448420326"
"196000","51.58131543241637","50.383252903692096","52.77937796114064","47.88980962801169","46.50236598596902","49.27725327005435","50.138783187261005","49.32538754404092","51.29949282685645","46.69968883711427","46.48509838477624","46.93890374960858"
"197000","52.444186025397556","51.64898662652736","53.23938542426775","47.59706401755291","47.38580034721362","47.8083276878922","49.99870140266847","49.5842828190952","50.36174949321537","47.21164478949472","46.84872281981166","47.75708116071452"
"198000","50.650482211686096","49.07445457215288","52.22650985121932","47.34663986399869","47.304487298477056","47.388792429520315","49.86873075118805","48.59338654245559","51.37245373128076","47.024304205021956","46.84930832577602","47.370349194211684"
"199000","50.936682741984036","50.13521952157761","51.73814596239046","47.16317387307416","46.3647428645951","47.961604881553214","50.28049642690403","49.07536927872116","51.88465786908723","47.09307424890701","46.732880857837195","47.35010284233644"
"200000","50.05720165935759","48.055983629550006","52.05841968916517","47.26701278234443","46.98979859744054","47.54422696724832","50.75848267174218","50.280722052677916","51.461884441692895","46.97108854663131","46.81150762073364","47.26902325557677"
"201000","52.43109909643674","51.85754779842393","53.00465039444955","47.44484280694084","47.06725518324983","47.82243043063186","50.63256652243043","50.15505517806744","51.370395072315056","47.23298371201211","46.94862034300694","47.6818241861205"
"202000","50.884158686594134","49.364424666735296","52.40389270645297","47.38412630904982","47.16179625244038","47.60645636565926","50.11797298494157","49.19878721879826","51.116555486750606","46.83975027883188","46.13034646652385","47.31573169432119"
"203000","52.20640985727205","51.8596590494422","52.553160665101906","47.89425719466628","47.69319097385671","48.095323415475846","50.83252474090884","50.581957876444775","50.977727526482916","46.83744378927423","46.496634013811146","47.153084646439716"
"204000","51.580397843353325","49.80189631525442","53.35889937145223","47.45541367652778","47.08413327396235","47.82669407909321","50.34842409948322","48.89144742519232","51.141428478866914","46.75465252676605","46.446743460336116","47.13661689488485"
"205000","52.62390097592842","52.233682926738275","53.01411902511857","47.84946835738202","47.7693072527283","47.929629462035756","50.150605122744444","49.798550738488004","50.62692624373142","47.159608044144655","46.86321997941239","47.424288760558746"
"206000","52.07701367231968","50.284427309685356","53.86960003495401","47.974410032708505","47.86928627143986","48.079533793977156","49.797731162700245","49.05391062093696","50.89297425480521","47.29333120989629","46.90176303602688","47.8848695718426"
"207000","51.721763271487966","51.08134929294641","52.36217725002952","47.540604003608536","46.89622577946279","48.184982227754276","50.28572355795143","49.991074123511005","50.81948152402337","46.951145776711314","46.731875316916074","47.359996209212305"
"208000","52.033083766121706","51.74253493769949","52.32363259454392","48.055103746258794","47.504171976815954","48.60603551570163","49.99993321181744","49.755617756862314","50.25389080734435","47.11133323744968","46.68968585287459","47.64529498103349"
"209000","49.7988814034662","47.497807934985644","52.09995487194674","47.23112760018468","46.88180897611097","47.58044622425838","50.67571864112424","50.17435535582666","51.34604298653933","46.8150129977569","46.273705183082235","47.61955901135501"
"210000","51.81255626659018","50.72869958141265","52.896412951767715","47.96806959744531","47.71548655576658","48.220652639124026","50.86508900258517","50.64631337482576","51.03403041860617","47.354879590911985","46.953284417244724","47.7853605220798"
"211000","52.739128048776195","52.51131068336085","52.966945414191535","47.69208123690819","47.22594144724377","48.158221026572605","50.59968343988685","50.196606400634394","50.873332666728984","47.0683827139888","46.877895038401974","47.3406099150089"
"212000","52.6312085114309","52.30678942026603","52.95562760259577","47.251712069515776","46.96136902222437","47.54205511680719","50.71588256392408","49.8811083187496","51.29786192933312","47.019509411641586","46.855681491274645","47.23160890792021"
"213000","51.58431094425881","51.56754518898665","51.60107669953097","46.77627157239036","46.77155006465084","46.78099308012988","51.513155255799234","51.23600036473223","51.92555622617198","47.27561864483929","46.45853289405496","48.26994591882525"
"214000","52.73794531395879","52.670100986583336","52.805789641334236","47.36887777440411","47.03059829229753","47.7071572565107","50.843677694090765","50.11932973311346","51.78070842447359","46.98078811439944","46.17596095337724","47.74227068294428"
"215000","52.486039322024425","52.44204362068662","52.53003502336223","47.195866234099284","47.09702999850035","47.29470246969822","50.3375910393702","49.98510721217625","50.71855817699199","46.95679415179799","46.51972026995943","47.43286421384734"
"216000","52.463734074600495","52.0350894955036","52.89237865369739","48.222636137375815","47.850768490037865","48.59450378471376","51.23591725741471","50.58372025029202","51.95905889946372","47.29604061189395","47.00111273545442","47.78024191593925"
"217000","51.73781236021527","50.489963944683105","52.98566077574745","47.17491192512662","46.881827823400734","47.46799602685252","50.26876723998785","50.05060609290074","50.458261833803384","46.73478474847554","46.22220031618096","47.04100933276052"
"218000","52.26908709182287","52.147242821564056","52.39093136208167","46.58767879948368","46.37665190906158","46.79870568990578","50.33189963639651","50.04070916779365","50.610038931143805","46.71478804867953","46.39867884686699","46.92816980155067"
"219000","51.913755956612896","51.80186503736181","52.025646875863984","47.588257030712825","47.17534097253459","48.00117308889105","50.333968627050545","50.08848221766099","50.60616232483004","47.15815409098274","46.63350658602394","47.44298047081057"
"220000","49.40962059718305","49.34316025498241","49.476080939383685","46.91800542880012","46.42736976074377","47.40864109685647","50.389591585001064","49.51434529709768","51.37370509199069","47.156741244361164","46.87100932536755","47.66225536301763"
"221000","53.39175728662761","53.13463974858017","53.648874824675055","47.85149338809947","47.804761492565426","47.89822528363351","50.70648719952101","49.22770783674245","51.808511966644446","47.605650568792065","47.1305469970057","48.15396815256883"
"222000","50.983957232045896","50.657777619002196","51.3101368450896","46.76697336579723","46.67159255440763","46.86235417718682","50.74098136456669","50.117596938626754","51.24484230525621","47.02991655907582","46.78982658391912","47.2862201819045"
"223000","51.1244925023065","51.105148887248454","51.14383611736455","46.98708120228273","46.824900759503954","47.14926164506151","50.73752053564684","50.14373704522483","51.75975514869041","47.17719709157253","46.82646886011304","47.51689172938716"
"224000","52.96449507449357","52.48686091703073","53.442129231956415","47.47223725324956","47.01693486323961","47.9275396432595","50.836521109381785","49.98704251680305","51.38463772242403","47.0350644099272","46.56519752589666","47.29789284638193"
"225000","52.938902770650465","52.685557150607075","53.192248390693855","47.52535310640211","47.501270874062755","47.54943533874146","50.61389340252907","49.58800793770123","51.61386748024063","47.08193490927703","46.97147950045664","47.295053382474"
"226000","52.552528491951605","52.55014825351928","52.55490873038393","49.122671806900534","48.859696835470515","49.38564677833055","50.95037524357735","49.65725156896969","52.07106756877481","47.15253716637009","46.195056935951264","48.53467111218176"
"227000","50.96178522767592","50.86846878419908","51.055101671152755","46.94644079492889","46.88946063902512","47.003420950832655","50.159748813261096","48.570662792963915","51.17598033378602","47.10848834038444","46.873181914483006","47.31409388134641"
"228000","51.84830027369945","50.744418111075795","52.95218243632311","47.3477788975146","46.838087283424834","47.85747051160437","50.81057068223282","50.2257013555364","51.69860065859764","47.05945160258117","46.87745191039481","47.177713653275795"
"229000","51.29511386796222","50.899421185657545","51.6908065502669","47.72808485795839","46.29303451186796","49.16313520404882","50.448229394356986","49.631719269504046","50.95663032581717","46.97118172894506","46.70058542442311","47.14491873903723"
"230000","52.31290728251399","51.959140903820774","52.666673661207206","47.83489868388577","47.20557381387033","48.464223553901206","50.82976015951626","50.259945553406524","51.72329596967595","47.09838518026688","46.91070148548109","47.43309400737767"
"231000","52.80434798780134","51.77609535564529","53.8326006199574","47.63522968927644","47.53259667089216","47.737862707660724","50.44431088872624","50.11659730912316","50.98123937096427","47.01619440119697","46.609755451557874","47.67837198879123"
"232000","52.87557182756399","52.360976989071176","53.39016666605679","47.53719652458373","46.791846174624595","48.28254687454286","50.73023853558012","49.847333491331696","51.81662744043304","47.39600835534745","47.126025523635455","47.93015377495316"
"233000","51.40921697764131","50.78334879273822","52.035085162544405","47.303150951154095","47.09838991156464","47.50791199074355","50.748750370722725","49.83760252794826","51.869102919668606","46.98711667955743","46.56093014878171","47.46098832446709"
"234000","49.66753112681482","47.5688574159756","51.76620483765404","47.056079647203966","46.87491585436129","47.23724344004664","50.67202250281476","50.27726057132947","50.96982004865416","47.565972904674595","46.98229723765971","48.35367619059399"
"235000","52.83779466383408","51.798311896020024","53.87727743164814","47.89220901215157","47.65159276809282","48.13282525621032","51.04929050911219","50.40663954073764","51.82587360100782","47.43384119036495","47.03261008678708","47.855469162264"
"236000","53.8613827896389","53.0790796125884","54.643685966689404","48.06819960656907","47.16798792522221","48.96841128791592","51.17869864957937","50.12755152490336","52.42946622827268","47.59230334365952","47.28133873092358","47.974229891152845"
"237000","53.07618837549218","52.41601225825351","53.73636449273085","46.95192127688709","46.52674376078576","47.37709879298842","50.952571426519626","50.658972697841264","51.385008234546014","46.81237941697834","46.511041458487476","47.12367997881142"
"238000","52.029923322608596","50.86636946511738","53.193477180099805","47.12590228163757","47.03727289798035","47.21453166529479","51.04090491945137","50.78645073681823","51.34193896875073","47.17144011663765","47.001862519630215","47.34693245471947"
"239000","51.89653483867417","51.63673436959966","52.15633530774869","48.057417964879846","47.83219457405331","48.28264135570638","50.71982045011847","50.371400431998204","51.04836411796276","47.8713614637632","47.28941376657178","48.62603766805153"
"240000","49.65968824821561","46.723411750576226","52.59596474585499","47.513593065693215","46.774030928989376","48.253155202397046","50.55255900408093","50.220045313958394","51.05361267103192","46.7756352541127","46.507354555950435","46.95407826037911"
"241000","51.55625389738468","50.731280509931","52.38122728483836","47.20916475646008","46.92172168096992","47.49660783195026","51.370926893109605","50.952015994496605","51.88042901812422","47.216541697609564","46.93353582225115","47.52753619833154"
"242000","52.078586777561924","50.94106024167012","53.21611331345372","46.83597348381034","46.54370169810586","47.12824526951482","50.48371285518942","50.22475377278498","50.90547019492556","47.04101433566344","46.904744036106024","47.13035511390906"
"243000","52.27136562701901","51.91295337190739","52.62977788213063","46.92566894167423","46.6083765388432","47.24296134450527","50.2372616871779","49.44214003931632","51.498329959647734","47.2586375872447","47.0354072003898","47.62767496413594"
"244000","52.89995208206528","51.61103580161055","54.188868362520026","48.13497506965932","47.42112178981277","48.84882834950586","50.77131887644713","50.23040459343407","51.568204541342574","46.91542455009111","46.72264417519698","47.10934284462052"
"245000","52.44165980948716","52.43300013129508","52.45031948767925","47.14221569010005","46.787637207546425","47.49679417265368","50.36588074828066","49.73751042248674","51.42568455786112","47.09791260398081","46.89438911791983","47.30433303637747"
"246000","52.85028749174613","52.16066847791476","53.53990650557749","47.74865694363616","47.331739476838116","48.16557441043422","50.24154324540322","49.98387975597769","50.505264347350554","47.021974028652004","46.86924128435406","47.12698375177602"
"247000","52.771359682811465","51.518258181340634","54.0244611842823","47.12696697112609","46.98006012406011","47.273873818192065","50.09520852251649","49.78346000231174","50.41309794057618","46.95290182627188","46.57370010002341","47.47897763699309"
"248000","52.16401078872538","51.3886023517089","52.939419225741865","46.902346242132396","46.26619482155119","47.53849766271361","50.754555193903094","49.88608865299357","51.861067254379186","47.017608853884575","46.68291199054594","47.22983451663647"
"249000","52.5397506020813","51.15616558862387","53.923335615538726","47.20580296191221","46.17892104705327","48.23268487677116","50.33303292426757","49.78981469741454","50.90064089715279","47.210396272870334","46.326821505752406","47.868732893331185"
"250000","53.51077742745434","53.48062511380371","53.54092974110498","47.82954562850797","47.58665028498871","48.072440972027245","50.521616905538245","50.09407190534964","51.090702480325135","46.87290172744563","46.615680836019614","47.33325760522524"
"251000","52.14106319367984","51.11354843421552","53.16857795314416","46.90487570424622","46.65754434730509","47.152207061187354","50.750551466359646","50.71886951677421","50.80159202068318","47.09978203266987","46.76072445107262","47.38310588907325"
"252000","52.18367318325536","51.916131355389474","52.45121501112124","46.861375104091536","46.64135927160867","47.0813909365744","49.37914296503072","45.47837720968863","51.54307789601689","47.187663948955276","47.05429757899467","47.42279801542662"
"253000","53.18518849901905","52.940603183465775","53.42977381457232","48.554133442912565","48.22968161079564","48.878585275029494","51.17482274000755","50.57491535239153","51.54341933020651","47.76424676496577","47.12489860875433","48.742032538283695"
"254000","52.68875321004917","52.13160445637497","53.24590196372336","47.245526389595454","46.99594581198932","47.49510696720159","51.33804082679669","50.873719547974936","51.70484718729976","47.163503125740895","46.85310624663456","47.50837697703566"
"255000","52.68282775384761","52.366509271971196","52.99914623572403","47.033854168775775","46.78417335217195","47.283534985379596","51.058522916687785","50.372101163410164","52.164958042814845","47.20567632692022","46.986657115639055","47.315853097042215"
"256000","52.000185156093586","51.87051762456297","52.1298526876242","47.49118679206809","47.162652978296705","47.819720605839485","50.94686598169392","49.57475832882837","52.022911533511774","47.26391239721203","46.91275941123937","47.62912864484525"
"257000","52.412821472957006","51.3002401438837","53.52540280203032","47.57910108184346","46.76179322134934","48.39640894233758","50.43435217202718","49.59977236147965","51.04268263576011","47.110033957722784","46.705146386050735","47.37062192102758"
"258000","52.631635086492494","51.20147798931113","54.06179218367386","47.955636979012375","47.244302025074305","48.666971932950446","50.88002027334223","50.04982364316093","51.724156817828714","47.512820155193246","47.351068297932805","47.830657852609306"
"259000","52.450848912528265","51.55799767190703","53.3437001531495","47.673402691709036","47.43374280291928","47.913062580498796","50.4951939412376","50.08647570872724","50.74213031104093","46.888973508399225","46.619926483595144","47.32763251736715"
"260000","51.7501022588213","51.26097594171206","52.23922857593053","49.31379461403076","48.794200252748524","49.833388975313","51.41057787648308","50.692244152469655","51.96550553576639","47.65088444559233","46.577010127003405","48.28231638013549"
"261000","52.700916527823665","52.396743130856606","53.005089924790724","47.896926518541534","47.326536606415935","48.467316430667125","50.90237989697234","50.13209903128122","51.423166143115104","47.079930336275936","46.78571173755625","47.49183480886545"
