"Step","Name: Prod-EDAC-pretrainAC20-hopper-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainAC20-hopper-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainAC20-hopper-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-pretrainBC20-hopper-medium - eval/normalized_score_mean","Name: Prod-EDAC-pretrainBC20-hopper-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-pretrainBC20-hopper-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-noLN-hopper-medium - eval/normalized_score_mean","Name: Prod-EDAC-noLN-hopper-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-noLN-hopper-medium - eval/normalized_score_mean__MAX","Name: Prod-EDAC-hopper-medium - eval/normalized_score_mean","Name: Prod-EDAC-hopper-medium - eval/normalized_score_mean__MIN","Name: Prod-EDAC-hopper-medium - eval/normalized_score_mean__MAX"
"340","98.15503852054614","95.12839261898417","100.32024502786751","34.58807003707455","33.87778748249244","35.12394323234646","23.213139678408776","2.6301764844467255","35.04667828963322","43.49259716864268","36.68493409385132","56.560283862210305"
"351","99.22111009867547","97.03207556943052","100.48045060089888","35.63616238477021","34.88878786427021","36.87608355763713","31.064020171416583","5.559349189858004","48.677241787269374","40.35288014880097","39.459790869796834","41.28723550719643"
"362","98.00427472141125","96.38393434564517","100.44451079734404","32.37515515695563","26.813010975883742","35.640424589701304","22.71831450433993","2.7050494268629555","37.07855519182468","47.033583376119076","38.663438214745284","58.99853864891419"
"373","98.95994688250194","97.12050289422908","100.1721987208752","32.64997649978462","27.60140291821408","36.78932653788304","34.752762456007126","22.619000777296293","46.4878566986122","51.9484020407912","41.91917679363458","60.103835106009136"
"384","98.04350681969123","95.3597603040156","99.5668903200814","31.409949425088726","29.333642101243072","33.05940239245807","18.145122202743945","2.867190067021108","27.907898954978997","55.365373464555695","53.479888275140866","56.652345968683164"
"395","99.8639976735116","98.553865962487","100.56442188750881","30.3030167710801","27.304884124843074","32.33269609320995","60.13893991174981","47.547599998391895","77.36874200891523","54.94943550436898","40.00327726795827","63.71893499892993"
"406","99.9803791506161","98.64267458440553","100.67477949153132","30.038052530674793","27.417865131394173","34.316424958906524","38.43021900328902","21.779956825690984","62.709784183216904","61.61911133226082","48.69341135687213","71.51205097306816"
"417","100.3596680918256","99.42033542192311","101.69146841253685","30.127315840351326","22.37096821950747","34.93361687612161","55.99445620968674","36.178425363076386","72.77299040482669","42.056230067191194","37.345436980381926","46.96083517858552"
"428","96.60075544114555","87.5762631809433","101.33346386251988","30.96228473053927","22.43604307098342","37.1387556212391","32.18805357223081","10.626811936853109","44.5074069804255","50.97482818398876","46.26107004297128","54.51335682683025"
"439","95.78867373983935","86.13648702218515","101.25663426710507","35.161798385524754","33.55282837954387","37.72233724313694","53.058295335268404","44.76640005358048","59.01735843159613","52.10764064696638","43.25238797339949","64.17104823174611"
"450","100.76450372066375","100.71864683613589","100.83923546778847","28.373371286941808","23.429054889334854","33.79767997438063","50.76726148564209","45.243075379898066","59.34244032131435","53.40223241654806","49.14818784947797","58.86432444458262"
"461","100.86723803228756","99.92426908666297","102.67311646821422","35.67663941222163","33.39818309654682","37.523594110039156","71.37970533385682","53.042946848155225","87.74859255084812","51.389183983137436","47.43660685646997","59.21476110109667"
"472","100.4546928064518","100.15963568617308","100.88915007340574","44.9857653042579","41.417026388495344","47.01076190613055","30.12725557337623","4.894124774262368","73.31387379621627","45.46890455940337","40.35730160117559","54.50578613799202"
"483","100.6410801843487","98.77627574817468","102.66034652220972","69.32484707300733","47.60879484512401","88.61566023652149","12.477852109237261","12.056116389094447","13.091781246470001","50.396481908604876","45.70902615215368","57.6060067829914"
"494","100.8584417474492","99.8673205326893","102.5981059225697","35.49239184626379","29.529920047507197","41.57440846255669","28.13479681874998","12.197216163291698","59.38763106563069","54.426173798000185","44.794973458132226","67.12623799848129"
"505","85.33369001516228","57.07068111609733","99.61572824517575","39.67123870252622","29.497937213775504","51.07907130312919","55.381597467383365","39.93221759892986","75.58812217186811","49.33805810820801","42.52034144801023","58.235963079221975"
"516","101.62571281517954","99.42658898377641","103.00978060714506","35.319238908386616","32.30635449865394","36.97511527609514","49.22845836389115","13.358798235718762","70.88839062116635","49.49877179838817","42.37423775301956","62.490515997001765"
"527","101.29030484967556","100.6345061428452","101.88928780432516","37.55186793409411","36.29950115784597","38.20950761509495","33.176593272716225","12.472744203337383","73.97188742992239","53.69546521640996","50.00110131766847","57.05928401472978"
"538","101.5171191804315","100.38479220455133","102.29345522699396","34.48439778337503","32.921786740017566","35.27419491424699","12.345017857963606","4.799331865628451","19.64933584953241","52.26907209713094","46.95024839989367","60.03632449441218"
"549","101.76358485679047","101.15063599638738","102.6147362598135","39.219319238749165","38.082345858454076","40.27996327087503","11.852308247831177","10.721803545952941","12.790118940724202","53.43144766411384","47.866282564591714","64.37170737032305"
"560","101.18470850190847","100.06250915187113","102.15895367607595","42.238862822488876","39.08138590068137","46.072276624331366","18.963366141114516","3.6285130764568967","40.53467100271231","50.404174502186414","45.585340308332896","56.29791815358889"
"571","101.46668758034825","99.27542897237849","103.45888677274361","46.22532544607674","37.57957815615124","55.61838969739451","12.592832560183224","12.147281786079379","12.839982253817556","48.12652432070245","38.7988355823526","55.76893401855797"
"582","101.14168198412263","98.10607193663824","102.77409649559142","63.160260417500346","36.89665559213285","94.03160294891146","12.603719190088919","12.23925460078004","13.057512015119224","69.47716294071152","39.30717243035541","103.53505862390917"
"593","101.21015000284274","99.02373904973726","102.88669005040103","61.58420508610212","41.540865800268655","80.92731683553293","12.381939807694037","12.273743307824395","12.473683879648126","75.68517765347345","39.21986660985003","95.63973320162215"
"604","99.97723178407004","96.95352739296536","101.75412199221128","53.019776255591616","38.79047197171113","62.87451434390108","12.542177810361627","12.423502159936032","12.76060638921933","78.31642144822831","40.899116464019095","102.87563493694051"
"615","99.89975882615266","97.28018120132722","102.77526212252133","69.77673803977832","52.29107129611382","102.07826390229516","25.009141845817002","12.248057990532374","49.47929444733769","59.124866552924686","38.72115904285768","85.36614555704207"
"626","101.53475569571746","100.76622240560042","102.09720657141278","71.46011519456933","46.65032957225401","87.10207247760033","28.441027869397974","12.06274243732955","60.373005274816684","71.40431853941179","57.634146963844685","87.77450199364618"
"637","101.44627054316653","100.34556278396484","102.07564175970482","69.45288096140047","47.23572878492645","103.05875000519498","29.546748696071816","12.06243842654688","51.66437463856537","75.32659607779719","55.14554647606765","101.64263004239719"
"648","102.08951195961828","101.05422339443366","103.18285621815826","74.51858696810137","45.85581704352485","103.2579314615097","16.339057003834345","11.983942126207072","24.04827418416543","47.833440524275176","42.62315356459486","53.98716577863365"
"659","101.41795839728859","101.02019363385016","102.09657285006706","94.33693437810435","77.9463398749174","102.95897844121899","12.101409372900287","11.476890449076347","12.817925355026365","101.30775525446609","98.89081550751641","102.79851515317989"
"670","101.42874599129861","101.02097716616683","101.82414173399859","64.30546635644987","58.140140672179925","74.58581305333922","10.851256194077886","7.763908334022355","12.74571579261785","82.67330904236913","41.76568943244667","103.46461254116223"
"681","101.59666298018458","100.14112695645161","102.70666873946678","66.57483389475438","48.52589622442283","77.51807950599348","12.084988958446411","11.61299451025204","12.652318189810057","100.96693757949838","98.5679321769147","102.50437743860326"
"692","101.89531523257754","101.53424186954574","102.38438691037342","78.3629203526382","55.94084201106996","94.18674408298489","24.975393336652587","12.480450173425933","49.9652697240974","82.07605991430104","51.71480142561533","103.59752344965725"
"703","101.80399300267563","101.66750303660385","101.8789279858797","53.241044479303774","51.262342066213364","56.11901460411228","12.658422451363473","12.425879557671358","13.046440341613788","71.76834346078338","41.18829604956998","97.1747738037757"
"714","102.44784751838921","101.8378540657403","103.57797341210441","61.86695214118075","51.38578898028256","69.32884809694237","12.503217207169383","12.358848856370022","12.604989580679757","75.06181820681803","58.172897098552355","89.68206313125548"
"725","102.12466455240246","101.26379639149107","102.81666205441863","54.21678580818017","45.180662382559774","63.777645330419546","11.87335708484954","11.424004361513934","12.165644664715582","81.24642188714593","59.51917697182845","103.00630416605716"
"736","102.15022387898392","101.4952690128095","102.55505011836263","60.05419540096876","51.77273902701686","74.14478019204563","12.2788813169131","12.172293207865941","12.481889625290233","76.59152089269988","43.591936668796805","98.87441848242418"
"747","101.80464468783073","101.28748786036627","102.31844009492103","72.73382892767883","58.09316249986789","88.31511009534181","12.246495971999693","12.142232988269766","12.429490604768585","91.8705776456988","70.13173749545469","102.80738808215801"
"758","102.2611871976918","101.51203935650841","102.90460992833569","81.45457823703306","75.51864583338102","84.56837651539621","13.677076399639944","10.292271777161073","18.246461445646595","75.6235989013027","42.13109524597054","94.92128906727172"
"769","102.3036057096012","101.3263041442498","103.08010465640746","64.99305262895956","56.04991934373847","75.7139177893117","31.230898662536934","12.415284656529469","68.6603372194237","71.0835774247815","53.483170410769844","82.5934126348713"
"780","102.16742380979137","101.36343110008256","102.57585779896324","69.78079359033377","52.264262505396346","102.48388561339846","50.88536932887348","16.389013390945863","76.87449531134345","73.95332399587774","58.36295482431183","84.0437088858132"
"791","102.15338816971361","101.44379981648889","102.64063693342385","87.48657571289203","77.32426044971135","99.53893085169946","17.1680465213475","12.277109975143132","26.48609188060791","97.50532968150843","95.14658232235419","99.12671004397876"
"802","102.40300361528092","101.6807680987788","102.89666077417402","73.56928790017596","53.50517007319604","102.26840880797015","37.49786376062452","6.744160444506262","93.16820620488917","82.01161017705509","66.07451571348209","103.52606151522832"
"813","102.7406297995917","102.63868157720026","102.85133987056952","79.92461612421472","50.24956619459914","102.49615786780274","59.41859689661501","12.367378420378852","91.62193040518261","90.94104806748386","81.58210248220009","103.35019893646582"
"824","102.31260321741361","101.96706916706866","102.77215200918872","95.80211178742711","90.74272534197912","99.02480623975075","45.68340016850137","12.411616933066602","86.67370206018167","91.50792969922861","82.76600217004824","102.35149350528498"
"835","102.1307646521005","101.79049567200516","102.43789223991207","73.77958811643714","56.76102961178922","102.01150196583096","43.012526803912614","12.364906715090857","84.14787744687092","70.93142523685327","49.64390724372654","103.21012619273684"
"846","102.77660579451124","102.67591655917064","102.89345089540238","95.52801626687535","86.42809483866432","102.65736549573907","58.84365835869368","15.428508243827622","82.48390615681464","87.7867210378238","80.82603886129044","98.69431102174106"
"857","102.52005974735766","101.96357069456195","103.1316993327678","94.03812270188519","80.14207732290744","102.59938101480563","72.23339824683704","34.131853846202965","93.1977608491587","85.13768091036157","74.08572587225161","103.48538361059377"
"868","102.64299065600456","101.97071555278583","103.21993702105519","87.96577580518421","60.444874786080916","102.01391170620572","63.25153359747029","12.334273821498204","96.13434044365447","90.04791347800607","63.70387960810609","103.52960167505776"
"879","102.45535253321542","102.03199475132581","102.85290567668628","89.09706938789823","79.34362369283858","102.6118177559315","74.84415508761062","58.03708516279937","94.16878527427305","82.97145448751711","71.27823991212313","101.4335103479556"
"890","102.76037448888873","102.4018728771179","102.96695200200892","102.53500208357791","102.07914891452056","103.03349636757214","57.39038350822091","12.180264409001193","92.07563106765333","101.57884458252988","99.34070546367165","102.8442795430278"
"901","102.3606886980408","101.8767805554391","102.6038164639937","88.1904789953498","62.59681319094496","101.99143571185294","76.69857743787018","55.29414489372114","88.93618675778602","85.3316164708965","69.10731910834086","103.20727523081896"
"912","102.42375144569645","101.38132966150297","103.13870246301053","102.35354264685101","102.00617327161191","102.62540607771548","60.120256305836655","12.192340050967315","95.06943089578456","102.42242723415963","101.12901875054861","103.6958568916461"
"923","102.82845708962695","102.46195905957657","103.11305277711537","92.33048595185592","72.57688800756915","102.32169947753671","71.6106977235239","54.091177307289364","87.97597236822908","88.84022181042378","84.16943395468014","96.01810518352507"
"934","102.66576770766322","102.37719532184116","102.87768949967793","81.59351764982232","70.86826530936722","102.1543472955211","66.23412277018203","54.82695002113984","77.73533115258141","86.89889823746763","81.43588119167612","93.44896204231881"
"945","102.90759155816318","102.83884388588251","103.01896487803258","97.63698132316723","94.05184139683796","102.33124828952171","73.5799455752629","70.86926334806276","78.67504843626767","88.99643272674147","80.52103850113629","98.73500390355133"
"956","102.71676366752315","102.2251894025442","102.98299790044834","88.80097173588052","62.041412982721376","102.32322846775722","79.76120321680303","73.3113536391439","87.90976938804158","97.81186251153025","89.69244351527087","103.22997819012453"
"967","102.50031095677762","102.20083932715681","102.69224861596072","102.59768387284414","102.34556306831534","102.85767711362637","74.01882848980826","64.70144181785757","92.01298928149158","101.51763063254982","99.59430335725845","102.68085617989034"
"978","102.4176725070753","102.10295786151951","102.77046388783178","98.24636708390942","89.44097012782615","102.65855738094422","79.64021861147533","69.67714078113342","85.27283163496872","94.69926615952691","82.28854073265171","102.7550371236644"
"989","102.66570551252055","102.05731560131156","103.04229314844028","89.48094406459118","69.31261317443314","103.09983452596464","76.07570790078694","57.66622118582917","90.68805993499998","98.0406475733772","88.29744111903968","102.92379721487183"
"1000","102.50008601203369","101.98642768135755","103.03292332539995","84.81956200003715","49.792535374899046","102.53857343666523","71.07054523372703","48.17500087554813","85.42936908934584","103.0373631498963","102.90208028605748","103.16026541282515"
"1011","102.14494611344679","101.73267690422112","102.50301037659169","102.14585641630883","102.04752318251019","102.26490131424676","68.31279764302964","44.2335950815109","89.3188035464153","100.90614407562782","99.61792176692424","101.89275727279369"
"1022","102.73590206034102","102.28573258937354","103.08263045041754","102.37829234563326","102.18250662188977","102.54766817863899","82.47133449236884","66.22814489029965","90.60553308568089","101.63690393289532","99.44689802866932","103.07206541554748"
"1033","102.09209118158896","101.43914986004225","102.49801474099233","99.43554820792683","93.44586930559313","102.54374190248727","76.59122915317005","70.9736286605202","80.4432262593257","102.63244240866406","102.38867755149631","103.02154848972881"
"1044","101.27101947257385","98.93859133741518","103.02568088891817","89.14468662383975","62.62614924959392","102.45693234810774","66.22815089933385","44.745747910107674","83.73790442786368","102.89025348752521","102.7590823246331","103.08381180669554"
"1055","102.33306842918766","101.59464964932621","102.7231566980071","102.44160557795908","102.10795302055159","102.63054273213511","71.38634277085605","66.28537670802295","74.17054088801427","102.44408770669254","102.17714825420406","102.64393332889533"
"1066","102.77600081795129","102.70243839763896","102.85606026707956","96.02548387071188","84.24979976766579","102.00273986092927","76.754743881526","71.51230554425148","81.98982713574152","101.91538930087533","100.7335025162021","103.4140569253851"
"1077","102.68580617791014","102.47701691425834","103.02906458156701","102.38214524753683","102.12653357454546","102.82178580950213","78.28986894911131","69.4014086406228","84.08140790984513","100.66824542311373","99.73215897021579","102.12735118096782"
"1088","102.1533802647964","101.96759147635075","102.29674350180906","102.28503956603599","101.83087398791378","102.752389815117","74.1728410484314","54.892785000106834","89.36708176015739","101.42298716762262","101.03638213424911","101.8331333663333"
"1099","102.61534580204409","102.11256491155707","103.01497332214504","102.32744219492241","102.11491731433577","102.51705062574824","75.44876099768273","45.84783226874841","92.7643819916496","102.44206305669354","102.00193172249803","102.7951995882117"
"1110","102.36804659979867","101.70809558905356","103.13122425649208","102.41667271278384","102.15837399895426","102.66410145127804","72.595651052256","47.22030490904605","96.9427755615202","101.57463054615583","100.59648610439407","102.54696326580154"
"1121","102.55347936165055","101.81325544758019","102.95308759326171","102.695443986753","102.61677332098293","102.78948092234714","63.776448320430895","57.72104496178464","66.87372278964344","100.76697122521642","100.1596758475861","101.10364434890573"
"1132","102.46529938949526","102.2194690803333","102.87322158523277","102.29458564957885","101.92207046886647","102.559577135167","79.77161661960406","61.22632264947922","91.05688538471662","100.78094357325655","100.06038621820696","101.55948260403612"
"1143","102.6170734827427","102.3193033401691","102.86344756469764","102.11614103226783","100.59852119538468","102.98254087881772","59.22062771531535","45.82233801374282","73.87612744389179","101.42928916274256","100.7041078555061","102.08850370634966"
"1154","102.35639227463155","101.60215380230593","102.86643694654194","102.66664388868817","102.48268626343652","102.98947546437117","65.75027347616452","41.39970112906234","78.88107807101366","100.39816244440345","99.62385052227376","100.89154962498061"
"1165","102.22516929793228","101.38670799606459","102.64706945354116","102.60639122281168","102.49286950652706","102.80048811364561","67.51003123075351","46.03087352614537","80.61414448610951","101.5228064904894","100.9791702659726","102.41816850201516"
"1176","102.79771856114894","102.51780089572102","102.93787903742218","102.91846380284876","102.75537821724156","103.03179160366003","67.97795515026007","60.26028745593739","80.1463952943454","101.12338217518102","101.0351706885289","101.24174076147894"
"1187","102.65016363744492","102.39720770372926","102.92270173481768","101.92982660621688","100.4103723196054","103.46049849967667","70.00740210711366","51.42247163817168","83.62916263198639","101.17282385624696","100.53714592504305","101.84180412825407"
"1198","102.24800924636283","101.8746046285985","102.72384118448079","101.51565899216364","100.70118466790551","102.20338026347554","69.92537991983603","40.68168049308707","93.32750351602833","102.58873658107306","102.17130617468679","103.26160740926996"
"1209","102.23741906998818","101.89144733553324","102.46741722455465","101.37451245858121","99.74054488812315","102.5150594326974","64.68176404807474","47.33607325911875","77.4266735984823","101.57122782577129","100.26341054178363","102.64009924559446"
"1220","102.6158136612235","102.45073752911189","102.8402632198547","101.05960653316045","100.25953894645254","101.89086002460614","61.31430779818127","54.58488434964295","69.3519053554684","95.70685955760241","86.60448958934828","101.36227884912911"
"1231","102.64649698159985","102.38379192009128","102.83535975952313","101.2454881325878","101.02303407694961","101.64543527178458","74.37302177898235","39.508074016277156","95.1780977079894","102.28391465103505","101.44087455023944","102.9722298135604"
"1242","102.51665800064863","102.22606306365589","102.70500688419577","101.62899890339504","99.88793215862492","102.65554099326701","71.52819070361433","49.57035999895659","88.35372439031948","101.81779886957351","101.40346261375119","102.09260256767526"
"1253","102.59268905690834","102.296377000316","103.0995342796449","101.65556441988058","100.09856050894368","102.55975617913546","55.075453676129904","41.37157280622468","63.851506742452216","102.41668303965783","101.63114927234204","102.94517288933666"
"1264","102.49296566724114","102.23712029602892","102.79226110251152","100.65183882453164","100.31973282329037","101.00730385694456","53.36520838946374","42.2999160472222","65.72224615077485","101.72664755090499","100.90292340860721","102.62031709853241"
"1275","102.64678795955489","102.51198600657756","102.77086622424997","101.53904258653995","101.12577003019824","102.14796969372328","62.56573155385626","49.203729121848546","79.72318371341356","101.05230339976606","100.47344338713198","101.96646813356791"
"1286","102.45283197054334","102.13691696890427","102.71730211630089","102.34517073150725","102.23996019331847","102.50366068686955","58.17491384913637","40.6175678100896","66.99898533555127","99.69129091832002","96.13304202772282","102.23758536003686"
"1297","102.66218105876317","102.36219958308494","102.96738824007721","101.64842474706434","101.22892054966259","102.07129088722291","66.93440211681214","39.96836625853322","91.66648998285118","101.8386364884417","100.92826125213807","102.31739065080677"
"1308","102.14269444603129","101.82644040063079","102.32904670626867","100.93911145845335","100.48855819617452","101.46613991876798","73.2296115261769","52.3095228364276","87.32699765155506","101.92749917660933","101.58162262654145","102.60053182030524"
"1319","102.07708660312299","101.10800082681385","102.5771831080978","101.80274988230816","101.31679182328554","102.20781327612936","59.328718312139266","46.52497783932681","66.29549322530346","99.45479795820783","94.32723013461894","102.70536242454098"
"1330","102.49867933493748","102.03441826637813","102.80781988005057","101.86721871426441","101.37941111721128","102.25396069968215","51.62951697608393","40.332825385412704","71.02347195914965","101.71713241880495","101.2694099995445","102.08463041134999"
"1341","102.61723104593186","102.55032483312456","102.70983916840937","101.75588110684639","100.92774746800538","102.52491325971323","76.21747285972015","68.06638567872788","86.52576530733502","101.7488602937882","100.85333737164851","102.57597474109893"
"1352","102.33650360927969","102.14403956154095","102.48870824233745","101.89515932342982","101.39713894669815","102.26378059931946","48.031284358861676","38.14292944692734","60.04023558737936","101.40563303789303","100.9396894693534","101.8299261350051"
"1363","102.56507986457412","102.06724423727827","103.24209979219879","102.11730425125961","101.78131449236368","102.60095554912125","59.5069369947021","40.82946091563345","84.88938375737087","99.95975228315633","95.03569763622231","102.87483811996808"
"1374","102.51697768585576","102.32328749049569","102.61596350397124","99.76131663058459","95.80382612378031","102.51340752911324","71.71887766640732","43.083849575634034","86.44716119425871","102.39176954374516","101.18585782280209","103.01544348897468"
"1385","102.64934687117113","102.50041861907216","102.78505392041514","101.82673243824773","101.41294635812665","102.25593344966212","67.45666780474082","46.87807581457413","84.47640913850378","100.88899201370835","99.20164296758905","102.07366308102237"
"1396","102.23756145477587","102.03859437973391","102.40373300523545","101.45789561501404","101.28165412059785","101.69358335796616","55.64413767337436","45.172551874294335","72.58574880310239","101.48706591604328","101.0033856955171","101.91366180412788"
"1407","102.55491871035095","102.41623874478198","102.66535175420468","101.0478643484676","99.9773135105183","102.01618454677518","57.94960919137251","48.877699851006035","75.2995149215441","100.73926813542641","99.81606400949734","101.57907569091672"
"1418","102.36774701369332","101.86579800420431","102.83477780567614","101.39054269659596","100.40952459421035","102.42833526300842","46.91557367960135","42.007030999162296","50.67571945679278","101.50061854710066","100.8982454745197","102.28715950447159"
"1429","102.69779907840086","102.61623615591002","102.76717890055636","102.2416090361685","101.59481104273874","102.77506599502583","63.34994636803763","53.09087760072585","71.40664879000084","101.95987405707969","101.7711954728735","102.29759485793363"
