"Step","Name: Prod-TD3-BC-noLN-walker2d-medium - d4rl_normalized_score","Name: Prod-TD3-BC-noLN-walker2d-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-noLN-walker2d-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-pretrainAC20k-walker2d-medium - d4rl_normalized_score","Name: Prod-TD3-BC-pretrainAC20k-walker2d-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-pretrainAC20k-walker2d-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-pretrainBC20k-walker2d-medium - d4rl_normalized_score","Name: Prod-TD3-BC-pretrainBC20k-walker2d-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-pretrainBC20k-walker2d-medium - d4rl_normalized_score__MAX","Name: Prod-TD3-BC-walker2d-medium - d4rl_normalized_score","Name: Prod-TD3-BC-walker2d-medium - d4rl_normalized_score__MIN","Name: Prod-TD3-BC-walker2d-medium - d4rl_normalized_score__MAX"
"41000","15.477141011295231","2.333349737875239","22.453170001442814","77.51654421528441","77.32457093729374","77.61425892701739","62.27989150200026","54.02850057337724","68.31238612753853","68.98962632482615","64.83577035842588","71.11308564035653"
"42000","16.24860738673751","0.6244796161108573","25.095773235942875","80.03164291217654","75.05966340189069","85.24816917973017","62.22349608306936","47.286334903837364","74.32660573367885","77.7134655024859","75.12440672627812","81.17018934421931"
"43000","17.17897119277899","0.6205163819552608","35.687144395708785","81.2716007270011","79.57232744119783","82.98757220301131","67.68135170667942","52.900844594148666","77.59130074381136","77.65087675969986","72.86986492478829","83.98914914616496"
"44000","15.670198077275613","0.29808947399565094","25.725212743647475","80.845893085123","79.01979397560572","82.460086044839","63.38228660465463","59.77320141291098","68.98351172945235","49.56458855688074","21.903410510903374","71.75407396894383"
"45000","26.666150242077382","0.41002816802254993","68.25726925604882","78.95616174952201","77.92057838356833","79.671365575992","56.76180072652284","43.14806803009195","74.74773338959379","67.72417982695374","56.931599716178525","77.43573640400545"
"46000","30.73963081329053","0.2547142095722824","80.7282010433618","81.07835990999986","80.18395795924567","82.21022379511258","68.19050548617979","63.64125511496507","74.28812269611205","75.93253290917004","69.72214448308158","82.0475864407293"
"47000","29.35369038463371","5.339351556248166","69.48527656832727","76.1309030293905","73.67966320560392","79.38921287318162","61.81557736461281","59.39424848392869","64.64400220347021","73.57736384442374","70.6561259802697","76.35542170207098"
"48000","31.352129306761924","0.36294838881546865","77.2400178058146","81.94689938518756","78.78843461921733","83.95161822895312","74.00448572600259","60.84948696438316","86.04854585567885","71.3130654615553","66.71180519263758","75.96707592330762"
"49000","36.03351694552607","4.117337846150424","66.97348278905629","80.51256144412137","79.65711118592816","81.01759534134581","51.81638617852337","44.80008073950154","60.6710835895157","79.62862154587663","76.00003760249918","85.32608922912127"
"50000","37.311694170520965","13.701597227817516","83.11617256274225","79.353010472806","77.69297283696555","81.12581241162022","70.48858307308008","65.7125200691116","76.17214091928511","76.80187297491919","74.73740369661618","78.59924380825481"
"51000","27.83187794852104","12.37658866443561","56.59259130093233","82.37821085693052","81.46826594986322","84.08861825041673","68.79381286422672","67.3859408695519","70.17748897537687","72.18248016501137","70.59593354272839","75.23324483375146"
"52000","42.18709783680096","9.90729212785997","74.33385438727252","79.4420244055889","76.5750586901488","82.04989748683244","64.6947141190572","52.328784745067324","76.29545964677142","76.12528713733401","65.11366536427404","82.12522029668307"
"53000","52.50752564290615","34.09934124317134","67.97767324436839","82.38455481472236","80.82143609619501","84.3488552161596","60.58471423747187","43.3847963825118","76.83897329566769","73.80788162054483","72.62229432659522","75.32871145642397"
"54000","58.497139620984264","36.28207494629258","76.96376172264401","79.7325308476178","77.55514050686638","82.96772522570939","79.32956410674495","76.06025795324625","82.81421982801734","74.63599288456133","65.57560096273241","83.51512971324965"
"55000","44.3937863089694","16.931682348910115","69.77337206029128","79.77775678921974","77.87392284161345","82.40236672532536","68.16462404603402","41.48097349019791","82.93029597214708","63.48292674223223","45.634763264987235","77.7835752168341"
"56000","60.77109727738307","36.46450797872755","76.68368528960208","84.28861809776195","82.79588793558315","85.39273192252348","69.56058673260495","61.38395480078069","74.68126560242015","79.15927134130959","72.0450308612738","84.97692359577783"
"57000","56.3528148217567","41.86609518441861","74.7569185519637","81.63021372821734","79.93517846259263","82.87763498260682","75.02109386083443","68.65323498454168","81.74908560585922","75.40211826589655","70.41012976585615","83.19294042681294"
"58000","48.834127531783224","30.170817804174888","69.83438548742653","83.12676486924722","80.07944990608966","85.5147850175654","72.07137681944603","62.15442912531517","78.47112209903582","74.64628335247163","70.88903290318837","81.5607973392641"
"59000","60.4457628572882","51.54788546643405","77.04438218786387","83.6190337082012","82.46316622028488","85.37617116166673","71.76911718297272","70.03084850847644","73.54986589138436","71.9311634863613","69.31661917191855","76.14328051313328"
"60000","54.661640928131156","45.026215214881326","59.854348783785696","81.70269967128894","80.57643417386389","83.7570672155212","78.44588203598057","73.8486403714545","83.11506412190684","79.67171819338459","75.52128694769267","84.76223505096875"
"61000","59.238473195818734","42.02403593591215","76.41476442247989","77.77990285747494","70.65176870996515","82.07066071121652","72.01807341709362","64.63567974671406","76.81848351973414","75.79928823909519","72.92784548840461","77.95312895849179"
"62000","55.463349198234994","42.06094306769626","69.68719650395366","65.40286707254118","33.53083060188137","81.77527837497168","68.49076840265862","53.907343745282866","81.63256877804432","76.67147972573834","74.80108455071365","78.84456998930689"
"63000","61.97636844998658","52.43532552417823","71.58030299808699","81.18026085143221","76.48098926478237","84.51712079328223","76.29368293056433","70.97191812003338","81.62324949111867","76.45468097216688","65.87406246421948","83.71246098841219"
"64000","54.49805200145266","35.31322107042421","72.15489185452516","80.15831670886946","76.04181188061229","83.30287027325069","73.59123470208704","72.63998842213056","74.67237686383511","82.42599017906393","78.28315856687271","84.79584852134195"
"65000","57.37466353055527","39.193069265730784","75.8910223401839","80.06880002324174","78.23425631341732","81.3963820939658","74.77444536941815","71.54703233252611","76.61970761994219","79.55354146662638","77.81479084140042","81.55844764016013"
"66000","58.246201763176714","44.390490293245314","76.06778062314461","82.63354899267955","80.59796749099789","83.96772601011033","61.0356580046311","29.722992884062766","83.07314834347143","79.48354970552393","73.73780503165884","86.40124382994271"
"67000","57.32992839526393","23.50453217829875","75.54911564338","83.53442334151323","79.33040529442687","85.73184924571238","72.64581784914658","66.87851258458362","75.55808089758075","79.56090775692873","72.59943483316391","84.60620223551825"
"68000","62.69882679961407","54.388132830310234","71.68203914431973","81.2603212958707","78.8257994906941","85.01144749300926","77.5180607222286","75.15941733587216","78.92680225732475","73.89299203952316","68.56704520588788","78.22560627583694"
"69000","63.48723184439165","47.87573824452364","73.87937225001167","81.35263207953331","80.25529388073238","83.34573753227752","70.74549036032575","63.290938647616024","82.08872505578752","77.50269765499836","73.42042902125155","82.57715986958874"
"70000","69.16860951861618","61.28910764319825","75.65138542208334","81.53027356412542","79.84041235647793","82.73608567114663","69.75504472234992","61.52439612823063","74.14411919940413","79.34819265618093","78.27459469989309","80.72031634948543"
"71000","62.907041348463814","42.53273786577296","74.77258069415346","57.832493269883315","7.65367355051901","84.63225856552485","72.45073236742131","62.54110061971435","80.51661875412451","70.00827402340188","60.160429994293196","79.7472445290607"
"72000","62.07962557229766","50.60472837125209","74.89495913318407","80.96028353807661","80.5467757929818","81.58559489674468","71.42525895075687","67.52483851495073","74.61993663552407","74.4308909129893","65.87752454616121","81.24809321281397"
"73000","57.47707558263804","54.79757186084316","60.93326447669002","81.47980920109585","77.27520411503065","85.96294107848628","77.95456540855567","76.52109708533469","78.96200099958354","78.4232762997541","77.18910272553215","80.54061359616588"
"74000","67.96740550114646","62.86923005709622","76.26712412792745","79.69761423968934","71.02017794860552","84.21771704629974","73.8923765225299","64.21182445158196","78.87115797521193","72.49848915770538","58.1502339256594","84.82034541693267"
"75000","66.74139199484368","44.97866513206243","79.13919406883252","82.29380498880218","79.67133351225809","86.07470453510949","63.655967072910904","38.31551282123625","79.31025801352621","67.70715432314569","42.79891078747825","82.53981292679303"
"76000","65.43991095509003","57.84701367953742","77.0792543825751","82.55663238875505","80.15297893632035","86.08459819982836","76.19070963331781","61.375155561169656","84.87440757050254","77.6689170921385","67.03160294978733","84.17306341795128"
"77000","57.80804688116255","42.14468201952159","70.20589996785932","80.0786731490568","71.99366416898351","85.92746872199231","71.82782966692723","68.82783330269315","77.56399323233843","80.10577383388319","77.3039404895227","83.00239817917544"
"78000","69.45620449596687","63.57626315395781","78.27623666602412","79.5058453611393","75.88066806664453","83.15876624248575","77.52174094036253","71.97497864120041","81.37765434034833","81.80057108479996","78.17121061701243","85.31404116467982"
"79000","70.33955534528955","56.04711176744913","77.78985566928093","79.94075684189967","69.79568548090643","86.3978688778452","77.70962339362926","75.33114626600582","79.98635125641337","79.29316924272553","73.89845397765849","82.83890558506951"
"80000","70.54639385215405","67.33703559417984","74.98620271679277","82.32467960104394","81.38029260505118","83.21887247662164","73.50591464320262","63.638695252207135","81.09614931390588","78.88782703844855","71.5787405500187","85.35996709742619"
"81000","72.39293321645856","62.23581276969055","78.14421704907258","81.65528250387997","78.93995695535978","85.57024500472093","79.44181649002495","76.45756102821846","84.37497001184114","84.15365205583025","83.06583195341969","85.74900950040669"
"82000","58.13207833493137","47.17879619730335","70.08703585988158","78.47337467548363","66.64360980804797","84.88551874983324","76.32387925143037","66.85525744072012","83.99735292562718","69.04265928977019","63.817938406626936","76.89029622436051"
"83000","76.24987928289683","74.95192946523018","77.39454108216398","81.67784781491683","79.21424678323427","83.22437056304068","78.63237688769932","72.8493758383739","82.13607639614435","72.28091040089113","56.344637559972824","83.43827184319132"
"84000","71.2253345727449","67.83860054031553","76.73330028146174","81.68952918279841","79.60329666347108","85.43224506322346","78.05176301990173","76.20131528856972","80.53300036272384","79.39759778362601","76.90387342514296","82.73182696889572"
"85000","69.42574439721528","64.36466492794789","75.06764659602827","79.37209664290039","75.25688934800671","83.11900082867197","72.9997532142783","70.15828537347187","76.02470151480073","78.47426160786911","76.10134771191214","81.93019071014076"
"86000","69.96832160424172","57.44835790856836","80.7239783289356","84.37544330176314","83.7747465816593","84.74066840328044","81.59148232886251","77.65874737879989","87.03124720034857","82.36310230995436","75.83613586593982","86.65670008797518"
"87000","71.4963420823561","66.65618693434828","77.27283132626367","82.09430283245528","77.56389765967148","84.63444513144213","77.81685099898847","74.50330937599261","81.76231896247475","79.80277124341369","75.96336499999903","82.25668290476119"
"88000","65.65727587232821","55.46333787866207","75.07026185856137","79.31383015257985","72.78481778614963","83.25073676292499","76.61973257176784","73.071283330615","78.50073143039084","82.23779109045113","77.44088231061727","86.81135041484994"
"89000","67.61234964779759","66.02628905810555","68.456178050766","82.27438326273962","77.44416233669527","85.47137242304254","80.63725790215004","79.60513452491175","81.75490893454038","84.72324299538109","82.30424281489597","87.18052216210539"
"90000","48.710679739662574","4.376386927950785","75.99608508528199","77.96075325942337","73.56610820579567","80.82781874156785","80.08747506424982","69.88274687789036","85.4257353621194","77.22946306236608","70.55147911403876","81.57128285507187"
"91000","51.01437332371927","5.079376095547934","81.36504583859389","81.06857958426764","74.07043529054836","85.85908333015487","77.2316932121323","68.83408450888618","83.43329152992565","78.89709703197421","69.79634582625401","86.17344993780799"
"92000","55.77509864549628","7.247098653151121","80.31321178549182","80.93015891396318","75.3541778433585","85.64320559112153","74.69406276587596","70.11891499219028","80.0708126698645","72.49045990948763","66.86733364243692","76.21926713556306"
"93000","53.16623587022888","7.1330627221384875","78.46646324953062","77.55207301877677","70.84051887632438","82.38626289313676","82.75418402002401","79.02725845721518","85.69128011888768","79.16033216713463","73.20186238606057","84.37531050649723"
"94000","49.097249215380025","8.21054139799888","73.84940533177662","84.03942724209595","81.26640280444603","86.00387504340117","82.35321760539345","81.00471011495974","83.23506904242","81.37087128206396","72.03658681717697","86.20488956647246"
"95000","47.8375305093739","4.70883376257328","81.47138585088831","84.04323219154877","81.58990462548844","85.75229735625427","76.05445215537496","69.79168589966976","79.7442130588754","79.99215186647518","78.78174064282295","81.26407713108308"
"96000","53.53972810117774","16.09250757949135","74.89796529954704","80.8463778036812","78.09273554426045","82.34491981437083","83.4504677984214","80.70951146562051","86.65402521751952","81.0783679373043","76.10841449483276","85.76511876966933"
"97000","44.246803473675186","0.5532636139116215","76.20800159232626","82.50129611833576","81.73341871009387","83.3896987580285","80.2747891028633","77.76892383872378","82.09964228855348","80.11485918305578","78.11631876555691","82.2259890509295"
"98000","53.44148673755611","5.153847783904324","80.39076551861284","80.12509772902679","71.93587599982071","84.92610785535678","78.78513786479569","75.8894639424406","82.34185831948479","82.1734418961354","80.77965821158264","84.08278817668018"
"99000","36.174513542953925","5.130021380331871","56.338383453120166","83.74462840340446","83.31204726549699","84.52558723520353","58.341751758205824","17.04443699660475","83.0940316665505","83.58310794906556","81.64804476421308","85.96620899748325"
"100000","46.666349026245165","5.523096944548617","68.93260241087454","76.95757352485471","67.25150286963259","83.87097592073621","81.51969666432632","77.25866106341826","85.61055384900241","76.09310771880513","67.5943572212593","82.91738539854188"
"101000","51.68891791354451","5.740142825745856","76.41288956618767","77.39319129849632","71.43427440127415","81.13737253971574","73.58286328844332","69.99259471172778","79.896198513384","75.39977776982204","70.86943794863878","79.89332554434068"
"102000","51.394504321338765","5.742307376689681","76.69144278750863","82.61418029564983","77.81797097406633","85.70444927054075","81.10570271254461","78.22396410193441","84.34774487804177","83.43019121371147","79.97736204071599","86.55607590088356"
"103000","44.97397651871168","5.736536242090251","69.16824180878638","76.12164585708682","67.61458217654554","86.17568816484547","78.77961427472363","77.11190938725808","80.56231415405037","78.12072223542397","71.71022751716366","86.30855483328801"
"104000","46.53983047623054","10.000245580239364","78.40837992414394","80.48984186688502","74.0646472779659","84.31345354187701","78.971496496867","76.63536189737248","82.03013831097358","78.31041133473921","72.71968596329238","83.13725940570754"
"105000","51.432936817290134","8.992022470422976","74.06285973828825","78.50638844546877","66.12567885767055","85.85130732376105","80.03343115256811","78.0171113744797","82.10791912664384","74.55001822484849","64.66301190026506","84.37478714817979"
"106000","46.62054836676591","19.862963020948406","74.15245328242725","84.27361763905526","82.18678266579127","86.22757351815743","83.57587527861551","79.06987094884587","86.7296910799255","79.36558779609707","76.40878244098535","82.40514349210329"
"107000","49.25434297408785","10.15253888138179","69.15623192478894","82.80927516894603","80.52761751263596","86.7923199641302","75.90815389493467","68.9649088578393","84.23857770842086","76.51977717177034","65.1320172404688","83.71639859398222"
"108000","48.48895602055416","10.700482835347021","70.23025255227655","81.92447849719224","81.186648805063","82.3943046627421","82.19680581159396","81.55472388117678","83.22570722890863","77.73659563135502","62.34206398750056","85.54146534800799"
"109000","49.882637893288525","4.847962144066947","75.89351160113152","71.66452436868592","58.06571041497269","81.4282922174325","76.52399468850719","68.19025583765361","83.19526882037233","75.71679606983533","66.41950886412342","83.46734910082219"
"110000","67.81060085522061","61.90642141685541","71.5112709846705","82.71852977460036","80.52192487365453","84.5703343286338","76.71028824335764","69.2581394383926","80.87855024302041","77.22969940713334","70.64465763313204","82.14920679498152"
"111000","56.079145750679096","28.24852937539768","82.37623098944206","84.75625842273531","83.35799804120283","86.33110190367546","80.89544231239599","77.78343490305342","86.22837486910636","79.06774051829625","68.23796574484402","87.51805380951501"
"112000","58.48136322859728","44.566887528295126","72.58540452934001","83.36352587458424","82.89015466744675","83.85205588672022","80.50079359312475","79.05073676445076","81.6724284151122","84.69605357399286","81.14885357476263","88.04700071129764"
"113000","70.60954480492224","54.69935485976857","79.08090235763734","83.96902521967901","82.59653334193854","85.30222870401745","82.38705269573562","81.1253104529082","84.20369373513239","78.69780812883948","75.33729840642597","85.03657649864813"
"114000","76.1758844431481","70.35569052931993","79.92302358303513","82.05858701799127","80.87865680083904","83.4485117017507","78.88098592860625","71.31476636663388","85.3741345821044","78.93589279310663","77.7330598708118","81.23287573992538"
"115000","70.7126625684917","63.28745045194955","79.46495270731857","80.24869406347976","70.48276112660766","85.66055271380529","80.88541058674508","75.0048426747669","84.60281497159993","77.10392550456716","71.41540138410521","82.02227728094225"
"116000","66.69679650550599","52.14651805826909","74.57221589487231","81.12946340352504","76.22255307408335","85.90155623172322","83.63178796890698","82.83277927814493","84.10070160753787","77.48097814607871","75.34105431829909","79.78168848254757"
"117000","66.35391936386132","57.2796518753882","73.885982008617","82.92350397006948","80.43293138583967","86.14670406696513","77.8296720800602","75.28632084483591","82.13167355145421","72.37046546198685","71.53039050231158","72.82227261926472"
"118000","62.3145187200667","57.151038673991025","72.1092936592424","82.18228127204556","75.95075091125308","86.48126738171182","81.84342362106786","74.06343963733823","86.11152021530775","82.62412212360819","81.50282495083803","83.99523998973638"
"119000","78.73717588434147","78.13061077617415","79.23725599550153","84.62384369797692","81.11083087360493","87.54822372946077","83.32245211885468","78.43811651705329","86.61997454745709","82.28885819602785","77.5715094268213","86.08226498693035"
"120000","73.48343926622533","64.91328537355983","77.7778004041747","81.4540143749446","78.90043201799553","83.63383928582202","76.15419348510085","65.51091384266975","81.48032886707595","76.35442459044826","72.55432086110345","79.12830324980655"
"121000","79.14500436041233","77.25164154424283","80.97184559327201","83.63066498597043","81.06406969077247","85.55404200263888","81.86601248991003","80.4022436281445","83.41456248397647","82.29097795078046","80.94548188721707","83.58606520334838"
"122000","71.16374681285525","58.6012667317124","78.06829085536513","82.12600625513869","79.58111797281676","86.4219959244932","76.41768422687568","64.26891007300979","83.83188836294688","77.0008720398083","73.14107401906023","80.98144707546322"
"123000","75.44037675291345","72.07456939883984","77.56781230420764","78.89893572376174","67.99130850426141","86.52420557028418","77.21419543699874","71.31218058432324","82.81616061394021","78.90339724762033","68.03428941551618","86.80846928776515"
"124000","71.83450537014114","65.27234688104605","77.75394533307929","81.58183736709653","79.08634785107724","83.17176174528234","80.61244239686583","79.1603820932585","82.64677503898483","76.98589266128434","74.82276375545608","80.33095559395352"
"125000","75.18967376351468","71.12794569470381","80.03044561014823","81.51709082355255","78.1359340277905","83.46730210011499","81.90642826514004","76.41288389973855","87.14344766475155","78.26170419541886","69.03630744858563","86.10190779221195"
"126000","71.87089088039347","69.30348661221376","74.9326984388466","82.04424472143691","75.52386317483739","85.64360940144412","77.72604493751585","75.0166690368541","80.75582166224753","71.27773064260458","64.58835456140557","81.25053886450966"
"127000","77.06367612675304","72.26777850748476","79.787395589979","83.63243187214695","80.47513674712351","85.86148909218039","78.83228630699647","75.84418265482695","80.86544591631953","72.02676741615817","58.570350605134514","82.11237283544185"
"128000","57.224179923439145","40.09661057053139","77.2201570508186","82.22198152633136","80.00742724646292","84.43885336769989","76.3708829213055","68.99766682731546","80.61233227390284","78.11955716674414","72.88146868473748","80.80122873769831"
